Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,1:42.51,Amel TUKA,09 JAN 1991,BIH,1,,"Stade Louis II, Monaco (MON)",17 JUL 2015,1251
2,1:42.66,Nijel AMOS,15 MAR 1994,BOT,2,,"Stade Louis II, Monaco (MON)",17 JUL 2015,1246
3,1:42.97,Ayanleh SOULEIMAN,03 DEC 1992,DJI,3,,"Stade Louis II, Monaco (MON)",17 JUL 2015,1236
4,1:43.08,Ayanleh SOULEIMAN,03 DEC 1992,DJI,1f1,,Barcelona (ESP),08 JUL 2015,1233
5,1:43.27,Nijel AMOS,15 MAR 1994,BOT,1,,"Stade Olympique de la Pontaise, Lausanne (SUI)",09 JUL 2015,1227
6,1:43.28,Nijel AMOS,15 MAR 1994,BOT,1,,"Olympiastadion, Berlin (GER)",06 SEP 2015,1226
7,1:43.34,Boris BERIAN,19 DEC 1992,USA,4,,"Stade Louis II, Monaco (MON)",17 JUL 2015,1225
8,1:43.45,Adam KSZCZOT,02 SEP 1989,POL,5,,"Stade Louis II, Monaco (MON)",17 JUL 2015,1221
9,1:43.56,Mohammed AMAN,10 JAN 1994,ETH,1,,"Stadio Olimpico, Roma (ITA)",04 JUN 2015,1218
9,1:43.56,Robert BIWOTT,28 JAN 1996,KEN,2f1,,Barcelona (ESP),08 JUL 2015,1218
11,1:43.58,David RUDISHA,17 DEC 1988,KEN,1,,"Icahn Stadium, New York, NY (USA)",13 JUN 2015,1217
12,1:43.60,Ferguson Cheruiyot ROTICH,30 NOV 1989,KEN,1,,Nairobi (KEN),01 AUG 2015,1217
13,1:43.72,Marcin LEWANDOWSKI,13 JUN 1987,POL,6,,"Stade Louis II, Monaco (MON)",17 JUL 2015,1213
14,1:43.76,David RUDISHA,17 DEC 1988,KEN,2,,"Stade Olympique de la Pontaise, Lausanne (SUI)",09 JUL 2015,1212
15,1:43.78,Ayanleh SOULEIMAN,03 DEC 1992,DJI,1,,"Suhaim bin Hamad Stadium, Doha (QAT)",15 MAY 2015,1211
16,1:43.80,Nijel AMOS,15 MAR 1994,BOT,2,,"Stadio Olimpico, Roma (ITA)",04 JUN 2015,1210
17,1:43.82,Musaeb Abdulrahman BALLA,19 MAR 1989,QAT,3f1,,Barcelona (ESP),08 JUL 2015,1210
18,1:43.84,Boris BERIAN,19 DEC 1992,USA,2,,"Icahn Stadium, New York, NY (USA)",13 JUN 2015,1209
18,1:43.84,Amel TUKA,09 JAN 1991,BIH,1f1,,"Moratalaz, Madrid (ESP)",11 JUL 2015,1209
20,1:43.88,Pierre-Ambroise BOSSE,11 MAY 1992,FRA,3,,"Icahn Stadium, New York, NY (USA)",13 JUN 2015,1208
21,1:43.89,David RUDISHA,17 DEC 1988,KEN,2,,Nairobi (KEN),01 AUG 2015,1208
22,1:43.92,Job KINYOR,08 MAY 1990,KEN,3,,"Stadio Olimpico, Roma (ITA)",04 JUN 2015,1207
22,1:43.92,Ferguson Cheruiyot ROTICH,30 NOV 1989,KEN,7,,"Stade Louis II, Monaco (MON)",17 JUL 2015,1207
24,1:43.94,Adam KSZCZOT,02 SEP 1989,POL,4,,"Stadio Olimpico, Roma (ITA)",04 JUN 2015,1206
25,1:44.00,Ferguson Cheruiyot ROTICH,30 NOV 1989,KEN,5,,"Stadio Olimpico, Roma (ITA)",04 JUN 2015,1204
26,1:44.07,Alfred KIPKETER,28 DEC 1996,KEN,3,,Nairobi (KEN),01 AUG 2015,1202
27,1:44.09,Antoine GAKEME,24 DEC 1991,BDI,2f1,,"Moratalaz, Madrid (ESP)",11 JUL 2015,1201
27,1:44.09,Job KINYOR,08 MAY 1990,KEN,3f1,,"Moratalaz, Madrid (ESP)",11 JUL 2015,1201
27,1:44.09,Mohammed AMAN,10 JAN 1994,ETH,8,,"Stade Louis II, Monaco (MON)",17 JUL 2015,1201
30,1:44.19,Amel TUKA,09 JAN 1991,BIH,1f3,,Velenje (SLO),01 JUL 2015,1198
31,1:44.22,Adam KSZCZOT,02 SEP 1989,POL,2,,"Olympiastadion, Berlin (GER)",06 SEP 2015,1197
32,1:44.24,Mohammed AMAN,10 JAN 1994,ETH,3,,"Olympiastadion, Berlin (GER)",06 SEP 2015,1197
32,1:44.24,Taoufik MAKHLOUFI,29 APR 1988,ALG,4,,"Olympiastadion, Berlin (GER)",06 SEP 2015,1197
34,1:44.25,Marcin LEWANDOWSKI,13 JUN 1987,POL,6,,"Stadio Olimpico, Roma (ITA)",04 JUN 2015,1196
35,1:44.33,Alfred KIPKETER,28 DEC 1996,KEN,9,,"Stade Louis II, Monaco (MON)",17 JUL 2015,1194
36,1:44.42,Pierre-Ambroise BOSSE,11 MAY 1992,FRA,7,,"Stadio Olimpico, Roma (ITA)",04 JUN 2015,1191
37,1:44.44,Ferguson Cheruiyot ROTICH,30 NOV 1989,KEN,3,,"Stade Olympique de la Pontaise, Lausanne (SUI)",09 JUL 2015,1191
38,1:44.50,Edwin Kiplagat MELLY,23 APR 1994,KEN,4f1,,Barcelona (ESP),08 JUL 2015,1189
39,1:44.51,Willy Kiplimo TARBEI,30 MAY 1998,KEN,1,,Nairobi (KEN),17 JUN 2015,1188
40,1:44.53,Ferguson Cheruiyot ROTICH,30 NOV 1989,KEN,2,,"Suhaim bin Hamad Stadium, Doha (QAT)",15 MAY 2015,1188
40,1:44.53,Nick SYMMONDS,30 DEC 1983,USA,1,,"Hayward Field, Eugene, OR (USA)",28 JUN 2015,1188
42,1:44.55,Kipyegon BETT,01 FEB 1998,KEN,2,,Nairobi (KEN),17 JUN 2015,1187
43,1:44.56,Jackson Mumbwa KIVUVA,11 AUG 1989,KEN,4,,Nairobi (KEN),01 AUG 2015,1187
44,1:44.57,Nijel AMOS,15 MAR 1994,BOT,1,,"Olympic Stadium, London (GBR)",25 JUL 2015,1187
