Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,1:43.10,Emmanuel Kipkurui KORIR,15 JUN 1995,KEN,1,,"Stade Louis II, Monaco (MON)",21 JUL 2017,1232
2,1:43.18,Nijel AMOS,15 MAR 1994,BOT,1,,"Olympic Stadium, London (GBR)",09 JUL 2017,1230
3,1:43.60,Clayton MURPHY,26 FEB 1995,USA,1f1,,"Torrance, CA (USA)",15 APR 2017,1217
4,1:43.73,Emmanuel Kipkurui KORIR,15 JUN 1995,KEN,1f1,,"Berkeley, CA (USA)",29 APR 2017,1212
5,1:43.86,Emmanuel Kipkurui KORIR,15 JUN 1995,KEN,1,,Nairobi (KEN),24 JUN 2017,1208
6,1:43.91,Nijel AMOS,15 MAR 1994,BOT,1,,"Complexe Sportif Prince Moulay Abdellah, Rabat (MAR)",16 JUL 2017,1207
7,1:43.94,Wyclife KINYAMAL,02 JUL 1997,KEN,1,,Rovereto (ITA),29 AUG 2017,1206
8,1:43.95,Donavan BRAZIER,15 APR 1997,USA,2,,"Olympic Stadium, London (GBR)",09 JUL 2017,1206
9,1:44.04,Kipyegon BETT,01 FEB 1998,KEN,2,,Nairobi (KEN),24 JUN 2017,1203
10,1:44.14,Donavan BRAZIER,15 APR 1997,USA,1,,"Sacramento, CA (USA)",25 JUN 2017,1200
11,1:44.24,Nijel AMOS,15 MAR 1994,BOT,1,,"Stade Charléty, Paris (FRA)",01 JUL 2017,1197
12,1:44.28,Kipyegon BETT,01 FEB 1998,KEN,2,,"Complexe Sportif Prince Moulay Abdellah, Rabat (MAR)",16 JUL 2017,1195
13,1:44.36,Kipyegon BETT,01 FEB 1998,KEN,2,,"Stade Charléty, Paris (FRA)",01 JUL 2017,1193
14,1:44.37,Ferguson Cheruiyot ROTICH,30 NOV 1989,KEN,3,,"Stade Charléty, Paris (FRA)",01 JUL 2017,1193
15,1:44.41,Brandon MCBRIDE,15 JUN 1994,CAN,2,,"Stade Louis II, Monaco (MON)",21 JUL 2017,1192
16,1:44.43,Asbel KIPROP,30 JUN 1989,KEN,3,,"Olympic Stadium, London (GBR)",09 JUL 2017,1191
17,1:44.44,Antoine GAKEME,24 DEC 1991,BDI,1f1,,"Moratalaz, Madrid (ESP)",14 JUL 2017,1191
18,1:44.49,Antoine GAKEME,24 DEC 1991,BDI,2,,Rovereto (ITA),29 AUG 2017,1189
19,1:44.50,Nijel AMOS,15 MAR 1994,BOT,1,,"Alexander Stadium, Birmingham (GBR)",20 AUG 2017,1189
20,1:44.53,Isaiah HARRIS,18 OCT 1996,USA,2,,"Sacramento, CA (USA)",25 JUN 2017,1188
20,1:44.53,Nijel AMOS,15 MAR 1994,BOT,1,,"Boudewijnstadion, Bruxelles (BEL)",01 SEP 2017,1188
22,1:44.54,Antoine GAKEME,24 DEC 1991,BDI,3,,"Stade Louis II, Monaco (MON)",21 JUL 2017,1188
23,1:44.61,Michael SARUNI,18 JUN 1995,KEN,3,,Nairobi (KEN),24 JUN 2017,1185
24,1:44.62,Donavan BRAZIER,15 APR 1997,USA,3,,"Complexe Sportif Prince Moulay Abdellah, Rabat (MAR)",16 JUL 2017,1185
24,1:44.62,Amel TUKA,09 JAN 1991,BIH,3,,Rovereto (ITA),29 AUG 2017,1185
26,1:44.63,Donavan BRAZIER,15 APR 1997,USA,1,,"Tempe, AZ (USA)",08 APR 2017,1185
26,1:44.63,Drew WINDLE,22 JUL 1992,USA,1,,"New York, NY (USA)",06 JUL 2017,1185
28,1:44.66,Erik SOWINSKI,21 DEC 1989,USA,2,,"New York, NY (USA)",06 JUL 2017,1184
29,1:44.67,Pierre-Ambroise BOSSE,11 MAY 1992,FRA,1,,"Olympic Stadium, London (GBR)",08 AUG 2017,1184
30,1:44.70,Kipyegon BETT,01 FEB 1998,KEN,1,,"Shanghai Stadium, Shanghai (CHN)",13 MAY 2017,1183
31,1:44.72,Pierre-Ambroise BOSSE,11 MAY 1992,FRA,4,,"Stade Louis II, Monaco (MON)",21 JUL 2017,1182
31,1:44.72,Drew WINDLE,22 JUL 1992,USA,4,,"Stade Louis II, Monaco (MON)",21 JUL 2017,1182
33,1:44.77,Edward Kibet KEMBOI,09 DEC 1993,KEN,3,,"New York, NY (USA)",06 JUL 2017,1180
33,1:44.77,Marcin LEWANDOWSKI,13 JUN 1987,POL,2,,"Boudewijnstadion, Bruxelles (BEL)",01 SEP 2017,1180
35,1:44.80,Alex AMANKWA,02 MAR 1992,GHA,1f2,,"Marietta, GA (USA)",19 MAY 2017,1180
36,1:44.81,Thiago ANDRÉ,04 AUG 1995,BRA,1,,Sao Bernardo do Campo (BRA),11 JUN 2017,1179
37,1:44.82,Erik SOWINSKI,21 DEC 1989,USA,4,,"Olympic Stadium, London (GBR)",09 JUL 2017,1179
38,1:44.84,Adam KSZCZOT,02 SEP 1989,POL,3,,"Boudewijnstadion, Bruxelles (BEL)",01 SEP 2017,1178
39,1:44.86,Willy Kiplimo TARBEI,30 MAY 1998,KEN,1,,Kingston (JAM),10 JUN 2017,1178
39,1:44.86,Ferguson Cheruiyot ROTICH,30 NOV 1989,KEN,4,,Nairobi (KEN),24 JUN 2017,1178
41,1:44.90,Davis CHERUIYOT,,KEN,1h2,,Nairobi (KEN),16 MAY 2017,1176
41,1:44.90,David RUDISHA,17 DEC 1988,KEN,2,,Kingston (JAM),10 JUN 2017,1176
41,1:44.90,David RUDISHA,17 DEC 1988,KEN,1,,"Bregyó Athletic Center, Székesfehérvár (HUN)",04 JUL 2017,1176
44,1:44.92,Hamada MOHAMED,22 OCT 1992,EGY,2f1,,"Moratalaz, Madrid (ESP)",14 JUL 2017,1176
45,1:44.94,Amel TUKA,09 JAN 1991,BIH,6,,"Stade Louis II, Monaco (MON)",21 JUL 2017,1175
46,1:44.95,Drew WINDLE,22 JUL 1992,USA,3,,"Sacramento, CA (USA)",25 JUN 2017,1175
46,1:44.95,Adam KSZCZOT,02 SEP 1989,POL,2,,"Olympic Stadium, London (GBR)",08 AUG 2017,1175
48,1:44.98,Andrés ARROYO,07 JUN 1995,PUR,4,,"New York, NY (USA)",06 JUL 2017,1174
49,1:44.99,Thijmen KUPERS,04 OCT 1991,NED,1,,"Blankers-Koen Stadion, Hengelo (NED)",11 JUN 2017,1174
49,1:44.99,Elliot GILES,26 MAY 1994,GBR,5,,"Olympic Stadium, London (GBR)",09 JUL 2017,1174
51,1:45.00,Peter Langat KIPLANGAT,06 SEP 1993,KEN,1,,Nairobi (KEN),10 JUN 2017,1173
52,1:45.01,Ayanleh SOULEIMAN,03 DEC 1992,DJI,1f1,,Barcelona (ESP),29 JUN 2017,1173
52,1:45.01,Erik SOWINSKI,21 DEC 1989,USA,3f1,,"Moratalaz, Madrid (ESP)",14 JUL 2017,1173
52,1:45.01,Brandon MCBRIDE,15 JUN 1994,CAN,4,,"Complexe Sportif Prince Moulay Abdellah, Rabat (MAR)",16 JUL 2017,1173
55,1:45.02,Drew WINDLE,22 JUL 1992,USA,2f2,,"Marietta, GA (USA)",19 MAY 2017,1173
55,1:45.02,Thijmen KUPERS,04 OCT 1991,NED,1,,"Olympiastadion, Stockholm (SWE)",18 JUN 2017,1173
