Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,1:43.32,Emmanuel WANYONYI,01 AUG 2004,KEN,1,,"Moi International Sports Centre, Kasarani, Nairobi (KEN)",13 MAY 2023,1225
2,1:43.66,Wyclife KINYAMAL,02 JUL 1997,KEN,2,,"Moi International Sports Centre, Kasarani, Nairobi (KEN)",13 MAY 2023,1215
3,1:44.27,Djamel SEDJATI,03 MAY 1999,ALG,1,,"Stade des Grands Pêchers, Montreuil (FRA)",31 MAY 2023,1196
4,1:44.36,Emmanuel WANYONYI,01 AUG 2004,KEN,1,,"Complexe Sportif Prince Moulay Abdellah, Rabat (MAR)",28 MAY 2023,1193
5,1:44.73,Wyclife KINYAMAL,02 JUL 1997,KEN,2,,"Complexe Sportif Prince Moulay Abdellah, Rabat (MAR)",28 MAY 2023,1182
6,1:44.75,Clayton MURPHY,26 FEB 1995,USA,1,,"Drake Stadium, Los Angeles, CA (USA)",27 MAY 2023,1181
7,1:44.87,Efrem MEKONNEN,31 JAN 2001,ETH,1f1,,"Stade Omnisports Schlossberg, Forbach (FRA)",28 MAY 2023,1177
8,1:44.98,Festus LAGAT,10 OCT 1996,KEN,2,,"Drake Stadium, Los Angeles, CA (USA)",27 MAY 2023,1174
9,1:44.99,Timothy CHERUIYOT,20 NOV 1995,KEN,3,,"Moi International Sports Centre, Kasarani, Nairobi (KEN)",13 MAY 2023,1174
10,1:45.04,Benjamin ROBERT,04 JAN 1998,FRA,3,,"Complexe Sportif Prince Moulay Abdellah, Rabat (MAR)",28 MAY 2023,1172
11,1:45.10,Eduardo RIBEIRO,09 JAN 2001,BRA,1,,"CNDA, Bragança Paulista (BRA)",07 MAY 2023,1170
11,1:45.10,Isaiah JEWETT,06 FEB 1997,USA,3,,"Drake Stadium, Los Angeles, CA (USA)",27 MAY 2023,1170
13,1:45.12,Alex AMANKWA,02 MAR 1992,GHA,1f1,,"Vanderbilt Track, Nashville, TN (USA)",03 JUN 2023,1170
14,1:45.15,Azeddine HABZ,19 JUL 1993,FRA,2,,"Stade des Grands Pêchers, Montreuil (FRA)",31 MAY 2023,1169
