Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,1:42.32,,Wilson KIPKETER,12 DEC 1972,DEN,1,,Rieti (ITA),08 SEP 2002,1257
2,1:42.34,,Wilfred BUNGEI,24 JUL 1980,KEN,2,,Rieti (ITA),08 SEP 2002,1256
3,1:42.91,,William YIAMPOY,17 MAY 1974,KEN,3,,Rieti (ITA),08 SEP 2002,1238
4,1:43.15,,Japheth KIMUTAI,20 DEC 1978,KEN,4,,Rieti (ITA),08 SEP 2002,1231
4,1:43.15,,Mehdi BAALA,17 AUG 1978,FRA,5,,Rieti (ITA),08 SEP 2002,1231
6,1:43.33,,Joseph Mwengi MUTUA,10 DEC 1978,KEN,1f1,,Zürich (SUI),16 AUG 2002,1225
7,1:43.81,,Mbulaeni MULAUDZI,08 SEP 1980,RSA,3f1,,Zürich (SUI),16 AUG 2002,1210
8,1:43.83,,Antonio Manuel REINA,13 JUN 1981,ESP,1,,"CM, Madrid (ESP)",21 SEP 2002,1209
9,1:43.92,,David KRUMMENACKER,24 MAY 1975,USA,4,,Bruxelles (BEL),30 AUG 2002,1207
10,1:43.93,,André BUCHER,19 OCT 1976,SUI,5,,Bruxelles (BEL),30 AUG 2002,1206
11,1:44.03,,Djabir SAID-GUERNI,29 MAR 1977,ALG,2,,"CM, Madrid (ESP)",21 SEP 2002,1203
12,1:44.16,,Nils SCHUMANN,20 MAY 1978,GER,7,,Bruxelles (BEL),30 AUG 2002,1199
13,1:44.20,,Yuriy BORZAKOVSKIY,12 APR 1981,RUS,8,,Bruxelles (BEL),30 AUG 2002,1198
14,1:44.32,,Paweł CZAPIEWSKI,30 MAR 1978,POL,9,,Bruxelles (BEL),30 AUG 2002,1194
15,1:44.38,,Joeri JANSEN,28 MAY 1979,BEL,10,,Bruxelles (BEL),30 AUG 2002,1192
16,1:44.39,,Hezekiel SEPENG,30 JUN 1974,RSA,3,,"Stade Louis II, Monaco (MON)",19 JUL 2002,1192
17,1:44.41,,Khadevis ROBINSON,19 JUL 1976,USA,1,,Lapinlahti (FIN),14 JUL 2002,1192
18,1:44.44,,Nicholas WACHIRA,19 NOV 1982,KEN,2,,Torino (ITA),07 JUN 2002,1191
19,1:44.91,,Rui SILVA,03 AUG 1977,POR,4,,San Sebastián (ESP),20 AUG 2002,1176
20,1:44.92,,Vincent KEMBOI,29 MAY 1982,KEN,1,,Nairobi (KEN),18 MAY 2002,1176
21,1:45.17,,Otukile LEKOTE,19 OCT 1978,BOT,1,,"Baton Rouge, LA (USA)",31 MAY 2002,1168
22,1:45.30,,Nicolas AÏSSAT,24 JUL 1980,FRA,4f2,,Zürich (SUI),16 AUG 2002,1164
23,1:45.33,,Willy ROTICH,23 MAR 1976,KEN,1,,Vammala (FIN),17 AUG 2002,1163
24,1:45.35,,Berhanu ALEMU,16 JUL 1982,ETH,2,,Ostrava (CZE),12 JUN 2002,1163
25,1:45.39,,Sam BURLEY,13 FEB 1981,USA,2,,"Baton Rouge, LA (USA)",31 MAY 2002,1162
26,1:45.40,,Glody DUBE,02 JUL 1978,BOT,2,,"FBK Stadium, Hengelo (NED)",02 JUN 2002,1161
27,1:45.45,,Arthémon HATUNGIMANA,21 JAN 1974,BDI,5,,San Sebastián (ESP),20 AUG 2002,1160
28,1:45.52,,Werner BOTHA,31 JAN 1978,RSA,3,,"FBK Stadium, Hengelo (NED)",02 JUN 2002,1158
28,1:45.52,,James MCILROY,30 DEC 1976,GBR,2,,Rovereto (ITA),28 AUG 2002,1158
30,1:45.53,,Florent LACASSE,21 JAN 1981,FRA,2,,Cape Town (RSA),19 APR 2002,1157
31,1:45.55,,Paul KORIR,15 JUL 1977,KEN,1,,Chania (GRE),30 JUN 2002,1157
32,1:45.65,,Arnoud OKKEN,20 APR 1982,NED,6f2,,Zürich (SUI),16 AUG 2002,1154
33,1:45.72,,Dmitriy BOGDANOV,11 APR 1979,RUS,2,,Cuxhaven (GER),20 JUL 2002,1152
34,1:45.73,,Henry ROTICH,05 DEC 1981,KEN,2,,Strasbourg (FRA),29 JUN 2002,1151
35,1:45.74,,Moise JOSEPH,27 DEC 1981,HAI,3,,"Baton Rouge, LA (USA)",31 MAY 2002,1151
35,1:45.74,,Alex KIPCHIRCHIR,26 NOV 1984,KEN,2,,Helsinki (FIN),13 AUG 2002,1151
37,1:45.76,,Michael ROTICH,14 JUL 1978,KEN,2,,Chania (GRE),30 JUN 2002,1150
38,1:45.81,,Jonathan JOHNSON,05 MAR 1982,USA,4,,"Baton Rouge, LA (USA)",31 MAY 2002,1149
39,1:45.82,,David LELEI,10 MAY 1971,KEN,1,,Heusden-Zolder (BEL),20 JUL 2002,1149
39,1:45.82,,Kris MCCARTHY,15 OCT 1979,AUS,7f2,,Zürich (SUI),16 AUG 2002,1149
39,1:45.82,,Bernard KISILU,06 DEC 1974,KEN,1,,Lappeenranta (FIN),18 AUG 2002,1149
42,1:45.85,,René HERMS,17 JUL 1982,GER,1,,"Wattenscheid, Bochum (GER)",07 JUL 2002,1148
43,1:45.86,,Bram SOM,20 FEB 1980,NED,3,,Sevilla (ESP),23 JUN 2002,1147
43,1:45.86,,Osmar BARBOSA DOS SANTOS,20 OCT 1968,BRA,1,,Rio de Janeiro (BRA),29 SEP 2002,1147
45,1:45.91,,Sylas KIMUTAI,12 OCT 1983,KEN,1,,Rehlingen (GER),20 MAY 2002,1146
46,1:45.94,,Noah NGENY,02 NOV 1978,KEN,7,,"Stade de France, Paris-St-Denis (FRA)",05 JUL 2002,1145
47,1:45.96,,David FIEGEN,03 SEP 1984,LUX,4,,Strasbourg (FRA),29 JUN 2002,1144
48,1:46.00,,Nathan BRANNEN,08 SEP 1982,CAN,5,,"Baton Rouge, LA (USA)",31 MAY 2002,1143
49,1:46.07,,Christian NEUNHÄUSERER,21 JUN 1978,ITA,8,,"Stadio Olimpico, Roma (ITA)",12 JUL 2002,1141
50,1:46.10,,Justus KOECH,19 MAR 1980,KEN,2,,Nairobi (KEN),21 JUN 2002,1140
50,1:46.10,,Wilson KIRWA,28 DEC 1974,FIN,3,,Lappeenranta (FIN),18 AUG 2002,1140
52,1:46.12,,Trinity GRAY,19 APR 1978,USA,1,,"New York, NY (USA) (i)",08 FEB 2002,1197
53,1:46.13,,Sergey KOZHEVNIKOV,12 MAY 1970,RUS,5,,"Ferry-Dusika-Halle, Wien (AUT) (i)",03 MAR 2002,1196
54,1:46.18,,Tom OMEY,24 APR 1975,BEL,3,,Nijmegen (NED),25 MAY 2002,1138
55,1:46.21,,Marc SYLVESTER,21 NOV 1982,USA,6,,"Baton Rouge, LA (USA)",31 MAY 2002,1137
56,1:46.23,,Anthony WHITEMAN,13 NOV 1971,GBR,2,,Pretoria (RSA),12 APR 2002,1136
56,1:46.23,,Jeff DELONG,07 NOV 1977,USA,1,,Dübendorf (SUI),11 JUL 2002,1136
58,1:46.25,,Franck BARRÉ,15 JUL 1977,FRA,5,,Strasbourg (FRA),29 JUN 2002,1136
59,1:46.27,,Lucky HADEBE,02 JAN 1980,RSA,3,,Pretoria (RSA),12 APR 2002,1135
59,1:46.27,,Rashid HABIB,09 NOV 1979,BRN,6,,Strasbourg (FRA),29 JUN 2002,1135
61,1:46.28,,Norberto TÉLLEZ,23 DEC 1972,CUB,1,,Funchal (POR),29 JUN 2002,1135
62,1:46.36,,Ismail Ahmed ISMAIL,10 SEP 1984,SUD,1sf2,,"National Stadium, Kingston (JAM)",17 JUL 2002,1132
62,1:46.36,,Grzegorz KRZOSEK,10 JAN 1976,POL,7,,Gdansk (POL),27 JUL 2002,1132
64,1:46.45,,Miguel QUESADA,18 SEP 1979,ESP,1,,Igualada (ESP),30 JUN 2002,1130
65,1:46.52,,Bryan WOODWARD,03 MAR 1974,USA,2,,"Brunswick, ME (USA)",06 JUL 2002,1128
66,1:46.54,,Fernando ALMEIDA,22 JUN 1981,POR,3,,Lisboa (POR),15 JUN 2002,1127
66,1:46.54,,Fouad CHOUKI,01 OCT 1978,FRA,7,,Strasbourg (FRA),29 JUN 2002,1127
68,1:46.56,,Francis MARWA,1976,KEN,3sf2,,Nairobi (KEN),20 JUN 2002,1126
69,1:46.57,,Stefan BEUMER,28 APR 1981,NED,4,,Heusden-Zolder (BEL),20 JUL 2002,1126
70,1:46.60,,Derrick PETERSON,28 NOV 1977,USA,1,,"New York, NY (USA) (i)",02 MAR 2002,1182
71,1:46.61,,Anthony KABARA,09 MAR 1978,KEN,4,,Luzern (SUI),26 JUN 2002,1125
