Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,1:42.37,,Mohammed AMAN,10 JAN 1994,ETH,1f1,,"Boudewijnstadion, Bruxelles (BEL)",06 SEP 2013,1255
2,1:43.03,,Nick SYMMONDS,30 DEC 1983,USA,2f1,,"Boudewijnstadion, Bruxelles (BEL)",06 SEP 2013,1234
3,1:43.22,,Ferguson Cheruiyot ROTICH,30 NOV 1989,KEN,3f1,,"Boudewijnstadion, Bruxelles (BEL)",06 SEP 2013,1228
4,1:43.27,,Duane SOLOMON,28 DEC 1984,USA,1,,"Drake Stadium, Des Moines, IA (USA)",23 JUN 2013,1227
5,1:43.63,,Ayanleh SOULEIMAN,03 DEC 1992,DJI,1f1,,Sollentuna (SWE),27 JUN 2013,1216
6,1:43.76,,Pierre-Ambroise BOSSE,11 MAY 1992,FRA,2,,"Stade Louis II, Monaco (MON)",19 JUL 2013,1212
7,1:43.79,,Marcin LEWANDOWSKI,13 JUN 1987,POL,2,,"Letzigrund, Zürich (SUI)",29 AUG 2013,1211
8,1:43.84,,Brandon JOHNSON,02 MAR 1985,USA,1f1,,"Moratalaz, Madrid (ESP)",13 JUL 2013,1209
9,1:43.87,,David RUDISHA,17 DEC 1988,KEN,1,,"Suhaim bin Hamad Stadium, Doha (QAT)",10 MAY 2013,1208
10,1:43.93,,Kevin LÓPEZ,12 JUN 1990,ESP,3,,"Stade Louis II, Monaco (MON)",19 JUL 2013,1206
10,1:43.93,,Musaeb Abdulrahman BALLA,19 MAR 1989,QAT,1,,"Stadio Guidobaldi, Rieti (ITA)",08 SEP 2013,1206
12,1:44.00,,Ilham Tanui ÖZBILEN,05 MAR 1990,TUR,1,,Mersin (TUR),29 JUN 2013,1204
13,1:44.24,,Job KINYOR,08 MAY 1990,KEN,3,,"Suhaim bin Hamad Stadium, Doha (QAT)",10 MAY 2013,1197
14,1:44.33,,Anthony CHEMUT,17 DEC 1992,KEN,1,,Nairobi (KEN),13 JUL 2013,1194
14,1:44.33,,Rafith RODRÍGUEZ,01 JUN 1989,COL,5,,"Stade Louis II, Monaco (MON)",19 JUL 2013,1194
16,1:44.34,,Tyler MULDER,15 FEB 1987,USA,6,,"Stade Louis II, Monaco (MON)",19 JUL 2013,1194
17,1:44.36,,Abdulaziz Ladan MOHAMMED,07 JAN 1991,KSA,1f1,,Heusden-Zolder (BEL),13 JUL 2013,1193
17,1:44.36,,Andrew OSAGIE,19 FEB 1988,GBR,5,,"Luzhniki Stadion, Moskva (RUS)",13 AUG 2013,1193
19,1:44.37,,André OLIVIER,29 DEC 1989,RSA,3,,"Stadio Olimpico, Roma (ITA)",06 JUN 2013,1193
20,1:44.45,,Timothy KITUM,20 NOV 1994,KEN,7,,"Stade Louis II, Monaco (MON)",19 JUL 2013,1190
21,1:44.49,,Edwin Kiplagat MELLY,23 APR 1994,KEN,2,,"Stadio Guidobaldi, Rieti (ITA)",08 SEP 2013,1189
22,1:44.57,,Abraham Kipchirchir ROTICH,26 SEP 1993,BRN,1,,"Puskás Ferenc Stadion, Budapest (HUN)",10 JUL 2013,1187
23,1:44.59,,Jeremiah Kipkorir MUTAI,27 DEC 1992,KEN,3,,Nairobi (KEN),13 JUL 2013,1186
24,1:44.67,,Giordano BENEDETTI,22 MAY 1989,ITA,4,,"Stadio Olimpico, Roma (ITA)",06 JUN 2013,1184
25,1:44.71,,Nijel AMOS,15 MAR 1994,BOT,4,,"Stade Olympique de la Pontaise, Lausanne (SUI)",04 JUL 2013,1182
26,1:44.76,,Adam KSZCZOT,02 SEP 1989,POL,6,,"Stadio Olimpico, Roma (ITA)",06 JUN 2013,1181
27,1:44.84,,Kléberson DAVIDE,20 JUL 1985,BRA,1f1,,São Paulo (BRA),27 MAR 2013,1178
27,1:44.84,,Mark ENGLISH,18 MAR 1993,IRL,6,,"Olympic Stadium, London (GBR)",26 JUL 2013,1178
29,1:44.96,,Amine EL MANAOUI,20 NOV 1991,MAR,1,,Rabat (MAR),25 JUL 2013,1175
30,1:44.97,,Michael RIMMER,03 FEB 1986,GBR,6,,"Suhaim bin Hamad Stadium, Doha (QAT)",10 MAY 2013,1174
31,1:44.99,,Aman WOTE,18 APR 1984,ETH,1,,"Stade Raymond Petit, Tomblaine (FRA)",02 JUL 2013,1174
32,1:45.01,,Charles JOCK,23 NOV 1989,USA,2f1,,"Los Angeles, CA (USA)",17 MAY 2013,1173
33,1:45.04,,Elijah GREER,24 OCT 1990,USA,4,,"Drake Stadium, Des Moines, IA (USA)",23 JUN 2013,1172
33,1:45.04,,Joe ABBOTT,01 MAR 1990,USA,7,,"Olympic Stadium, London (GBR)",26 JUL 2013,1172
35,1:45.08,,Michael RUTT,28 OCT 1987,USA,3f1,,"Los Angeles, CA (USA)",17 MAY 2013,1171
36,1:45.10,,Mauris Surel CASTILLO,19 OCT 1984,CUB,5f1,,"Moratalaz, Madrid (ESP)",13 JUL 2013,1170
37,1:45.13,,Felix KITUR,17 APR 1987,KEN,1f2,,Oordegem (BEL),06 JUL 2013,1169
38,1:45.21,,Erik SOWINSKI,21 DEC 1989,USA,6,,"Drake Stadium, Des Moines, IA (USA)",23 JUN 2013,1167
39,1:45.24,,Yuriy BORZAKOVSKIY,12 APR 1981,RUS,2,,"Luzhniki Stadion, Moskva (RUS)",11 JUN 2013,1166
40,1:45.36,,Mark WIECZOREK,25 DEC 1984,USA,4f1,,"Los Angeles, CA (USA)",17 MAY 2013,1162
41,1:45.37,,Tamás KAZI,16 MAY 1985,HUN,5,,"Stadio Guidobaldi, Rieti (ITA)",08 SEP 2013,1162
42,1:45.38,,Sammy KIRONGO,04 FEB 1994,KEN,3,,"Puskás Ferenc Stadion, Budapest (HUN)",10 JUL 2013,1162
43,1:45.39,,Antoine GAKEME,24 DEC 1991,BDI,4sf1,,"Luzhniki Stadion, Moskva (RUS)",11 AUG 2013,1162
44,1:45.44,,Alexander ROWE,08 JUL 1992,AUS,2f2,,Oordegem (BEL),06 JUL 2013,1160
44,1:45.44,,Luis Alberto MARCO,20 AUG 1986,ESP,1,,Huelva (ESP),24 JUL 2013,1160
46,1:45.45,,Brian GAGNON,08 MAY 1987,USA,5sf1,,"Drake Stadium, Des Moines, IA (USA)",21 JUN 2013,1160
47,1:45.47,,Samir JAMMA,09 FEB 1990,MAR,2,,Mersin (TUR),29 JUN 2013,1159
47,1:45.47,,Cornelius KIPLANGAT,21 DEC 1992,KEN,5,,Nairobi (KEN),13 JUL 2013,1159
49,1:45.49,,Abednego CHESEBE,20 JUN 1982,KEN,1h3,,Kampala (UGA),20 JUL 2013,1159
50,1:45.54,,Asbel KIPROP,30 JUN 1989,KEN,9,,"Stadio Olimpico, Roma (ITA)",06 JUN 2013,1157
51,1:45.60,,Anthony ROMANIW,15 SEP 1991,CAN,3f1,,Ninove (BEL),27 JUL 2013,1155
52,1:45.64,,Johan CRONJE,13 APR 1982,RSA,7,,"Olympiastadion, Berlin (GER)",01 SEP 2013,1154
53,1:45.67,,Mukhtar MOHAMMED,01 DEC 1990,GBR,10,,"Olympic Stadium, London (GBR)",26 JUL 2013,1153
54,1:45.69,,Andreas LANGE,29 JAN 1991,GER,1f2,,Regensburg (GER),08 JUN 2013,1152
54,1:45.69,,Nader BELHANBEL,01 JUL 1994,MAR,1,,Casablanca (MAR),06 JUL 2013,1152
56,1:45.71,,Hamada MOHAMED,22 OCT 1992,EGY,3,,Mersin (TUR),29 JUN 2013,1152
56,1:45.71,,Abraham KIPLAGAT,09 AUG 1984,KEN,4,,"Puskás Ferenc Stadion, Budapest (HUN)",10 JUL 2013,1152
56,1:45.71,,Ronald MUSAGALA,16 DEC 1992,UGA,2h3,,Kampala (UGA),20 JUL 2013,1152
59,1:45.72,,Andy GONZÁLEZ,17 OCT 1987,CUB,1,,La Habana (CUB),04 JUN 2013,1152
60,1:45.75,,Casimir LOXSOM,17 MAR 1991,USA,2f1,,Dublin (IRL),17 JUL 2013,1151
61,1:45.83,,Moses Kipkemboi KIBET,20 NOV 1994,KEN,2f2,,Regensburg (GER),08 JUN 2013,1148
62,1:45.86,,Matthew CENTROWITZ,18 OCT 1989,USA,4f1,,"Portland, OR (USA)",08 JUN 2013,1147
62,1:45.86,,Paul ROBINSON,24 MAY 1991,IRL,4f1,,Dublin (IRL),17 JUL 2013,1147
64,1:45.88,,Diego Chargal MARTINS DINIZ,19 APR 1985,BRA,2f1,,São Paulo (BRA),07 APR 2013,1147
64,1:45.88,,James EICHBERGER,04 AUG 1990,MEX,5f1,,Ninove (BEL),27 JUL 2013,1147
66,1:45.91,,Hamid OUALICH,26 APR 1988,FRA,3,,"Stade Raymond Petit, Tomblaine (FRA)",02 JUL 2013,1146
67,1:45.94,,Wesley VÁZQUEZ,27 MAR 1994,PUR,1f1,,Huelva (ESP),25 JUN 2013,1145
68,1:45.97,,Alejandro RODRIGUEZ,01 MAY 1989,ESP,6f1,,"Moratalaz, Madrid (ESP)",13 JUL 2013,1144
69,1:46.00,,Alejandro ESTÉVEZ,21 JAN 1992,ESP,2,,Huelva (ESP),24 JUL 2013,1143
70,1:46.01,,Robin SCHEMBERA,01 OCT 1988,GER,8,,"Olympiastadion, Berlin (GER)",01 SEP 2013,1143
71,1:46.04,,Patrick ZWICKER,13 JUL 1994,GER,3f2,,Regensburg (GER),08 JUN 2013,1142
72,1:46.05,,Raidel ACEA,31 OCT 1990,CUB,2,,La Habana (CUB),04 JUN 2013,1142
73,1:46.07,,Leoman MOMOH,30 MAR 1991,USA,1f1,,"Fayetteville, AR (USA) (i)",01 MAR 2013,1198
73,1:46.07,,Mohamed Amine BELFERAR,16 FEB 1991,ALG,1,,Algiers (ALG),13 JUN 2013,1141
75,1:46.09,,Evans KIPKORIR,04 APR 1994,KEN,4,,"Stade Raymond Petit, Tomblaine (FRA)",02 JUL 2013,1140
76,1:46.11,,Jozef REPČÍK,03 AUG 1986,SVK,1f1,,Tábor (CZE),24 JUL 2013,1140
77,1:46.16,,Jan KUBISTA,23 SEP 1990,CZE,8f1,,"Mestský Stadion, Ostrava (CZE)",27 JUN 2013,1138
78,1:46.18,,Sebastian KEINER,22 AUG 1989,GER,4f2,,Regensburg (GER),08 JUN 2013,1138
78,1:46.18,,Benson SEUREI,27 MAR 1984,BRN,1f8,,Kortrijk (BEL),14 JUL 2013,1138
80,1:46.20,,Prince MUMBA,28 AUG 1984,ZAM,2f1,,"Los Angeles, CA (USA)",01 JUN 2013,1137
80,1:46.20,,Taras BYBYK,27 MAR 1992,UKR,2,,"Ratinan Stadion, Tampere (FIN)",12 JUL 2013,1137
82,1:46.25,,Ahmed MAINY,20 AUG 1986,MAR,3,,Casablanca (MAR),06 JUL 2013,1136
83,1:46.26,,Yassine HETHAT,30 AUG 1991,ALG,4,,Mersin (TUR),29 JUN 2013,1135
84,1:46.28,,Leonel MANZANO,12 SEP 1984,USA,6,,"Stade Raymond Petit, Tomblaine (FRA)",02 JUL 2013,1135
85,1:46.29,,Amel TUKA,09 JAN 1991,BIH,3,,"Ratinan Stadion, Tampere (FIN)",12 JUL 2013,1134
86,1:46.30,,Frederick KORIR,17 APR 1987,KEN,2,,Nairobi (KEN),11 MAY 2013,1134
87,1:46.32,,Mac FLEET,17 OCT 1990,USA,2,,Victoria (CAN),05 JUL 2013,1134
87,1:46.32,,Mohammed Ayoub TIOUALI,26 MAY 1991,MAR,4,,Casablanca (MAR),06 JUL 2013,1134
