Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,1:43.15,Donavan BRAZIER,15 APR 1997,USA,1,,"Stade Louis II, Monaco (MON)",14 AUG 2020,1231
2,1:43.23,Bryce HOPPEL,05 SEP 1997,USA,2,,"Stade Louis II, Monaco (MON)",14 AUG 2020,1228
3,1:43.76,Donavan BRAZIER,15 APR 1997,USA,1,,"Olympiastadion, Stockholm (SWE)",23 AUG 2020,1212
4,1:43.84,Donavan BRAZIER,15 APR 1997,USA,1,,"Newberg, OR (USA)",31 JUL 2020,1209
5,1:44.09,Daniel ROWDEN,09 SEP 1997,GBR,1,,"Sports Park Mladost, Zagreb (CRO)",15 SEP 2020,1201
6,1:44.14,Marco AROP,20 SEP 1998,CAN,3,,"Stade Louis II, Monaco (MON)",14 AUG 2020,1200
7,1:44.16,Ferguson Cheruiyot ROTICH,30 NOV 1989,KEN,1,,"Suhaim bin Hamad Stadium, Doha (QAT)",25 SEP 2020,1199
8,1:44.18,Jake WIGHTMAN,11 JUL 1994,GBR,1,,"Mestský Stadion, Ostrava (CZE)",08 SEP 2020,1199
9,1:44.34,Ferguson Cheruiyot ROTICH,30 NOV 1989,KEN,1,,"Stade Delort, Marseille (FRA)",03 SEP 2020,1194
10,1:44.47,Andreas KRAMER,13 APR 1997,SWE,2,,"Mestský Stadion, Ostrava (CZE)",08 SEP 2020,1190
11,1:44.51,Amel TUKA,09 JAN 1991,BIH,3,,"Mestský Stadion, Ostrava (CZE)",08 SEP 2020,1188
12,1:44.56,Benjamin ROBERT,04 JAN 1998,FRA,4,,"Stade Louis II, Monaco (MON)",14 AUG 2020,1187
12,1:44.56,Elliot GILES,26 MAY 1994,GBR,2,,"Suhaim bin Hamad Stadium, Doha (QAT)",25 SEP 2020,1187
14,1:44.67,Marco AROP,20 SEP 1998,CAN,2,,"Olympiastadion, Stockholm (SWE)",23 AUG 2020,1184
15,1:44.68,Elliot GILES,26 MAY 1994,GBR,2,,"Stade Delort, Marseille (FRA)",03 SEP 2020,1183
16,1:44.74,Daniel ROWDEN,09 SEP 1997,GBR,1f1,,"Slottsskogsvallen, Göteborg (SWE)",29 AUG 2020,1181
17,1:44.75,Max BURGIN,20 MAY 2002,GBR,1f1,,"Longford Park Stadium, Manchester (GBR)",11 AUG 2020,1181
17,1:44.75,Elliot GILES,26 MAY 1994,GBR,2,,"Sports Park Mladost, Zagreb (CRO)",15 SEP 2020,1181
19,1:44.78,Ferguson Cheruiyot ROTICH,30 NOV 1989,KEN,1,,"Nyayo National Stadium, Nairobi (KEN)",03 OCT 2020,1180
