Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,1:42.15,David RUDISHA,17 DEC 1988,KEN,1,,"Estádio Olímpico, Rio de Janeiro (BRA)",15 AUG 2016,1262
2,1:42.61,Taoufik MAKHLOUFI,29 APR 1988,ALG,2,,"Estádio Olímpico, Rio de Janeiro (BRA)",15 AUG 2016,1247
3,1:42.87,Alfred KIPKETER,28 DEC 1996,KEN,1,,Paris (FRA),27 AUG 2016,1239
4,1:42.93,Clayton MURPHY,26 FEB 1995,USA,3,,"Estádio Olímpico, Rio de Janeiro (BRA)",15 AUG 2016,1237
5,1:42.98,Taoufik MAKHLOUFI,29 APR 1988,ALG,2,,Paris (FRA),27 AUG 2016,1236
6,1:43.05,Jonathan KITILIT,24 APR 1994,KEN,3,,Paris (FRA),27 AUG 2016,1234
7,1:43.31,David RUDISHA,17 DEC 1988,KEN,1,,"Olympiastadion, Berlin (GER)",03 SEP 2016,1226
8,1:43.35,David RUDISHA,17 DEC 1988,KEN,1,,"Sóstói Stadion, Székesfehérvár (HUN)",18 JUL 2016,1224
9,1:43.37,Nicholas Kiplangat KIPKOECH,22 OCT 1992,KEN,1,,Nairobi (KEN),29 APR 2016,1224
10,1:43.41,Pierre-Ambroise BOSSE,11 MAY 1992,FRA,4,,"Estádio Olímpico, Rio de Janeiro (BRA)",15 AUG 2016,1222
11,1:43.43,Ferguson Cheruiyot ROTICH,30 NOV 1989,KEN,4,,Paris (FRA),27 AUG 2016,1222
12,1:43.48,Jonathan KITILIT,24 APR 1994,KEN,2,,Nairobi (KEN),29 APR 2016,1220
13,1:43.52,Ayanleh SOULEIMAN,03 DEC 1992,DJI,5,,Paris (FRA),27 AUG 2016,1219
14,1:43.55,Donavan BRAZIER,15 APR 1997,USA,1,,"Eugene, OR (USA)",10 JUN 2016,1218
14,1:43.55,Ferguson Cheruiyot ROTICH,30 NOV 1989,KEN,5,,"Estádio Olímpico, Rio de Janeiro (BRA)",15 AUG 2016,1218
16,1:43.58,Pierre-Ambroise BOSSE,11 MAY 1992,FRA,6,,Paris (FRA),27 AUG 2016,1217
17,1:43.73,Alfred KIPKETER,28 DEC 1996,KEN,1,,Eldoret (KEN),01 JUL 2016,1212
17,1:43.73,Marcin LEWANDOWSKI,13 JUN 1987,POL,7,,Paris (FRA),27 AUG 2016,1212
19,1:43.76,Adam KSZCZOT,02 SEP 1989,POL,8,,Paris (FRA),27 AUG 2016,1212
19,1:43.76,Kipyegon BETT,01 FEB 1998,KEN,2,,"Olympiastadion, Berlin (GER)",03 SEP 2016,1212
21,1:43.85,Nicholas Kiplangat KIPKOECH,22 OCT 1992,KEN,1,,Montreuil-sous-Bois (FRA),07 JUN 2016,1209
21,1:43.85,Pierre-Ambroise BOSSE,11 MAY 1992,FRA,1sf1,,"Estádio Olímpico, Rio de Janeiro (BRA)",13 AUG 2016,1209
21,1:43.85,Taoufik MAKHLOUFI,29 APR 1988,ALG,2sf1,,"Estádio Olímpico, Rio de Janeiro (BRA)",13 AUG 2016,1209
24,1:43.88,Pierre-Ambroise BOSSE,11 MAY 1992,FRA,1,,"Olympic Stadium, London (GBR)",22 JUL 2016,1208
24,1:43.88,David RUDISHA,17 DEC 1988,KEN,1sf3,,"Estádio Olímpico, Rio de Janeiro (BRA)",13 AUG 2016,1208
26,1:43.89,Jonathan KITILIT,24 APR 1994,KEN,2,,Montreuil-sous-Bois (FRA),07 JUN 2016,1208
27,1:43.91,Nicholas Kiplangat KIPKOECH,22 OCT 1992,KEN,1,,Nairobi (KEN),28 MAY 2016,1207
28,1:43.92,Taoufik MAKHLOUFI,29 APR 1988,ALG,1f1,,St-Maur (FRA),05 JUL 2016,1207
29,1:43.95,Brandon MCBRIDE,15 JUN 1994,CAN,2,,"Olympic Stadium, London (GBR)",22 JUL 2016,1206
30,1:44.05,Ferguson Cheruiyot ROTICH,30 NOV 1989,KEN,2,,Eldoret (KEN),01 JUL 2016,1203
31,1:44.06,Ayanleh SOULEIMAN,03 DEC 1992,DJI,1,,Barcelona (ESP),09 JUL 2016,1202
32,1:44.07,Samir DAHMANI,03 APR 1991,FRA,9,,Paris (FRA),27 AUG 2016,1202
33,1:44.16,Jonathan KITILIT,24 APR 1994,KEN,2,,"Sóstói Stadion, Székesfehérvár (HUN)",18 JUL 2016,1199
34,1:44.20,Boris BERIAN,19 DEC 1992,USA,1,,"Hayward Field, Eugene, OR (USA)",28 MAY 2016,1198
34,1:44.20,Marcin LEWANDOWSKI,13 JUN 1987,POL,6,,"Estádio Olímpico, Rio de Janeiro (BRA)",15 AUG 2016,1198
36,1:44.23,David RUDISHA,17 DEC 1988,KEN,3,,Eldoret (KEN),01 JUL 2016,1197
37,1:44.24,Jonathan KITILIT,24 APR 1994,KEN,2,,Nairobi (KEN),28 MAY 2016,1197
38,1:44.30,Clayton MURPHY,26 FEB 1995,USA,2sf3,,"Estádio Olímpico, Rio de Janeiro (BRA)",13 AUG 2016,1195
39,1:44.36,Adam KSZCZOT,02 SEP 1989,POL,1,,"Boudewijnstadion, Bruxelles (BEL)",09 SEP 2016,1193
40,1:44.38,Ferguson Cheruiyot ROTICH,30 NOV 1989,KEN,3,,"Olympic Stadium, London (GBR)",22 JUL 2016,1192
40,1:44.38,Alfred KIPKETER,28 DEC 1996,KEN,1sf2,,"Estádio Olímpico, Rio de Janeiro (BRA)",13 AUG 2016,1192
42,1:44.40,Taoufik MAKHLOUFI,29 APR 1988,ALG,1,,"Stade Raymond Petit, Tomblaine (FRA)",14 JUN 2016,1192
43,1:44.44,Kipyegon BETT,01 FEB 1998,KEN,2,,"Boudewijnstadion, Bruxelles (BEL)",09 SEP 2016,1191
44,1:44.47,Nicholas Kiplangat KIPKOECH,22 OCT 1992,KEN,4,,Eldoret (KEN),01 JUL 2016,1190
44,1:44.47,Alfred KIPKETER,28 DEC 1996,KEN,1,,"Stade Louis II, Monaco (MON)",15 JUL 2016,1190
46,1:44.49,Adam KSZCZOT,02 SEP 1989,POL,2,,"Stade Louis II, Monaco (MON)",15 JUL 2016,1189
47,1:44.50,Brandon MCBRIDE,15 JUN 1994,CAN,2,,"Eugene, OR (USA)",10 JUN 2016,1189
48,1:44.51,Timothy KITUM,20 NOV 1994,KEN,3,,Nairobi (KEN),29 APR 2016,1188
48,1:44.51,Pierre-Ambroise BOSSE,11 MAY 1992,FRA,1,,"Complexe Sportif Prince Moulay Abdellah, Rabat (MAR)",22 MAY 2016,1188
50,1:44.53,Pierre-Ambroise BOSSE,11 MAY 1992,FRA,3,,Montreuil-sous-Bois (FRA),07 JUN 2016,1188
