Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,1:42.05,Emmanuel Kipkurui KORIR,15 JUN 1995,KEN,1,,"Olympic Stadium, London (GBR)",22 JUL 2018,1265
2,1:42.14,Nijel AMOS,15 MAR 1994,BOT,1,,"Stade Louis II, Monaco (MON)",20 JUL 2018,1262
3,1:42.79,Emmanuel Kipkurui KORIR,15 JUN 1995,KEN,1,,"Alexander Stadium, Birmingham (GBR)",18 AUG 2018,1242
4,1:43.12,Clayton MURPHY,26 FEB 1995,USA,2,,"Olympic Stadium, London (GBR)",22 JUL 2018,1231
4,1:43.12,Wyclife KINYAMAL,02 JUL 1997,KEN,3,,"Olympic Stadium, London (GBR)",22 JUL 2018,1231
6,1:43.20,Brandon MCBRIDE,15 JUN 1994,CAN,2,,"Stade Louis II, Monaco (MON)",20 JUL 2018,1229
7,1:43.25,Michael SARUNI,18 JUN 1995,KEN,1f1,,"Tucson, AZ (USA)",28 APR 2018,1227
8,1:43.29,Nijel AMOS,15 MAR 1994,BOT,4,,"Olympic Stadium, London (GBR)",22 JUL 2018,1226
9,1:43.46,Jonathan KITILIT,24 APR 1994,KEN,1,,Nairobi (KEN),23 JUN 2018,1221
10,1:43.53,Jonathan KITILIT,24 APR 1994,KEN,2,,"Alexander Stadium, Birmingham (GBR)",18 AUG 2018,1219
11,1:43.65,Saúl ORDÓÑEZ,10 APR 1994,ESP,3,,"Stade Louis II, Monaco (MON)",20 JUL 2018,1215
12,1:43.73,Ferguson Cheruiyot ROTICH,30 NOV 1989,KEN,1,,"Stade Charléty, Paris (FRA)",30 JUN 2018,1212
13,1:43.77,Jonathan KITILIT,24 APR 1994,KEN,1,,"Blankers-Koen Stadion, Hengelo (NED)",03 JUN 2018,1211
14,1:43.82,Cornelius TUWEI,14 MAY 1993,KEN,4,,"Stade Louis II, Monaco (MON)",20 JUL 2018,1210
15,1:43.83,Jonathan KITILIT,24 APR 1994,KEN,2,,"Stade Charléty, Paris (FRA)",30 JUN 2018,1209
16,1:43.91,Wyclife KINYAMAL,02 JUL 1997,KEN,1,,"Shanghai Stadium, Shanghai (CHN)",12 MAY 2018,1207
16,1:43.91,Jonathan KITILIT,24 APR 1994,KEN,5,,"Stade Louis II, Monaco (MON)",20 JUL 2018,1207
18,1:43.95,Jonathan KITILIT,24 APR 1994,KEN,2,,"Shanghai Stadium, Shanghai (CHN)",12 MAY 2018,1206
19,1:44.08,Ferguson Cheruiyot ROTICH,30 NOV 1989,KEN,1,,"Sóstói Stadion, Székesfehérvár (HUN)",02 JUL 2018,1202
19,1:44.08,Nijel AMOS,15 MAR 1994,BOT,1,,"Sports Park Mladost, Zagreb (CRO)",04 SEP 2018,1202
21,1:44.15,Elijah Motonei MANANGOI,05 JAN 1993,KEN,3,,"Alexander Stadium, Birmingham (GBR)",18 AUG 2018,1200
22,1:44.18,Nijel AMOS,15 MAR 1994,BOT,2,,"Sóstói Stadion, Székesfehérvár (HUN)",02 JUL 2018,1199
23,1:44.20,Pierre-Ambroise BOSSE,11 MAY 1992,FRA,6,,"Stade Louis II, Monaco (MON)",20 JUL 2018,1198
24,1:44.21,Joseph DENG,07 JUL 1998,AUS,7,,"Stade Louis II, Monaco (MON)",20 JUL 2018,1198
25,1:44.26,Ferguson Cheruiyot ROTICH,30 NOV 1989,KEN,2,,Nairobi (KEN),23 JUN 2018,1196
26,1:44.28,Alfred KIPKETER,28 DEC 1996,KEN,1,,"Stade Raymond Petit, Tomblaine (FRA)",27 JUN 2018,1195
