Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,1:42.51,,Amel TUKA,09 JAN 1991,BIH,1,,"Stade Louis II, Monaco (MON)",17 JUL 2015,1251
2,1:42.66,,Nijel AMOS,15 MAR 1994,BOT,2,,"Stade Louis II, Monaco (MON)",17 JUL 2015,1246
3,1:42.97,,Ayanleh SOULEIMAN,03 DEC 1992,DJI,3,,"Stade Louis II, Monaco (MON)",17 JUL 2015,1236
4,1:43.34,,Boris BERIAN,19 DEC 1992,USA,4,,"Stade Louis II, Monaco (MON)",17 JUL 2015,1225
5,1:43.45,,Adam KSZCZOT,02 SEP 1989,POL,5,,"Stade Louis II, Monaco (MON)",17 JUL 2015,1221
6,1:43.56,,Mohammed AMAN,10 JAN 1994,ETH,1,,"Stadio Olimpico, Roma (ITA)",04 JUN 2015,1218
6,1:43.56,,Robert BIWOTT,28 JAN 1996,KEN,2f1,,Barcelona (ESP),08 JUL 2015,1218
8,1:43.58,,David RUDISHA,17 DEC 1988,KEN,1,,"Icahn Stadium, New York, NY (USA)",13 JUN 2015,1217
9,1:43.60,,Ferguson Cheruiyot ROTICH,30 NOV 1989,KEN,1,,Nairobi (KEN),01 AUG 2015,1217
10,1:43.72,,Marcin LEWANDOWSKI,13 JUN 1987,POL,6,,"Stade Louis II, Monaco (MON)",17 JUL 2015,1213
11,1:43.82,,Musaeb Abdulrahman BALLA,19 MAR 1989,QAT,3f1,,Barcelona (ESP),08 JUL 2015,1210
12,1:43.88,,Pierre-Ambroise BOSSE,11 MAY 1992,FRA,3,,"Icahn Stadium, New York, NY (USA)",13 JUN 2015,1208
13,1:43.92,,Job KINYOR,08 MAY 1990,KEN,3,,"Stadio Olimpico, Roma (ITA)",04 JUN 2015,1207
14,1:44.07,,Alfred KIPKETER,28 DEC 1996,KEN,3,,Nairobi (KEN),01 AUG 2015,1202
15,1:44.09,,Antoine GAKEME,24 DEC 1991,BDI,2f1,,"Moratalaz, Madrid (ESP)",11 JUL 2015,1201
16,1:44.24,,Taoufik MAKHLOUFI,29 APR 1988,ALG,4,,"Olympiastadion, Berlin (GER)",06 SEP 2015,1197
17,1:44.50,,Edwin Kiplagat MELLY,23 APR 1994,KEN,4f1,,Barcelona (ESP),08 JUL 2015,1189
18,1:44.51,,Willy Kiplimo TARBEI,30 MAY 1998,KEN,1,,Nairobi (KEN),17 JUN 2015,1188
19,1:44.53,,Nick SYMMONDS,30 DEC 1983,USA,1,,"Hayward Field, Eugene, OR (USA)",28 JUN 2015,1188
20,1:44.55,,Kipyegon BETT,01 FEB 1998,KEN,2,,Nairobi (KEN),17 JUN 2015,1187
21,1:44.56,,Jackson Mumbwa KIVUVA,11 AUG 1989,KEN,4,,Nairobi (KEN),01 AUG 2015,1187
22,1:44.62,,Matthew CENTROWITZ,18 OCT 1989,USA,4,,"Icahn Stadium, New York, NY (USA)",13 JUN 2015,1185
23,1:44.64,,Nader BELHANBEL,01 JUL 1994,MAR,5f1,,Barcelona (ESP),08 JUL 2015,1184
24,1:44.84,,Erik SOWINSKI,21 DEC 1989,USA,2,,"Hayward Field, Eugene, OR (USA)",28 JUN 2015,1178
25,1:44.92,,Casimir LOXSOM,17 MAR 1991,USA,1sf1,,"Hayward Field, Eugene, OR (USA)",26 JUN 2015,1176
26,1:44.99,,Jeffrey RISELEY,11 NOV 1986,AUS,1,,Lignano Sabbiadoro (ITA),07 JUL 2015,1174
27,1:45.07,,Giordano BENEDETTI,22 MAY 1989,ITA,8,,"Stadio Olimpico, Roma (ITA)",04 JUN 2015,1171
28,1:45.11,,Asbel KIPROP,30 JUN 1989,KEN,5,,"Suhaim bin Hamad Stadium, Doha (QAT)",15 MAY 2015,1170
29,1:45.17,,Nicholas Kiplangat KIPKOECH,22 OCT 1992,KEN,1,,"Stade Raymond Petit, Tomblaine (FRA)",01 JUL 2015,1168
30,1:45.20,,Amine EL MANAOUI,20 NOV 1991,MAR,3f1,,"Stadio Guidobaldi, Rieti (ITA)",13 SEP 2015,1167
31,1:45.21,,Artur KUCIAPSKI,26 DEC 1993,POL,9,,"Stadio Olimpico, Roma (ITA)",04 JUN 2015,1167
32,1:45.24,,Leonel MANZANO,12 SEP 1984,USA,5,,"Icahn Stadium, New York, NY (USA)",13 JUN 2015,1166
33,1:45.25,,Kevin LÓPEZ,12 JUN 1990,ESP,4f1,,"Moratalaz, Madrid (ESP)",11 JUL 2015,1166
34,1:45.28,,Thijmen KUPERS,04 OCT 1991,NED,1,,Amsterdam (NED),02 AUG 2015,1165
35,1:45.33,,Abraham Kipchirchir ROTICH,26 SEP 1993,BRN,2,,Sotteville-lès-Rouen (FRA),06 JUL 2015,1163
36,1:45.38,,Alexander ROWE,08 JUL 1992,AUS,1f1,,Canberra (AUS),07 FEB 2015,1162
37,1:45.40,,Charles JOCK,23 NOV 1989,USA,1,,Ponce (PUR),23 MAY 2015,1161
37,1:45.40,,Rynhardt VAN RENSBURG,23 MAR 1992,RSA,2f3,,Velenje (SLO),01 JUL 2015,1161
37,1:45.40,,Jozef REPČÍK,03 AUG 1986,SVK,2,,Lignano Sabbiadoro (ITA),07 JUL 2015,1161
40,1:45.41,,Timothy KITUM,20 NOV 1994,KEN,10,,"Stadio Olimpico, Roma (ITA)",04 JUN 2015,1161
41,1:45.47,,Michael RUTT,28 OCT 1987,USA,3sf1,,"Hayward Field, Eugene, OR (USA)",26 JUN 2015,1159
42,1:45.48,,Robin SCHEMBERA,01 OCT 1988,GER,2,,"FBK Stadium, Hengelo (NED)",24 MAY 2015,1159
43,1:45.49,,Mark ENGLISH,18 MAR 1993,IRL,4,,"Olympic Stadium, London (GBR)",25 JUL 2015,1159
