Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,1:57.91,Jemma REEKIE,06 MAR 1998,GBR,1,,"Emirates Arena, Glasgow (GBR)",01 FEB 2020,1220
2,1:58.29,Ajee WILSON,08 MAY 1994,USA,1,,"Armory Track&Field Center, New York, NY (USA)",08 FEB 2020,1214
3,1:58.44,Laura MUIR,09 MAY 1993,GBR,2,,"Emirates Arena, Glasgow (GBR)",01 FEB 2020,1211
4,1:59.35,Natoya GOULE,30 MAR 1991,JAM,2,,"Armory Track&Field Center, New York, NY (USA)",08 FEB 2020,1196
5,2:00.14,Aleksandra GULYAYEVA,30 APR 1994,RUS,1,,"LFK CSKA, Moskva (RUS)",09 FEB 2020,1183
6,2:00.23,Adelle TRACEY,27 MAY 1993,GBR,3,,"Emirates Arena, Glasgow (GBR)",01 FEB 2020,1182
7,2:00.34,Jemma REEKIE,06 MAR 1998,GBR,1,,"Arena Stade Couvert, Liévin (FRA)",19 FEB 2020,1180
8,2:00.49,Natoya GOULE,30 MAR 1991,JAM,1f1,,"Clemson Indoor Track & Field Complex, Clemson, SC (USA)",15 FEB 2020,1178
9,2:00.71,Nia AKINS,07 JUL 1998,USA,1f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",14 FEB 2020,1174
10,2:00.76,Cinthia ANAIS,18 JAN 1988,FRA,2f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",14 FEB 2020,1173
11,2:00.93,Maïté BOUCHARD,24 AUG 1995,CAN,1f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",28 FEB 2020,1170
12,2:00.96,Gabriela DEBUES-STAFFORD,13 SEP 1995,CAN,4,,"Emirates Arena, Glasgow (GBR)",01 FEB 2020,1170
13,2:00.98,Melissa BISHOP-NRIAGU,05 AUG 1988,CAN,2f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",28 FEB 2020,1170
14,2:01.04,Ce'Aira BROWN,04 NOV 1993,USA,3f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",28 FEB 2020,1169
15,2:01.16,Keely HODGKINSON,03 MAR 2002,GBR,1f1,,"Ferry-Dusika-Halle, Wien (AUT)",01 FEB 2020,1167
16,2:01.18,Ce'Aira BROWN,04 NOV 1993,USA,3f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",14 FEB 2020,1166
17,2:01.33,Maïté BOUCHARD,24 AUG 1995,CAN,4f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",14 FEB 2020,1164
18,2:01.67,Cinthia ANAIS,18 JAN 1988,FRA,4f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",28 FEB 2020,1158
19,2:01.70,Winnie NANYONDO,23 AUG 1993,UGA,1,,"L'Anneau-Halle d'athlétisme de Metz, Metz (FRA)",09 FEB 2020,1158
20,2:01.71,Adelle TRACEY,27 MAY 1993,GBR,1,,"AIT International Arena, Athlone (IRL)",12 FEB 2020,1158
21,2:01.83,Aleksandra GULYAYEVA,30 APR 1994,RUS,1,,"LFK CSKA, Moskva (RUS)",26 FEB 2020,1156
22,2:01.93,Aleksandra GULYAYEVA,30 APR 1994,RUS,1,,"BU OO SSHOR Arena, Omsk (RUS)",29 JAN 2020,1154
22,2:01.93,Delia SCLABAS,08 NOV 2000,SUI,2,,"L'Anneau-Halle d'athlétisme de Metz, Metz (FRA)",09 FEB 2020,1154
24,2:01.96,Halimah NAKAAYI,16 OCT 1994,UGA,2,,"Arena Stade Couvert, Liévin (FRA)",19 FEB 2020,1154
25,2:01.98,Ajee WILSON,08 MAY 1994,USA,1,,"Convention Center, Albuquerque, NM (USA)",15 FEB 2020,1153
26,2:02.03,Adelle TRACEY,27 MAY 1993,GBR,3,,"L'Anneau-Halle d'athlétisme de Metz, Metz (FRA)",09 FEB 2020,1152
27,2:02.04,Habitam ALEMU,09 JUL 1997,ETH,3,,"Arena Stade Couvert, Liévin (FRA)",19 FEB 2020,1152
28,2:02.06,Brenna DETRA,13 AUG 1995,USA,5f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",28 FEB 2020,1152
29,2:02.11,Shannon OSIKA,15 JUN 1993,USA,1f1,,"Michigan University U-M Indoor Track, Ann Arbor, MI (USA)",01 FEB 2020,1151
30,2:02.14,Christina HERING,09 OCT 1994,GER,1,,"Quarterback Immobilien Arena, Leipzig (GER)",23 FEB 2020,1151
31,2:02.25,Noélie YARIGO,26 DEC 1985,BEN,4,,"Arena Stade Couvert, Liévin (FRA)",19 FEB 2020,1149
32,2:02.33,Ajee WILSON,08 MAY 1994,USA,1,,"Armory Track&Field Center, New York, NY (USA)",25 JAN 2020,1148
33,2:02.41,Cinthia ANAIS,18 JAN 1988,FRA,1f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",24 JAN 2020,1146
33,2:02.41,Sanne VERSTEGEN-WOLTERS,10 NOV 1985,NED,1f3,,Apeldoorn (NED),01 FEB 2020,1146
33,2:02.41,Kaela EDWARDS,08 DEC 1993,USA,2,,"Convention Center, Albuquerque, NM (USA)",15 FEB 2020,1146
36,2:02.44,Selina BÜCHEL,26 JUL 1991,SUI,4,,"L'Anneau-Halle d'athlétisme de Metz, Metz (FRA)",09 FEB 2020,1146
37,2:02.50,Kaela EDWARDS,08 DEC 1993,USA,1h4,,"Convention Center, Albuquerque, NM (USA)",14 FEB 2020,1145
38,2:02.52,Līga VELVERE,10 FEB 1990,LAT,2,,"AIT International Arena, Athlone (IRL)",12 FEB 2020,1144
39,2:02.55,Aleksandra GULYAYEVA,30 APR 1994,RUS,1h7,,"LFK CSKA, Moskva (RUS)",25 FEB 2020,1144
40,2:02.68,Lore HOFFMANN,25 JUL 1996,SUI,5,,"L'Anneau-Halle d'athlétisme de Metz, Metz (FRA)",09 FEB 2020,1142
41,2:02.69,Maïté BOUCHARD,24 AUG 1995,CAN,2f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",24 JAN 2020,1142
42,2:02.74,Katharina TROST,28 JUN 1995,GER,2,,"Quarterback Immobilien Arena, Leipzig (GER)",23 FEB 2020,1141
43,2:02.75,Lindsey BUTTERWORTH,27 SEP 1992,CAN,3f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",24 JAN 2020,1141
43,2:02.75,Carley THOMAS,26 DEC 2000,AUS,6f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",28 FEB 2020,1141
45,2:02.82,Hanna GREEN,16 OCT 1994,USA,2h4,,"Convention Center, Albuquerque, NM (USA)",14 FEB 2020,1140
46,2:02.83,Melissa BISHOP-NRIAGU,05 AUG 1988,CAN,1f1,,"Michigan University U-M Indoor Track, Ann Arbor, MI (USA)",21 FEB 2020,1139
47,2:02.86,Olivia BAKER,12 JUN 1996,USA,3,,"Armory Track&Field Center, New York, NY (USA)",08 FEB 2020,1139
48,2:02.93,Christina HERING,09 OCT 1994,GER,1f1,,"Hartwig-Gauder-Halle, Erfurt (GER)",02 FEB 2020,1138
49,2:02.95,Emily BROOKS-RICHARDS,21 JUL 1995,USA,5f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",14 FEB 2020,1137
50,2:02.98,Olivia BAKER,12 JUN 1996,USA,2,,"Armory Track&Field Center, New York, NY (USA)",25 JAN 2020,1137
51,2:02.99,Allie WILSON,31 MAR 1996,USA,3,,"Convention Center, Albuquerque, NM (USA)",15 FEB 2020,1137
