Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,1:57.48,,Maria de Lurdes MUTOLA,27 OCT 1972,MOZ,1,,Karlsruhe (GER) (i),15 FEB 2004,1227
2,1:58.72,,Jolanda ČEPLAK,12 SEP 1976,SLO,2,,"Sportaréna, Budapest (HUN) (i)",07 MAR 2004,1207
3,1:59.50,,Joanne FENN,19 OCT 1974,GBR,3,,"Sportaréna, Budapest (HUN) (i)",07 MAR 2004,1194
4,1:59.52,,Mayte MARTÍNEZ,17 MAY 1976,ESP,1,,Gent (BEL) (i),08 FEB 2004,1194
5,1:59.64,,Jennifer TOOMEY,19 DEC 1971,USA,4,,"Sportaréna, Budapest (HUN) (i)",07 MAR 2004,1192
6,1:59.71,,Tatyana ANDRIANOVA,10 DEC 1979,RUS,5,,"Sportaréna, Budapest (HUN) (i)",07 MAR 2004,1190
7,2:00.02,,Irina VASHENTSEVA,30 SEP 1980,RUS,1h2,,Moskva (RUS) (i),17 FEB 2004,1185
8,2:00.41,,Olga RASPOPOVA,27 DEC 1978,RUS,1,,Leipzig (GER) (i),14 FEB 2004,1179
9,2:00.68,,Natalya KHRUSHCHELYOVA,20 MAY 1973,RUS,2,,Karlsruhe (GER) (i),15 FEB 2004,1174
10,2:00.93,,Svetlana CHERKASOVA,20 MAY 1978,RUS,2h3,,Moskva (RUS) (i),17 FEB 2004,1170
11,2:01.03,,Meskerem LEGESSE,28 SEP 1986,ETH,1,,"Fayetteville, AR (USA) (i)",14 FEB 2004,1169
12,2:01.06,,Hazel CLARK,03 OCT 1977,USA,2,,"Boston, MA (USA) (i)",28 FEB 2004,1168
13,2:01.14,,Tetyana PETLYUK,22 FEB 1982,UKR,3,,Leipzig (GER) (i),14 FEB 2004,1167
14,2:01.16,,Liliana BARBULESCU-POPESCU,05 FEB 1982,ROU,3,,Karlsruhe (GER) (i),15 FEB 2004,1167
15,2:01.40,,Kelly HOLMES,19 APR 1970,GBR,1,,Sheffield (GBR) (i),08 FEB 2004,1163
16,2:01.67,,Natalya TSYGANOVA,07 FEB 1971,RUS,2,,Moskva (RUS) (i),18 FEB 2004,1158
17,2:01.88,,Sandra STALS,05 JUN 1975,BEL,2h2,,"Sportaréna, Budapest (HUN) (i)",05 MAR 2004,1155
18,2:01.93,,Olesya CHUMAKOVA-MIKHEYEVA,23 JUL 1981,RUS,2,,Moskva (RUS) (i),22 FEB 2004,1154
19,2:02.01,,Monika GRADZKI-MERL,21 SEP 1979,GER,5,,Leipzig (GER) (i),14 FEB 2004,1153
20,2:02.11,,Oksana ZBROZHEK,12 JAN 1978,RUS,3,,Moskva (RUS) (i),18 FEB 2004,1151
20,2:02.11,,Judit VARGA,16 APR 1976,HUN,2,,Budapest (HUN) (i),24 FEB 2004,1151
22,2:02.16,,Nicole TETER,08 NOV 1973,USA,2,,"Fayetteville, AR (USA) (i)",14 FEB 2004,1150
23,2:02.33,,Seltana AIT HAMMOU,21 MAY 1980,MAR,5sf1,,"Sportaréna, Budapest (HUN) (i)",06 MAR 2004,1148
24,2:02.56,,Sandra TEIXEIRA,13 MAR 1978,POR,1,,Espinho (POR) (i),15 FEB 2004,1144
25,2:02.62,,Virginie FOUQUET,09 SEP 1975,FRA,4,,Gent (BEL) (i),08 FEB 2004,1143
25,2:02.62,,Heather HENNIGAR,13 MAY 1973,CAN,4,,"Fayetteville, AR (USA) (i)",14 FEB 2004,1143
27,2:02.74,,Natalya KUTKINA,04 FEB 1977,RUS,2h1,,Moskva (RUS) (i),17 FEB 2004,1141
28,2:02.78,,Natalya YEVDOKIMOVA,17 MAR 1978,RUS,2,,"Schleyer Halle, Stuttgart (GER) (i)",31 JAN 2004,1140
29,2:02.88,,Esther DESVIAT,27 JAN 1982,ESP,2,,Valencia (ESP) (i),22 FEB 2004,1139
30,2:02.91,,Larisa CHZHAO,04 FEB 1971,RUS,2h2,,Moskva (RUS) (i),17 FEB 2004,1138
31,2:02.99,,Lotte VISSCHERS,02 AUG 1979,NED,1,,Chemnitz (GER) (i),27 FEB 2004,1137
32,2:03.06,,Agnes SAMARIA,11 AUG 1972,NAM,5,,Gent (BEL) (i),08 FEB 2004,1136
33,2:03.15,,Aimee TETERIS,24 JUN 1979,CAN,3,,Budapest (HUN) (i),24 FEB 2004,1134
