Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,1:57.20,Keely HODGKINSON,03 MAR 2002,GBR,1,,"Utilita Arena Birmingham, Birmingham (GBR)",19 FEB 2022,1232
2,1:58.46,Natoya GOULE,30 MAR 1991,JAM,1,,"Arena Stade Couvert, Liévin (FRA)",17 FEB 2022,1211
3,1:58.58,Halimah NAKAAYI,16 OCT 1994,UGA,2,,"Arena Stade Couvert, Liévin (FRA)",17 FEB 2022,1209
4,1:59.09,Ajee WILSON,08 MAY 1994,USA,1,,"Štark Arena, Beograd (SRB)",20 MAR 2022,1201
5,1:59.46,Catriona BISSET,01 MAR 1994,AUS,2,,"Utilita Arena Birmingham, Birmingham (GBR)",19 FEB 2022,1195
6,1:59.55,Halimah NAKAAYI,16 OCT 1994,UGA,1,,"Stade couvert Jesse Owens, Val-de-Reuil (FRA)",14 FEB 2022,1193
7,1:59.62,Natoya GOULE,30 MAR 1991,JAM,1,,"Ocean Breeze Athl. Complex, New York, NY (USA)",06 FEB 2022,1192
8,1:59.85,Natoya GOULE,30 MAR 1991,JAM,3,,"Utilita Arena Birmingham, Birmingham (GBR)",19 FEB 2022,1188
9,2:00.06,Roisin WILLIS,06 AUG 2004,USA,1f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",11 FEB 2022,1185
10,2:00.10,Catriona BISSET,01 MAR 1994,AUS,1,,"Gallur, Madrid (ESP)",02 MAR 2022,1184
11,2:00.11,Madeleine KELLY,28 DEC 1995,CAN,2f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",11 FEB 2022,1184
12,2:00.16,Catriona BISSET,01 MAR 1994,AUS,1,,"Arena, Toruń (POL)",22 FEB 2022,1183
13,2:00.19,Halimah NAKAAYI,16 OCT 1994,UGA,2,,"Arena, Toruń (POL)",22 FEB 2022,1182
13,2:00.19,Tigist GIRMA,07 NOV 2002,ETH,3,,"Arena, Toruń (POL)",22 FEB 2022,1182
15,2:00.33,Olivia BAKER,12 JUN 1996,USA,2,,"Ocean Breeze Athl. Complex, New York, NY (USA)",06 FEB 2022,1180
16,2:00.39,Olivia BAKER,12 JUN 1996,USA,1,,"Gately Indoor TF Center, Chicago, IL (USA)",05 MAR 2022,1179
