Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,1:56.59,,Francine NIYONSABA,05 MAY 1993,BDI,1,,"Boudewijnstadion, Bruxelles (BEL)",07 SEP 2012,1224
2,1:56.76,,Pamela JELIMO,05 DEC 1989,KEN,1f1,,Heusden-Zolder (BEL),07 JUL 2012,1221
3,1:57.23,,Caster SEMENYA,07 JAN 1991,RSA,1,,"Olympic Stadium, London (GBR)",11 AUG 2012,1212
4,1:57.37,,Alysia MONTAÑO,23 APR 1986,USA,1,,"Hayward Field, Eugene, OR (USA)",01 JUN 2012,1210
5,1:57.48,,Fantu MAGISO,09 JUN 1992,ETH,1,,"Icahn Stadium, New York, NY (USA)",09 JUN 2012,1208
6,1:57.53,,Yekaterina ZAVYALOVA,01 MAR 1991,RUS,2,,"Olympic Stadium, London (GBR)",11 AUG 2012,1207
7,1:57.77,,Yelena KOFANOVA,08 AUG 1988,RUS,1h3,,Cheboksary (RUS),03 JUL 2012,1202
8,1:57.79,,Janeth JEPKOSGEI,13 DEC 1983,KEN,1,,"FBK Stadium, Hengelo (NED)",27 MAY 2012,1202
9,1:57.82,,Irina MARACHEVA,24 SEP 1984,RUS,1,,Sochi (RUS),27 MAY 2012,1202
10,1:58.46,,Nataliya LUPU,04 NOV 1987,UKR,1f2,,Yalta (UKR),14 JUN 2012,1190
11,1:58.53,,Yuneysi SANTIUSTI,24 DEC 1984,CUB,2,,"FBK Stadium, Hengelo (NED)",27 MAY 2012,1189
12,1:58.55,,Tatyana VINOGRADOVA,09 DEC 1988,RUS,1h4,,Cheboksary (RUS),03 JUL 2012,1188
13,1:58.72,,Svetlana USOVICH,14 OCT 1980,BLR,1,,Brest (BLR),26 MAY 2012,1185
14,1:58.78,,Zahra BOURAS,13 JAN 1987,ALG,1,,Montreuil-sous-Bois (FRA),05 JUN 2012,1184
15,1:58.84,,Halima HACHLAF,06 SEP 1988,MAR,4sf2,,"Olympic Stadium, London (GBR)",09 AUG 2012,1183
