Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,1:55.78,,Keely HODGKINSON,03 MAR 2002,GBR,1,,"Hayward Field, Eugene, OR (USA)",25 MAY 2024,1239
2,1:56.71,,Mary MORAA,15 JUN 2000,KEN,2,,"Hayward Field, Eugene, OR (USA)",25 MAY 2024,1222
3,1:57.26,,Prudence SEKGODISO,05 JAN 2002,RSA,1,,"Le Grand Stade, Marrakech (MAR)",19 MAY 2024,1212
4,1:57.45,,Jemma REEKIE,06 MAR 1998,GBR,3,,"Hayward Field, Eugene, OR (USA)",25 MAY 2024,1208
5,1:57.56,,Halimah NAKAAYI,16 OCT 1994,UGA,1,,"Drake Stadium, Los Angeles, CA (USA)",18 MAY 2024,1206
5,1:57.56,,Tsige DUGUMA,23 FEB 2001,ETH,2,,"Drake Stadium, Los Angeles, CA (USA)",18 MAY 2024,1206
7,1:57.70,,Habitam ALEMU,09 JUL 1997,ETH,2,,"Le Grand Stade, Marrakech (MAR)",19 MAY 2024,1204
8,1:57.86,,Phoebe GILL,27 APR 2007,GBR,1,,"Mary Peters Track, Belfast (GBR)",11 MAY 2024,1201
9,1:57.98,,Nia AKINS,07 JUL 1998,USA,4,,"Hayward Field, Eugene, OR (USA)",25 MAY 2024,1199
10,1:58.26,,Vivian Chebet KIPROTICH,07 JAN 1996,KEN,2,,"Nyayo National Stadium, Nairobi (KEN)",20 APR 2024,1194
11,1:58.37,,Michaela ROSE,13 JUN 2003,USA,1f1,,"Cougar Athletic Stadium, Azusa, CA (USA)",12 APR 2024,1192
12,1:58.40,,Claudia HOLLINGSWORTH,12 APR 2005,AUS,1,,"SA Athletic Stadium, Adelaide (AUS)",14 APR 2024,1191
13,1:58.44,,Catriona BISSET,01 MAR 1994,AUS,6,,"Hayward Field, Eugene, OR (USA)",25 MAY 2024,1190
14,1:58.48,,Sage HURTA-KLECKER,23 JUN 1998,USA,7,,"Hayward Field, Eugene, OR (USA)",25 MAY 2024,1190
15,1:58.51,,Ciara MAGEEAN,12 MAR 1992,IRL,2f1,,"Sportcity Regional Arena, Manchester (GBR)",25 MAY 2024,1189
16,1:58.69,,Shafiqua MALONEY,27 FEB 1999,VIN,1f4,,"Randal Tyson Indoor Center, Fayetteville, AR (USA) (i)",10 FEB 2024,1207
17,1:58.70,,Noélie YARIGO,26 DEC 1985,BEN,3,,"Suhaim bin Hamad Stadium, Doha (QAT)",10 MAY 2024,1186
18,1:58.81,,Nigist GETACHEW,28 FEB 2002,ETH,1f1,,"Estadio Enrique Lopez Cuenca, Nerja (ESP)",22 MAY 2024,1184
19,1:58.89,,Rose Mary ALMANZA,13 JUL 1992,CUB,1f1,,"Stade Omnisports Schlossberg, Forbach (FRA)",26 MAY 2024,1182
