Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,2:00.01,Francine NIYONSABA,05 MAY 1993,BDI,1,,"Oregon Convention Center, Portland, OR (USA)",20 MAR 2016,1185
2,2:00.09,Ajee WILSON,08 MAY 1994,USA,1,,"New York, NY (USA)",20 FEB 2016,1184
3,2:00.12,Joanna JÓŹWIK,30 JAN 1991,POL,1,,Toruń (POL),12 FEB 2016,1184
4,2:00.14,Brenda MARTINEZ,08 SEP 1987,USA,2,,"New York, NY (USA)",20 FEB 2016,1183
5,2:00.19,Melissa BISHOP-NRIAGU,05 AUG 1988,CAN,1,,"Emirates Arena, Glasgow (GBR)",20 FEB 2016,1182
6,2:00.27,Ajee WILSON,08 MAY 1994,USA,2,,"Oregon Convention Center, Portland, OR (USA)",20 MAR 2016,1181
7,2:00.30,Lynsey SHARP,11 JUL 1990,GBR,1f1,,"Boston, MA (USA)",12 FEB 2016,1181
8,2:00.36,Nataliya LUPU,04 NOV 1987,UKR,2,,Toruń (POL),12 FEB 2016,1180
9,2:00.44,Margaret Nyairera WAMBUI,15 SEP 1995,KEN,3,,"Oregon Convention Center, Portland, OR (USA)",20 MAR 2016,1178
10,2:00.49,Laura ROESLER,19 DEC 1991,USA,3,,"New York, NY (USA)",20 FEB 2016,1178
11,2:00.60,Melissa BISHOP-NRIAGU,05 AUG 1988,CAN,1,,Athlone (IRL),17 FEB 2016,1176
12,2:00.61,Ajee WILSON,08 MAY 1994,USA,1h1,,"Oregon Convention Center, Portland, OR (USA)",19 MAR 2016,1176
13,2:00.68,Margaret Nyairera WAMBUI,15 SEP 1995,KEN,2h1,,"Oregon Convention Center, Portland, OR (USA)",19 MAR 2016,1174
14,2:00.70,Laura MUIR,09 MAY 1993,GBR,2,,"Emirates Arena, Glasgow (GBR)",20 FEB 2016,1174
15,2:00.80,Laura ROESLER,19 DEC 1991,USA,4,,"Oregon Convention Center, Portland, OR (USA)",20 MAR 2016,1172
16,2:00.86,Nataliya LUPU,04 NOV 1987,UKR,1,,Metz (FRA),21 FEB 2016,1171
17,2:00.87,Ajee WILSON,08 MAY 1994,USA,1,,"Portland, OR (USA)",12 MAR 2016,1171
18,2:00.88,Joanna JÓŹWIK,30 JAN 1991,POL,3,,"Emirates Arena, Glasgow (GBR)",20 FEB 2016,1171
19,2:00.90,Raevyn ROGERS,07 SEP 1996,USA,4,,"New York, NY (USA)",20 FEB 2016,1171
20,2:00.93,Christina HERING,09 OCT 1994,GER,4,,"Emirates Arena, Glasgow (GBR)",20 FEB 2016,1170
