Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,1:58.83,,Maria de Lurdes MUTOLA,27 OCT 1972,MOZ,1,,Gent (BEL) (i),09 FEB 2003,1205
2,1:59.21,,Kelly HOLMES,19 APR 1970,GBR,2,,Gent (BEL) (i),09 FEB 2003,1199
3,1:59.39,,Stephanie GRAF,26 APR 1973,AUT,2,,"National Indoor Arena, Birmingham (GBR) (i)",16 MAR 2003,1196
4,1:59.53,,Mayte MARTÍNEZ,17 MAY 1976,ESP,3,,"National Indoor Arena, Birmingham (GBR) (i)",16 MAR 2003,1193
5,1:59.54,,Jolanda ČEPLAK,12 SEP 1976,SLO,4,,"National Indoor Arena, Birmingham (GBR) (i)",16 MAR 2003,1193
6,1:59.74,,Joanne FENN,19 OCT 1974,GBR,1,,Birmingham (GBR) (i),02 MAR 2003,1190
7,1:59.91,,Yekaterina PUZANOVA,01 JAN 1979,RUS,1,,Moskva (RUS) (i),26 FEB 2003,1187
8,2:00.08,,Yekaterina NOZKOVA-ROZENBERG,23 JAN 1980,RUS,2,,Moskva (RUS) (i),26 FEB 2003,1184
9,2:00.09,,Nicole TETER,08 NOV 1973,USA,1,,"Boston, MA (USA) (i)",02 MAR 2003,1184
10,2:00.52,,Svetlana SIDUNOVA,29 MAY 1981,RUS,1h,,Moskva (RUS) (i),26 FEB 2003,1177
11,2:00.55,,Agnes SAMARIA,11 AUG 1972,NAM,4,,Gent (BEL) (i),09 FEB 2003,1177
12,2:00.59,,Nadezhda VOROBYEVA,30 MAY 1977,RUS,3,,Moskva (RUS) (i),26 FEB 2003,1176
13,2:00.66,,Diane CUMMINS,19 JAN 1974,CAN,2,,Karlsruhe (GER) (i),28 FEB 2003,1175
14,2:00.72,,Svetlana KLYUKA,27 DEC 1978,RUS,4,,Moskva (RUS) (i),26 FEB 2003,1174
15,2:00.78,,Miho SUGIMORI,14 APR 1978,JPN,1,,Yokohama (JPN) (i),22 FEB 2003,1173
16,2:00.88,,Irina VASHENTSEVA,30 SEP 1980,RUS,1,,Moskva (RUS) (i),02 MAR 2003,1171
17,2:01.11,,Nédia SEMEDO,14 NOV 1978,POR,1,,Espinho (POR) (i),08 MAR 2003,1167
18,2:01.14,,Yuliya KOSENKOVA,28 MAR 1973,RUS,6,,Moskva (RUS) (i),26 FEB 2003,1167
19,2:01.15,,Natalya GORELOVA,18 APR 1973,RUS,1,,Moskva (RUS) (i),11 FEB 2003,1167
20,2:01.54,,Mina AIT HAMMOU,18 JUL 1978,MAR,1,,Dortmund (GER) (i),05 FEB 2003,1160
21,2:01.62,,Natalya KHRUSHCHELYOVA,20 MAY 1973,RUS,3h,,Moskva (RUS) (i),26 FEB 2003,1159
22,2:01.81,,Letitia VRIESDE,05 OCT 1964,SUR,,,Linz (AUT) (i),02 MAR 2003,1156
23,2:02.09,,Elena BUHĂIANU-ANTOCI,16 JAN 1975,ROU,1,,Bucureşti (ROU) (i),23 FEB 2003,1151
24,2:02.11,,Alesia TURAVA,06 DEC 1979,BLR,1,,Minsk (BLR) (i),06 FEB 2003,1151
25,2:02.31,,Heike MEISSNER,29 JAN 1970,GER,3,,"Schleyer Halle, Stuttgart (GER) (i)",02 FEB 2003,1148
26,2:02.51,,Sandra TEIXEIRA,13 MAR 1978,POR,2,,Espinho (POR) (i),08 MAR 2003,1145
27,2:02.52,,Esther DESVIAT,27 JAN 1982,ESP,2,,Sevilla (ESP) (i),22 FEB 2003,1144
28,2:02.67,,Tatyana ANDRIANOVA,10 DEC 1979,RUS,5h,,Moskva (RUS) (i),26 FEB 2003,1142
29,2:02.75,,Tetyana PETLYUK,22 FEB 1982,UKR,3,,Moskva (RUS) (i),02 MAR 2003,1141
30,2:02.96,,Brigita LANGERHOLC,23 JUL 1976,SLO,1,,Leverkusen (GER) (i),14 FEB 2003,1137
31,2:03.02,,Tatyana ROSLANOVA,28 SEP 1980,KAZ,1,,Karaganda (KAZ) (i),15 MAR 2003,1136
32,2:03.12,,Yelena ORLOVA,30 MAY 1980,RUS,5,,Moskva (RUS) (i),02 MAR 2003,1135
33,2:03.14,,Virginie FOUQUET,09 SEP 1975,FRA,6,,Gent (BEL) (i),09 FEB 2003,1134
34,2:03.16,,Anja KNIPPEL,19 AUG 1974,GER,1,,Leipzig (GER) (i),23 FEB 2003,1134
35,2:03.19,,Monika GRADZKI-MERL,21 SEP 1979,GER,3,,Karlsruhe (GER) (i),28 FEB 2003,1134
36,2:03.20,,Sasha SPENCER,04 AUG 1979,USA,2,,"Boston, MA (USA) (i)",02 MAR 2003,1133
37,2:03.46,,Judit VARGA,16 APR 1976,HUN,7,,Gent (BEL) (i),09 FEB 2003,1129
38,2:03.52,,Oksana ZBROZHEK,12 JAN 1978,RUS,5,,Moskva (RUS) (i),30 JAN 2003,1128
39,2:03.59,,Olesya CHUMAKOVA-MIKHEYEVA,23 JUL 1981,RUS,9h,,Moskva (RUS) (i),26 FEB 2003,1127
40,2:03.69,,Chantee MCBRIDE,17 JUL 1978,USA,2h1,,"Boston, MA (USA) (i)",01 MAR 2003,1126
41,2:03.76,,Lwisa MSYANI JOHN,18 MAY 1980,TAN,4sf1,,"National Indoor Arena, Birmingham (GBR) (i)",15 MAR 2003,1124
42,2:03.77,,Irina LISHCHINSKA,15 JAN 1976,UKR,3,,Linz (AUT) (i),07 MAR 2003,1124
43,2:04.03,,Anna JAKUBCZAK,02 FEB 1973,POL,3,,Leipzig (GER) (i),15 FEB 2003,1120
44,2:04.37,,Yuliya KREVSUN,08 DEC 1980,UKR,5,,"Schleyer Halle, Stuttgart (GER) (i)",02 FEB 2003,1115
45,2:04.42,,Rikke RØNHOLT,01 JAN 1976,DEN,1,,Malmö (SWE) (i),22 FEB 2003,1114
46,2:04.45,,Hazel CLARK,03 OCT 1977,USA,2,,"Fayetteville, AR (USA) (i)",15 FEB 2003,1113
47,2:04.55,,Margarita PLAKSINA,01 OCT 1977,RUS,11h,,Moskva (RUS) (i),26 FEB 2003,1112
48,2:04.63,,Alexia OBERSTOLZ,02 JUN 1980,ITA,4,,Linz (AUT) (i),07 MAR 2003,1111
49,2:04.65,,Heidi JENSEN,14 AUG 1966,DEN,2,,Malmö (SWE) (i),22 FEB 2003,1110
50,2:04.73,,Sandra STALS,05 JUN 1975,BEL,1,,Gent (BEL) (i),16 FEB 2003,1109
51,2:04.74,,Najla JABER,12 MAY 1984,NED,2,,Gent (BEL) (i),15 FEB 2003,1109
52,2:04.75,,Alina CUCERZAN,28 JUL 1974,ROU,,,Athina (GRE) (i),04 MAR 2003,1109
53,2:04.77,,Heather HENNIGAR,13 MAY 1973,CAN,1,,"Blacksburg, VA (USA) (i)",01 MAR 2003,1108
54,2:04.83,,Tsvetelina KIRILOVA,14 JUL 1977,BUL,1,,Athina (GRE) (i),04 MAR 2003,1107
55,2:04.89,,Mihaela OLARU,07 FEB 1982,ROU,2,,Athina (GRE) (i),04 MAR 2003,1106
56,2:04.92,,Kenia SINCLAIR,14 JUL 1980,JAM,1h,,"Boston, MA (USA) (i)",08 MAR 2003,1106
57,2:04.97,,Marian BURNETT,22 FEB 1976,GUY,1,,"Gainesville, FL (USA) (i)",09 FEB 2003,1105
57,2:04.97,,Lotte VISSCHERS,02 AUG 1979,NED,5,,Linz (AUT) (i),07 MAR 2003,1105
59,2:04.99,,Meskerem LEGESSE,28 SEP 1986,ETH,2,,"Gainesville, FL (USA) (i)",09 FEB 2003,1105
60,2:05.00,,Xiaoping LIU,04 JAN 1978,CHN,2,,Tianjin (CHN) (i),18 FEB 2003,1105
60,2:05.00,,Tatyana YEGOROVA,23 OCT 1980,RUS,13h,,Moskva (RUS) (i),26 FEB 2003,1105
62,2:05.02,,Olga KOMYAGINA,10 FEB 1974,RUS,14h,,Moskva (RUS) (i),26 FEB 2003,1104
63,2:05.08,,Nadja PETERSEN,14 JUL 1978,SWE,3,,Glasgow (GBR) (i),02 FEB 2003,1103
64,2:05.13,,Lena NILSSON,28 JAN 1980,SWE,1,,"Fayetteville, AR (USA) (i)",15 MAR 2003,1103
65,2:05.19,,Nicole COOK,16 DEC 1982,USA,2,,"Fayetteville, AR (USA) (i)",15 MAR 2003,1102
66,2:05.21,,Anita BRÄGGER,06 OCT 1972,SUI,1,,Magglingen (SUI) (i),02 MAR 2003,1101
67,2:05.22,,Melissa DE LEON,09 APR 1981,TTO,4,,"Fayetteville, AR (USA) (i)",15 FEB 2003,1101
68,2:05.34,,Elisabetta ARTUSO,25 APR 1974,ITA,1,,Genova (ITA) (i),02 MAR 2003,1099
69,2:05.35,,Abir NAKHLI,21 SEP 1981,TUN,1,,Eaubonne (FRA) (i),07 FEB 2003,1099
70,2:05.42,,Renata HOPPOVÁ,11 JUN 1976,CZE,1,,Bratislava (SVK) (i),22 JAN 2003,1098
70,2:05.42,,Yelena SOBOLEVA,03 OCT 1982,RUS,15h,,Moskva (RUS) (i),26 FEB 2003,1098
72,2:05.43,,Nikeya GREEN,10 AUG 1983,USA,2h2,,"Boston, MA (USA) (i)",01 MAR 2003,1098
73,2:05.54,,Alice SCHMIDT,03 OCT 1981,USA,1,,"Chapel Hill, NC (USA) (i)",22 FEB 2003,1096
74,2:05.55,,Petra LOCHMANOVÁ,12 NOV 1980,CZE,6,,Linz (AUT) (i),07 MAR 2003,1096
75,2:05.56,,Tiffany BURGESS,19 JUN 1981,USA,2h2,,"Fayetteville, AR (USA) (i)",14 MAR 2003,1096
76,2:05.59,,Svetlana KLIMKOVICH-KOVGAN,26 AUG 1980,BLR,2,,Minsk (BLR) (i),06 FEB 2003,1095
77,2:05.64,,Yelena KANALES,07 FEB 1976,RUS,17h,,Moskva (RUS) (i),26 FEB 2003,1095
78,2:05.68,,Brigitte MÜHLBACHER,05 DEC 1975,AUT,2,,Bratislava (SVK) (i),22 JAN 2003,1094
79,2:05.75,,Steph KUHLMAN,19 MAR 1982,USA,1h,,"Boston, MA (USA) (i)",14 MAR 2003,1093
80,2:05.78,,Kristina BRATTON,07 MAY 1981,USA,2,,"Gainesville, FL (USA) (i)",02 MAR 2003,1092
81,2:05.80,,Krista FERRARA,22 JUL 1974,USA,4h1,,"Boston, MA (USA) (i)",01 MAR 2003,1092
81,2:05.80,,Beth HEIMANN,28 APR 1982,USA,3,,"Gainesville, FL (USA) (i)",02 MAR 2003,1092
83,2:05.90,,Sonia O'SULLIVAN,28 NOV 1969,IRL,1,,"Boston, MA (USA) (i)",27 FEB 2003,1090
84,2:05.91,,Róisín MCGETTIGAN,23 AUG 1980,IRL,1,,"Boston, MA (USA) (i)",07 FEB 2003,1090
85,2:06.00,,Deirdre BYRNE,21 SEP 1982,IRL,2,,"Boston, MA (USA) (i)",07 FEB 2003,1089
85,2:06.00,,Yasheka TAYLOR,30 APR 1974,USA,5h1,,"Boston, MA (USA) (i)",01 MAR 2003,1089
87,2:06.02,,Rachel STURTZ,26 AUG 1981,USA,1,,"Bloomington, IN (USA) (i)",02 MAR 2003,1089
88,2:06.05,,Fatma LANOUAR,14 MAR 1978,TUN,2,,Eaubonne (FRA) (i),07 FEB 2003,1088
88,2:06.05,,Katie POINDEXTER,,USA,6,,"Fayetteville, AR (USA) (i)",15 FEB 2003,1088
