Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,1:58.31,Francine NIYONSABA,05 MAY 1993,BDI,1,,"Arena Birmingham, Birmingham (GBR)",04 MAR 2018,1214
2,1:58.99,Ajee WILSON,08 MAY 1994,USA,2,,"Arena Birmingham, Birmingham (GBR)",04 MAR 2018,1202
3,1:59.69,Laura MUIR,09 MAY 1993,GBR,1,,Glasgow (GBR),28 JAN 2018,1191
3,1:59.69,Habitam ALEMU,09 JUL 1997,ETH,1,,Liévin (FRA),13 FEB 2018,1191
5,1:59.81,Shelayna OSKAN-CLARKE,20 JAN 1990,GBR,3,,"Arena Birmingham, Birmingham (GBR)",04 MAR 2018,1189
6,1:59.86,Natoya GOULE,30 MAR 1991,JAM,1f1,,"Clemson, SC (USA)",20 JAN 2018,1188
7,1:59.99,Raevyn ROGERS,07 SEP 1996,USA,1h2,,"Albuquerque, NM (USA)",17 FEB 2018,1186
8,2:00.06,Shelayna OSKAN-CLARKE,20 JAN 1990,GBR,1,,Birmingham (GBR),18 FEB 2018,1185
9,2:00.48,Margaret Nyairera WAMBUI,15 SEP 1995,KEN,2,,Liévin (FRA),13 FEB 2018,1178
10,2:00.70,Angelika CICHOCKA,15 MAR 1988,POL,3,,Liévin (FRA),13 FEB 2018,1174
11,2:00.76,Angelika CICHOCKA,15 MAR 1988,POL,1,,"Arena, Toruń (POL)",15 FEB 2018,1173
12,2:00.86,Ce'Aira BROWN,04 NOV 1993,USA,1f1,,"Boston, MA (USA)",25 FEB 2018,1171
13,2:00.90,Ajee WILSON,08 MAY 1994,USA,1f6,,"New York, NY (USA)",27 JAN 2018,1171
14,2:00.99,Francine NIYONSABA,05 MAY 1993,BDI,1h3,,"Arena Birmingham, Birmingham (GBR)",03 MAR 2018,1169
15,2:01.07,Natoya GOULE,30 MAR 1991,JAM,2f6,,"New York, NY (USA)",27 JAN 2018,1168
16,2:01.08,Olha LYAKHOVA,18 MAR 1992,UKR,2,,"Arena, Toruń (POL)",15 FEB 2018,1168
