Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,7:26.64,Jacob KIPLIMO,14 NOV 2000,UGA,1,,"Stadio Olimpico, Roma (ITA)",17 SEP 2020,1261
2,7:27.05,Jakob INGEBRIGTSEN,19 SEP 2000,NOR,2,,"Stadio Olimpico, Roma (ITA)",17 SEP 2020,1258
3,7:28.02,Stewart MCSWEYN,01 JUN 1995,AUS,3,,"Stadio Olimpico, Roma (ITA)",17 SEP 2020,1252
4,7:38.27,Yemaneberhan CRIPPA,15 OCT 1996,ITA,4,,"Stadio Olimpico, Roma (ITA)",17 SEP 2020,1187
5,7:39.75,Mike FOPPEN,29 NOV 1996,NED,5,,"Stadio Olimpico, Roma (ITA)",17 SEP 2020,1178
6,7:40.62,Ouassim OUMAIZ,30 MAR 1999,ESP,1,,"Estadi Joan Serrahima, Barcelona (ESP)",22 SEP 2020,1173
7,7:43.18,Elzan BIBIĆ,08 JAN 1999,SRB,2,,"Estadi Joan Serrahima, Barcelona (ESP)",22 SEP 2020,1157
8,7:43.48,Marc SCOTT,21 DEC 1993,GBR,1f4,,"Norman Park Athletics Track, Bromley (GBR)",21 AUG 2020,1155
9,7:43.79,James WEST,30 JAN 1996,GBR,2f4,,"Norman Park Athletics Track, Bromley (GBR)",21 AUG 2020,1153
10,7:44.13,Mohamed KATIR,17 FEB 1998,ESP,3,,"Estadi Joan Serrahima, Barcelona (ESP)",22 SEP 2020,1151
11,7:45.24,Abdessamad OUKHELFEN,18 DEC 1998,ESP,4,,"Estadi Joan Serrahima, Barcelona (ESP)",22 SEP 2020,1144
12,7:45.46,Seán TOBIN,20 JUL 1994,IRL,5,,"Estadi Joan Serrahima, Barcelona (ESP)",22 SEP 2020,1143
13,7:45.75,Jonathan DAVIES,28 OCT 1994,GBR,3f4,,"Norman Park Athletics Track, Bromley (GBR)",21 AUG 2020,1141
14,7:45.81,Alexander YEE,18 FEB 1998,GBR,4f4,,"Norman Park Athletics Track, Bromley (GBR)",21 AUG 2020,1141
15,7:45.90,Nassim HASSAOUS,23 MAR 1994,ESP,6,,"Estadi Joan Serrahima, Barcelona (ESP)",22 SEP 2020,1140
16,7:46.10,Grant FISHER,22 APR 1997,USA,,,"Jesuit High School Track, Portland, OR (USA)",10 JUL 2020,1139
17,7:46.31,Evan JAGER,08 MAR 1989,USA,,,"Jesuit High School Track, Portland, OR (USA)",10 JUL 2020,1138
18,7:46.48,Sean MCGORTY,08 MAR 1995,USA,,,"Jesuit High School Track, Portland, OR (USA)",10 JUL 2020,1137
19,7:46.64,Mohammed AHMED,05 JAN 1991,CAN,,,"Jesuit High School Track, Portland, OR (USA)",10 JUL 2020,1136
20,7:46.86,Lopez LOMONG,01 JAN 1985,USA,,,"Jesuit High School Track, Portland, OR (USA)",10 JUL 2020,1134
21,7:47.04,William KINCAID,21 SEP 1992,USA,,,"Jesuit High School Track, Portland, OR (USA)",10 JUL 2020,1133
22,7:47.48,Isaac KIMELI,09 MAR 1994,BEL,6,,"Stadio Olimpico, Roma (ITA)",17 SEP 2020,1130
23,7:47.87,Marc SCOTT,21 DEC 1993,GBR,,,"Jesuit High School Track, Portland, OR (USA)",10 JUL 2020,1128
24,7:48.08,Matthew RAMSDEN,23 JUL 1997,AUS,7,,"Stadio Olimpico, Roma (ITA)",17 SEP 2020,1127
25,7:48.63,Osama ZOGHLAMI,19 JUN 1994,ITA,8,,"Stadio Olimpico, Roma (ITA)",17 SEP 2020,1124
26,7:49.03,Dan KIPLANGAT,04 JUN 1996,KEN,1,,"Athletics Stadium, Shibetsu (JPN)",04 JUL 2020,1121
27,7:49.90,Hyuga ENDO,05 AUG 1998,JPN,2,,"Athletics Stadium, Shibetsu (JPN)",04 JUL 2020,1116
28,7:50.03,Pietro RIVA,01 MAY 1997,ITA,9,,"Stadio Olimpico, Roma (ITA)",17 SEP 2020,1115
29,7:50.13,Ben BLANKENSHIP,15 DEC 1988,USA,1,,"Newberg, OR (USA)",21 AUG 2020,1114
30,7:50.57,Narve Gilje NORDÅS,30 SEP 1998,NOR,1f5,,"Fana Stadion, Bergen (NOR)",29 JUL 2020,1112
31,7:50.97,Eric JENKINS,24 NOV 1991,USA,1,,"Newton North HS, Newton, MA (USA)",07 SEP 2020,1109
32,7:51.61,Zachary FACIONI,03 APR 1999,AUS,1f1,,"Olympic Park Warm Up Arena, Sydney (AUS)",21 NOV 2020,1106
33,7:52.42,Philip SESEMANN,03 OCT 1992,GBR,5f4,,"Norman Park Athletics Track, Bromley (GBR)",21 AUG 2020,1101
34,7:52.45,Graham CRAWFORD,29 DEC 1992,USA,2,,"Newton North HS, Newton, MA (USA)",07 SEP 2020,1101
35,7:52.70,Travis MAHONEY,25 JUL 1990,USA,3,,"Newton North HS, Newton, MA (USA)",07 SEP 2020,1099
36,7:52.89,Topi RAITANEN,07 FEB 1996,FIN,1,,"Stadion, Lahti (FIN)",07 JUN 2020,1098
37,7:53.09,Daichi TAKEUCHI,31 JAN 1996,JPN,3,,"Athletics Stadium, Shibetsu (JPN)",04 JUL 2020,1097
38,7:53.28,Craig ENGELS,01 MAY 1994,USA,1,,"McKenzie High School Track, Finn Rock, Oregon (USA)",17 JUL 2020,1096
39,7:53.62,Fernando CARRO,01 APR 1992,ESP,1f1,,Castellón (ESP),29 JUL 2020,1094
40,7:53.65,Ryan GREGSON,26 APR 1990,AUS,10,,"Stadio Olimpico, Roma (ITA)",17 SEP 2020,1093
41,7:53.87,Per SVELA,19 MAR 1992,NOR,2f5,,"Fana Stadion, Bergen (NOR)",29 JUL 2020,1092
42,7:54.29,Ferdinand Kvan EDMAN,12 FEB 1993,NOR,1f4,,"Bislett Stadion, Oslo (NOR)",03 SEP 2020,1090
43,7:54.31,Sigurd Ruud SKJESETH,24 DEC 1996,NOR,2f4,,"Bislett Stadion, Oslo (NOR)",03 SEP 2020,1089
44,7:54.46,Jesús GÓMEZ,24 APR 1991,ESP,2f1,,Castellón (ESP),29 JUL 2020,1088
45,7:54.49,Suguru OSAKO,23 MAY 1991,JPN,1,,"Newberg, OR (USA)",31 JUL 2020,1088
46,7:54.56,Marius VEDVIK,18 MAR 1992,NOR,3f4,,"Bislett Stadion, Oslo (NOR)",03 SEP 2020,1088
47,7:54.69,Robin HENDRIX,14 JAN 1995,BEL,1f2,,"Domein Drie Fonteinen Piste, Vilvoorde (BEL)",30 AUG 2020,1087
48,7:54.79,Garrett HEATH,03 NOV 1985,USA,2,,"Newberg, OR (USA)",31 JUL 2020,1087
49,7:54.80,Marouan RAZINE,09 APR 1991,ITA,11,,"Stadio Olimpico, Roma (ITA)",17 SEP 2020,1086
50,7:55.62,Elzan BIBIĆ,08 JAN 1999,SRB,1,,"Atletski stadion, Novi Pazar (SRB)",03 JUN 2020,1082
51,7:55.69,Elzan BIBIĆ,08 JAN 1999,SRB,1,,"Stadion Kamberovića polje, Zenica (BIH)",07 OCT 2020,1081
52,7:55.79,James NIPPERESS,21 MAY 1990,AUS,2f1,,"Olympic Park Warm Up Arena, Sydney (AUS)",21 NOV 2020,1081
53,7:55.82,Daniel ARCE,22 APR 1992,ESP,3f1,,Castellón (ESP),29 JUL 2020,1080
54,7:55.88,Fredrik SANDVIK,23 MAR 1998,NOR,4f4,,"Bislett Stadion, Oslo (NOR)",03 SEP 2020,1080
55,7:55.99,Tom ANDERSON,12 JAN 1990,GBR,2,,"Newberg, OR (USA)",21 AUG 2020,1079
56,7:56.07,Jose Ignacio GIMENEZ PEREZ,05 OCT 1994,ESP,4f1,,Castellón (ESP),29 JUL 2020,1079
57,7:56.30,Roberto ALAIZ,20 JUL 1990,ESP,5f1,,Castellón (ESP),29 JUL 2020,1078
58,7:56.52,Emil DANIELSSON,05 SEP 1997,SWE,1f1,,"Transtensvallen, Hallsberg (SWE)",01 AUG 2020,1076
59,7:56.53,Ben BLANKENSHIP,15 DEC 1988,USA,1,,"Portland, OR (USA)",08 AUG 2020,1076
60,7:56.56,Chris DERRICK,17 OCT 1990,USA,,,"Jesuit High School Track, Portland, OR (USA)",10 JUL 2020,1076
61,7:56.58,Jye EDWARDS,06 MAR 1998,AUS,3f1,,"Olympic Park Warm Up Arena, Sydney (AUS)",21 NOV 2020,1076
62,7:56.67,Zerei Kbrom MEZNGI,12 JAN 1986,NOR,3f5,,"Fana Stadion, Bergen (NOR)",29 JUL 2020,1075
62,7:56.67,Isaac UPDIKE,21 MAR 1992,USA,4,,"Newton North HS, Newton, MA (USA)",07 SEP 2020,1075
64,7:56.87,Simon BOCH,18 APR 1994,GER,1f10,,"Sportanlage am Oberen Wöhrd, Regensburg (GER)",04 JUL 2020,1074
65,7:56.88,Ryan HILL,31 JAN 1990,USA,,,"Jesuit High School Track, Portland, OR (USA)",10 JUL 2020,1074
66,7:56.94,Marius VEDVIK,18 MAR 1992,NOR,1f1,,"Fana Stadion, Bergen (NOR)",12 JUN 2020,1074
67,7:57.07,Abdessamad OUKHELFEN,18 DEC 1998,ESP,1,,"Pistes municipals d'atletisme Josep Molins, Sabadell (ESP)",12 AUG 2020,1073
68,7:57.10,Lahcen AIT ALIBOU,14 SEP 1996,ESP,7,,"Estadi Joan Serrahima, Barcelona (ESP)",22 SEP 2020,1073
69,7:57.17,Dominic KIPTUM,2000,KEN,4,,"Athletics Stadium, Shibetsu (JPN)",04 JUL 2020,1072
70,7:57.25,John HEYMANS,09 JAN 1998,BEL,2f2,,"Domein Drie Fonteinen Piste, Vilvoorde (BEL)",30 AUG 2020,1072
71,7:57.28,Santiago CATROFE,13 FEB 1999,URU,8,,"Estadi Joan Serrahima, Barcelona (ESP)",22 SEP 2020,1072
72,7:57.55,David NILSSON,16 APR 1987,SWE,2f1,,"Transtensvallen, Hallsberg (SWE)",01 AUG 2020,1070
73,7:57.67,Aras KAYA,04 APR 1994,TUR,1,,Bursa (TUR),29 AUG 2020,1069
74,7:57.77,James GORMLEY,03 APR 1998,GBR,1f3,,"Norman Park Athletics Track, Bromley (GBR)",21 AUG 2020,1069
75,7:57.81,Ben BUCKINGHAM,08 NOV 1991,AUS,1f1,,"Hagenauer Reserve, Box Hill, Melbourne (AUS)",22 DEC 2020,1069
76,7:57.83,Marius VEDVIK,18 MAR 1992,NOR,4f5,,"Fana Stadion, Bergen (NOR)",29 JUL 2020,1069
77,7:58.07,Simen HALLE,09 JAN 1999,NOR,5f4,,"Bislett Stadion, Oslo (NOR)",03 SEP 2020,1067
78,7:58.08,Riki NAKANISHI,20 DEC 1995,JPN,5,,"Athletics Stadium, Shibetsu (JPN)",04 JUL 2020,1067
79,7:58.42,Jesús RAMOS,29 APR 1996,ESP,9,,"Estadi Joan Serrahima, Barcelona (ESP)",22 SEP 2020,1065
80,7:58.43,Mikkel DAHL-JESSEN,20 DEC 1994,DEN,1,,"Randers Atletik Stadion, Randers (DEN)",07 JUN 2020,1065
81,7:58.51,Abdessamad OUKHELFEN,18 DEC 1998,ESP,1,,Ciudad Real (ESP),19 SEP 2020,1065
82,7:58.52,Thomas VANOPPEN,19 SEP 1999,BEL,3f2,,"Domein Drie Fonteinen Piste, Vilvoorde (BEL)",30 AUG 2020,1064
83,7:58.67,Daiji KAWAI,22 SEP 1991,JPN,6,,"Athletics Stadium, Shibetsu (JPN)",04 JUL 2020,1064
84,7:58.71,Magnus Tuv MYHRE,15 JUN 2000,NOR,6f4,,"Bislett Stadion, Oslo (NOR)",03 SEP 2020,1063
85,7:58.82,Joey BERRIATUA,16 JUN 1995,USA,3,,"Newberg, OR (USA)",21 AUG 2020,1063
86,7:59.06,Mikkel DAHL-JESSEN,20 DEC 1994,DEN,1,,"Randers Atletik Stadion, Randers (DEN)",09 AUG 2020,1061
87,7:59.20,Jonatan Andersen VEDVIK,02 MAY 2000,NOR,7f4,,"Bislett Stadion, Oslo (NOR)",03 SEP 2020,1060
88,7:59.47,Zerei Kbrom MEZNGI,12 JAN 1986,NOR,2f1,,"Fana Stadion, Bergen (NOR)",12 JUN 2020,1059
89,7:59.56,Bjørnar Sandnes LILLEFOSSE,17 JUL 1992,NOR,8f4,,"Bislett Stadion, Oslo (NOR)",03 SEP 2020,1058
90,7:59.65,Suguru OSAKO,23 MAY 1991,JPN,2,,"McKenzie High School Track, Finn Rock, Oregon (USA)",17 JUL 2020,1058
91,7:59.68,Olivier IRABARUTA,25 AUG 1990,BDI,1f2,,"Stadio Comunale, Castiglione della Pescaia (ITA)",25 JUL 2020,1058
92,7:59.76,Seán TOBIN,20 JUL 1994,IRL,1f1,,"Hagenauer Reserve, Box Hill, Melbourne (AUS)",30 JAN 2020,1057
93,7:59.87,Johannes MOTSCHMANN,03 AUG 1994,GER,2f10,,"Sportanlage am Oberen Wöhrd, Regensburg (GER)",04 JUL 2020,1057
94,8:00.00,Matthew HAUSER,03 APR 1998,AUS,1f1,,"Queensland Sport and Athletics Centre, Nathan, Brisbane (AUS)",19 SEP 2020,1056
95,8:00.05,Mark PEARCE,19 JAN 1996,GBR,1f2,,"Norman Park Athletics Track, Bromley (GBR)",21 AUG 2020,1055
96,8:00.07,Henry WYNNE,18 APR 1995,USA,3,,"McKenzie High School Track, Finn Rock, Oregon (USA)",17 JUL 2020,1055
97,8:00.10,Joshua PHILLIPS,29 APR 1999,AUS,4f1,,"Olympic Park Warm Up Arena, Sydney (AUS)",21 NOV 2020,1055
98,8:00.19,Yuhi NAKAYA,11 JUN 1999,JPN,1,,"Mikio Oda Memorial Athletic Field, Tokorozawa (JPN)",30 SEP 2020,1055
99,8:00.31,Jean-Simon DESGAGNÉS,26 JUL 1998,CAN,1f1,,"Stade Telus, Quebec City (CAN)",01 AUG 2020,1054
100,8:00.55,Even Brøndbo DAHL,24 AUG 1994,NOR,9f4,,"Bislett Stadion, Oslo (NOR)",03 SEP 2020,1053
101,8:00.71,Marc TORTELL,26 DEC 1997,GER,3f10,,"Sportanlage am Oberen Wöhrd, Regensburg (GER)",04 JUL 2020,1052
