Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,7:30.36,Hagos GEBRHIWET,11 MAY 1994,ETH,1,,"Suhaim bin Hamad Stadium, Doha (QAT)",10 MAY 2013,1237
2,7:32.01,Thomas Pkemei LONGOSIWA,14 JAN 1982,KEN,2,,"Suhaim bin Hamad Stadium, Doha (QAT)",10 MAY 2013,1226
3,7:32.64,Yenew ALAMIREW,27 MAY 1990,ETH,3,,"Suhaim bin Hamad Stadium, Doha (QAT)",10 MAY 2013,1222
4,7:33.92,Caleb Mwangangi NDIKU,09 OCT 1992,KEN,4,,"Suhaim bin Hamad Stadium, Doha (QAT)",10 MAY 2013,1214
5,7:34.57,Hayle IBRAHIMOV,18 JAN 1990,AZE,5,,"Suhaim bin Hamad Stadium, Doha (QAT)",10 MAY 2013,1210
6,7:35.06,Caleb Mwangangi NDIKU,09 OCT 1992,KEN,1,,"Sports Park Mladost, Zagreb (CRO)",03 SEP 2013,1207
7,7:35.53,Albert ROP,17 JUL 1992,BRN,2,,"Sports Park Mladost, Zagreb (CRO)",03 SEP 2013,1204
8,7:36.28,Isiah Kiplangat KOECH,19 DEC 1993,KEN,6,,"Suhaim bin Hamad Stadium, Doha (QAT)",10 MAY 2013,1200
9,7:36.53,Edwin Cheruiyot SOI,03 MAR 1986,KEN,1,,"Stadio Guidobaldi, Rieti (ITA)",08 SEP 2013,1198
10,7:36.59,Ben TRUE,29 DEC 1985,USA,2,,"Stadio Guidobaldi, Rieti (ITA)",08 SEP 2013,1198
11,7:36.85,Mo FARAH,23 MAR 1983,GBR,1,,"Olympic Stadium, London (GBR)",27 JUL 2013,1196
12,7:36.96,Bouabdellah TAHRI,20 DEC 1978,FRA,3,,"Sports Park Mladost, Zagreb (CRO)",03 SEP 2013,1195
13,7:37.15,Bethwell BIRGEN,06 AUG 1988,KEN,4,,"Sports Park Mladost, Zagreb (CRO)",03 SEP 2013,1194
14,7:37.40,John KIPKOECH,29 DEC 1991,KEN,5,,"Sports Park Mladost, Zagreb (CRO)",03 SEP 2013,1193
15,7:37.57,Cyrus RUTTO,21 APR 1992,KEN,3,,"Stadio Guidobaldi, Rieti (ITA)",08 SEP 2013,1191
16,7:37.68,Bedan KAROKI,21 AUG 1990,KEN,6,,"Sports Park Mladost, Zagreb (CRO)",03 SEP 2013,1191
17,7:37.70,Augustine Kiprono CHOGE,21 JAN 1987,KEN,7,,"Suhaim bin Hamad Stadium, Doha (QAT)",10 MAY 2013,1191
18,7:38.32,Caleb Mwangangi NDIKU,09 OCT 1992,KEN,4,,"Stadio Guidobaldi, Rieti (ITA)",08 SEP 2013,1187
19,7:39.38,Will LEER,15 APR 1985,USA,7,,"Sports Park Mladost, Zagreb (CRO)",03 SEP 2013,1180
20,7:39.70,Abrar OSMAN,01 JAN 1994,ERI,8,,"Suhaim bin Hamad Stadium, Doha (QAT)",10 MAY 2013,1178
21,7:40.02,Andrew BUMBALOUGH,14 MAR 1987,USA,8,,"Sports Park Mladost, Zagreb (CRO)",03 SEP 2013,1176
22,7:40.04,Andrew BUMBALOUGH,14 MAR 1987,USA,5,,"Stadio Guidobaldi, Rieti (ITA)",08 SEP 2013,1176
23,7:40.48,Ben ST. LAWRENCE,07 NOV 1981,AUS,6,,"Stadio Guidobaldi, Rieti (ITA)",08 SEP 2013,1173
24,7:40.56,Benson SEUREI,27 MAR 1984,BRN,9,,"Sports Park Mladost, Zagreb (CRO)",03 SEP 2013,1173
25,7:40.62,Nick WILLIS,25 APR 1983,NZL,10,,"Sports Park Mladost, Zagreb (CRO)",03 SEP 2013,1173
26,7:40.78,David TORRENCE,26 NOV 1985,USA,11,,"Sports Park Mladost, Zagreb (CRO)",03 SEP 2013,1172
27,7:41.02,Collis BIRMINGHAM,27 DEC 1984,AUS,1,,Sotteville-lès-Rouen (FRA),08 JUL 2013,1170
28,7:41.83,Jairus Kipchoge BIRECH,14 DEC 1992,KEN,9,,"Suhaim bin Hamad Stadium, Doha (QAT)",10 MAY 2013,1165
29,7:41.90,Cornelius KANGOGO,15 DEC 1993,KEN,2,,Sotteville-lès-Rouen (FRA),08 JUL 2013,1165
30,7:42.18,Gideon GATHIMBA,09 MAR 1980,KEN,3,,Sotteville-lès-Rouen (FRA),08 JUL 2013,1163
31,7:42.19,Henrik INGEBRIGTSEN,24 FEB 1991,NOR,7,,"Stadio Guidobaldi, Rieti (ITA)",08 SEP 2013,1163
32,7:42.21,Daniel Kipchirchir KOMEN,27 NOV 1984,KEN,12,,"Sports Park Mladost, Zagreb (CRO)",03 SEP 2013,1163
33,7:42.26,Geoffrey KIRUI,16 FEB 1993,KEN,10,,"Suhaim bin Hamad Stadium, Doha (QAT)",10 MAY 2013,1162
34,7:42.32,Ryan HILL,31 JAN 1990,USA,2,,"Olympic Stadium, London (GBR)",27 JUL 2013,1162
35,7:42.51,Cornelius KANGOGO,15 DEC 1993,KEN,1,,Luzern (SUI),17 JUL 2013,1161
36,7:42.91,Andrew BUMBALOUGH,14 MAR 1987,USA,3,,"Olympic Stadium, London (GBR)",27 JUL 2013,1158
37,7:43.36,Evan JAGER,08 MAR 1989,USA,2,,Luzern (SUI),17 JUL 2013,1156
38,7:43.48,David TORRENCE,26 NOV 1985,USA,3,,Luzern (SUI),17 JUL 2013,1155
39,7:43.84,Andrew BAYER,03 FEB 1990,USA,13,,"Sports Park Mladost, Zagreb (CRO)",03 SEP 2013,1153
40,7:43.98,Tariku BEKELE,28 FEB 1987,ETH,4,,"Olympic Stadium, London (GBR)",27 JUL 2013,1152
41,7:44.01,Chris DERRICK,17 OCT 1990,USA,4,,Luzern (SUI),17 JUL 2013,1152
42,7:44.42,Daniel HULING,16 JUL 1983,USA,5,,Luzern (SUI),17 JUL 2013,1149
43,7:44.61,Moses Mukono LETOYIE,27 NOV 1995,KEN,4,,Sotteville-lès-Rouen (FRA),08 JUL 2013,1148
44,7:44.68,Dathan RITZENHEIN,30 DEC 1982,USA,5,,"Olympic Stadium, London (GBR)",27 JUL 2013,1148
45,7:44.83,Elroy GELANT,25 AUG 1986,RSA,5,,Sotteville-lès-Rouen (FRA),08 JUL 2013,1147
46,7:44.87,Garrett HEATH,03 NOV 1985,USA,6,,Sotteville-lès-Rouen (FRA),08 JUL 2013,1146
47,7:44.92,Elroy GELANT,25 AUG 1986,RSA,1,,Stellenbosch (RSA),15 APR 2013,1146
48,7:45.12,Juan Luis BARRIOS,24 JUN 1983,MEX,1,,Dublin (IRL),17 JUL 2013,1145
49,7:45.31,Daniele MEUCCI,07 OCT 1985,ITA,6,,"Olympic Stadium, London (GBR)",27 JUL 2013,1144
50,7:45.52,Chris THOMPSON,17 APR 1981,GBR,7,,"Olympic Stadium, London (GBR)",27 JUL 2013,1142
51,7:45.75,Andy VERNON,07 JAN 1986,GBR,2,,Dublin (IRL),17 JUL 2013,1141
52,7:46.18,Hassan MEAD,28 AUG 1989,USA,3,,Dublin (IRL),17 JUL 2013,1138
53,7:46.31,Garrett HEATH,03 NOV 1985,USA,8,,"Stadio Guidobaldi, Rieti (ITA)",08 SEP 2013,1138
54,7:46.34,Galen RUPP,08 MAY 1986,USA,1,,"Eugene, OR (USA)",03 MAY 2013,1137
55,7:46.39,Bernard LAGAT,12 DEC 1974,USA,1,,Linz (AUT),26 AUG 2013,1137
56,7:46.69,Will LEER,15 APR 1985,USA,2,,Linz (AUT),26 AUG 2013,1135
57,7:46.74,Cyrus RUTTO,21 APR 1992,KEN,1,,"Moratalaz, Madrid (ESP)",13 JUL 2013,1135
58,7:46.81,Cyrus RUTTO,21 APR 1992,KEN,1,,Rehlingen (GER),20 MAY 2013,1135
59,7:46.95,Gideon GATHIMBA,09 MAR 1980,KEN,2,,"Moratalaz, Madrid (ESP)",13 JUL 2013,1134
60,7:47.02,Edward WAWERU,03 OCT 1990,KEN,1,,Shibetsu (JPN),26 JUN 2013,1133
61,7:47.04,Garrett HEATH,03 NOV 1985,USA,14,,"Sports Park Mladost, Zagreb (CRO)",03 SEP 2013,1133
62,7:47.07,Ben BLANKENSHIP,15 DEC 1988,USA,7,,Sotteville-lès-Rouen (FRA),08 JUL 2013,1133
63,7:47.15,Andrew BAYER,03 FEB 1990,USA,3,,"Moratalaz, Madrid (ESP)",13 JUL 2013,1132
64,7:47.16,Ben ST. LAWRENCE,07 NOV 1981,AUS,3,,Linz (AUT),26 AUG 2013,1132
65,7:47.50,Elroy GELANT,25 AUG 1986,RSA,1,,Potchefstroom (RSA),23 FEB 2013,1130
66,7:47.65,Dathan RITZENHEIN,30 DEC 1982,USA,2,,"Eugene, OR (USA)",03 MAY 2013,1129
67,7:47.71,Cornelius KANGOGO,15 DEC 1993,KEN,2,,Rehlingen (GER),20 MAY 2013,1129
68,7:47.77,Diego ESTRADA,19 DEC 1989,MEX,6,,Luzern (SUI),17 JUL 2013,1129
69,7:47.97,Collis BIRMINGHAM,27 DEC 1984,AUS,1,,Cork (IRL),02 JUL 2013,1128
70,7:48.01,Andy VERNON,07 JAN 1986,GBR,8,,"Olympic Stadium, London (GBR)",27 JUL 2013,1127
71,7:48.03,Eric TIROP,19 MAY 1987,KEN,4,,"Moratalaz, Madrid (ESP)",13 JUL 2013,1127
72,7:48.31,Jeremiah KAREMI,07 JUL 1994,KEN,2,,Shibetsu (JPN),26 JUN 2013,1125
73,7:48.50,Thomas Pkemei LONGOSIWA,14 JAN 1982,KEN,9,,"Stadio Guidobaldi, Rieti (ITA)",08 SEP 2013,1124
74,7:48.57,Sergio SÁNCHEZ,01 OCT 1982,ESP,5,,"Moratalaz, Madrid (ESP)",13 JUL 2013,1124
75,7:48.60,Geofrey BARUSEI,01 JAN 1994,KEN,11,,"Suhaim bin Hamad Stadium, Doha (QAT)",10 MAY 2013,1124
76,7:48.74,Gideon GATHIMBA,09 MAR 1980,KEN,7,,Luzern (SUI),17 JUL 2013,1123
77,7:48.95,Othmane EL GOUMRI,28 MAY 1992,MAR,6,,"Moratalaz, Madrid (ESP)",13 JUL 2013,1122
78,7:48.98,Nathan BRANNEN,08 SEP 1982,CAN,9,,"Olympic Stadium, London (GBR)",27 JUL 2013,1121
79,7:49.05,Mohamed MOUSTAOUI,02 APR 1985,MAR,12,,"Suhaim bin Hamad Stadium, Doha (QAT)",10 MAY 2013,1121
80,7:49.09,Deriba DEGEFA,09 JUN 1987,ETH,3,,"Eugene, OR (USA)",03 MAY 2013,1121
81,7:49.46,Daniel Kipchirchir KOMEN,27 NOV 1984,KEN,4,,Linz (AUT),26 AUG 2013,1118
82,7:49.63,Collis BIRMINGHAM,27 DEC 1984,AUS,5,,Linz (AUT),26 AUG 2013,1117
83,7:49.64,Joe STILIN,05 DEC 1989,USA,1f1,,Kortrijk (BEL),14 JUL 2013,1117
84,7:49.75,Gideon GATHIMBA,09 MAR 1980,KEN,10,,"Olympic Stadium, London (GBR)",27 JUL 2013,1117
85,7:49.89,Iván FERNÁNDEZ ANAYA,10 JUN 1988,ESP,7,,"Moratalaz, Madrid (ESP)",13 JUL 2013,1116
86,7:49.98,Cornelius KANGOGO,15 DEC 1993,KEN,1f1,,Karlstad (SWE),23 JUL 2013,1115
87,7:50.23,Hicham SIGUENI,30 JAN 1993,MAR,3,,Rehlingen (GER),20 MAY 2013,1114
88,7:50.50,Jack BOLAS,01 NOV 1987,USA,11,,"Olympic Stadium, London (GBR)",27 JUL 2013,1112
89,7:50.62,Andrew POORE,03 DEC 1988,USA,2f1,,Kortrijk (BEL),14 JUL 2013,1111
90,7:50.68,Geofrey BARUSEI,01 JAN 1994,KEN,8,,Sotteville-lès-Rouen (FRA),08 JUL 2013,1111
91,7:50.96,Youssouf HISS BACHIR,01 JAN 1987,DJI,2f1,,Karlstad (SWE),23 JUL 2013,1109
92,7:51.01,Richard RINGER,27 FEB 1989,GER,4,,Rehlingen (GER),20 MAY 2013,1109
92,7:51.01,Ilias FIFA,16 MAY 1989,MAR,8,,"Moratalaz, Madrid (ESP)",13 JUL 2013,1109
94,7:51.38,Bedan KAROKI,21 AUG 1990,KEN,6,,Linz (AUT),26 AUG 2013,1107
95,7:51.49,Tiidrek NURME,18 NOV 1985,EST,3f1,,Karlstad (SWE),23 JUL 2013,1106
96,7:51.56,Hassan MEAD,28 AUG 1989,USA,12,,"Olympic Stadium, London (GBR)",27 JUL 2013,1106
97,7:51.71,Moses Mukono LETOYIE,27 NOV 1995,KEN,8,,Luzern (SUI),17 JUL 2013,1105
98,7:51.82,Othmane EL GOUMRI,28 MAY 1992,MAR,1,,Fes (MAR),11 MAY 2013,1104
99,7:51.88,Jonathan MELLOR,27 DEC 1986,GBR,13,,"Olympic Stadium, London (GBR)",27 JUL 2013,1104
100,7:51.94,Alberto LOZANO DE PEDRO,23 FEB 1987,ESP,9,,"Moratalaz, Madrid (ESP)",13 JUL 2013,1104
101,7:51.99,Soufiyan BOUQANTAR,30 AUG 1993,MAR,2,,Fes (MAR),11 MAY 2013,1103
101,7:51.99,Brett ROBINSON,08 MAY 1991,AUS,9,,Sotteville-lès-Rouen (FRA),08 JUL 2013,1103
103,7:52.0h,Vedic KIPKOECH,05 MAR 1996,KEN,1h1,,Nairobi (KEN),11 JUN 2013,1103
103,7:52.00,Hassan MEAD,28 AUG 1989,USA,2,,Cork (IRL),02 JUL 2013,1103
105,7:52.05,Dmitrijs JURKEVIČS,07 JAN 1987,LAT,1,,Kuortane (FIN),03 AUG 2013,1103
106,7:52.07,Halil AKKAŞ,01 JUL 1983,TUR,1f1,,Izmir (TUR),01 JUN 2013,1103
107,7:52.64,Peter BOMO,04 AUG 1984,KEN,3f1,,Kortrijk (BEL),14 JUL 2013,1099
108,7:53.05,Jamal HITRANE,01 SEP 1989,MAR,10,,Sotteville-lès-Rouen (FRA),08 JUL 2013,1097
109,7:53.56,Yomif KEJELCHA,01 AUG 1997,ETH,1,,Donetsk (UKR),14 JUL 2013,1094
110,7:53.67,John KIPKOECH,29 DEC 1991,KEN,7,,Linz (AUT),26 AUG 2013,1093
111,7:53.94,Younéss ESSALHI,20 FEB 1993,MAR,11,,Sotteville-lès-Rouen (FRA),08 JUL 2013,1092
112,7:54.06,Pieter-Jan HANNES,30 OCT 1992,BEL,1f1,,Herentals (BEL),01 MAY 2013,1091
113,7:54.11,Byron PIEDRA,19 AUG 1982,ECU,8,,Linz (AUT),26 AUG 2013,1091
113,7:54.11,Mahiedine MEKHISSI,15 MAR 1985,FRA,1,,Poitiers (FRA),21 SEP 2013,1091
115,7:54.16,Sindre BURAAS,08 MAY 1989,NOR,10,,"Stadio Guidobaldi, Rieti (ITA)",08 SEP 2013,1090
116,7:54.33,Mohamed MIFTAHELKHIR,,MAR,1,,Rabat (MAR),01 JUN 2013,1089
117,7:54.42,José Gregorio PEÑA,12 JAN 1987,VEN,9,,Linz (AUT),26 AUG 2013,1089
118,7:54.50,Iván Guido LÓPEZ BILBAO,10 MAR 1990,CHI,1,,Concepción (CHI),30 MAR 2013,1088
119,7:54.61,Nick MCCORMICK,11 SEP 1981,GBR,4,,Dublin (IRL),17 JUL 2013,1088
120,7:54.97,Elroy GELANT,25 AUG 1986,RSA,3,,Cork (IRL),02 JUL 2013,1085
121,7:55.05,Moses Mukono LETOYIE,27 NOV 1995,KEN,4f1,,Karlstad (SWE),23 JUL 2013,1085
122,7:55.40,Mohammed ABID,18 MAR 1995,MAR,3,,Fes (MAR),11 MAY 2013,1083
123,7:55.60,Vedic KIPKOECH,05 MAR 1996,KEN,2,,Donetsk (UKR),14 JUL 2013,1082
124,7:55.88,Andy VERNON,07 JAN 1986,GBR,4,,Cork (IRL),02 JUL 2013,1080
125,7:56.18,Leslie ENCINA,02 JAN 1982,CHI,2,,Concepción (CHI),30 MAR 2013,1078
126,7:56.57,Marouan RAZINE,09 APR 1991,MAR,1,,Nembro (ITA),03 JUL 2013,1076
127,7:56.86,Gladwin Sibabalwe MZAZI,28 AUG 1988,RSA,2,,Stellenbosch (RSA),15 APR 2013,1074
127,7:56.86,Alexander Mutiso MUNYAO,10 SEP 1996,KEN,3,,Donetsk (UKR),14 JUL 2013,1074
129,7:56.98,Bobby CURTIS,28 NOV 1984,USA,5,,Dublin (IRL),17 JUL 2013,1074
130,7:57.09,Hassan CHANI,05 MAY 1988,MAR,2,,Rabat (MAR),01 JUN 2013,1073
131,7:57.11,Hassan CHANI,05 MAY 1988,MAR,4,,Fes (MAR),11 MAY 2013,1073
132,7:57.25,Philipp PFLIEGER,16 JUL 1987,GER,5,,Cork (IRL),02 JUL 2013,1072
133,7:57.28,Nicholas CHEPSEBA,12 OCT 1994,KEN,5,,Rehlingen (GER),20 MAY 2013,1072
134,7:57.34,El Mahjoub DAZZA,03 MAR 1991,MAR,3,,Rabat (MAR),01 JUN 2013,1071
135,7:57.39,Dennis MASAI,01 DEC 1991,KEN,12,,Sotteville-lès-Rouen (FRA),08 JUL 2013,1071
136,7:57.47,Ross PROUDFOOT,04 JUL 1992,CAN,5f1,,Karlstad (SWE),23 JUL 2013,1071
137,7:57.54,Collis BIRMINGHAM,27 DEC 1984,AUS,11,,"Stadio Guidobaldi, Rieti (ITA)",08 SEP 2013,1070
138,7:57.63,Nick WILLIS,25 APR 1983,NZL,1,,Wellington (NZL),25 JAN 2013,1070
139,7:57.7h,Festus KIPRONO,29 DEC 1995,KEN,1,,Nairobi (KEN),18 APR 2013,1069
140,7:57.72,Jamal HITRANE,01 SEP 1989,MAR,1,,Montgeron (FRA),12 MAY 2013,1069
141,7:57.74,Yoann KOWAL,28 MAY 1987,FRA,2,,Poitiers (FRA),21 SEP 2013,1069
142,7:57.80,Victor CORRALES VAQUERO,12 MAR 1989,ESP,1,,Belfast (GBR),25 JUN 2013,1069
143,7:58.15,Alberto LOZANO DE PEDRO,23 FEB 1987,ESP,1f1,,Móstoles (ESP),25 MAY 2013,1067
144,7:58.4h,Meshack LETIM,1997,KEN,1,,Nairobi (KEN),16 MAR 2013,1065
145,7:58.43,Hassan MEAD,28 AUG 1989,USA,1,,"Eugene, OR (USA)",16 MAR 2013,1065
146,7:58.51,John TRAVERS,16 MAR 1991,IRL,6,,Dublin (IRL),17 JUL 2013,1065
