Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,7:26.25,Yomif KEJELCHA,01 AUG 1997,ETH,1,,"Bislett Stadion, Oslo (NOR)",01 JUL 2021,1263
2,7:27.64,Mohamed KATIR,17 FEB 1998,ESP,1,,"International Stadium, Gateshead (GBR)",13 JUL 2021,1254
3,7:28.94,Stewart MCSWEYN,01 JUN 1995,AUS,2,,"International Stadium, Gateshead (GBR)",13 JUL 2021,1246
4,7:30.07,Jacob KROP,04 JUN 2001,KEN,2,,"Bislett Stadion, Oslo (NOR)",01 JUL 2021,1239
5,7:30.96,Muktar EDRIS,14 JAN 1994,ETH,1,,"Bregyó Athletic Center, Székesfehérvár (HUN)",06 JUL 2021,1233
6,7:31.33,Nicholas KIPKORIR,29 SEP 1998,KEN,3,,"Bislett Stadion, Oslo (NOR)",01 JUL 2021,1231
7,7:33.05,Birhanu BALEW,27 FEB 1996,BRN,4,,"Bislett Stadion, Oslo (NOR)",01 JUL 2021,1220
8,7:33.06,Jakob INGEBRIGTSEN,19 SEP 2000,NOR,1,,"Stade Olympique de la Pontaise, Lausanne (SUI)",26 AUG 2021,1220
9,7:33.24,Joshua CHEPTEGEI,12 SEP 1996,UGA,1,,"Mestský Stadion, Ostrava (CZE)",19 MAY 2021,1219
10,7:33.39,Berihu AREGAWI,28 FEB 2001,ETH,2,,"Stade Olympique de la Pontaise, Lausanne (SUI)",26 AUG 2021,1218
11,7:34.00,Filip INGEBRIGTSEN,20 APR 1993,NOR,5,,"Bislett Stadion, Oslo (NOR)",01 JUL 2021,1214
12,7:34.75,Tadese WORKU,20 JAN 2002,ETH,2,,"Bregyó Athletic Center, Székesfehérvár (HUN)",06 JUL 2021,1209
13,7:35.06,Stewart MCSWEYN,01 JUN 1995,AUS,3,,"Stade Olympique de la Pontaise, Lausanne (SUI)",26 AUG 2021,1207
14,7:35.18,Andrew BUTCHART,14 OCT 1991,GBR,3,,"International Stadium, Gateshead (GBR)",13 JUL 2021,1206
15,7:35.34,Jacob KROP,04 JUN 2001,KEN,4,,"International Stadium, Gateshead (GBR)",13 JUL 2021,1205
16,7:35.65,Matthew RAMSDEN,23 JUL 1997,AUS,5,,"International Stadium, Gateshead (GBR)",13 JUL 2021,1203
17,7:35.91,Justus SOGET,22 OCT 1999,KEN,6,,"Bislett Stadion, Oslo (NOR)",01 JUL 2021,1202
18,7:36.08,Marc SCOTT,21 DEC 1993,GBR,1,,"Brophy College Preparatory - Sports Campus, Phoenix, AZ (USA)",06 FEB 2021,1201
19,7:36.47,Tadese WORKU,20 JAN 2002,ETH,1,,"Stadion Śląski, Chorzów (POL)",05 SEP 2021,1198
20,7:36.94,Birhanu BALEW,27 FEB 1996,BRN,4,,"Stade Olympique de la Pontaise, Lausanne (SUI)",26 AUG 2021,1195
21,7:37.18,Soufiane EL BAKKALI,07 JAN 1996,MAR,2,,"Stadion Śląski, Chorzów (POL)",05 SEP 2021,1194
22,7:37.21,Grant FISHER,22 APR 1997,USA,2,,"Brophy College Preparatory - Sports Campus, Phoenix, AZ (USA)",06 FEB 2021,1194
23,7:37.39,Patrick DEVER,05 SEP 1996,GBR,6,,"International Stadium, Gateshead (GBR)",13 JUL 2021,1193
24,7:37.47,Sean MCGORTY,08 MAR 1995,USA,3,,"Brophy College Preparatory - Sports Campus, Phoenix, AZ (USA)",06 FEB 2021,1192
25,7:37.48,Tadese WORKU,20 JAN 2002,ETH,7,,"Bislett Stadion, Oslo (NOR)",01 JUL 2021,1192
26,7:37.62,Selemon BAREGA,20 JAN 2000,ETH,5,,"Stade Olympique de la Pontaise, Lausanne (SUI)",26 AUG 2021,1191
27,7:37.80,Michael KIBET,03 SEP 1999,KEN,7,,"International Stadium, Gateshead (GBR)",13 JUL 2021,1190
28,7:37.90,Yemaneberhan CRIPPA,15 OCT 1996,ITA,8,,"International Stadium, Gateshead (GBR)",13 JUL 2021,1189
29,7:38.73,Tom MORTIMER,07 JAN 1999,GBR,9,,"International Stadium, Gateshead (GBR)",13 JUL 2021,1184
30,7:38.92,Mohamed TINDOUFT,12 MAR 1993,MAR,3,,"Stadion Śląski, Chorzów (POL)",05 SEP 2021,1183
31,7:39.18,Joe KLECKER,16 NOV 1996,USA,4,,"Brophy College Preparatory - Sports Campus, Phoenix, AZ (USA)",06 FEB 2021,1181
32,7:39.27,Addisu YIHUNE,17 MAR 2003,ETH,3,,"Bregyó Athletic Center, Székesfehérvár (HUN)",06 JUL 2021,1181
33,7:39.43,David MCNEILL,06 OCT 1986,AUS,8,,"Bislett Stadion, Oslo (NOR)",01 JUL 2021,1180
34,7:39.45,Elzan BIBIĆ,08 JAN 1999,SRB,1,,"Stadio Quercia, Rovereto (ITA)",31 AUG 2021,1180
35,7:39.62,Mohamed FARES,06 FEB 1991,MAR,1,,"Complexe Sportif Prince Moulay Abdellah, Rabat (MAR)",28 JUN 2021,1179
35,7:39.62,Haftu TEKLU,21 JAN 2000,ETH,4,,"Stadion Śląski, Chorzów (POL)",05 SEP 2021,1179
