Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,7:26.18,Lamecha GIRMA,26 NOV 2000,ETH,1,,"Suhaim bin Hamad Stadium, Doha (QAT)",05 MAY 2023,1264
2,7:27.16,Selemon BAREGA,20 JAN 2000,ETH,2,,"Suhaim bin Hamad Stadium, Doha (QAT)",05 MAY 2023,1257
3,7:27.61,Berihu AREGAWI,28 FEB 2001,ETH,3,,"Suhaim bin Hamad Stadium, Doha (QAT)",05 MAY 2023,1254
4,7:33.87,Soufiane EL BAKKALI,07 JAN 1996,MAR,4,,"Suhaim bin Hamad Stadium, Doha (QAT)",05 MAY 2023,1215
5,7:36.72,Timothy CHERUIYOT,20 NOV 1995,KEN,5,,"Suhaim bin Hamad Stadium, Doha (QAT)",05 MAY 2023,1197
6,7:36.81,Getnet WALE,16 JUL 2000,ETH,6,,"Suhaim bin Hamad Stadium, Doha (QAT)",05 MAY 2023,1196
7,7:37.05,Andreas ALMGREN,12 JUN 1995,SWE,7,,"Suhaim bin Hamad Stadium, Doha (QAT)",05 MAY 2023,1195
8,7:37.56,Mohamed Amin JHINAOUI,02 APR 1997,TUN,8,,"Suhaim bin Hamad Stadium, Doha (QAT)",05 MAY 2023,1192
9,7:39.74,Ali ABDILMANA,17 FEB 2002,ETH,1,,"Stadio Zecchini, Grosseto (ITA)",27 MAY 2023,1178
10,7:39.84,Ishmael Rokitto KIPKURUI,10 FEB 2005,KEN,9,,"Suhaim bin Hamad Stadium, Doha (QAT)",05 MAY 2023,1177
11,7:40.29,Telahun Haile BEKELE,13 MAY 1999,ETH,10,,"Suhaim bin Hamad Stadium, Doha (QAT)",05 MAY 2023,1175
12,7:41.38,Ishmael Rokitto KIPKURUI,10 FEB 2005,KEN,1,,"Lakeside Stadium, Melbourne (AUS)",23 FEB 2023,1168
13,7:41.42,Adel MECHAAL,05 DEC 1990,ESP,11,,"Suhaim bin Hamad Stadium, Doha (QAT)",05 MAY 2023,1168
14,7:41.63,Fouad MESSAOUDI,07 JAN 2001,MAR,1f7,,"Dempsey Indoor, Seattle, WA (USA)",10 FEB 2023,1166
