Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,9:11.65,,Milcah CHEMOS,24 FEB 1986,KEN,1,,"Luzhniki Stadion, Moskva (RUS)",13 AUG 2013,1215
2,9:12.55,,Lidya CHEPKURUI,23 AUG 1984,KEN,2,,"Luzhniki Stadion, Moskva (RUS)",13 AUG 2013,1212
3,9:12.84,,Sofia ASSEFA,14 NOV 1987,ETH,3,,"Luzhniki Stadion, Moskva (RUS)",13 AUG 2013,1212
4,9:15.25,,Hiwot AYALEW,06 MAR 1990,ETH,4,,"Luzhniki Stadion, Moskva (RUS)",13 AUG 2013,1205
5,9:16.97,,Etenesh DIRO,10 MAY 1991,ETH,5,,"Luzhniki Stadion, Moskva (RUS)",13 AUG 2013,1201
6,9:19.42,,Purity KIRUI,13 AUG 1991,KEN,6,,"Suhaim bin Hamad Stadium, Doha (QAT)",10 MAY 2013,1195
7,9:22.05,,Hyvin KIYENG,13 JAN 1992,KEN,6,,"Luzhniki Stadion, Moskva (RUS)",13 AUG 2013,1188
8,9:22.20,,Habiba GHRIBI,09 APR 1984,TUN,7,,"Suhaim bin Hamad Stadium, Doha (QAT)",10 MAY 2013,1188
9,9:26.31,,Lydia Chebet ROTICH,08 AUG 1988,KEN,8,,"Suhaim bin Hamad Stadium, Doha (QAT)",10 MAY 2013,1178
10,9:27.49,,Almaz AYANA,21 NOV 1991,ETH,1,,Montbéliard (FRA),06 JUN 2013,1175
11,9:28.04,,Fancy CHEROTICH,10 AUG 1990,KEN,5,,"Mestský Stadion, Ostrava (CZE)",27 JUN 2013,1173
12,9:28.26,,Emma COBURN,19 OCT 1990,USA,1f1,,"Palo Alto, CA (USA)",28 APR 2013,1173
13,9:29.13,,Jamie CHEEVER,28 FEB 1987,USA,2f1,,"Palo Alto, CA (USA)",28 APR 2013,1171
14,9:29.27,,Antje MÖLDNER-SCHMIDT,13 JUN 1984,GER,4h2,,"Luzhniki Stadion, Moskva (RUS)",10 AUG 2013,1170
15,9:30.64,,Natalya ARISTARKHOVA,31 OCT 1989,RUS,1,,"International Stadium, Gateshead (GBR)",22 JUN 2013,1167
16,9:30.72,,Gulnara GALKINA,09 JUL 1978,RUS,5,,Rabat (MAR),09 JUN 2013,1167
17,9:31.81,,Ruth Bosibori NYANGAU,02 JAN 1988,KEN,9,,"Suhaim bin Hamad Stadium, Doha (QAT)",10 MAY 2013,1164
18,9:32.26,,Valentyna ZHUDINA,12 MAR 1983,UKR,1,,Yalta (UKR),06 JUN 2013,1163
19,9:32.50,,Kaltoum BOUAASAYRIYA,23 AUG 1982,MAR,1,,Fes (MAR),11 MAY 2013,1162
20,9:34.33,,Agnes JESANG,01 APR 1986,KEN,1,,Tampere (FIN),25 AUG 2013,1158
21,9:34.58,,Miriam MUTHONI,18 JUN 1995,KEN,1,,Nairobi (KEN),13 AUG 2013,1157
22,9:35.14,,Birtukan Fente ALEMU,18 JUN 1989,ETH,3,,"Sports Park Mladost, Zagreb (CRO)",03 SEP 2013,1156
23,9:35.42,,Bridget FRANEK,08 NOV 1987,USA,4,,"Icahn Stadium, New York, NY (USA)",25 MAY 2013,1155
24,9:35.66,,Silvia DANEKOVA,07 FEB 1983,BUL,5h2,,"Luzhniki Stadion, Moskva (RUS)",10 AUG 2013,1154
25,9:35.78,,Ancuţa BOBOCEL,03 OCT 1987,ROU,6h2,,"Luzhniki Stadion, Moskva (RUS)",10 AUG 2013,1154
26,9:35.82,,Eilish MCCOLGAN,25 NOV 1990,GBR,7h2,,"Luzhniki Stadion, Moskva (RUS)",10 AUG 2013,1154
27,9:35.88,,Salima EL OUALI ALAMI,29 DEC 1983,MAR,7,,"Stadio Olimpico, Roma (ITA)",06 JUN 2013,1154
28,9:36.66,,Gladys Jerotich KIPKEMOI,15 OCT 1986,KEN,7,,"Boudewijnstadion, Bruxelles (BEL)",06 SEP 2013,1152
29,9:37.11,,Gesa Felicitas KRAUSE,03 AUG 1992,GER,9,,"Luzhniki Stadion, Moskva (RUS)",13 AUG 2013,1151
30,9:37.23,,Shalaya KIPP,19 AUG 1990,USA,4,,"Stade Louis II, Monaco (MON)",19 JUL 2013,1151
31,9:37.62,,Genevieve LACAZE,04 AUG 1989,AUS,1,,Ponce (PUR),18 MAY 2013,1150
32,9:38.23,,Colleen QUIGLEY,20 NOV 1992,USA,2,,"Eugene, OR (USA)",08 JUN 2013,1148
33,9:38.30,,Diana MARTÍN,01 APR 1981,ESP,11,,"Luzhniki Stadion, Moskva (RUS)",13 AUG 2013,1148
34,9:38.38,,Sandra ERIKSSON,04 JUN 1989,FIN,1,,Stockholm (SWE),08 SEP 2013,1148
35,9:38.57,,Natalya GORCHAKOVA,17 APR 1983,RUS,12,,"Luzhniki Stadion, Moskva (RUS)",13 AUG 2013,1147
36,9:39.00,,Charlotta FOUGBERG,19 JUN 1985,SWE,2,,Stockholm (SWE),08 SEP 2013,1146
37,9:39.36,,Nicole BUSH,04 APR 1986,USA,2,,Ponce (PUR),18 MAY 2013,1145
38,9:39.98,,Lyudmila LEBEDEVA,23 MAY 1990,RUS,3f2,,Moskva (RUS),22 JUL 2013,1144
39,9:40.71,,Amina BETTICHE,14 DEC 1987,ALG,1,,Mersin (TUR),28 JUN 2013,1142
40,9:40.90,,Natalya KOLOSKOVA,19 JUL 1988,RUS,4f2,,Moskva (RUS),22 JUL 2013,1142
41,9:41.51,,Mekdes BEKELE,20 JAN 1987,ETH,8,,Rabat (MAR),09 JUN 2013,1140
42,9:42.10,,Yekaterina DOSEYKINA,30 MAR 1990,RUS,5f2,,Moskva (RUS),22 JUL 2013,1139
43,9:42.35,,Katarzyna KOWALSKA,07 APR 1985,POL,1,,Bottrop (GER),19 JUL 2013,1138
44,9:42.91,,Helen HOFSTEDE,31 DEC 1980,NED,1,,Ninove (BEL),27 JUL 2013,1137
45,9:43.22,,Birtukan ADAMU,29 APR 1992,ETH,9,,"Boudewijnstadion, Bruxelles (BEL)",06 SEP 2013,1136
46,9:43.28,,Beverly RAMOS,24 AUG 1987,PUR,6,,"Icahn Stadium, New York, NY (USA)",25 MAY 2013,1136
47,9:43.39,,Amber SCHULTZ,27 DEC 1990,USA,3,,"Eugene, OR (USA)",08 JUN 2013,1135
48,9:43.50,,Yekaterina SOKOLENKO,13 SEP 1992,RUS,2,,Sochi (RUS),25 MAY 2013,1135
49,9:43.70,,Claire PERRAUX,06 OCT 1987,FRA,7,,"Icahn Stadium, New York, NY (USA)",25 MAY 2013,1135
50,9:45.51,,Oona KETTUNEN,10 FEB 1994,FIN,1,,"Stadio Guidobaldi, Rieti (ITA)",20 JUL 2013,1130
51,9:45.60,,Sudha SINGH,25 JUN 1986,IND,1,,Chennai (IND),06 JUN 2013,1130
52,9:45.78,,Stephanie GARCIA,03 MAY 1988,USA,9,,"Icahn Stadium, New York, NY (USA)",25 MAY 2013,1130
52,9:45.78,,Ashley HIGGINSON,17 MAR 1989,USA,11h2,,"Luzhniki Stadion, Moskva (RUS)",10 AUG 2013,1130
54,9:46.56,,Yevdokiya BUKINA,10 FEB 1993,RUS,1,,Chelyabinsk (RUS),25 MAY 2013,1128
55,9:46.60,,Lyudmila REMESLOVA,13 AUG 1987,RUS,1,,Yerino (RUS),02 JUN 2013,1128
56,9:46.73,,Alexi PAPPAS,28 MAR 1990,USA,1f1,,"Palo Alto, CA (USA)",29 MAR 2013,1127
57,9:46.98,,Fabienne SCHLUMPF,17 NOV 1990,SUI,2,,Bottrop (GER),19 JUL 2013,1127
58,9:47.23,,Poļina JEĻIZAROVA,01 MAY 1989,LAT,14,,"Suhaim bin Hamad Stadium, Doha (QAT)",10 MAY 2013,1126
59,9:47.58,,Sara VAUGHN,16 MAY 1986,USA,2,,"Los Angeles, CA (USA)",17 MAY 2013,1125
60,9:47.73,,Derek GIBSON,,USA,1,,"Hickory, NC (USA)",19 APR 2013,1125
61,9:48.32,,Lindsey OLSON-ANDERSON,23 MAY 1985,USA,3,,"Los Angeles, CA (USA)",17 MAY 2013,1123
62,9:48.68,,Sviatlana KUDZELICH,07 MAY 1987,BLR,1,,Riga (LAT),30 MAY 2013,1123
63,9:49.84,,Türkan ÖZATA-ERIŞMIŞ,05 JAN 1984,TUR,1,,Izmir (TUR),02 JUN 2013,1120
64,9:50.06,,Aisha PRAUGHT LEER,14 DEC 1989,USA,1,,"Portland, OR (USA)",08 JUN 2013,1119
65,9:50.39,,Rachel SCHILKOWSKY,15 APR 1992,USA,1,,"Irvine, CA (USA)",22 MAR 2013,1118
66,9:50.88,,Albina NESMASHNAYA,17 FEB 1992,RUS,3,,Yerino (RUS),02 JUN 2013,1117
67,9:51.15,,Maruša MIŠMAŠ,24 OCT 1994,SLO,2,,"Stadio Guidobaldi, Rieti (ITA)",20 JUL 2013,1116
68,9:51.17,,Chantelle GROENEWOUD,03 MAR 1989,CAN,1,,"Central Stadium, Kazan (RUS)",10 JUL 2013,1116
69,9:51.23,,Jessica FURLAN,15 MAR 1990,CAN,2,,"Central Stadium, Kazan (RUS)",10 JUL 2013,1116
70,9:51.33,,Mary BALLINGER,05 MAY 1988,USA,4,,"Los Angeles, CA (USA)",17 MAY 2013,1116
71,9:51.42,,Emily STEWART,24 DEC 1991,GBR,6,,Ninove (BEL),27 JUL 2013,1116
