Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,9:10.64,,Hiwot AYALEW,06 MAR 1990,ETH,1,,"Hampden Park, Glasgow (GBR)",12 JUL 2014,1217
2,9:11.39,,Sofia ASSEFA,14 NOV 1987,ETH,1,,"Hayward Field, Eugene, OR (USA)",31 MAY 2014,1215
3,9:11.42,,Emma COBURN,19 OCT 1990,USA,2,,"Hampden Park, Glasgow (GBR)",12 JUL 2014,1215
4,9:15.23,,Habiba GHRIBI,09 APR 1984,TUN,1,,"Letzigrund, Zürich (SUI)",28 AUG 2014,1206
5,9:19.71,,Etenesh DIRO,10 MAY 1991,ETH,4,,"Stade de France, Paris-St-Denis (FRA)",05 JUL 2014,1194
6,9:20.55,,Ruth JEBET,17 NOV 1996,BRN,4,,"Letzigrund, Zürich (SUI)",28 AUG 2014,1192
7,9:21.24,,Salima EL OUALI ALAMI,29 DEC 1983,MAR,5,,"Stade de France, Paris-St-Denis (FRA)",05 JUL 2014,1190
8,9:21.91,,Milcah CHEMOS,24 FEB 1986,KEN,3,,"Hampden Park, Glasgow (GBR)",12 JUL 2014,1189
9,9:22.58,,Hyvin KIYENG,13 JAN 1992,KEN,1,,"Mestský Stadion, Ostrava (CZE)",17 JUN 2014,1187
10,9:23.43,,Purity KIRUI,13 AUG 1991,KEN,2,,"Icahn Stadium, New York, NY (USA)",14 JUN 2014,1185
11,9:23.96,,Charlotta FOUGBERG,19 JUN 1985,SWE,4,,"Hampden Park, Glasgow (GBR)",12 JUL 2014,1184
12,9:24.07,,Lidya CHEPKURUI,23 AUG 1984,KEN,6,,"Stade de France, Paris-St-Denis (FRA)",05 JUL 2014,1183
13,9:24.28,,Stephanie GARCIA,03 MAY 1988,USA,5,,"Hampden Park, Glasgow (GBR)",12 JUL 2014,1183
14,9:24.59,,Nicole BUSH,04 APR 1986,USA,1,,Heusden-Zolder (BEL),19 JUL 2014,1182
15,9:24.70,,Sandra ERIKSSON,04 JUN 1989,FIN,6,,"Hampden Park, Glasgow (GBR)",12 JUL 2014,1182
16,9:27.29,,Birtukan ADAMU,29 APR 1992,ETH,3,,"Mestský Stadion, Ostrava (CZE)",17 JUN 2014,1175
17,9:27.59,,Ashley HIGGINSON,17 MAR 1989,USA,2,,"Sacramento, CA (USA)",28 JUN 2014,1175
18,9:27.95,,Sviatlana KUDZELICH,07 MAY 1987,BLR,2,,"Olympiastadion, Berlin (GER)",31 AUG 2014,1174
