Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,9:11.71,,Milcah CHEMOS,24 FEB 1986,KEN,1,,"Stadio Olimpico, Roma (ITA)",10 JUN 2010,1214
2,9:13.22,,Gladys Jerotich KIPKEMOI,15 OCT 1986,KEN,2,,"Stadio Olimpico, Roma (ITA)",10 JUN 2010,1211
3,9:17.57,,Yuliya ZARIPOVA,26 APR 1986,RUS,1,,"Estadio Olímpico, Barcelona (ESP)",30 JUL 2010,1200
4,9:18.03,,Lydia Chebet ROTICH,08 AUG 1988,KEN,3,,"Bislett Stadion, Oslo (NOR)",04 JUN 2010,1198
5,9:18.54,,Jessica AUGUSTO,08 NOV 1981,POR,1,,Huelva (ESP),09 JUN 2010,1197
6,9:20.72,,Sofia ASSEFA,14 NOV 1987,ETH,1,,"Boudewijnstadion, Bruxelles (BEL)",27 AUG 2010,1192
7,9:22.51,,Almaz AYANA,21 NOV 1991,ETH,3,,"Boudewijnstadion, Bruxelles (BEL)",27 AUG 2010,1187
8,9:24.17,,Mekdes BEKELE,20 JAN 1987,ETH,4,,"Boudewijnstadion, Bruxelles (BEL)",27 AUG 2010,1183
9,9:24.84,,Lisa AGUILERA,30 NOV 1979,USA,5,,"Boudewijnstadion, Bruxelles (BEL)",27 AUG 2010,1181
10,9:25.77,,Wioletta FRANKIEWICZ,09 JUN 1977,POL,5,,"Bislett Stadion, Oslo (NOR)",04 JUN 2010,1179
11,9:26.64,,Mercy Wanjiku NJOROGE,10 JUN 1986,KEN,6,,"Olympiastadion, Stockholm (SWE)",06 AUG 2010,1177
12,9:30.19,,Hatti DEAN,02 FEB 1982,GBR,2,,"Estadio Olímpico, Barcelona (ESP)",30 JUL 2010,1168
13,9:30.75,,Lyubov KHARLAMOVA,02 MAR 1981,RUS,1,,Saransk (RUS),12 JUL 2010,1167
14,9:30.79,,Katarzyna KOWALSKA,07 APR 1985,POL,4,,"Shanghai Stadium, Shanghai (CHN)",23 MAY 2010,1167
