Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,9:06.14,,Hyvin KIYENG,13 JAN 1992,KEN,1,,"Olympiastadion, Berlin (GER)",13 SEP 2020,1229
2,9:10.07,,Beatrice CHEPKOECH,06 JUL 1991,KEN,2,,"Olympiastadion, Berlin (GER)",13 SEP 2020,1219
3,9:16.84,,Yekaterina IVONINA,14 JUN 1994,RUS,1,,"Yelena Yelesina Stadium, Chelyabinsk (RUS)",09 SEP 2020,1201
4,9:20.68,,Maruša MIŠMAŠ ZRIMŠEK,24 OCT 1994,SLO,3,,"Olympiastadion, Berlin (GER)",13 SEP 2020,1192
5,9:23.86,,Olga VOVK,13 FEB 1993,RUS,2,,"Yelena Yelesina Stadium, Chelyabinsk (RUS)",09 SEP 2020,1184
6,9:27.35,,Natalya ARISTARKHOVA,31 OCT 1989,RUS,3,,"Yelena Yelesina Stadium, Chelyabinsk (RUS)",09 SEP 2020,1175
7,9:28.12,,Anna TROPINA,03 NOV 1998,RUS,4,,"Yelena Yelesina Stadium, Chelyabinsk (RUS)",09 SEP 2020,1173
8,9:30.73,,Aimee PRATT,03 OCT 1997,GBR,1,,"Sportcity Regional Arena, Manchester (GBR)",05 SEP 2020,1167
9,9:32.90,,Stella RUTTO,12 DEC 1996,KEN,,,"Cluj Arena, Cluj-Napoca (ROU)",04 SEP 2020,1161
10,9:32.95,,Rosie CLARKE,17 NOV 1991,GBR,5,,"Olympiastadion, Berlin (GER)",13 SEP 2020,1161
11,9:34.80,,Irene VAN DER REIJKEN,13 AUG 1993,NED,6,,"Olympiastadion, Berlin (GER)",13 SEP 2020,1157
12,9:35.67,,Elena BURKARD,10 FEB 1992,GER,7,,"Olympiastadion, Berlin (GER)",13 SEP 2020,1154
13,9:38.04,,Michelle FINN,16 DEC 1989,IRL,1,,"SOPAC, Sydney (AUS)",22 FEB 2020,1149
14,9:41.38,,Nataliya STREBKOVA,06 MAR 1995,UKR,1,,"Cluj Arena, Cluj-Napoca (ROU)",19 SEP 2020,1140
