Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,9:25.31,,Justyna BĄK,01 AUG 1974,POL,1,,Nice (FRA),09 JUL 2001,1180
2,9:30.70,,Melissa ROLLISON,13 APR 1983,AUS,1,,Brisbane (AUS),04 SEP 2001,1167
3,9:39.51,,Irene LIMIKA,28 AUG 1979,KEN,2,,Nice (FRA),09 JUL 2001,1145
4,9:41.54,,Yekaterina VOLKOVA,16 FEB 1978,RUS,3,,Brisbane (AUS),04 SEP 2001,1140
5,9:41.94,,Elizabeth JACKSON,27 OCT 1977,USA,4,,Brisbane (AUS),04 SEP 2001,1139
6,9:44.68,,Élodie OLIVARÈS,22 MAY 1976,FRA,1,,Tunis (TUN),11 SEP 2001,1132
7,9:45.12,,Cristina CASANDRA,01 FEB 1977,ROU,1,,"FBK Stadium, Hengelo (NED)",04 JUN 2001,1131
8,9:48.84,,Laurence DUQUENOY,29 SEP 1969,FRA,4,,Nice (FRA),09 JUL 2001,1122
9,9:49.41,,Lisa KARNOPP-NYE,17 NOV 1968,USA,1,,"Eugene, OR (USA)",23 JUN 2001,1121
10,9:52.71,,Tara KRZYWICKI,09 MAR 1974,GBR,2,,Glasgow (GBR),01 JUL 2001,1113
11,9:54.84,,Rebecca BENNION,16 SEP 1980,USA,2,,"Eugene, OR (USA)",01 JUN 2001,1108
12,9:54.99,,Melanie SCHULZ,27 AUG 1979,GER,1,,Malmö (SWE),20 AUG 2001,1107
13,9:55.07,,Natalya CHEREPANOVA,09 MAR 1967,RUS,1,,Tula (RUS),08 JUN 2001,1107
14,9:55.49,,Kelly MACDONALD-STRONG,27 SEP 1978,USA,3,,"Eugene, OR (USA)",23 JUN 2001,1106
15,9:57.06,,Anita WEYERMANN,08 DEC 1977,SUI,2,,"FBK Stadium, Hengelo (NED)",04 JUN 2001,1102
15,9:57.06,,Luminiţa GOGÎRLEA,05 NOV 1971,ROU,3,,"FBK Stadium, Hengelo (NED)",04 JUN 2001,1102
17,9:59.28,,Courtney PUGMIRE,30 JAN 1977,USA,4,,"Eugene, OR (USA)",01 JUN 2001,1097
18,9:59.50,,Nan EVANS,14 AUG 1981,USA,5,,"Eugene, OR (USA)",01 JUN 2001,1096
