Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,9:06.57,,Yekaterina VOLKOVA,16 FEB 1978,RUS,1,,"Yanmar Stadium Nagai, Osaka (JPN)",27 AUG 2007,1228
2,9:09.19,,Tatyana PETROVA,08 APR 1983,RUS,2,,"Yanmar Stadium Nagai, Osaka (JPN)",27 AUG 2007,1221
3,9:11.68,,Gulnara SAMITOVA-GALKINA,09 JUL 1978,RUS,1,,"Olympic Stadium, Athina (GRE)",02 JUL 2007,1215
4,9:14.52,,Eunice JEPKORIR,17 FEB 1982,KEN,2,,"Olympic Stadium, Athina (GRE)",02 JUL 2007,1207
5,9:24.51,,Ruth Bosibori NYANGAU,02 JAN 1988,KEN,1,,Daegu (KOR),03 OCT 2007,1182
6,9:25.51,,Hanane OUHADDOU,01 JAN 1982,MAR,1,,Heusden-Zolder (BEL),28 JUL 2007,1180
7,9:26.23,,Rosa María MORATÓ,19 JUN 1979,ESP,2,,Heusden-Zolder (BEL),28 JUL 2007,1178
8,9:26.25,,Nian LIU,26 APR 1988,CHN,1,,Wuhan (CHN),02 NOV 2007,1178
9,9:26.55,,Yelena ORLOVA,30 MAY 1980,RUS,3,,Tula (RUS),01 AUG 2007,1177
10,9:26.63,,Donna MACFARLANE,18 JUN 1977,AUS,2,,Oslo (NOR),15 JUN 2007,1177
11,9:27.51,,Sophie DUARTE,31 JUL 1981,FRA,5,,"Yanmar Stadium Nagai, Osaka (JPN)",27 AUG 2007,1175
12,9:28.03,,Netsanet ACHAMO,14 DEC 1987,ETH,2,,Neerpelt (BEL),02 JUN 2007,1173
13,9:28.29,,Róisín MCGETTIGAN,23 AUG 1980,IRL,3,,Heusden-Zolder (BEL),28 JUL 2007,1173
14,9:28.47,,Veerle DEJAEGHERE,01 AUG 1973,BEL,3,,Neerpelt (BEL),02 JUN 2007,1172
15,9:28.53,,Cristina CASANDRA,01 FEB 1977,ROU,1,,Rethymno (GRE),18 JUL 2007,1172
16,9:28.75,,Lisa AGUILERA,30 NOV 1979,USA,4,,Heusden-Zolder (BEL),28 JUL 2007,1172
17,9:28.86,,Korene HINDS,18 JAN 1976,JAM,3,,Oslo (NOR),15 JUN 2007,1171
18,9:28.97,,Wioletta FRANKIEWICZ,09 JUN 1977,POL,3,,"Olympic Stadium, Athina (GRE)",02 JUL 2007,1171
19,9:31.43,,Julie COULAUD,07 AUG 1982,FRA,4,,"Olympic Stadium, Athina (GRE)",02 JUL 2007,1165
20,9:32.05,,Mekdes BEKELE,20 JAN 1987,ETH,5,,Oslo (NOR),15 JUN 2007,1163
21,9:32.35,,Zhenzhu LI,13 DEC 1985,CHN,1,,Suzhou (CHN),10 JUN 2007,1163
22,9:32.36,,Yanmei ZHU,16 OCT 1986,CHN,2,,Suzhou (CHN),10 JUN 2007,1163
23,9:33.19,,Karoline Bjerkeli GRØVDAL,14 JUN 1990,NOR,4,,Neerpelt (BEL),02 JUN 2007,1161
24,9:33.95,,Jenny SIMPSON,23 AUG 1986,USA,1,,Paris (FRA),08 SEP 2007,1159
25,9:34.28,,Kristine Eikrem ENGESET,15 SEP 1988,NOR,6,,Oslo (NOR),15 JUN 2007,1158
26,9:34.72,,Anna WILLARD,31 MAR 1984,USA,2,,"Indianapolis, IN (USA)",23 JUN 2007,1157
27,9:37.50,,Mardrea HYMAN,22 DEC 1972,JAM,7,,Oslo (NOR),15 JUN 2007,1150
28,9:37.88,,Ancuţa BOBOCEL,03 OCT 1987,ROU,2,,Rethymno (GRE),18 JUL 2007,1149
29,9:38.55,,Christin JOHANSSON,26 JAN 1978,SWE,7,,Heusden-Zolder (BEL),28 JUL 2007,1147
30,9:38.56,,Hatti DEAN,02 FEB 1982,GBR,3,,"EIS Don Valley Stadium, Sheffield (GBR)",15 JUL 2007,1147
31,9:38.68,,Minori HAYAKARI,29 NOV 1972,JPN,8,,Heusden-Zolder (BEL),28 JUL 2007,1147
32,9:39.40,,Katarzyna KOWALSKA,07 APR 1985,POL,1,,"Gyulai István Atlétika Stadion, Debrecen (HUN)",15 JUL 2007,1145
33,9:39.50,,Sigrid VANDEN BEMPT,10 FEB 1981,BEL,9,,Heusden-Zolder (BEL),28 JUL 2007,1145
34,9:39.95,,Lindsey OLSON-ANDERSON,23 MAY 1985,USA,1,,"Palo Alto, CA (USA)",29 APR 2007,1144
35,9:40.41,,Élodie OLIVARÈS,22 MAY 1976,FRA,9,,Oslo (NOR),15 JUN 2007,1143
36,9:41.11,,Elena ROMAGNOLO,05 OCT 1982,ITA,2,,Milano (ITA),23 JUN 2007,1141
37,9:41.14,,Nataliya TOBIAS,22 NOV 1980,UKR,1,,Kyiv (UKR),04 AUG 2007,1141
38,9:41.36,,Fionnula BRITTON,24 SEP 1984,IRL,10,,Heusden-Zolder (BEL),28 JUL 2007,1140
39,9:41.59,,Helen CLITHEROE,02 JAN 1974,GBR,6,,"Gottlieb-Daimler Stadion, Stuttgart (GER)",22 SEP 2007,1140
40,9:41.79,,Stephanie DE CROOCK,04 MAR 1979,BEL,11,,Heusden-Zolder (BEL),28 JUL 2007,1139
41,9:42.08,,Dobrinka SHALAMANOVA,01 MAY 1983,BUL,3,,Milano (ITA),23 JUN 2007,1139
42,9:42.47,,Sara MOREIRA,17 OCT 1985,POR,3,,"Gyulai István Atlétika Stadion, Debrecen (HUN)",15 JUL 2007,1138
43,9:42.97,,Irene KOKKINARIOU,14 FEB 1981,GRE,1,,Athina (GRE),16 JUN 2007,1136
44,9:43.02,,Mercy Wanjiku NJOROGE,10 JUN 1986,KEN,5,,Doha (QAT),11 MAY 2007,1136
45,9:43.06,,Carrie MESSNER-VICKERS,07 JUN 1977,USA,3,,Thessaloniki (GRE),30 JUL 2007,1136
46,9:43.48,,Valentyna HORPYNYCH,12 MAR 1983,UKR,1,,Yalta (UKR),13 JUN 2007,1135
47,9:43.95,,Zulema FUENTES-PILA,25 MAY 1977,ESP,1,,Barakaldo (ESP),14 JUL 2007,1134
48,9:45.20,,Victoria MITCHELL,25 APR 1982,AUS,7,,Doha (QAT),11 MAY 2007,1131
49,9:45.72,,Zemzem AHMED,27 DEC 1984,ETH,12,,Heusden-Zolder (BEL),28 JUL 2007,1130
50,9:45.96,,Natalya IZMODENOVA,1981,RUS,4,,Tula (RUS),01 AUG 2007,1129
51,9:46.12,,Türkan ÖZATA-ERIŞMIŞ,05 JAN 1984,TUR,3,,Bangkok (THA),12 AUG 2007,1129
52,9:46.46,,Gladys Jerotich KIPKEMOI,15 OCT 1986,KEN,12,,Oslo (NOR),15 JUN 2007,1128
53,9:46.52,,Zenaide VIEIRA,25 JUN 1985,BRA,6,,Neerpelt (BEL),02 JUN 2007,1128
54,9:47.24,,Desiraye OSBURN,05 AUG 1984,USA,5,,"Indianapolis, IN (USA)",23 JUN 2007,1126
55,9:47.41,,Diana MARTÍN,01 APR 1981,ESP,2,,Barakaldo (ESP),14 JUL 2007,1126
56,9:47.68,,Kelly MACDONALD-STRONG,27 SEP 1978,USA,1,,"Palo Alto, CA (USA)",30 MAR 2007,1125
57,9:48.14,,Svetlana IVANOVA,18 AUG 1983,RUS,5,,Tula (RUS),01 AUG 2007,1124
58,9:48.33,,Yuan JIN,11 FEB 1988,CHN,2,,"Los Angeles, CA (USA)",03 JUN 2007,1123
59,9:48.46,,Sofia ASSEFA,14 NOV 1987,ETH,13,,Heusden-Zolder (BEL),28 JUL 2007,1123
60,9:48.82,,Barbara PARKER,08 NOV 1982,GBR,3,,"Sacramento, CA (USA)",08 JUN 2007,1122
61,9:48.87,,Andrea MAYR,15 OCT 1979,AUT,1,,Regensburg (GER),09 JUN 2007,1122
62,9:49.03,,María Teresa URBINA,20 MAR 1985,ESP,14,,Heusden-Zolder (BEL),28 JUL 2007,1122
63,9:50.02,,Miranda BOONSTRA,29 AUG 1972,NED,16,,Heusden-Zolder (BEL),28 JUL 2007,1119
64,9:50.04,,Habiba GHRIBI,09 APR 1984,TUN,1,,Bordeaux (FRA),05 JUL 2007,1119
65,9:51.13,,Sabine Letícia HEITLING,02 JUL 1987,BRA,1,,Rio de Janeiro (BRA),28 JUL 2007,1117
66,9:51.76,,Elizabeth WORT,24 SEP 1983,USA,4,,"Sacramento, CA (USA)",08 JUN 2007,1115
67,9:52.00,,Salome CHEPCHUMBA,29 SEP 1982,KEN,8,,Doha (QAT),11 MAY 2007,1114
68,9:52.10,,Kassi ANDERSEN,25 JUN 1983,USA,5,,"Sacramento, CA (USA)",08 JUN 2007,1114
69,9:53.24,,Amanda KUCA-LORENZEN,04 APR 1984,USA,1,,"Hillsdale, MI (USA)",10 JUN 2007,1111
69,9:53.24,,Lauren FLESHMAN,26 SEP 1981,USA,1,,London (GBR),11 AUG 2007,1111
71,9:53.25,,Verena DREIER,15 JAN 1985,GER,10,,Neerpelt (BEL),02 JUN 2007,1111
72,9:53.95,,Kristin SWISHER,16 JUN 1983,USA,7,,"Indianapolis, IN (USA)",23 JUN 2007,1110
73,9:55.11,,Tebogo MASEHLA,06 OCT 1979,RSA,4,,Algiers (ALG),20 JUL 2007,1107
74,9:55.19,,Élodie MOUTHON,28 MAR 1987,FRA,1h1,,"Gyulai István Atlétika Stadion, Debrecen (HUN)",13 JUL 2007,1107
75,9:55.26,,Agnes TSCHURTSCHENTHALER,12 JAN 1982,ITA,6,,Rethymno (GRE),18 JUL 2007,1107
76,9:55.43,,Talis APUD,05 JAN 1982,MEX,2,,Rio de Janeiro (BRA),28 JUL 2007,1106
77,9:56.6h,,Consalater Chemtai YADAA,1983,KEN,3,,Nairobi (KEN),16 JUN 2007,1103
