Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,9:05.36,,Habiba GHRIBI,09 APR 1984,TUN,1,,"Boudewijnstadion, Bruxelles (BEL)",11 SEP 2015,1231
2,9:10.15,,Hyvin KIYENG,13 JAN 1992,KEN,2,,"Boudewijnstadion, Bruxelles (BEL)",11 SEP 2015,1218
3,9:12.63,,Sofia ASSEFA,14 NOV 1987,ETH,3,,"Boudewijnstadion, Bruxelles (BEL)",11 SEP 2015,1212
4,9:13.85,,Virginia NYAMBURA,20 JUL 1993,KEN,3,,"Stade Louis II, Monaco (MON)",17 JUL 2015,1209
5,9:14.73,,Hiwot AYALEW,06 MAR 1990,ETH,4,,"Boudewijnstadion, Bruxelles (BEL)",11 SEP 2015,1207
6,9:15.59,,Emma COBURN,19 OCT 1990,USA,1,,"Hayward Field, Eugene, OR (USA)",27 JUN 2015,1205
7,9:17.74,,Purity KIRUI,13 AUG 1991,KEN,5,,"Boudewijnstadion, Bruxelles (BEL)",11 SEP 2015,1199
8,9:19.25,,Gesa Felicitas KRAUSE,03 AUG 1992,GER,3,,"National Stadium, Beijing (CHN)",26 AUG 2015,1195
9,9:20.44,,Lidya CHEPKURUI,23 AUG 1984,KEN,4,,"Stadio Olimpico, Roma (ITA)",04 JUN 2015,1192
10,9:20.64,,Salima EL OUALI ALAMI,29 DEC 1983,MAR,7,,"Stade Louis II, Monaco (MON)",17 JUL 2015,1192
11,9:20.65,,Tigest Getent MEKONEN,07 JUL 1997,BRN,8,,"Stade Louis II, Monaco (MON)",17 JUL 2015,1192
12,9:21.40,,Ruth JEBET,17 NOV 1996,BRN,9,,"Stade Louis II, Monaco (MON)",17 JUL 2015,1190
13,9:21.56,,Madeleine HEINER,15 MAY 1987,AUS,5,,"Stadio Olimpico, Roma (ITA)",04 JUN 2015,1190
14,9:23.48,,Stephanie GARCIA,03 MAY 1988,USA,2,,"Hayward Field, Eugene, OR (USA)",27 JUN 2015,1185
15,9:24.91,,Birtukan Fente ALEMU,18 JUN 1989,ETH,7,,"Stadio Olimpico, Roma (ITA)",04 JUN 2015,1181
16,9:24.92,,Colleen QUIGLEY,20 NOV 1992,USA,3,,"Hayward Field, Eugene, OR (USA)",27 JUN 2015,1181
17,9:25.77,,Yekaterina SOKOLENKO,13 SEP 1992,RUS,1,,"Main Stadium, Gwangju (KOR)",10 JUL 2015,1179
18,9:25.91,,Rosefline CHEPNGETICH,17 JUN 1997,KEN,3h2,,"National Stadium, Beijing (CHN)",24 AUG 2015,1179
