Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,9:07.14,,Milcah CHEMOS,24 FEB 1986,KEN,1,,"Bislett Stadion, Oslo (NOR)",07 JUN 2012,1226
2,9:08.37,,Habiba GHRIBI,09 APR 1984,TUN,1,,"Olympic Stadium, London (GBR)",06 AUG 2012,1223
3,9:09.00,,Sofia ASSEFA,14 NOV 1987,ETH,2,,"Bislett Stadion, Oslo (NOR)",07 JUN 2012,1221
4,9:09.61,,Hiwot AYALEW,06 MAR 1990,ETH,3,,"Bislett Stadion, Oslo (NOR)",07 JUN 2012,1220
5,9:13.53,,Gülcan MINGIR,21 MAY 1989,TUR,1,,Sofia (BUL),09 JUN 2012,1210
6,9:14.07,,Etenesh DIRO,10 MAY 1991,ETH,2,,"Olympiastadion, Stockholm (SWE)",17 AUG 2012,1208
7,9:14.98,,Lidya CHEPKURUI,23 AUG 1984,KEN,3,,"Olympiastadion, Stockholm (SWE)",17 AUG 2012,1206
8,9:21.78,,Antje MÖLDNER-SCHMIDT,13 JUN 1984,GER,6,,"Olympic Stadium, London (GBR)",06 AUG 2012,1189
9,9:23.52,,Gesa Felicitas KRAUSE,03 AUG 1992,GER,7,,"Olympic Stadium, London (GBR)",06 AUG 2012,1185
10,9:23.53,,Hyvin KIYENG,13 JAN 1992,KEN,2,,Linz (AUT),20 AUG 2012,1185
11,9:23.54,,Emma COBURN,19 OCT 1990,USA,8,,"Olympic Stadium, London (GBR)",06 AUG 2012,1185
12,9:24.24,,Barbara PARKER,08 NOV 1982,GBR,4,,"Hayward Field, Eugene, OR (USA)",02 JUN 2012,1183
13,9:24.60,,Gulnara GALKINA,09 JUL 1978,RUS,1,,Moskva (RUS),21 JUN 2012,1182
14,9:25.21,,Mercy Wanjiku NJOROGE,10 JUN 1986,KEN,4,,"Bislett Stadion, Oslo (NOR)",07 JUN 2012,1180
15,9:25.70,,Ancuţa BOBOCEL,03 OCT 1987,ROU,4,,"Olympiastadion, Stockholm (SWE)",17 AUG 2012,1179
16,9:25.85,,Zemzem AHMED,27 DEC 1984,ETH,1,,Sotteville-lès-Rouen (FRA),10 JUL 2012,1179
17,9:27.21,,Poļina JEĻIZAROVA,01 MAY 1989,LAT,4h1,,"Olympic Stadium, London (GBR)",04 AUG 2012,1175
18,9:29.53,,Bridget FRANEK,08 NOV 1987,USA,4,,"Crystal Palace, London (GBR)",14 JUL 2012,1170
