Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,8:44.32,,Beatrice CHEPKOECH,06 JUL 1991,KEN,1,,"Stade Louis II, Monaco (MON)",20 JUL 2018,1285
2,8:59.62,,Norah JERUTO,02 OCT 1995,KEN,2,,"Boudewijnstadion, Bruxelles (BEL)",31 AUG 2018,1245
3,9:00.85,,Courtney FRERICHS,18 JAN 1993,USA,2,,"Stade Louis II, Monaco (MON)",20 JUL 2018,1242
4,9:01.60,,Hyvin KIYENG,13 JAN 1992,KEN,3,,"Boudewijnstadion, Bruxelles (BEL)",31 AUG 2018,1240
5,9:01.82,,Celliphine Chepteek CHESPOL,23 MAR 1999,KEN,2,,"Stade Charléty, Paris (FRA)",30 JUN 2018,1240
6,9:05.06,,Emma COBURN,19 OCT 1990,USA,4,,"Stade Louis II, Monaco (MON)",20 JUL 2018,1231
7,9:07.94,,Peruth CHEMUTAI,10 JUL 1999,UGA,6,,"Stade Louis II, Monaco (MON)",20 JUL 2018,1224
8,9:08.23,,Rosefline CHEPNGETICH,17 JUN 1997,KEN,7,,"Stade Louis II, Monaco (MON)",20 JUL 2018,1223
9,9:10.27,,Colleen QUIGLEY,20 NOV 1992,USA,1,,"Olympiastadion, Berlin (GER)",02 SEP 2018,1218
10,9:10.71,,Daisy JEPKEMEI,13 FEB 1996,KEN,8,,"Stade Louis II, Monaco (MON)",20 JUL 2018,1217
11,9:10.74,,Winfred Mutile YAVI,31 DEC 1999,BRN,9,,"Stade Louis II, Monaco (MON)",20 JUL 2018,1217
12,9:14.09,,Aisha PRAUGHT LEER,14 DEC 1989,JAM,8,,"Boudewijnstadion, Bruxelles (BEL)",31 AUG 2018,1208
13,9:16.68,,Yekaterina IVONINA,14 JUN 1994,RUS,1,,Kazan (RUS),20 JUL 2018,1202
14,9:18.36,,Karoline Bjerkeli GRØVDAL,14 JUN 1990,NOR,11,,"Stade Louis II, Monaco (MON)",20 JUL 2018,1198
15,9:19.80,,Gesa Felicitas KRAUSE,03 AUG 1992,GER,1,,"Olympiastadion, Berlin (GER)",12 AUG 2018,1194
16,9:21.34,,Purity KIRUI,13 AUG 1991,KEN,5,,"Shanghai Stadium, Shanghai (CHN)",12 MAY 2018,1190
17,9:22.00,,Luiza GEGA,05 NOV 1988,ALB,9,,"Stadio Olimpico, Roma (ITA)",31 MAY 2018,1188
18,9:22.29,,Fabienne SCHLUMPF,17 NOV 1990,SUI,2,,"Olympiastadion, Berlin (GER)",12 AUG 2018,1188
19,9:22.85,,Joanne KIPKEMOI,27 NOV 1993,KEN,6,,"Shanghai Stadium, Shanghai (CHN)",12 MAY 2018,1186
20,9:23.4h,,Mary WANJIRU,,KEN,1,,Nairobi (KEN),06 JUN 2018,1185
21,9:23.69,,Genevieve LACAZE,04 AUG 1989,AUS,3,,"Olympiastadion, Berlin (GER)",02 SEP 2018,1184
22,9:28.61,,Maruša MIŠMAŠ,24 OCT 1994,SLO,4,,"Olympiastadion, Berlin (GER)",02 SEP 2018,1172
23,9:29.42,,Mercy CHEPKURUI,16 SEP 2000,KEN,2,,Nairobi (KEN),11 JUN 2018,1170
24,9:29.74,,Adva COHEN,24 MAR 1996,ISR,5,,"Olympiastadion, Berlin (GER)",12 AUG 2018,1169
25,9:29.76,,Elena BURKARD,10 FEB 1992,GER,6,,"Olympiastadion, Berlin (GER)",12 AUG 2018,1169
26,9:30.62,,Caroline TUIGONG,12 MAR 1990,KEN,4,,"Mestský Stadion, Ostrava (CZE)",13 JUN 2018,1167
27,9:31.36,,Habiba GHRIBI,09 APR 1984,TUN,10,,"Stadio Olimpico, Roma (ITA)",31 MAY 2018,1165
28,9:31.66,,Anna Emilie MØLLER,28 JUL 1997,DEN,7,,"Olympiastadion, Berlin (GER)",12 AUG 2018,1164
29,9:31.84,,Irene SÁNCHEZ-ESCRIBANO,25 AUG 1992,ESP,8,,"Olympiastadion, Berlin (GER)",12 AUG 2018,1164
29,9:31.84,,Ophélie CLAUDE-BOXBERGER,18 OCT 1988,FRA,9,,"Olympiastadion, Berlin (GER)",12 AUG 2018,1164
31,9:32.08,,Rosie CLARKE,17 NOV 1991,GBR,12,,"Stadio Olimpico, Roma (ITA)",31 MAY 2018,1163
32,9:32.3h,,Naomi CHEPKEMOI,08 JUN 1999,KEN,2,,Nairobi (KEN),06 JUN 2018,1163
33,9:32.68,,Mel LAWRENCE,29 AUG 1989,USA,2,,Liège (BEL),18 JUL 2018,1162
34,9:32.85,,Fancy CHERONO,02 AUG 2001,KEN,5,,"Olympiastadion, Berlin (GER)",02 SEP 2018,1161
35,9:34.02,,Isabel MATTUZZI,23 APR 1995,ITA,5h2,,"Olympiastadion, Berlin (GER)",10 AUG 2018,1159
36,9:35.19,,Geneviève LALONDE,05 SEP 1991,CAN,3,,Liège (BEL),18 JUL 2018,1156
37,9:35.42,,Viktória WAGNER-GYÜRKÉS,15 OCT 1992,HUN,7,,"Olympiastadion, Berlin (GER)",02 SEP 2018,1155
38,9:35.47,,Özlem KAYA ALICI,20 APR 1990,TUR,8,,"Olympiastadion, Berlin (GER)",02 SEP 2018,1155
39,9:35.59,,Weynshet ANSA,09 APR 1996,ETH,8,,"Mestský Stadion, Ostrava (CZE)",13 JUN 2018,1155
40,9:36.15,,Emma OUDIOU,02 OCT 1995,FRA,8h2,,"Olympiastadion, Berlin (GER)",10 AUG 2018,1153
41,9:36.26,,Jana SUSSMANN,12 OCT 1990,GER,9,,"Olympiastadion, Berlin (GER)",02 SEP 2018,1153
42,9:36.6h,,Elizabeth MUENI,28 DEC 1991,KEN,3,,Nairobi (KEN),06 JUN 2018,1152
43,9:37.28,,Nataliya STREBKOVA,06 MAR 1995,UKR,6h1,,"Olympiastadion, Berlin (GER)",10 AUG 2018,1150
