Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,8:55.58,,Beatrice CHEPKOECH,06 JUL 1991,KEN,1,,"Cobb Track and Angell Field, Palo Alto, CA (USA)",30 JUN 2019,1256
2,9:02.35,,Emma COBURN,19 OCT 1990,USA,2,,"Khalifa International Stadium, Doha (QAT)",30 SEP 2019,1238
3,9:03.30,,Gesa Felicitas KRAUSE,03 AUG 1992,GER,3,,"Khalifa International Stadium, Doha (QAT)",30 SEP 2019,1236
4,9:03.71,,Norah JERUTO,02 OCT 1995,KEN,1,,"Bislett Stadion, Oslo (NOR)",13 JUN 2019,1235
5,9:03.83,,Hyvin KIYENG,13 JAN 1992,KEN,2,,"Letzigrund, Zürich (SUI)",29 AUG 2019,1234
6,9:05.68,,Winfred Mutile YAVI,31 DEC 1999,BRN,4,,"Khalifa International Stadium, Doha (QAT)",30 SEP 2019,1230
7,9:06.66,,Daisy JEPKEMEI,13 FEB 1996,KEN,4,,"Letzigrund, Zürich (SUI)",29 AUG 2019,1227
8,9:06.76,,Celliphine Chepteek CHESPOL,23 MAR 1999,KEN,2,,"Alexander Stadium, Birmingham (GBR)",18 AUG 2019,1227
9,9:09.75,,Courtney FRERICHS,18 JAN 1993,USA,5,,"Cobb Track and Angell Field, Palo Alto, CA (USA)",30 JUN 2019,1219
10,9:11.08,,Peruth CHEMUTAI,10 JUL 1999,UGA,5,,"Khalifa International Stadium, Doha (QAT)",30 SEP 2019,1216
11,9:11.41,,Colleen QUIGLEY,20 NOV 1992,USA,7,,"Cobb Track and Angell Field, Palo Alto, CA (USA)",30 JUN 2019,1215
12,9:13.46,,Anna Emilie MØLLER,28 JUL 1997,DEN,7,,"Khalifa International Stadium, Doha (QAT)",30 SEP 2019,1210
13,9:19.93,,Luiza GEGA,05 NOV 1988,ALB,9,,"Khalifa International Stadium, Doha (QAT)",30 SEP 2019,1194
14,9:20.69,,Karoline Bjerkeli GRØVDAL,14 JUN 1990,NOR,9,,"Letzigrund, Zürich (SUI)",29 AUG 2019,1192
15,9:20.97,,Maruša MIŠMAŠ,24 OCT 1994,SLO,9,,"Bislett Stadion, Oslo (NOR)",13 JUN 2019,1191
16,9:23.59,,Mercy CHEPKURUI,16 SEP 2000,KEN,5,,"Shanghai Stadium, Shanghai (CHN)",18 MAY 2019,1185
17,9:23.84,,Genevieve GREGSON,04 AUG 1989,AUS,10,,"Khalifa International Stadium, Doha (QAT)",30 SEP 2019,1184
18,9:25.66,,Mekides ABEBE,29 JAN 2001,ETH,11,,"Khalifa International Stadium, Doha (QAT)",30 SEP 2019,1179
19,9:25.85,,Mercy Wanjiru GITAHI,28 MAR 1999,KEN,2,,Nairobi (KEN),22 JUN 2019,1179
20,9:26.59,,Zita KÁCSER,02 OCT 1988,HUN,1,,"Lantos Mihály Sportközpont, Budapest (HUN)",31 AUG 2019,1177
21,9:27.10,,Rosefline CHEPNGETICH,17 JUN 1997,KEN,12,,"Cobb Track and Angell Field, Palo Alto, CA (USA)",30 JUN 2019,1176
22,9:27.53,,Irene SÁNCHEZ-ESCRIBANO,25 AUG 1992,ESP,10,,"Alexander Stadium, Birmingham (GBR)",18 AUG 2019,1175
23,9:29.81,,Mel LAWRENCE,29 AUG 1989,USA,13,,"Bislett Stadion, Oslo (NOR)",13 JUN 2019,1169
24,9:29.82,,Geneviève LALONDE,05 SEP 1991,CAN,7,,"Shanghai Stadium, Shanghai (CHN)",18 MAY 2019,1169
25,9:30.13,,Elizabeth BIRD,04 OCT 1994,GBR,6h2,,"Khalifa International Stadium, Doha (QAT)",27 SEP 2019,1168
26,9:30.85,,Allie OSTRANDER,24 DEC 1996,USA,7h2,,"Khalifa International Stadium, Doha (QAT)",27 SEP 2019,1166
27,9:31.00,,Fancy CHERONO,02 AUG 2001,KEN,8,,"Shanghai Stadium, Shanghai (CHN)",18 MAY 2019,1166
28,9:31.03,,Lomi MULETA,29 NOV 2001,ETH,2,,Hengelo (NED),17 JUL 2019,1166
29,9:31.68,,Rosie CLARKE,17 NOV 1991,GBR,14,,"Bislett Stadion, Oslo (NOR)",13 JUN 2019,1164
30,9:31.86,,Anna TROPINA,03 NOV 1998,RUS,1,,Cheboksary (RUS),25 JUL 2019,1164
