Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,12:54.83,,Muktar EDRIS,14 JAN 1994,ETH,1,,"Olympiastadion, Stockholm (SWE)",21 AUG 2014,1229
2,12:56.16,,Thomas Pkemei LONGOSIWA,14 JAN 1982,KEN,2,,"Olympiastadion, Stockholm (SWE)",21 AUG 2014,1224
3,12:59.17,,Caleb Mwangangi NDIKU,09 OCT 1992,KEN,3,,"Olympiastadion, Stockholm (SWE)",21 AUG 2014,1213
4,12:59.82,,Edwin Cheruiyot SOI,03 MAR 1986,KEN,1,,"Stade de France, Paris-St-Denis (FRA)",05 JUL 2014,1210
5,13:00.21,,Yenew ALAMIREW,27 MAY 1990,ETH,2,,"Stade de France, Paris-St-Denis (FRA)",05 JUL 2014,1209
6,13:00.53,,Paul Kipngetich TANUI,22 DEC 1990,KEN,3,,"Stade de France, Paris-St-Denis (FRA)",05 JUL 2014,1208
7,13:00.99,,Galen RUPP,08 MAY 1986,USA,4,,"Stade de France, Paris-St-Denis (FRA)",05 JUL 2014,1206
8,13:02.74,,Ben TRUE,29 DEC 1985,USA,1f1,,"Palo Alto, CA (USA)",04 MAY 2014,1200
9,13:02.80,,Hassan MEAD,28 AUG 1989,USA,2f1,,"Palo Alto, CA (USA)",04 MAY 2014,1199
10,13:03.85,,Lawi LALANG,15 JUN 1991,KEN,6,,"Stade de France, Paris-St-Denis (FRA)",05 JUL 2014,1196
11,13:04.35,,Samuel CHELANGA,23 FEB 1985,KEN,2,,"Boston, MA (USA) (i)",16 JAN 2014,1246
12,13:06.12,,Albert ROP,17 JUL 1992,BRN,4,,"Hayward Field, Eugene, OR (USA)",31 MAY 2014,1187
12,13:06.12,,Augustine Kiprono CHOGE,21 JAN 1987,KEN,1,,"Olympiastadion, Berlin (GER)",31 AUG 2014,1187
14,13:06.68,,Bernard LAGAT,12 DEC 1974,USA,2,,"Olympiastadion, Berlin (GER)",31 AUG 2014,1185
15,13:06.88,,Hagos GEBRHIWET,11 MAY 1994,ETH,3,,"Shanghai Stadium, Shanghai (CHN)",18 MAY 2014,1184
16,13:07.55,,Isiah Kiplangat KOECH,19 DEC 1993,KEN,5,,"Hayward Field, Eugene, OR (USA)",31 MAY 2014,1182
17,13:07.60,,John KIPKOECH,29 DEC 1991,KEN,3,,"Olympiastadion, Berlin (GER)",31 AUG 2014,1182
18,13:07.95,,Lopez LOMONG,01 JAN 1985,USA,3f1,,"Palo Alto, CA (USA)",04 MAY 2014,1181
19,13:08.18,,Chris DERRICK,17 OCT 1990,USA,4f1,,"Palo Alto, CA (USA)",04 MAY 2014,1180
20,13:08.63,,Evan JAGER,08 MAR 1989,USA,5f1,,"Palo Alto, CA (USA)",04 MAY 2014,1178
21,13:08.88,,Birhanu LEGESE,11 SEP 1994,ETH,6,,"Shanghai Stadium, Shanghai (CHN)",18 MAY 2014,1177
22,13:09.17,,Hayle IBRAHIMOV,18 JAN 1990,AZE,5,,"Letzigrund, Zürich (SUI)",28 AUG 2014,1176
23,13:09.67,,Ibrahim JEILAN,12 JUN 1989,ETH,9,,"Stade de France, Paris-St-Denis (FRA)",05 JUL 2014,1174
24,13:09.73,,Dejen GEBREMESKEL,24 NOV 1989,ETH,7,,"Bislett Stadion, Oslo (NOR)",11 JUN 2014,1174
25,13:11.14,,Cornelius KANGOGO,15 DEC 1993,KEN,8,,"Shanghai Stadium, Shanghai (CHN)",18 MAY 2014,1169
26,13:11.50,,Andy VERNON,07 JAN 1986,GBR,6f1,,"Palo Alto, CA (USA)",04 MAY 2014,1168
27,13:11.80,,Yigrem DEMELASH,26 JAN 1994,ETH,6,,"Olympiastadion, Berlin (GER)",31 AUG 2014,1167
28,13:11.94,,Imane MERGA,15 OCT 1988,ETH,10,,"Stade de France, Paris-St-Denis (FRA)",05 JUL 2014,1166
29,13:12.22,,Bouabdellah TAHRI,20 DEC 1978,FRA,9,,"Shanghai Stadium, Shanghai (CHN)",18 MAY 2014,1165
30,13:12.41,,Kinde ATANAW,15 APR 1993,ETH,1f1,,Carquefou (FRA),20 JUN 2014,1165
31,13:12.72,,Wilfred KIMITEI,11 MAR 1985,KEN,2f1,,Carquefou (FRA),20 JUN 2014,1163
32,13:12.94,,Jonathan Muia NDIKU,18 SEP 1991,KEN,10,,"Shanghai Stadium, Shanghai (CHN)",18 MAY 2014,1163
33,13:13.04,,Getaneh MOLLA,10 JAN 1994,ETH,3f1,,Carquefou (FRA),20 JUN 2014,1162
34,13:13.16,,Kenneth Kiprop KIPKEMOI,02 AUG 1984,KEN,4f1,,Heusden-Zolder (BEL),19 JUL 2014,1162
35,13:13.67,,Andrew BUMBALOUGH,14 MAR 1987,USA,9,,"Bislett Stadion, Oslo (NOR)",11 JUN 2014,1160
36,13:14.31,,Ryan HILL,31 JAN 1990,USA,7f1,,"Palo Alto, CA (USA)",04 MAY 2014,1158
37,13:14.59,,Leul GEBRESILASE,20 SEP 1992,ETH,4f1,,Carquefou (FRA),20 JUN 2014,1157
38,13:14.64,,Bernard KIMANI,30 SEP 1993,KEN,1f3,,Nobeoka (JPN),10 MAY 2014,1157
39,13:14.69,,Zane ROBERTSON,14 NOV 1989,NZL,7,,"Olympiastadion, Berlin (GER)",31 AUG 2014,1156
40,13:14.89,,Ilias FIFA,16 MAY 1989,MAR,2,,"Le Grand Stade, Marrakech (MAR)",08 JUN 2014,1156
41,13:14.91,,Emmanuel Kipkemei BETT,29 MAR 1985,KEN,5,,"Hampden Park, Glasgow (GBR)",11 JUL 2014,1156
42,13:15.25,,Bedan KAROKI,21 AUG 1990,KEN,1f1,,Kitami (JPN),02 JUL 2014,1154
43,13:15.38,,Cameron LEVINS,28 MAR 1989,CAN,6,,"Hampden Park, Glasgow (GBR)",11 JUL 2014,1154
44,13:16.06,,James WANGARI,23 MAR 1994,KEN,2f3,,Nobeoka (JPN),10 MAY 2014,1151
45,13:16.42,,Vincent RONO,10 NOV 1990,KEN,3,,"Le Grand Stade, Marrakech (MAR)",08 JUN 2014,1150
46,13:16.45,,Abrar OSMAN,01 JAN 1994,ERI,11,,"Shanghai Stadium, Shanghai (CHN)",18 MAY 2014,1150
47,13:16.65,,Garrett HEATH,03 NOV 1985,USA,8f1,,"Palo Alto, CA (USA)",04 MAY 2014,1149
48,13:17.04,,Dawit WOLDE,19 MAY 1991,ETH,7f1,,Heusden-Zolder (BEL),19 JUL 2014,1148
49,13:17.49,,Joseph Kitur KIPLIMO,20 JUL 1988,KEN,4,,"Hampden Park, Glasgow (GBR)",27 JUL 2014,1146
50,13:18.10,,Aweke AYALEW,23 FEB 1993,BRN,13,,"Shanghai Stadium, Shanghai (CHN)",18 MAY 2014,1144
51,13:18.57,,Collis BIRMINGHAM,27 DEC 1984,AUS,1,,"Los Angeles, CA (USA)",15 MAY 2014,1142
52,13:18.71,,Edward CHESEREK,02 FEB 1994,KEN,2,,"Eugene, OR (USA)",13 JUN 2014,1142
53,13:18.88,,Mohammed AHMED,05 JAN 1991,CAN,5,,"Hampden Park, Glasgow (GBR)",27 JUL 2014,1141
54,13:19.26,,Moses Mukono LETOYIE,27 NOV 1995,KEN,14,,"Shanghai Stadium, Shanghai (CHN)",18 MAY 2014,1140
55,13:20.06,,Matthew CENTROWITZ,18 OCT 1989,USA,9f1,,"Palo Alto, CA (USA)",04 MAY 2014,1137
56,13:20.33,,Nick WILLIS,25 APR 1983,NZL,3,,"Los Angeles, CA (USA)",15 MAY 2014,1136
57,13:20.61,,Bashir ABDI,10 FEB 1989,BEL,4,,"Los Angeles, CA (USA)",15 MAY 2014,1135
58,13:21.44,,Leonard BARSOTON,21 OCT 1994,KEN,3f3,,Nobeoka (JPN),10 MAY 2014,1132
59,13:21.53,,Ronald KWEMOI,19 SEP 1995,KEN,4f3,,Nobeoka (JPN),10 MAY 2014,1132
60,13:22.08,,Hiran NGATIA,1992,KEN,1f7,,Nagoya (JPN),30 MAY 2014,1130
61,13:22.19,,Donald CABRAL,12 DEC 1989,USA,10f1,,"Palo Alto, CA (USA)",04 MAY 2014,1130
62,13:22.27,,Thomas FARRELL,23 MAR 1991,GBR,11f1,,"Palo Alto, CA (USA)",04 MAY 2014,1129
63,13:22.72,,Hicham BELLANI,15 SEP 1979,MAR,4,,"Le Grand Stade, Marrakech (MAR)",08 JUN 2014,1128
64,13:22.75,,David Kiprotich BETT,18 OCT 1992,KEN,1,,Velenje (SLO),01 JUL 2014,1128
65,13:23.42,,Mo FARAH,23 MAR 1983,GBR,1f1,,"Portland, OR (USA)",15 JUN 2014,1125
66,13:23.44,,Olivier IRABARUTA,25 AUG 1990,BDI,2,,Velenje (SLO),01 JUL 2014,1125
67,13:23.89,,David NJUGUNA,06 SEP 1989,KEN,2f25,,Yokohama (JPN),27 APR 2014,1124
68,13:23.94,,Will LEER,15 APR 1985,USA,5,,"Los Angeles, CA (USA)",15 MAY 2014,1123
68,13:23.94,,Patrick Mutunga MWIKYA,20 NOV 1994,KEN,2f7,,Nagoya (JPN),30 MAY 2014,1123
70,13:24.74,,Leonard KORIR,10 DEC 1986,KEN,12f1,,"Palo Alto, CA (USA)",04 MAY 2014,1121
71,13:25.19,,Yomif KEJELCHA,01 AUG 1997,ETH,1,,"Hayward Field, Eugene, OR (USA)",25 JUL 2014,1119
72,13:25.24,,Richard RINGER,27 FEB 1989,GER,10,,"Olympiastadion, Berlin (GER)",31 AUG 2014,1119
73,13:25.33,,Tesfaye CHERU,02 MAR 1993,ETH,5,,"Le Grand Stade, Marrakech (MAR)",08 JUN 2014,1118
74,13:25.50,,Arne GABIUS,22 MAR 1981,GER,13,,"Stade de France, Paris-St-Denis (FRA)",05 JUL 2014,1118
75,13:25.51,,Abubaker Ali KAMAL,08 NOV 1983,QAT,2f1,,Ninove (BEL),02 AUG 2014,1118
76,13:25.62,,Jamal HITRANE,01 SEP 1989,MAR,8f1,,Heusden-Zolder (BEL),19 JUL 2014,1117
77,13:25.68,,Ben ST. LAWRENCE,07 NOV 1981,AUS,10,,"Hampden Park, Glasgow (GBR)",11 JUL 2014,1117
78,13:26.07,,Kassa MAKASHAW,19 MAR 1984,ETH,1f1,,Yamaguchi (JPN),12 OCT 2014,1116
79,13:26.13,,Mohamad ALGARNI,02 JUL 1992,QAT,1,,Incheon (KOR),27 SEP 2014,1116
80,13:26.15,,Suguru OSAKO,23 MAY 1991,JPN,9f1,,Heusden-Zolder (BEL),19 JUL 2014,1116
81,13:26.21,,Yasin HAJI,22 JAN 1996,ETH,2,,"Hayward Field, Eugene, OR (USA)",25 JUL 2014,1115
82,13:26.28,,Nixon Kiplimo CHEPSEBA,12 DEC 1990,KEN,11,,"Olympiastadion, Berlin (GER)",31 AUG 2014,1115
83,13:26.53,,Elroy GELANT,25 AUG 1986,RSA,1f1,,Oordegem (BEL),31 MAY 2014,1114
84,13:26.67,,Dejene DEBELA,09 JAN 1995,ETH,12,,"Olympiastadion, Berlin (GER)",31 AUG 2014,1114
85,13:26.90,,Trevor DUNBAR,29 APR 1991,USA,3,,"Eugene, OR (USA)",13 JUN 2014,1113
86,13:26.98,,Kennedy KITHUKA,04 JUN 1989,KEN,1,,"Walnut, CA (USA)",18 APR 2014,1113
87,13:27.13,,William Malel SITONIK,01 MAR 1994,KEN,3,,Velenje (SLO),01 JUL 2014,1112
88,13:27.27,,James WILKINSON,13 JUL 1990,GBR,2f1,,Oordegem (BEL),31 MAY 2014,1112
