Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,12:43.02,Selemon BAREGA,20 JAN 2000,ETH,1,,"Boudewijnstadion, Bruxelles (BEL)",31 AUG 2018,1273
2,12:45.82,Hagos GEBRHIWET,11 MAY 1994,ETH,2,,"Boudewijnstadion, Bruxelles (BEL)",31 AUG 2018,1262
3,12:46.79,Yomif KEJELCHA,01 AUG 1997,ETH,3,,"Boudewijnstadion, Bruxelles (BEL)",31 AUG 2018,1259
4,12:55.18,Muktar EDRIS,14 JAN 1994,ETH,4,,"Boudewijnstadion, Bruxelles (BEL)",31 AUG 2018,1227
5,12:56.27,Abadi HADIS,06 NOV 1997,ETH,5,,"Boudewijnstadion, Bruxelles (BEL)",31 AUG 2018,1223
6,12:57.55,Paul CHELIMO,27 OCT 1990,USA,6,,"Boudewijnstadion, Bruxelles (BEL)",31 AUG 2018,1219
7,12:59.44,Richard YATOR,04 JUN 1998,KEN,7,,"Boudewijnstadion, Bruxelles (BEL)",31 AUG 2018,1212
8,12:59.58,Getaneh MOLLA,10 JAN 1994,ETH,8,,"Boudewijnstadion, Bruxelles (BEL)",31 AUG 2018,1211
9,13:01.09,Birhanu BALEW,27 FEB 1996,BRN,1,,"Stade Olympique de la Pontaise, Lausanne (SUI)",05 JUL 2018,1206
10,13:02.67,Selemon BAREGA,20 JAN 2000,ETH,2,,"Stade Olympique de la Pontaise, Lausanne (SUI)",05 JUL 2018,1200
11,13:03.08,Mohammed AHMED,05 JAN 1991,CAN,9,,"Boudewijnstadion, Bruxelles (BEL)",31 AUG 2018,1198
12,13:03.62,Abadi HADIS,06 NOV 1997,ETH,3,,"Stade Olympique de la Pontaise, Lausanne (SUI)",05 JUL 2018,1196
13,13:04.04,Getaneh MOLLA,10 JAN 1994,ETH,4,,"Stade Olympique de la Pontaise, Lausanne (SUI)",05 JUL 2018,1195
14,13:04.05,Selemon BAREGA,20 JAN 2000,ETH,1,,"Olympiastadion, Stockholm (SWE)",10 JUN 2018,1195
15,13:04.11,Ben TRUE,29 DEC 1985,USA,10,,"Boudewijnstadion, Bruxelles (BEL)",31 AUG 2018,1195
16,13:04.25,Birhanu BALEW,27 FEB 1996,BRN,2,,"Olympiastadion, Stockholm (SWE)",10 JUN 2018,1194
17,13:04.63,Telahun Haile BEKELE,13 MAY 1999,ETH,1,,Huelva (ESP),08 JUN 2018,1193
18,13:04.91,Bashir ABDI,10 FEB 1989,BEL,11,,"Boudewijnstadion, Bruxelles (BEL)",31 AUG 2018,1192
19,13:04.97,Richard YATOR,04 JUN 1998,KEN,5,,"Stade Olympique de la Pontaise, Lausanne (SUI)",05 JUL 2018,1191
20,13:05.23,Stewart MCSWEYN,01 JUN 1995,AUS,12,,"Boudewijnstadion, Bruxelles (BEL)",31 AUG 2018,1190
21,13:06.24,Muktar EDRIS,14 JAN 1994,ETH,6,,"Stade Olympique de la Pontaise, Lausanne (SUI)",05 JUL 2018,1187
