Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,12:48.81,,Stephen CHERONO,15 OCT 1982,KEN,1,,Ostrava (CZE),12 JUN 2003,1251
2,12:50.24,,Hicham EL GUERROUJ,14 SEP 1974,MAR,2,,Ostrava (CZE),12 JUN 2003,1246
3,12:52.26,,Kenenisa BEKELE,13 JUN 1982,ETH,1,,Oslo (NOR),27 JUN 2003,1238
4,12:52.33,,Sammy KIPKETER,29 SEP 1981,KEN,2,,Oslo (NOR),27 JUN 2003,1238
5,12:52.61,,Eliud KIPCHOGE,05 NOV 1984,KEN,3,,Oslo (NOR),27 JUN 2003,1237
6,12:52.99,,Abraham CHEBII,23 DEC 1979,KEN,4,,Oslo (NOR),27 JUN 2003,1235
7,12:54.07,,John Kemboi KIBOWEN,21 APR 1969,KEN,4,,"Stade de France, Paris-St-Denis (FRA)",31 AUG 2003,1231
8,12:54.36,,Haile GEBRSELASSIE,18 APR 1973,ETH,2,,Paris (FRA),04 JUL 2003,1230
9,12:54.58,,James Kwalia C'KURUI,12 JUN 1984,KEN,5,,Oslo (NOR),27 JUN 2003,1230
10,12:54.99,,Benjamin LIMO,23 AUG 1974,KEN,3,,Paris (FRA),04 JUL 2003,1228
11,12:56.27,,Ahmad Hassan ABDULLAH,04 APR 1981,KEN,6,,Oslo (NOR),27 JUN 2003,1223
12,12:58.08,,Gebregziabher GEBREMARIAM,12 OCT 1984,ETH,6,,"Stade de France, Paris-St-Denis (FRA)",31 AUG 2003,1217
13,12:59.15,,Salah HISSOU,16 JAN 1972,MAR,5,,Paris (FRA),04 JUL 2003,1213
14,13:01.13,,Richard LIMO,18 NOV 1980,KEN,7,,"Stade de France, Paris-St-Denis (FRA)",31 AUG 2003,1205
15,13:01.14,,Nicholas KEMBOI,25 NOV 1983,KEN,2,,Zürich (SUI),15 AUG 2003,1205
16,13:01.76,,Mushir Salim JAWHER,13 JUN 1978,BRN,4,,Zürich (SUI),15 AUG 2003,1203
17,13:05.13,,Abiyote ABATE,20 NOV 1980,ETH,4,,Ostrava (CZE),12 JUN 2003,1191
18,13:05.57,,Zersenay TADESE,01 JAN 1982,ERI,8,,"Stade de France, Paris-St-Denis (FRA)",31 AUG 2003,1189
19,13:05.81,,Abderrahim GOUMRI,21 MAY 1976,MAR,4,,Stockholm (SWE),05 AUG 2003,1188
20,13:06.53,,Sileshi SIHINE,29 JAN 1983,ETH,6,,"Stadio Olimpico, Roma (ITA)",11 JUL 2003,1186
21,13:06.92,,Luke KIPKOSGEI,27 NOV 1975,KEN,7,,Paris (FRA),04 JUL 2003,1184
22,13:10.16,,Hailu MEKONNEN,04 APR 1980,ETH,8,,"Stadio Olimpico, Roma (ITA)",11 JUL 2003,1173
23,13:10.79,,Ismail SGHYR,16 MAR 1972,FRA,8,,Paris (FRA),04 JUL 2003,1170
24,13:11.39,,Alberto GARCÍA,22 FEB 1971,ESP,1,,Gent (BEL) (i),09 FEB 2003,1220
25,13:11.75,,Moses MOSOP,07 JUL 1985,KEN,4,,"Stade Olympique de la Pontaise, Lausanne (SUI)",01 JUL 2003,1167
26,13:11.87,,Markos GENETI,07 JUN 1984,ETH,6,,Stockholm (SWE),05 AUG 2003,1166
