Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,12:53.98,,Yomif KEJELCHA,01 AUG 1997,ETH,1,,"Boudewijnstadion, Bruxelles (BEL)",11 SEP 2015,1232
2,12:54.70,,Hagos GEBRHIWET,11 MAY 1994,ETH,2,,"Boudewijnstadion, Bruxelles (BEL)",11 SEP 2015,1229
3,12:58.69,,Paul Kipngetich TANUI,22 DEC 1990,KEN,2,,"Stadio Olimpico, Roma (ITA)",04 JUN 2015,1214
4,12:59.04,,Imane MERGA,15 OCT 1988,ETH,4,,"Stadio Olimpico, Roma (ITA)",04 JUN 2015,1213
5,12:59.25,,Abdelaati IGUIDER,25 MAR 1987,MAR,3,,"Boudewijnstadion, Bruxelles (BEL)",11 SEP 2015,1212
6,12:59.72,,Thomas Pkemei LONGOSIWA,14 JAN 1982,KEN,4,,"Boudewijnstadion, Bruxelles (BEL)",11 SEP 2015,1211
7,13:00.30,,Muktar EDRIS,14 JAN 1994,ETH,6,,"Stadio Olimpico, Roma (ITA)",04 JUN 2015,1208
8,13:00.31,,Ali KAYA,20 APR 1994,TUR,7,,"Stadio Olimpico, Roma (ITA)",04 JUN 2015,1208
9,13:00.49,,Dejen GEBREMESKEL,24 NOV 1989,ETH,8,,"Stadio Olimpico, Roma (ITA)",04 JUN 2015,1208
10,13:05.30,,Caleb Mwangangi NDIKU,09 OCT 1992,KEN,5,,"Boudewijnstadion, Bruxelles (BEL)",11 SEP 2015,1190
11,13:05.53,,Yenew ALAMIREW,27 MAY 1990,ETH,6,,"Boudewijnstadion, Bruxelles (BEL)",11 SEP 2015,1189
12,13:05.54,,Ben TRUE,29 DEC 1985,USA,7,,"Boudewijnstadion, Bruxelles (BEL)",11 SEP 2015,1189
13,13:05.61,,Ilias FIFA,16 MAY 1989,MAR,9,,"Stadio Olimpico, Roma (ITA)",04 JUN 2015,1189
14,13:05.69,,Ryan HILL,31 JAN 1990,USA,8,,"Boudewijnstadion, Bruxelles (BEL)",11 SEP 2015,1189
15,13:06.10,,Bashir ABDI,10 FEB 1989,BEL,2f1,,Heusden-Zolder (BEL),18 JUL 2015,1187
16,13:06.74,,Albert ROP,17 JUL 1992,BRN,4f1,,Heusden-Zolder (BEL),18 JUL 2015,1185
17,13:07.33,,Isiah Kiplangat KOECH,19 DEC 1993,KEN,10,,"Stadio Olimpico, Roma (ITA)",04 JUN 2015,1183
17,13:07.33,,Eric JENKINS,24 NOV 1991,USA,5f1,,Heusden-Zolder (BEL),18 JUL 2015,1183
19,13:07.74,,Paul Kipsiele KOECH,10 NOV 1981,KEN,9,,"Boudewijnstadion, Bruxelles (BEL)",11 SEP 2015,1181
20,13:08.38,,Galen RUPP,08 MAY 1986,USA,10,,"Boudewijnstadion, Bruxelles (BEL)",11 SEP 2015,1179
21,13:08.40,,Suguru OSAKO,23 MAY 1991,JPN,6f1,,Heusden-Zolder (BEL),18 JUL 2015,1179
22,13:08.55,,Emmanuel KIPSANG,13 JUN 1991,KEN,11,,"Boudewijnstadion, Bruxelles (BEL)",11 SEP 2015,1178
23,13:10.00,,Mohammed AHMED,05 JAN 1991,CAN,12,,"Boudewijnstadion, Bruxelles (BEL)",11 SEP 2015,1173
24,13:10.38,,Hassan MEAD,28 AUG 1989,USA,2,,"Olympiastadion, Berlin (GER)",06 SEP 2015,1172
25,13:10.48,,Thomas FARRELL,23 MAR 1991,GBR,7f1,,Heusden-Zolder (BEL),18 JUL 2015,1171
26,13:10.67,,Yasin HAJI,22 JAN 1996,ETH,13,,"Boudewijnstadion, Bruxelles (BEL)",11 SEP 2015,1171
27,13:10.69,,Phillip KIPYEKO,10 JAN 1995,UGA,8f1,,Heusden-Zolder (BEL),18 JUL 2015,1171
28,13:10.83,,Bernard KIMANI,30 SEP 1993,KEN,9f1,,Heusden-Zolder (BEL),18 JUL 2015,1170
29,13:10.94,,Richard RINGER,27 FEB 1989,GER,10f1,,Heusden-Zolder (BEL),18 JUL 2015,1170
30,13:11.44,,Stephen MOKOKA,31 JAN 1985,RSA,1,,Stellenbosch (RSA),18 APR 2015,1168
31,13:11.77,,Mo FARAH,23 MAR 1983,GBR,1,,"Stade Olympique de la Pontaise, Lausanne (SUI)",09 JUL 2015,1167
32,13:11.96,,Sindre BURAAS,08 MAY 1989,NOR,11f1,,Heusden-Zolder (BEL),18 JUL 2015,1166
33,13:11.97,,Edwin Cheruiyot SOI,03 MAR 1986,KEN,2,,"Hayward Field, Eugene, OR (USA)",29 MAY 2015,1166
34,13:12.63,,Tetsuya YOROIZAKA,20 MAR 1990,JPN,12f1,,Heusden-Zolder (BEL),18 JUL 2015,1164
35,13:13.16,,Jonathan Muia NDIKU,18 SEP 1991,KEN,1f21,,Tokyo (JPN),03 OCT 2015,1162
36,13:13.17,,Abadi HADIS,06 NOV 1997,ETH,13f1,,Heusden-Zolder (BEL),18 JUL 2015,1162
37,13:13.28,,Geoffrey KAMWOROR,22 NOV 1992,KEN,1h2,,Nairobi (KEN),09 JUL 2015,1161
38,13:13.66,,Hiran NGATIA,1992,KEN,1f5,,Kumamoto (JPN),04 APR 2015,1160
39,13:14.00,,Abrar OSMAN,01 JAN 1994,ERI,1,,Bottrop (GER),21 JUN 2015,1159
40,13:14.97,,Bernard LAGAT,12 DEC 1974,USA,4,,"Hayward Field, Eugene, OR (USA)",29 MAY 2015,1155
41,13:15.07,,Leul GEBRESILASE,20 SEP 1992,ETH,1,,Barcelona (ESP),08 JUL 2015,1155
42,13:15.56,,Moses KOECH,05 AUG 1997,KEN,2,,Barcelona (ESP),08 JUL 2015,1153
43,13:15.71,,Juan Luis BARRIOS,24 JUN 1983,MEX,1f1,,"Palo Alto, CA (USA)",02 MAY 2015,1153
44,13:16.11,,Lawi LALANG,15 JUN 1991,KEN,7,,"Hayward Field, Eugene, OR (USA)",29 MAY 2015,1151
45,13:16.14,,Ronald KWEMOI,19 SEP 1995,KEN,1f3,,Nobeoka (JPN),09 MAY 2015,1151
46,13:16.25,,Leonard BARSOTON,21 OCT 1994,KEN,1f1,,Hiroshima (JPN),18 APR 2015,1151
47,13:16.31,,Garrett HEATH,03 NOV 1985,USA,2f1,,"Palo Alto, CA (USA)",02 MAY 2015,1151
48,13:16.98,,Alemayehu BEZABEH,22 SEP 1986,ESP,14f1,,Heusden-Zolder (BEL),18 JUL 2015,1148
49,13:17.30,,Diego ESTRADA,19 DEC 1989,USA,3f1,,"Palo Alto, CA (USA)",02 MAY 2015,1147
50,13:17.49,,Collis BIRMINGHAM,27 DEC 1984,AUS,8,,"Hayward Field, Eugene, OR (USA)",29 MAY 2015,1146
51,13:17.62,,Aron KIFLE,20 FEB 1998,ERI,3,,Barcelona (ESP),08 JUL 2015,1146
52,13:17.85,,Will GEOGHEGAN,15 JUL 1992,USA,15f1,,Heusden-Zolder (BEL),18 JUL 2015,1145
53,13:17.97,,Ayanleh SOULEIMAN,03 DEC 1992,DJI,1,,Manama (BRN),27 APR 2015,1145
53,13:17.97,,Riley MASTERS,05 APR 1990,USA,5f1,,"Palo Alto, CA (USA)",02 MAY 2015,1145
55,13:18.95,,Younéss ESSALHI,20 FEB 1993,MAR,16f1,,Heusden-Zolder (BEL),18 JUL 2015,1141
56,13:19.14,,Birhan NEBEBEW,14 AUG 1994,ETH,9,,"Hayward Field, Eugene, OR (USA)",29 MAY 2015,1140
57,13:19.56,,Matthew HUGHES,03 AUG 1989,CAN,6f1,,"Palo Alto, CA (USA)",02 MAY 2015,1139
57,13:19.56,,Chris DERRICK,17 OCT 1990,USA,17f1,,Heusden-Zolder (BEL),18 JUL 2015,1139
59,13:19.62,,Kota MURAYAMA,23 FEB 1993,JPN,2f3,,Nobeoka (JPN),09 MAY 2015,1139
60,13:19.80,,Aweke AYALEW,23 FEB 1993,BRN,11,,"Stadio Olimpico, Roma (ITA)",04 JUN 2015,1138
61,13:20.21,,Ibrahim JEILAN,12 JUN 1989,ETH,10,,"Hayward Field, Eugene, OR (USA)",29 MAY 2015,1137
62,13:20.34,,Victor Kimutai CHUMO,19 MAR 1987,KEN,2,,Huelva (ESP),10 JUN 2015,1136
62,13:20.34,,Andy VERNON,07 JAN 1986,GBR,1f1,,Ninove (BEL),01 AUG 2015,1136
64,13:20.39,,Kemoy CAMPBELL,14 JAN 1991,JAM,7f1,,"Palo Alto, CA (USA)",02 MAY 2015,1136
65,13:20.68,,Cameron LEVINS,28 MAR 1989,CAN,1f1,,"Portland, OR (USA)",14 JUN 2015,1135
66,13:21.16,,Jeff SEE,06 JUN 1986,USA,8f1,,"Palo Alto, CA (USA)",02 MAY 2015,1133
67,13:21.23,,Brett ROBINSON,08 MAY 1991,AUS,5,,"Alexander Stadium, Birmingham (GBR)",07 JUN 2015,1133
68,13:21.26,,Bedan KAROKI,21 AUG 1990,KEN,6,,"Stade Olympique de la Pontaise, Lausanne (SUI)",09 JUL 2015,1133
69,13:21.32,,Lopez LOMONG,01 JAN 1985,USA,9f1,,"Palo Alto, CA (USA)",02 MAY 2015,1133
70,13:21.52,,Paul KAMAIS,24 OCT 1996,KEN,1f2,,Hiroshima (JPN),18 APR 2015,1132
71,13:21.88,,Getaneh MOLLA,10 JAN 1994,ETH,1,,Brazzaville (CGO),17 SEP 2015,1131
72,13:22.04,,Alfred NGENO,02 MAY 1997,KEN,2,,Bottrop (GER),21 JUN 2015,1130
73,13:22.11,,Nick WILLIS,25 APR 1983,NZL,1,,Auckland (NZL),26 FEB 2015,1130
73,13:22.11,,Hayle IBRAHIMOV,18 JAN 1990,AZE,2f1,,Ninove (BEL),01 AUG 2015,1130
75,13:22.36,,William Malel SITONIK,01 MAR 1994,KEN,1f37,,Yokohama (JPN),14 NOV 2015,1129
76,13:22.42,,Abiyote ABINET,10 MAY 1989,ETH,1f16,,Saitama (JPN),24 OCT 2015,1129
77,13:22.92,,Jesús ESPAÑA,21 AUG 1978,ESP,13,,"Stadio Olimpico, Roma (ITA)",04 JUN 2015,1127
78,13:23.00,,Dennis LICHT,30 MAY 1984,NED,10f1,,"Palo Alto, CA (USA)",02 MAY 2015,1127
79,13:23.26,,Birhanu LEGESE,11 SEP 1994,ETH,3,,Bottrop (GER),21 JUN 2015,1126
80,13:23.66,,Frederick Kipkosgei KIPTOO,13 NOV 1996,KEN,1f1,,Oordegem (BEL),23 MAY 2015,1124
81,13:23.80,,Ambrose BORE,08 AUG 1995,KEN,2f1,,Oordegem (BEL),23 MAY 2015,1124
82,13:23.91,,Aras KAYA,04 APR 1994,KEN,1f2,,Cheboksary (RUS),03 AUG 2015,1124
83,13:24.21,,John MAINA,14 JUL 1993,KEN,7f3,,Nobeoka (JPN),09 MAY 2015,1122
84,13:24.41,,Ronald MUSAGALA,16 DEC 1992,UGA,1f1,,Nijmegen (NED),27 MAY 2015,1122
85,13:24.50,,James WANGARI,23 MAR 1994,KEN,1f11,,Shizuoka (JPN),27 JUN 2015,1121
86,13:24.69,,David NJUGUNA,06 SEP 1989,KEN,8f3,,Nobeoka (JPN),09 MAY 2015,1121
87,13:24.87,,Kassa MAKASHAW,19 MAR 1984,ETH,2f16,,Saitama (JPN),24 OCT 2015,1120
88,13:25.00,,Cyrus RUTTO,21 APR 1992,KEN,2f1,,Nijmegen (NED),27 MAY 2015,1120
88,13:25.00,,Tariq Ahmed AL AMRI,23 DEC 1990,KSA,1f1,,Kessel-Lo (BEL),08 AUG 2015,1120
90,13:25.13,,Stephen SAMBU,07 JUL 1988,KEN,6,,"Alexander Stadium, Birmingham (GBR)",07 JUN 2015,1119
91,13:25.24,,Johana MAINA,24 DEC 1990,KEN,2f30,,Yokohama (JPN),07 JUN 2015,1119
92,13:25.41,,Zane ROBERTSON,14 NOV 1989,NZL,2,,Auckland (NZL),26 FEB 2015,1118
93,13:25.70,,Dejene DEBELA,09 JAN 1995,ETH,1f1,,Carquefou (FRA),19 JUN 2015,1117
94,13:26.19,,Zouhaïr AWAD,07 APR 1989,BRN,2,,Mungyeong (KOR),08 OCT 2015,1115
95,13:26.25,,Joseph CHACHA,05 SEP 1992,KEN,2f21,,Tokyo (JPN),03 OCT 2015,1115
96,13:26.98,,Antonio ABADÍA,02 JUL 1990,ESP,1,,Mataró (ESP),18 JUL 2015,1113
97,13:27.10,,Henrik INGEBRIGTSEN,24 FEB 1991,NOR,11f1,,"Palo Alto, CA (USA)",02 MAY 2015,1112
98,13:27.25,,Soufiyan BOUQANTAR,30 AUG 1993,MAR,2f1,,Carquefou (FRA),19 JUN 2015,1112
99,13:27.38,,Thierry NDIKUMWENAYO,26 MAR 1997,BDI,9,,Brazzaville (CGO),17 SEP 2015,1111
100,13:27.44,,Daniel KIPKEMBOI,05 JUL 1996,KEN,1f29,,Yokohama (JPN),26 APR 2015,1111
101,13:27.53,,Arne GABIUS,22 MAR 1981,GER,1,,Düsseldorf (GER) (i),29 JAN 2015,1160
102,13:27.66,,Samuel MWANGI,19 SEP 1997,KEN,3f21,,Tokyo (JPN),03 OCT 2015,1110
103,13:27.70,,Seifu TURA,19 JUN 1997,ETH,4,,Barcelona (ESP),08 JUL 2015,1110
104,13:28.07,,Geoffrey KOECH,28 AUG 1993,KEN,1h1,,Nairobi (KEN),09 JUL 2015,1109
105,13:28.13,,Emmanuel Kipkemei BETT,29 MAR 1985,KEN,2h1,,Nairobi (KEN),09 JUL 2015,1109
106,13:28.18,,Paul KUIRA,25 JAN 1991,KEN,2f29,,Yokohama (JPN),26 APR 2015,1108
107,13:28.26,,David MCNEILL,06 OCT 1986,AUS,1,,Joensuu (FIN),23 JUL 2015,1108
108,13:28.39,,Afewerki BERHANE,06 MAY 1996,ERI,3f1,,Carquefou (FRA),19 JUN 2015,1108
109,13:28.41,,Enock OMWAMBA,04 APR 1993,KEN,4f5,,Kumamoto (JPN),04 APR 2015,1108
110,13:28.50,,Joshua CHEPTEGEI,12 SEP 1996,UGA,1f1,,Kampala (UGA),17 JUL 2015,1107
111,13:28.56,,Teklit TEWELDEBRHAN,01 OCT 1993,ERI,4f1,,Carquefou (FRA),19 JUN 2015,1107
112,13:28.61,,Shuho DAIROKUNO,23 DEC 1992,JPN,2f2,,Heusden-Zolder (BEL),18 JUL 2015,1107
113,13:28.62,,Rodgers KWEMOI,03 MAR 1998,KEN,2f1,,Kitami (JPN),12 JUL 2015,1107
114,13:28.64,,Donald CABRAL,12 DEC 1989,USA,4,,"New York, NY (USA) (i)",14 FEB 2015,1155
114,13:28.64,,Andrew BUMBALOUGH,14 MAR 1987,USA,5,,"New York, NY (USA) (i)",14 FEB 2015,1155
116,13:28.67,,Hassan CHANI,05 MAY 1988,BRN,5f1,,Carquefou (FRA),19 JUN 2015,1107
117,13:28.69,,Elroy GELANT,25 AUG 1986,RSA,4,,"Mestský Stadion, Ostrava (CZE)",26 MAY 2015,1107
118,13:29.01,,Japhet Kipyegon KORIR,30 JUN 1993,KEN,5,,"Mestský Stadion, Ostrava (CZE)",26 MAY 2015,1106
119,13:29.32,,Ross PROUDFOOT,04 JUL 1992,CAN,3f2,,Heusden-Zolder (BEL),18 JUL 2015,1104
120,13:29.49,,Andrew BUTCHART,14 OCT 1991,GBR,3f1,,Ninove (BEL),01 AUG 2015,1104
121,13:29.54,,Martin SPERLICH,28 AUG 1991,GER,4f1,,Ninove (BEL),01 AUG 2015,1104
122,13:29.63,,Florian ORTH,24 JUL 1989,GER,4f1,,Oordegem (BEL),23 MAY 2015,1103
123,13:29.77,,Marouan RAZINE,09 APR 1991,ITA,2,,Rovereto (ITA),08 SEP 2015,1103
124,13:29.79,,Lucas BRUCHET,23 FEB 1991,CAN,5f1,,Ninove (BEL),01 AUG 2015,1103
125,13:30.09,,Brian SHRADER,22 JUL 1991,USA,4f2,,Heusden-Zolder (BEL),18 JUL 2015,1102
126,13:30.11,,Youssouf HISS BACHIR,01 JAN 1987,DJI,5f1,,Nijmegen (NED),27 MAY 2015,1102
127,13:30.20,,Nixon Kiplimo CHEPSEBA,12 DEC 1990,KEN,5,,Barcelona (ESP),08 JUL 2015,1101
