Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,12:52.98,Telahun Haile BEKELE,13 MAY 1999,ETH,1,,"Stadio Olimpico, Roma (ITA)",06 JUN 2019,1235
2,12:53.04,Selemon BAREGA,20 JAN 2000,ETH,2,,"Stadio Olimpico, Roma (ITA)",06 JUN 2019,1235
3,12:54.92,Hagos GEBRHIWET,11 MAY 1994,ETH,3,,"Stadio Olimpico, Roma (ITA)",06 JUN 2019,1228
4,12:56.26,Birhanu BALEW,27 FEB 1996,BRN,4,,"Stadio Olimpico, Roma (ITA)",06 JUN 2019,1223
5,12:56.48,Abadi HADIS,06 NOV 1997,ETH,5,,"Stadio Olimpico, Roma (ITA)",06 JUN 2019,1223
6,12:57.41,Joshua CHEPTEGEI,12 SEP 1996,UGA,1,,"Letzigrund, Zürich (SUI)",29 AUG 2019,1219
7,12:57.56,Telahun Haile BEKELE,13 MAY 1999,ETH,1,,"Blankers-Koen Stadion, Hengelo (NED)",09 JUN 2019,1219
8,12:57.90,Nicholas KIPKORIR,29 SEP 1998,KEN,2,,"Blankers-Koen Stadion, Hengelo (NED)",09 JUN 2019,1217
9,12:58.10,William KINCAID,21 SEP 1992,USA,1,,"Michael Johnson Track, Nike Campus, Beaverton, OR (USA)",10 SEP 2019,1217
10,12:58.15,Hagos GEBRHIWET,11 MAY 1994,ETH,2,,"Letzigrund, Zürich (SUI)",29 AUG 2019,1216
11,12:58.16,Mohammed AHMED,05 JAN 1991,CAN,6,,"Stadio Olimpico, Roma (ITA)",06 JUN 2019,1216
12,12:58.85,Muktar EDRIS,14 JAN 1994,ETH,1,,"Khalifa International Stadium, Doha (QAT)",30 SEP 2019,1214
13,12:59.05,Nicholas KIPKORIR,29 SEP 1998,KEN,3,,"Letzigrund, Zürich (SUI)",29 AUG 2019,1213
14,12:59.09,Telahun Haile BEKELE,13 MAY 1999,ETH,4,,"Letzigrund, Zürich (SUI)",29 AUG 2019,1213
15,12:59.66,Selemon BAREGA,20 JAN 2000,ETH,5,,"Letzigrund, Zürich (SUI)",29 AUG 2019,1211
16,12:59.70,Selemon BAREGA,20 JAN 2000,ETH,2,,"Khalifa International Stadium, Doha (QAT)",30 SEP 2019,1211
17,13:00.13,Lopez LOMONG,01 JAN 1985,USA,2,,"Michael Johnson Track, Nike Campus, Beaverton, OR (USA)",10 SEP 2019,1209
18,13:00.39,Matthew CENTROWITZ,18 OCT 1989,USA,3,,"Michael Johnson Track, Nike Campus, Beaverton, OR (USA)",10 SEP 2019,1208
19,13:00.56,Yomif KEJELCHA,01 AUG 1997,ETH,1,,"Stade Olympique de la Pontaise, Lausanne (SUI)",05 JUL 2019,1208
20,13:01.11,Mohammed AHMED,05 JAN 1991,CAN,3,,"Khalifa International Stadium, Doha (QAT)",30 SEP 2019,1206
21,13:01.38,Yomif KEJELCHA,01 AUG 1997,ETH,6,,"Letzigrund, Zürich (SUI)",29 AUG 2019,1205
22,13:01.86,Hagos GEBRHIWET,11 MAY 1994,ETH,1,,"Olympic Stadium, London (GBR)",20 JUL 2019,1203
23,13:01.99,Selemon BAREGA,20 JAN 2000,ETH,2,,"Stade Olympique de la Pontaise, Lausanne (SUI)",05 JUL 2019,1202
24,13:02.03,Jakob INGEBRIGTSEN,19 SEP 2000,NOR,2,,"Olympic Stadium, London (GBR)",20 JUL 2019,1202
25,13:02.08,Solomon BERIHU,02 OCT 1999,ETH,3,,"Blankers-Koen Stadion, Hengelo (NED)",09 JUN 2019,1202
26,13:02.29,Telahun Haile BEKELE,13 MAY 1999,ETH,4,,"Khalifa International Stadium, Doha (QAT)",30 SEP 2019,1201
27,13:02.93,Jakob INGEBRIGTSEN,19 SEP 2000,NOR,5,,"Khalifa International Stadium, Doha (QAT)",30 SEP 2019,1199
28,13:03.08,Jacob KROP,04 JUN 2001,KEN,6,,"Khalifa International Stadium, Doha (QAT)",30 SEP 2019,1198
29,13:03.09,Telahun Haile BEKELE,13 MAY 1999,ETH,3,,"Stade Olympique de la Pontaise, Lausanne (SUI)",05 JUL 2019,1198
30,13:03.19,Edward Zakayo PINGUA,25 NOV 2001,KEN,7,,"Stadio Olimpico, Roma (ITA)",06 JUN 2019,1198
31,13:03.59,Joshua CHEPTEGEI,12 SEP 1996,UGA,4,,"Stade Olympique de la Pontaise, Lausanne (SUI)",05 JUL 2019,1196
32,13:04.16,Yomif KEJELCHA,01 AUG 1997,ETH,1,,"Shanghai Stadium, Shanghai (CHN)",18 MAY 2019,1194
33,13:04.44,Edward CHESEREK,02 FEB 1994,KEN,1f1,,Heusden-Zolder (BEL),20 JUL 2019,1193
34,13:04.50,Abadi HADIS,06 NOV 1997,ETH,5,,"Stade Olympique de la Pontaise, Lausanne (SUI)",05 JUL 2019,1193
35,13:04.60,Paul CHELIMO,27 OCT 1990,USA,7,,"Khalifa International Stadium, Doha (QAT)",30 SEP 2019,1193
36,13:04.71,Selemon BAREGA,20 JAN 2000,ETH,2,,"Shanghai Stadium, Shanghai (CHN)",18 MAY 2019,1192
37,13:04.83,Hagos GEBRHIWET,11 MAY 1994,ETH,3,,"Shanghai Stadium, Shanghai (CHN)",18 MAY 2019,1192
38,13:05.04,Birhanu BALEW,27 FEB 1996,BRN,4,,"Shanghai Stadium, Shanghai (CHN)",18 MAY 2019,1191
39,13:05.21,Stanley Waithaka MBURU,09 APR 2000,KEN,2f1,,Heusden-Zolder (BEL),20 JUL 2019,1191
40,13:05.27,Nicholas KIPKORIR,29 SEP 1998,KEN,8,,"Khalifa International Stadium, Doha (QAT)",30 SEP 2019,1190
41,13:05.48,Nicholas KIPKORIR,29 SEP 1998,KEN,3,,"Olympic Stadium, London (GBR)",20 JUL 2019,1190
42,13:05.63,Stewart MCSWEYN,01 JUN 1995,AUS,4,,"Olympic Stadium, London (GBR)",20 JUL 2019,1189
43,13:05.70,Paul CHELIMO,27 OCT 1990,USA,6,,"Stade Olympique de la Pontaise, Lausanne (SUI)",05 JUL 2019,1189
44,13:05.94,Telahun Haile BEKELE,13 MAY 1999,ETH,5,,"Shanghai Stadium, Shanghai (CHN)",18 MAY 2019,1188
45,13:06.10,Paul Kipngetich TANUI,22 DEC 1990,KEN,7,,"Stade Olympique de la Pontaise, Lausanne (SUI)",05 JUL 2019,1187
46,13:06.16,Nicholas KIPKORIR,29 SEP 1998,KEN,6,,"Shanghai Stadium, Shanghai (CHN)",18 MAY 2019,1187
47,13:06.21,Andrew BUTCHART,14 OCT 1991,GBR,5,,"Olympic Stadium, London (GBR)",20 JUL 2019,1187
48,13:06.29,Stanley Waithaka MBURU,09 APR 2000,KEN,7,,"Letzigrund, Zürich (SUI)",29 AUG 2019,1187
49,13:06.68,Joshua CHEPTEGEI,12 SEP 1996,UGA,7,,"Shanghai Stadium, Shanghai (CHN)",18 MAY 2019,1185
50,13:07.35,Nicholas KIPKORIR,29 SEP 1998,KEN,8,,"Stade Olympique de la Pontaise, Lausanne (SUI)",05 JUL 2019,1183
51,13:07.40,Rhonex KIPRUTO,12 OCT 1999,KEN,6,,"Olympic Stadium, London (GBR)",20 JUL 2019,1183
52,13:07.55,Davis KIPLANGAT,10 JUL 1998,KEN,4,,"Blankers-Koen Stadion, Hengelo (NED)",09 JUN 2019,1182
53,13:07.84,Yemaneberhan CRIPPA,15 OCT 1996,ITA,7,,"Olympic Stadium, London (GBR)",20 JUL 2019,1181
54,13:08.09,Davis KIPLANGAT,10 JUL 1998,KEN,9,,"Stade Olympique de la Pontaise, Lausanne (SUI)",05 JUL 2019,1180
55,13:08.97,Stanley Waithaka MBURU,09 APR 2000,KEN,8,,"Shanghai Stadium, Shanghai (CHN)",18 MAY 2019,1177
56,13:09.33,Andrew BUTCHART,14 OCT 1991,GBR,8,,"Stadio Olimpico, Roma (ITA)",06 JUN 2019,1176
57,13:09.52,Yemaneberhan CRIPPA,15 OCT 1996,ITA,9,,"Stadio Olimpico, Roma (ITA)",06 JUN 2019,1175
58,13:09.59,Hagos GEBRHIWET,11 MAY 1994,ETH,10,,"Stade Olympique de la Pontaise, Lausanne (SUI)",05 JUL 2019,1175
59,13:09.76,Justyn KNIGHT,19 JUL 1996,CAN,10,,"Stadio Olimpico, Roma (ITA)",06 JUN 2019,1174
