Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,12:54.83,Muktar EDRIS,14 JAN 1994,ETH,1,,"Olympiastadion, Stockholm (SWE)",21 AUG 2014,1229
2,12:56.16,Thomas Pkemei LONGOSIWA,14 JAN 1982,KEN,2,,"Olympiastadion, Stockholm (SWE)",21 AUG 2014,1224
3,12:59.17,Caleb Mwangangi NDIKU,09 OCT 1992,KEN,3,,"Olympiastadion, Stockholm (SWE)",21 AUG 2014,1213
4,12:59.82,Edwin Cheruiyot SOI,03 MAR 1986,KEN,1,,Paris (FRA),05 JUL 2014,1210
5,13:00.21,Yenew ALAMIREW,27 MAY 1990,ETH,2,,Paris (FRA),05 JUL 2014,1209
6,13:00.53,Paul Kipngetich TANUI,22 DEC 1990,KEN,3,,Paris (FRA),05 JUL 2014,1208
7,13:00.99,Galen RUPP,08 MAY 1986,USA,4,,Paris (FRA),05 JUL 2014,1206
8,13:01.57,Yenew ALAMIREW,27 MAY 1990,ETH,1,,"Bislett Stadion, Oslo (NOR)",11 JUN 2014,1204
9,13:01.71,Caleb Mwangangi NDIKU,09 OCT 1992,KEN,1,,"Hayward Field, Eugene, OR (USA)",31 MAY 2014,1203
10,13:01.74,Thomas Pkemei LONGOSIWA,14 JAN 1982,KEN,5,,Paris (FRA),05 JUL 2014,1203
11,13:02.15,Caleb Mwangangi NDIKU,09 OCT 1992,KEN,2,,"Bislett Stadion, Oslo (NOR)",11 JUN 2014,1202
12,13:02.74,Ben TRUE,29 DEC 1985,USA,1f1,,"Palo Alto, CA (USA)",04 MAY 2014,1200
13,13:02.80,Hassan MEAD,28 AUG 1989,USA,2f1,,"Palo Alto, CA (USA)",04 MAY 2014,1199
14,13:02.91,Yenew ALAMIREW,27 MAY 1990,ETH,2,,"Hayward Field, Eugene, OR (USA)",31 MAY 2014,1199
15,13:03.35,Galen RUPP,08 MAY 1986,USA,3,,"Bislett Stadion, Oslo (NOR)",11 JUN 2014,1197
16,13:03.85,Lawi LALANG,15 JUN 1991,KEN,6,,Paris (FRA),05 JUL 2014,1196
17,13:04.68,Thomas Pkemei LONGOSIWA,14 JAN 1982,KEN,4,,"Bislett Stadion, Oslo (NOR)",11 JUN 2014,1192
18,13:04.83,Yenew ALAMIREW,27 MAY 1990,ETH,1,,"Shanghai Stadium, Shanghai (CHN)",18 MAY 2014,1192
19,13:04.92,Edwin Cheruiyot SOI,03 MAR 1986,KEN,3,,"Hayward Field, Eugene, OR (USA)",31 MAY 2014,1192
20,13:05.44,Thomas Pkemei LONGOSIWA,14 JAN 1982,KEN,2,,"Shanghai Stadium, Shanghai (CHN)",18 MAY 2014,1190
21,13:05.97,Galen RUPP,08 MAY 1986,USA,4,,"Olympiastadion, Stockholm (SWE)",21 AUG 2014,1188
22,13:06.12,Albert ROP,17 JUL 1992,BRN,4,,"Hayward Field, Eugene, OR (USA)",31 MAY 2014,1187
22,13:06.12,Augustine Kiprono CHOGE,21 JAN 1987,KEN,1,,"Olympiastadion, Berlin (GER)",31 AUG 2014,1187
24,13:06.68,Bernard LAGAT,12 DEC 1974,USA,2,,"Olympiastadion, Berlin (GER)",31 AUG 2014,1185
25,13:06.71,Augustine Kiprono CHOGE,21 JAN 1987,KEN,1f1,,Heusden-Zolder (BEL),19 JUL 2014,1185
26,13:06.88,Hagos GEBRHIWET,11 MAY 1994,ETH,3,,"Shanghai Stadium, Shanghai (CHN)",18 MAY 2014,1184
27,13:07.01,Caleb Mwangangi NDIKU,09 OCT 1992,KEN,1,,"Letzigrund, Zürich (SUI)",28 AUG 2014,1184
28,13:07.32,Muktar EDRIS,14 JAN 1994,ETH,2,,"Letzigrund, Zürich (SUI)",28 AUG 2014,1183
29,13:07.55,Isiah Kiplangat KOECH,19 DEC 1993,KEN,5,,"Hayward Field, Eugene, OR (USA)",31 MAY 2014,1182
30,13:07.60,John KIPKOECH,29 DEC 1991,KEN,3,,"Olympiastadion, Berlin (GER)",31 AUG 2014,1182
31,13:07.68,Edwin Cheruiyot SOI,03 MAR 1986,KEN,5,,"Olympiastadion, Stockholm (SWE)",21 AUG 2014,1182
32,13:07.81,Hassan MEAD,28 AUG 1989,USA,6,,"Olympiastadion, Stockholm (SWE)",21 AUG 2014,1181
33,13:07.82,Galen RUPP,08 MAY 1986,USA,3,,"Letzigrund, Zürich (SUI)",28 AUG 2014,1181
34,13:07.95,Lopez LOMONG,01 JAN 1985,USA,3f1,,"Palo Alto, CA (USA)",04 MAY 2014,1181
35,13:08.18,Chris DERRICK,17 OCT 1990,USA,4f1,,"Palo Alto, CA (USA)",04 MAY 2014,1180
36,13:08.23,John KIPKOECH,29 DEC 1991,KEN,4,,"Shanghai Stadium, Shanghai (CHN)",18 MAY 2014,1180
37,13:08.35,Paul Kipngetich TANUI,22 DEC 1990,KEN,4,,"Olympiastadion, Berlin (GER)",31 AUG 2014,1179
38,13:08.36,Edwin Cheruiyot SOI,03 MAR 1986,KEN,5,,"Bislett Stadion, Oslo (NOR)",11 JUN 2014,1179
39,13:08.46,Isiah Kiplangat KOECH,19 DEC 1993,KEN,6,,"Bislett Stadion, Oslo (NOR)",11 JUN 2014,1179
40,13:08.47,Caleb Mwangangi NDIKU,09 OCT 1992,KEN,7,,Paris (FRA),05 JUL 2014,1179
41,13:08.63,Evan JAGER,08 MAR 1989,USA,5f1,,"Palo Alto, CA (USA)",04 MAY 2014,1178
42,13:08.67,Thomas Pkemei LONGOSIWA,14 JAN 1982,KEN,4,,"Letzigrund, Zürich (SUI)",28 AUG 2014,1178
43,13:08.76,Lopez LOMONG,01 JAN 1985,USA,5,,"Olympiastadion, Berlin (GER)",31 AUG 2014,1178
44,13:08.79,Edwin Cheruiyot SOI,03 MAR 1986,KEN,5,,"Shanghai Stadium, Shanghai (CHN)",18 MAY 2014,1178
45,13:08.88,Birhanu LEGESE,11 SEP 1994,ETH,6,,"Shanghai Stadium, Shanghai (CHN)",18 MAY 2014,1177
46,13:09.08,Muktar EDRIS,14 JAN 1994,ETH,8,,Paris (FRA),05 JUL 2014,1177
47,13:09.17,Hayle IBRAHIMOV,18 JAN 1990,AZE,5,,"Letzigrund, Zürich (SUI)",28 AUG 2014,1176
48,13:09.51,Lawi LALANG,15 JUN 1991,KEN,6,,"Letzigrund, Zürich (SUI)",28 AUG 2014,1175
49,13:09.58,John KIPKOECH,29 DEC 1991,KEN,2f1,,Heusden-Zolder (BEL),19 JUL 2014,1175
50,13:09.67,Ibrahim JEILAN,12 JUN 1989,ETH,9,,Paris (FRA),05 JUL 2014,1174
51,13:09.73,Dejen GEBREMESKEL,24 NOV 1989,ETH,7,,"Bislett Stadion, Oslo (NOR)",11 JUN 2014,1174
52,13:10.38,Albert ROP,17 JUL 1992,BRN,7,,"Shanghai Stadium, Shanghai (CHN)",18 MAY 2014,1172
53,13:11.02,John KIPKOECH,29 DEC 1991,KEN,6,,"Hayward Field, Eugene, OR (USA)",31 MAY 2014,1170
54,13:11.09,Hagos GEBRHIWET,11 MAY 1994,ETH,1,,"Hampden Park, Glasgow (GBR)",11 JUL 2014,1169
55,13:11.14,Cornelius KANGOGO,15 DEC 1993,KEN,8,,"Shanghai Stadium, Shanghai (CHN)",18 MAY 2014,1169
56,13:11.16,Augustine Kiprono CHOGE,21 JAN 1987,KEN,7,,"Letzigrund, Zürich (SUI)",28 AUG 2014,1169
57,13:11.24,Ben TRUE,29 DEC 1985,USA,8,,"Letzigrund, Zürich (SUI)",28 AUG 2014,1169
58,13:11.27,Lawi LALANG,15 JUN 1991,KEN,3f1,,Heusden-Zolder (BEL),19 JUL 2014,1169
59,13:11.50,Andy VERNON,07 JAN 1986,GBR,6f1,,"Palo Alto, CA (USA)",04 MAY 2014,1168
60,13:11.76,Yenew ALAMIREW,27 MAY 1990,ETH,2,,"Hampden Park, Glasgow (GBR)",11 JUL 2014,1167
61,13:11.80,Yigrem DEMELASH,26 JAN 1994,ETH,6,,"Olympiastadion, Berlin (GER)",31 AUG 2014,1167
62,13:11.94,Imane MERGA,15 OCT 1988,ETH,10,,Paris (FRA),05 JUL 2014,1166
63,13:12.07,Caleb Mwangangi NDIKU,09 OCT 1992,KEN,1,,"Hampden Park, Glasgow (GBR)",27 JUL 2014,1166
64,13:12.22,Bouabdellah TAHRI,20 DEC 1978,FRA,9,,"Shanghai Stadium, Shanghai (CHN)",18 MAY 2014,1165
65,13:12.40,Hagos GEBRHIWET,11 MAY 1994,ETH,7,,"Olympiastadion, Stockholm (SWE)",21 AUG 2014,1165
66,13:12.41,Kinde ATANAW,15 APR 1993,ETH,1f1,,Carquefou (FRA),20 JUN 2014,1165
67,13:12.72,Wilfred KIMITEI,11 MAR 1985,KEN,2f1,,Carquefou (FRA),20 JUN 2014,1163
68,13:12.75,Paul Kipngetich TANUI,22 DEC 1990,KEN,9,,"Letzigrund, Zürich (SUI)",28 AUG 2014,1163
69,13:12.94,Jonathan Muia NDIKU,18 SEP 1991,KEN,10,,"Shanghai Stadium, Shanghai (CHN)",18 MAY 2014,1163
70,13:13.03,Cornelius KANGOGO,15 DEC 1993,KEN,8,,"Bislett Stadion, Oslo (NOR)",11 JUN 2014,1162
71,13:13.04,Getaneh MOLLA,10 JAN 1994,ETH,3f1,,Carquefou (FRA),20 JUN 2014,1162
72,13:13.16,Kenneth Kiprop KIPKEMOI,02 AUG 1984,KEN,4f1,,Heusden-Zolder (BEL),19 JUL 2014,1162
73,13:13.19,Hagos GEBRHIWET,11 MAY 1994,ETH,7,,"Hayward Field, Eugene, OR (USA)",31 MAY 2014,1162
74,13:13.30,Ben TRUE,29 DEC 1985,USA,11,,Paris (FRA),05 JUL 2014,1161
75,13:13.33,Ben TRUE,29 DEC 1985,USA,8,,"Olympiastadion, Stockholm (SWE)",21 AUG 2014,1161
76,13:13.52,Edwin Cheruiyot SOI,03 MAR 1986,KEN,3,,"Hampden Park, Glasgow (GBR)",11 JUL 2014,1161
77,13:13.67,Andrew BUMBALOUGH,14 MAR 1987,USA,9,,"Bislett Stadion, Oslo (NOR)",11 JUN 2014,1160
78,13:14.02,Thomas Pkemei LONGOSIWA,14 JAN 1982,KEN,4,,"Hampden Park, Glasgow (GBR)",11 JUL 2014,1159
79,13:14.06,Isiah Kiplangat KOECH,19 DEC 1993,KEN,2,,"Hampden Park, Glasgow (GBR)",27 JUL 2014,1159
80,13:14.23,Augustine Kiprono CHOGE,21 JAN 1987,KEN,8,,"Hayward Field, Eugene, OR (USA)",31 MAY 2014,1158
81,13:14.31,Ryan HILL,31 JAN 1990,USA,7f1,,"Palo Alto, CA (USA)",04 MAY 2014,1158
82,13:14.45,Albert ROP,17 JUL 1992,BRN,1,,"Le Grande Stade, Marrakesh (MAR)",08 JUN 2014,1157
83,13:14.51,Chris DERRICK,17 OCT 1990,USA,5f1,,Heusden-Zolder (BEL),19 JUL 2014,1157
84,13:14.59,Leul GEBRESILASE,20 SEP 1992,ETH,4f1,,Carquefou (FRA),20 JUN 2014,1157
85,13:14.64,Bernard KIMANI,30 SEP 1993,KEN,1f3,,Nobeoka (JPN),10 MAY 2014,1157
86,13:14.69,Zane ROBERTSON,14 NOV 1989,NZL,7,,"Olympiastadion, Berlin (GER)",31 AUG 2014,1156
87,13:14.89,Ilias FIFA,16 MAY 1989,MAR,2,,"Le Grande Stade, Marrakesh (MAR)",08 JUN 2014,1156
