Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,12:51.21,,Eliud KIPCHOGE,05 NOV 1984,KEN,1,,"Suhaim bin Hamad Stadium, Doha (QAT)",14 MAY 2010,1242
2,12:51.45,,Vincent Kiprop CHEPKOK,05 JUL 1988,KEN,2,,"Suhaim bin Hamad Stadium, Doha (QAT)",14 MAY 2010,1241
3,12:53.46,,Mark Kosgei KIPTOO,21 JUN 1976,KEN,1,,"Olympiastadion, Stockholm (SWE)",06 AUG 2010,1234
4,12:53.56,,Dejen GEBREMESKEL,24 NOV 1989,ETH,2,,"Olympiastadion, Stockholm (SWE)",06 AUG 2010,1233
5,12:53.58,,Imane MERGA,15 OCT 1988,ETH,3,,"Olympiastadion, Stockholm (SWE)",06 AUG 2010,1233
6,12:53.97,,Tariku BEKELE,28 FEB 1987,ETH,2,,"Bislett Stadion, Oslo (NOR)",04 JUN 2010,1232
7,12:54.12,,Bernard LAGAT,12 DEC 1974,USA,3,,"Bislett Stadion, Oslo (NOR)",04 JUN 2010,1231
8,12:55.06,,Lucas Kimeli ROTICH,16 APR 1990,KEN,4,,"Bislett Stadion, Oslo (NOR)",04 JUN 2010,1228
9,12:55.53,,Chris SOLINSKY,05 DEC 1984,USA,5,,"Olympiastadion, Stockholm (SWE)",06 AUG 2010,1226
10,12:55.95,,Josphat Kiprono MENJO,20 AUG 1979,KEN,1,,Turku (FIN),18 AUG 2010,1224
11,12:57.25,,Alemayehu BEZABEH,22 SEP 1986,ESP,7,,"Bislett Stadion, Oslo (NOR)",04 JUN 2010,1220
12,12:57.83,,Mathew Kipkoech KISORIO,16 MAY 1989,KEN,8,,"Bislett Stadion, Oslo (NOR)",04 JUN 2010,1218
13,12:57.94,,Mo FARAH,23 MAR 1983,GBR,5,,"Letzigrund, Zürich (SUI)",19 AUG 2010,1217
14,12:58.51,,Bekana DABA,29 JUL 1988,ETH,9,,"Bislett Stadion, Oslo (NOR)",04 JUN 2010,1215
15,12:58.91,,Edwin Cheruiyot SOI,03 MAR 1986,KEN,6,,"Letzigrund, Zürich (SUI)",19 AUG 2010,1214
16,12:59.15,,Leonard Patrick KOMON,10 JAN 1988,KEN,10,,"Bislett Stadion, Oslo (NOR)",04 JUN 2010,1213
17,12:59.72,,Chesari Kirui JACOB,06 APR 1984,KEN,1f1,,Heusden-Zolder (BEL),10 JUL 2010,1211
18,13:00.04,,Titus Kipjumba MBISHEI,28 OCT 1990,KEN,7,,"Olympiastadion, Stockholm (SWE)",06 AUG 2010,1209
19,13:00.12,,Sammy Alex MUTAHI,01 JUN 1989,KEN,2,,"Stadio Olimpico, Roma (ITA)",10 JUN 2010,1209
