Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,12:35.36,Joshua CHEPTEGEI,12 SEP 1996,UGA,1,,"Stade Louis II, Monaco (MON)",14 AUG 2020,1302
2,12:47.20,Mohammed AHMED,05 JAN 1991,CAN,1,,"Jesuit High School Track, Portland, OR (USA)",10 JUL 2020,1257
3,12:48.63,Jacob KIPLIMO,14 NOV 2000,UGA,1,,"Mestský Stadion, Ostrava (CZE)",08 SEP 2020,1252
4,12:49.08,Selemon BAREGA,20 JAN 2000,ETH,2,,"Mestský Stadion, Ostrava (CZE)",08 SEP 2020,1250
5,12:51.78,Nicholas KIPKORIR,29 SEP 1998,KEN,2,,"Stade Louis II, Monaco (MON)",14 AUG 2020,1240
6,12:58.78,Lopez LOMONG,01 JAN 1985,USA,2,,"Jesuit High School Track, Portland, OR (USA)",10 JUL 2020,1214
7,13:02.26,Yemaneberhan CRIPPA,15 OCT 1996,ITA,3,,"Mestský Stadion, Ostrava (CZE)",08 SEP 2020,1201
8,13:08.32,Nicholas KIPKORIR,29 SEP 1998,KEN,1,,"Nyayo National Stadium, Nairobi (KEN)",03 OCT 2020,1179
9,13:08.91,Berihu AREGAWI,28 FEB 2001,ETH,2,,"Nyayo National Stadium, Nairobi (KEN)",03 OCT 2020,1177
10,13:09.83,Stewart MCSWEYN,01 JUN 1995,AUS,1,,"Slottsskogsvallen, Göteborg (SWE)",29 AUG 2020,1174
11,13:10.64,Jonathan Muia NDIKU,18 SEP 1991,KEN,1f4,,"Prefectural Stadium, Kumagaya (JPN)",20 SEP 2020,1171
12,13:11.10,Benard KIBET,25 NOV 1999,KEN,2f4,,"Prefectural Stadium, Kumagaya (JPN)",20 SEP 2020,1169
13,13:11.22,Sean MCGORTY,08 MAR 1995,USA,1,,"Jesuit High School Track, Portland, OR (USA)",30 JUN 2020,1169
14,13:11.32,Jacob KROP,04 JUN 2001,KEN,3,,"Stade Louis II, Monaco (MON)",14 AUG 2020,1168
15,13:11.68,Grant FISHER,22 APR 1997,USA,2,,"Jesuit High School Track, Portland, OR (USA)",30 JUN 2020,1167
16,13:11.77,Benard KIBET,25 NOV 1999,KEN,1f1,,"Athletic Track, Abashiri (JPN)",15 JUL 2020,1167
17,13:11.88,Jacob KROP,04 JUN 2001,KEN,3,,"Nyayo National Stadium, Nairobi (KEN)",03 OCT 2020,1166
18,13:12.12,Evan JAGER,08 MAR 1989,USA,3,,"Jesuit High School Track, Portland, OR (USA)",30 JUN 2020,1166
19,13:12.84,Yomif KEJELCHA,01 AUG 1997,ETH,1,,"Blankers-Koen Stadion, Hengelo (NED)",10 OCT 2020,1163
20,13:13.06,Mike FOPPEN,29 NOV 1996,NED,4,,"Stade Louis II, Monaco (MON)",14 AUG 2020,1162
21,13:13.14,Ouassim OUMAIZ,30 MAR 1999,ESP,5,,"Stade Louis II, Monaco (MON)",14 AUG 2020,1162
22,13:13.22,Stewart MCSWEYN,01 JUN 1995,AUS,6,,"Stade Louis II, Monaco (MON)",14 AUG 2020,1162
23,13:15.28,Ryan HILL,31 JAN 1990,USA,4,,"Jesuit High School Track, Portland, OR (USA)",30 JUN 2020,1154
24,13:15.77,Jimmy GRESSIER,04 MAY 1997,FRA,7,,"Stade Louis II, Monaco (MON)",14 AUG 2020,1152
25,13:15.83,Justus SOGET,22 OCT 1999,KEN,1f13,,"Athletics Stadium, Konosu (JPN)",24 OCT 2020,1152
26,13:16.05,Stewart MCSWEYN,01 JUN 1995,AUS,2,,"Blankers-Koen Stadion, Hengelo (NED)",10 OCT 2020,1151
27,13:16.61,Benard KIMELI,10 SEP 1995,KEN,1f1,,"Athletics Stadium, Fukagawa (JPN)",08 JUL 2020,1149
28,13:16.63,Matthew RAMSDEN,23 JUL 1997,AUS,2,,"Slottsskogsvallen, Göteborg (SWE)",29 AUG 2020,1149
29,13:16.75,Luis GRIJALVA,10 APR 1999,GUA,1f4,,"JSerra Catholic HS, San Juan Capistrano, CA (USA)",04 DEC 2020,1149
30,13:17.13,Cooper TEARE,18 AUG 1999,USA,2f4,,"JSerra Catholic HS, San Juan Capistrano, CA (USA)",04 DEC 2020,1148
31,13:17.40,Titus WANBUA,14 AUG 1997,KEN,1f1,,"Aoba Park Athletic Field, Chitose (JPN)",18 JUL 2020,1147
32,13:17.52,Ouassim OUMAIZ,30 MAR 1999,ESP,4,,"Mestský Stadion, Ostrava (CZE)",08 SEP 2020,1146
33,13:17.55,Andrew HUNTER,05 SEP 1997,USA,3f4,,"JSerra Catholic HS, San Juan Capistrano, CA (USA)",04 DEC 2020,1146
34,13:17.95,Abdessamad OUKHELFEN,18 DEC 1998,ESP,5,,"Mestský Stadion, Ostrava (CZE)",08 SEP 2020,1145
35,13:17.98,Jonathan Muia NDIKU,18 SEP 1991,KEN,2f1,,"Athletics Stadium, Fukagawa (JPN)",08 JUL 2020,1145
36,13:18.01,Suldan HASSAN,01 APR 1998,SWE,3,,"Slottsskogsvallen, Göteborg (SWE)",29 AUG 2020,1144
36,13:18.01,Justus SOGET,22 OCT 1999,KEN,1f7,,"Athletics Stadium, Konosu (JPN)",21 SEP 2020,1144
38,13:18.49,Yuta BANDO,21 NOV 1996,JPN,1,,"Yanmar Stadium Nagai, Osaka (JPN)",04 DEC 2020,1143
39,13:18.57,Sam ATKIN,14 MAR 1993,GBR,4f4,,"JSerra Catholic HS, San Juan Capistrano, CA (USA)",04 DEC 2020,1142
40,13:18.68,Eric AVILA,03 OCT 1989,USA,5f4,,"JSerra Catholic HS, San Juan Capistrano, CA (USA)",04 DEC 2020,1142
41,13:18.76,Richard YATOR,04 JUN 1998,KEN,3f1,,"Athletics Stadium, Fukagawa (JPN)",08 JUL 2020,1142
42,13:18.99,Hyuga ENDO,05 AUG 1998,JPN,2f1,,"Aoba Park Athletic Field, Chitose (JPN)",18 JUL 2020,1141
43,13:19.10,Ronald KWEMOI,19 SEP 1995,KEN,2f13,,"Athletics Stadium, Konosu (JPN)",24 OCT 2020,1141
44,13:19.65,Henrik INGEBRIGTSEN,24 FEB 1991,NOR,1f9,,"Bislett Stadion, Oslo (NOR)",29 JUN 2020,1139
45,13:19.69,Ronald KWEMOI,19 SEP 1995,KEN,2f7,,"Athletics Stadium, Konosu (JPN)",21 SEP 2020,1138
46,13:20.08,Jonas RAESS,08 MAR 1994,SUI,4,,"Slottsskogsvallen, Göteborg (SWE)",29 AUG 2020,1137
47,13:20.39,Vincent Kibet YEGON,05 DEC 2000,KEN,2f1,,"Athletic Track, Abashiri (JPN)",15 JUL 2020,1136
48,13:20.55,Justus SOGET,22 OCT 1999,KEN,,,"Yanmar Stadium Nagai, Osaka (JPN)",04 DEC 2020,1135
49,13:21.22,Wesley LEDAMA,02 JUL 1999,KEN,3f1,,"Aoba Park Athletic Field, Chitose (JPN)",18 JUL 2020,1133
50,13:21.39,Amos KURGAT,07 MAR 1992,KEN,,,"Yanmar Stadium Nagai, Osaka (JPN)",04 DEC 2020,1132
51,13:21.59,Victor Kipkirui KORIR,14 AUG 2002,KEN,4f1,,"Aoba Park Athletic Field, Chitose (JPN)",18 JUL 2020,1132
52,13:21.78,Edward CHESEREK,02 FEB 1994,KEN,1,,"Los Angeles, CA (USA)",22 AUG 2020,1131
53,13:22.40,Anthony KIBE,27 MAR 2003,KEN,4f1,,"Athletics Stadium, Fukagawa (JPN)",08 JUL 2020,1129
54,13:22.42,Dominic LANGAT,15 MAY 1995,KEN,3f4,,"Prefectural Stadium, Kumagaya (JPN)",20 SEP 2020,1129
55,13:22.44,Charles PHILIBERT-THIBOUTOT,31 DEC 1990,CAN,6f4,,"JSerra Catholic HS, San Juan Capistrano, CA (USA)",04 DEC 2020,1129
56,13:22.58,Jackson Kavesa MUEMA,03 SEP 2001,KEN,5f1,,"Athletics Stadium, Fukagawa (JPN)",08 JUL 2020,1128
57,13:22.60,Yuta BANDO,21 NOV 1996,JPN,4f4,,"Prefectural Stadium, Kumagaya (JPN)",20 SEP 2020,1128
58,13:23.38,Sam ATKIN,14 MAR 1993,GBR,2,,"Los Angeles, CA (USA)",22 AUG 2020,1125
59,13:23.52,Evans Keitany KIPTUM,27 NOV 1999,KEN,6f1,,"Athletics Stadium, Fukagawa (JPN)",08 JUL 2020,1125
60,13:23.71,Mohamed ABDILAAHI,24 MAR 1999,GER,1f1,,"Stadion De Veen, Heusden-Zolder (BEL)",06 SEP 2020,1124
61,13:23.97,Per SVELA,19 MAR 1992,NOR,8,,"Stade Louis II, Monaco (MON)",14 AUG 2020,1123
62,13:23.99,Samwel MASAI,20 MAR 2001,KEN,1f8,,"Kokushikan University Stadium, Tama (JPN)",03 OCT 2020,1123
63,13:24.03,Andreas VOJTA,09 JUN 1989,AUT,6,,"Mestský Stadion, Ostrava (CZE)",08 SEP 2020,1123
64,13:24.13,Said EL OTMANI,14 OCT 1991,ITA,7,,"Mestský Stadion, Ostrava (CZE)",08 SEP 2020,1123
65,13:24.29,Hiroki MATSUEDA,20 MAY 1993,JPN,5f1,,"Aoba Park Athletic Field, Chitose (JPN)",18 JUL 2020,1122
66,13:24.46,Mohamed ABDILAAHI,24 MAR 1999,GER,1f1,,"Stadion Rote Erde, Dortmund (GER)",15 AUG 2020,1122
67,13:24.53,Benard KIMELI,10 SEP 1995,KEN,,,"Yanmar Stadium Nagai, Osaka (JPN)",04 DEC 2020,1121
68,13:24.54,Mathew KIMELI,01 APR 1998,KEN,3,,"Blankers-Koen Stadion, Hengelo (NED)",10 OCT 2020,1121
69,13:24.55,Samwel MASAI,20 MAR 2001,KEN,1f16,,"NITTAIDAI Athletic Stadium, Yokohama (JPN)",06 DEC 2020,1121
70,13:24.78,Hiroki MATSUEDA,20 MAY 1993,JPN,2,,"Yanmar Stadium Nagai, Osaka (JPN)",04 DEC 2020,1120
71,13:25.06,Ryan GREGSON,26 APR 1990,AUS,5,,"Slottsskogsvallen, Göteborg (SWE)",29 AUG 2020,1119
72,13:25.28,Alex CHERONO,30 DEC 2000,KEN,1f4,,"Chukyo Univ. Stadium, Toyota (JPN)",26 SEP 2020,1119
73,13:25.29,Mogeni Benuel MAGOMA,11 MAR 2001,KEN,5f4,,"Prefectural Stadium, Kumagaya (JPN)",20 SEP 2020,1119
74,13:25.52,Robin HENDRIX,14 JAN 1995,BEL,2f1,,"Stadion De Veen, Heusden-Zolder (BEL)",06 SEP 2020,1118
75,13:25.65,Charles Kamau WANJIKU,16 MAY 2000,KEN,2f16,,"NITTAIDAI Athletic Stadium, Yokohama (JPN)",06 DEC 2020,1117
76,13:25.74,Titus WANBUA,14 AUG 1997,KEN,1f1,,"Athletics Stadium, Shibetsu (JPN)",04 JUL 2020,1117
77,13:25.87,Yamato YOSHII,14 FEB 2002,JPN,3,,"Yanmar Stadium Nagai, Osaka (JPN)",04 DEC 2020,1117
78,13:26.01,Jonas RAESS,08 MAR 1994,SUI,2f1,,"Stadion Rote Erde, Dortmund (GER)",15 AUG 2020,1116
79,13:26.25,Hiroki MATSUEDA,20 MAY 1993,JPN,7f1,,"Athletics Stadium, Fukagawa (JPN)",08 JUL 2020,1115
80,13:26.56,Elzan BIBIĆ,08 JAN 1999,SRB,8,,"Mestský Stadion, Ostrava (CZE)",08 SEP 2020,1114
81,13:26.70,Muthoni MUIRU,27 MAR 1998,KEN,3f16,,"NITTAIDAI Athletic Stadium, Yokohama (JPN)",06 DEC 2020,1114
82,13:26.85,Thierry NDIKUMWENAYO,26 MAR 1997,BDI,1,,Castellón (ESP),24 AUG 2020,1113
83,13:26.86,Anthony KIBE,27 MAR 2003,KEN,2f1,,"Athletics Stadium, Shibetsu (JPN)",04 JUL 2020,1113
84,13:26.92,Musio SAIDAMU,12 OCT 2000,KEN,4f13,,"Athletics Stadium, Konosu (JPN)",24 OCT 2020,1113
85,13:26.96,Charles Karanja KAMAU,05 AUG 1997,KEN,4f16,,"NITTAIDAI Athletic Stadium, Yokohama (JPN)",06 DEC 2020,1113
86,13:27.34,Taku FUJIMOTO,11 SEP 1989,JPN,2f4,,"Chukyo Univ. Stadium, Toyota (JPN)",26 SEP 2020,1111
87,13:27.37,Cleophas Kandie MEYAN,14 AUG 2000,KEN,3f1,,"Athletics Stadium, Shibetsu (JPN)",04 JUL 2020,1111
88,13:27.42,Musio SAIDAMU,12 OCT 2000,KEN,5f16,,"NITTAIDAI Athletic Stadium, Yokohama (JPN)",06 DEC 2020,1111
89,13:27.47,Hugo HAY,28 MAR 1997,FRA,6,,"Slottsskogsvallen, Göteborg (SWE)",29 AUG 2020,1111
90,13:27.53,Matthew RAMSDEN,23 JUL 1997,AUS,1,,"WA Sports Centre, Perth (AUS)",26 JUN 2020,1111
91,13:27.54,Jackson Kavesa MUEMA,03 SEP 2001,KEN,5f13,,"Athletics Stadium, Konosu (JPN)",24 OCT 2020,1111
92,13:27.84,Samuel KIBET,23 SEP 2001,UGA,4,,"Nyayo National Stadium, Nairobi (KEN)",03 OCT 2020,1110
93,13:28.30,Shu HASEGAWA,25 NOV 1997,JPN,3f1,,"Athletic Track, Abashiri (JPN)",15 JUL 2020,1108
94,13:28.31,Yamato YOSHII,14 FEB 2002,JPN,6f1,,"Aoba Park Athletic Field, Chitose (JPN)",18 JUL 2020,1108
95,13:28.33,Oliver HOARE,29 JAN 1997,AUS,3,,"Los Angeles, CA (USA)",22 AUG 2020,1108
96,13:28.59,Evans YEGO,05 SEP 1995,KEN,2f8,,"Kokushikan University Stadium, Tama (JPN)",03 OCT 2020,1107
