Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,12:49.53,,Kenenisa BEKELE,13 JUN 1982,ETH,1,,Zaragoza (ESP),28 JUL 2007,1248
2,12:50.16,,Sileshi SIHINE,29 JAN 1983,ETH,1,,"Boudewijnstadion, Bruxelles (BEL)",14 SEP 2007,1246
3,12:50.38,,Eliud KIPCHOGE,05 NOV 1984,KEN,2,,"Boudewijnstadion, Bruxelles (BEL)",14 SEP 2007,1245
4,12:50.72,,Moses Ndiema KIPSIRO,02 SEP 1986,UGA,3,,"Boudewijnstadion, Bruxelles (BEL)",14 SEP 2007,1244
5,12:51.00,,Joseph EBUYA,20 JUN 1987,KEN,4,,"Boudewijnstadion, Bruxelles (BEL)",14 SEP 2007,1243
6,12:51.95,,Thomas Pkemei LONGOSIWA,14 JAN 1982,KEN,5,,"Boudewijnstadion, Bruxelles (BEL)",14 SEP 2007,1239
7,12:58.49,,Yusuf Kibet BIWOTT,12 NOV 1986,KEN,6,,"Boudewijnstadion, Bruxelles (BEL)",14 SEP 2007,1215
8,12:59.63,,Abraham CHEBII,23 DEC 1979,KEN,7,,"Boudewijnstadion, Bruxelles (BEL)",14 SEP 2007,1211
9,13:01.60,,Tariku BEKELE,28 FEB 1987,ETH,8,,"Boudewijnstadion, Bruxelles (BEL)",14 SEP 2007,1204
10,13:02.89,,Mushir Salim JAWHER,13 JUN 1978,BRN,3,,"Stadio Olimpico, Roma (ITA)",13 JUL 2007,1199
11,13:03.82,,Ahmed BADAY,15 JUN 1974,MAR,4,,"Stadio Olimpico, Roma (ITA)",13 JUL 2007,1196
12,13:04.79,,Leonard Patrick KOMON,10 JAN 1988,KEN,5,,"Stadio Olimpico, Roma (ITA)",13 JUL 2007,1192
13,13:04.97,,Craig MOTTRAM,18 JUN 1980,AUS,1,,Ostrava (CZE),27 JUN 2007,1191
14,13:05.83,,Abraham CHERKOS,23 SEP 1989,ETH,3,,Ostrava (CZE),27 JUN 2007,1188
15,13:06.51,,Sahle WARGA,30 JAN 1984,ETH,9,,"Boudewijnstadion, Bruxelles (BEL)",14 SEP 2007,1186
16,13:06.52,,Demma Daba BIKILA,18 JUL 1989,ETH,1,,Brasschaat (BEL),21 JUL 2007,1186
17,13:06.69,,Josphat Kiprono MENJO,20 AUG 1979,KEN,1,,Gavá (ESP),30 JUN 2007,1185
18,13:06.71,,Robert Sigei KIPNGETICH,03 JAN 1982,KEN,6,,"Stadio Olimpico, Roma (ITA)",13 JUL 2007,1185
19,13:07.00,,Mo FARAH,23 MAR 1983,GBR,10,,"Boudewijnstadion, Bruxelles (BEL)",14 SEP 2007,1184
20,13:07.10,,Alistair Ian CRAGG,13 JUN 1980,IRL,2,,Brasschaat (BEL),21 JUL 2007,1184
21,13:07.30,,Jonas CHERUIYOT,11 JAN 1984,KEN,7,,"Stadio Olimpico, Roma (ITA)",13 JUL 2007,1183
22,13:07.41,,Matt TEGENKAMP,19 JAN 1982,USA,11,,"Boudewijnstadion, Bruxelles (BEL)",14 SEP 2007,1183
23,13:07.46,,Boniface KIPROP,12 OCT 1985,UGA,8,,"Stadio Olimpico, Roma (ITA)",13 JUL 2007,1182
24,13:07.65,,Markos GENETI,07 JUN 1984,ETH,3,,Brasschaat (BEL),21 JUL 2007,1182
25,13:07.89,,Moses MOSOP,07 JUL 1985,KEN,4,,Ostrava (CZE),27 JUN 2007,1181
26,13:08.81,,Moses Ndiema MASAI,01 JUN 1986,KEN,1,,Beograd (SRB),29 MAY 2007,1178
27,13:09.85,,Hosea Mwok MACHARINYANG,12 JUN 1986,KEN,2,,Beograd (SRB),29 MAY 2007,1174
28,13:10.21,,Edwin Cheruiyot SOI,03 MAR 1986,KEN,1,,"Stade Olympique de la Pontaise, Lausanne (SUI)",10 JUL 2007,1172
29,13:10.29,,Gebregziabher GEBREMARIAM,12 OCT 1984,ETH,6,,Ostrava (CZE),27 JUN 2007,1172
30,13:10.68,,Micah Kemboi KOGO,30 JUN 1986,KEN,2,,"Stade Olympique de la Pontaise, Lausanne (SUI)",10 JUL 2007,1171
31,13:11.32,,Terefe Zewdie MEREGA,23 OCT 1982,ETH,9,,Ostrava (CZE),27 JUN 2007,1168
32,13:11.37,,Juan Luis BARRIOS,24 JUN 1983,MEX,1,,"Walnut, CA (USA)",13 APR 2007,1168
33,13:11.85,,Shadrack KOSGEI,24 NOV 1984,KEN,10,,Ostrava (CZE),27 JUN 2007,1167
34,13:11.93,,Anthony FAMIGLIETTI,08 NOV 1978,USA,2,,"Walnut, CA (USA)",13 APR 2007,1166
35,13:12.18,,José David GALVÁN MARTÍNEZ,06 APR 1976,MEX,3,,"Walnut, CA (USA)",13 APR 2007,1165
36,13:12.24,,Chris SOLINSKY,05 DEC 1984,USA,4,,Heusden-Zolder (BEL),28 JUL 2007,1165
37,13:12.29,,Bouabdellah TAHRI,20 DEC 1978,FRA,4,,Villeneuve d'Ascq (FRA),08 JUN 2007,1165
38,13:12.60,,Mark Kosgei KIPTOO,21 JUN 1976,KEN,3,,Beograd (SRB),29 MAY 2007,1164
39,13:13.06,,Gideon NGATUNYI,10 OCT 1986,KEN,1,,Yokohama (JPN),15 APR 2007,1162
40,13:13.08,,Ali ABDOSH,25 AUG 1987,ETH,12,,Ostrava (CZE),27 JUN 2007,1162
41,13:13.18,,Sammy Alex MUTAHI,01 JUN 1989,KEN,1,,Nobeoka (JPN),26 MAY 2007,1162
42,13:13.20,,Takayuki MATSUMIYA,21 FEB 1980,JPN,5,,Heusden-Zolder (BEL),28 JUL 2007,1162
43,13:13.40,,Bernard Kiprop KIPYEGO,16 JUL 1986,KEN,2,,Nobeoka (JPN),26 MAY 2007,1161
44,13:13.95,,Silas KIPRUTO,26 SEP 1984,KEN,6,,Heusden-Zolder (BEL),28 JUL 2007,1159
45,13:14.85,,Jan FITSCHEN,02 MAY 1977,GER,7,,Heusden-Zolder (BEL),28 JUL 2007,1156
46,13:15.16,,Bolota ASMEROM,12 OCT 1978,USA,8,,Heusden-Zolder (BEL),28 JUL 2007,1155
47,13:15.70,,Isaac Kiprono SONGOK,25 APR 1984,KEN,13,,Ostrava (CZE),27 JUN 2007,1153
48,13:15.79,,Khoudir AGGOUNE,05 JAN 1981,ALG,9,,Heusden-Zolder (BEL),28 JUL 2007,1152
49,13:15.87,,Mourad MAROUFIT,26 JAN 1982,MAR,4,,Brasschaat (BEL),21 JUL 2007,1152
50,13:15.91,,Wifred Kipkoech TARAGON,09 JUN 1985,KEN,3,,"Stadio Quercia, Rovereto (ITA)",12 SEP 2007,1152
