Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,12:52.09,Mohamed KATIR,17 FEB 1998,ESP,1,,"Stadio Luigi Ridolfi, Firenze (ITA)",02 JUN 2023,1239
2,12:52.12,Yomif KEJELCHA,01 AUG 1997,ETH,2,,"Stadio Luigi Ridolfi, Firenze (ITA)",02 JUN 2023,1239
3,12:52.97,Luis GRIJALVA,10 APR 1999,GUA,3,,"Stadio Luigi Ridolfi, Firenze (ITA)",02 JUN 2023,1236
4,12:53.81,Joshua CHEPTEGEI,12 SEP 1996,UGA,4,,"Stadio Luigi Ridolfi, Firenze (ITA)",02 JUN 2023,1232
5,12:54.31,Telahun Haile BEKELE,13 MAY 1999,ETH,5,,"Stadio Luigi Ridolfi, Firenze (ITA)",02 JUN 2023,1231
6,12:54.40,William KINCAID,21 SEP 1992,USA,6,,"Stadio Luigi Ridolfi, Firenze (ITA)",02 JUN 2023,1230
7,12:55.16,Joe KLECKER,16 NOV 1996,USA,7,,"Stadio Luigi Ridolfi, Firenze (ITA)",02 JUN 2023,1227
8,12:55.57,Jacob KROP,04 JUN 2001,KEN,8,,"Stadio Luigi Ridolfi, Firenze (ITA)",02 JUN 2023,1226
9,12:56.18,Selemon BAREGA,20 JAN 2000,ETH,9,,"Stadio Luigi Ridolfi, Firenze (ITA)",02 JUN 2023,1224
10,12:56.46,Mohammed AHMED,05 JAN 1991,CAN,10,,"Stadio Luigi Ridolfi, Firenze (ITA)",02 JUN 2023,1223
11,12:56.99,Grant FISHER,22 APR 1997,USA,11,,"Stadio Luigi Ridolfi, Firenze (ITA)",02 JUN 2023,1221
12,12:58.44,Samuel TEFERA,23 OCT 1999,ETH,12,,"Stadio Luigi Ridolfi, Firenze (ITA)",02 JUN 2023,1215
13,12:59.03,Thierry NDIKUMWENAYO,26 MAR 1997,ESP,13,,"Stadio Luigi Ridolfi, Firenze (ITA)",02 JUN 2023,1213
14,13:00.17,Richard ETIR,12 DEC 2003,KEN,1f2,,"Nishishina Athletic Stadium, Nobeoka (JPN)",04 MAY 2023,1209
15,13:00.38,Benard KIBET,25 NOV 1999,KEN,2f2,,"Nishishina Athletic Stadium, Nobeoka (JPN)",04 MAY 2023,1208
16,13:00.90,Emmanuel Korir KIPLAGAT,05 MAY 2002,KEN,3f2,,"Nishishina Athletic Stadium, Nobeoka (JPN)",04 MAY 2023,1206
17,13:01.48,Michael Kiplangat TEMOI,26 MAR 2005,KEN,4f2,,"Nishishina Athletic Stadium, Nobeoka (JPN)",04 MAY 2023,1204
18,13:02.74,Benson KIPLANGAT,17 JUN 2003,KEN,5f2,,"Nishishina Athletic Stadium, Nobeoka (JPN)",04 MAY 2023,1200
