Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,3:51.90,Joe WASKOM,,USA,1f6,,"Dempsey Indoor, Seattle, WA (USA)",28 JAN 2023,1176
2,3:52.03,Brian FAY,09 NOV 1998,IRL,2f6,,"Dempsey Indoor, Seattle, WA (USA)",28 JAN 2023,1175
3,3:52.24,Oliver HOARE,29 JAN 1997,AUS,1,,"Lakeside Stadium, Melbourne (AUS)",23 FEB 2023,1172
4,3:52.76,Nathan GREEN,10 APR 2003,USA,3f6,,"Dempsey Indoor, Seattle, WA (USA)",28 JAN 2023,1165
5,3:53.83,Kieran LUMB,02 AUG 1998,CAN,4f6,,"Dempsey Indoor, Seattle, WA (USA)",28 JAN 2023,1152
5,3:53.83,Samuel TANNER,24 AUG 2000,NZL,2,,"Lakeside Stadium, Melbourne (AUS)",23 FEB 2023,1152
7,3:53.84,Sam ELLIS,,USA,5f6,,"Dempsey Indoor, Seattle, WA (USA)",28 JAN 2023,1151
8,3:54.56,Samuel TANNER,24 AUG 2000,NZL,1,,"Cooks Gardens, Wanganui (NZL)",28 JAN 2023,1142
9,3:55.44,Cameron MYERS,09 JUN 2006,AUS,3,,"Lakeside Stadium, Melbourne (AUS)",23 FEB 2023,1131
10,3:55.48,Callum DAVIES,18 JUL 1999,AUS,4,,"Lakeside Stadium, Melbourne (AUS)",23 FEB 2023,1131
11,3:55.59,Mafori Ryan MPHAHLELE,20 JUN 1998,RSA,1f2,,"Green Point Stadium, Cape Town (RSA)",24 APR 2023,1129
12,3:55.70,Adam FOGG,27 JAN 1999,GBR,1,,"Sportcity Regional Arena, Manchester (GBR)",27 MAY 2023,1128
13,3:55.90,Matthew RAMSDEN,23 JUL 1997,AUS,5,,"Lakeside Stadium, Melbourne (AUS)",23 FEB 2023,1125
14,3:55.98,Luke HOUSER,,USA,6f6,,"Dempsey Indoor, Seattle, WA (USA)",28 JAN 2023,1124
15,3:55.99,Isaiah GIVENS,,USA,1f3,,"Dempsey Indoor, Seattle, WA (USA)",25 FEB 2023,1124
16,3:56.06,Callum DAVIES,18 JUL 1999,AUS,,,"Cooks Gardens, Wanganui (NZL)",28 JAN 2023,1123
17,3:56.27,Elijah Motonei MANANGOI,05 JAN 1993,KEN,2f2,,"Green Point Stadium, Cape Town (RSA)",24 APR 2023,1121
18,3:56.59,Olin HACKER,21 MAY 1997,USA,1,,"Saint Louis University High School, Saint Louis, MO (USA)",01 JUN 2023,1117
