Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,3:49.04,Ronald KWEMOI,19 SEP 1995,KEN,1f1,,"Hayward Field, Eugene, OR (USA)",27 MAY 2017,1213
2,3:49.08,Elijah Motonei MANANGOI,05 JAN 1993,KEN,2f1,,"Hayward Field, Eugene, OR (USA)",27 MAY 2017,1213
3,3:49.64,Timothy CHERUIYOT,20 NOV 1995,KEN,3f1,,"Hayward Field, Eugene, OR (USA)",27 MAY 2017,1205
4,3:51.17,Vincent KIBET,06 MAY 1991,KEN,4f1,,"Hayward Field, Eugene, OR (USA)",27 MAY 2017,1186
5,3:51.99,Clayton MURPHY,26 FEB 1995,USA,5f1,,"Hayward Field, Eugene, OR (USA)",27 MAY 2017,1175
5,3:51.99,Thiago ANDRÉ,04 AUG 1995,BRA,1f2,,"Hayward Field, Eugene, OR (USA)",27 MAY 2017,1175
7,3:52.77,Abdelaati IGUIDER,25 MAR 1987,MAR,6f1,,"Hayward Field, Eugene, OR (USA)",27 MAY 2017,1165
8,3:53.04,Ben BLANKENSHIP,15 DEC 1988,USA,7f1,,"Hayward Field, Eugene, OR (USA)",27 MAY 2017,1162
9,3:53.21,David TORRENCE,26 NOV 1985,PER,1f1,,"Concord, MA (USA)",01 JUN 2017,1159
10,3:53.23,Filip INGEBRIGTSEN,20 APR 1993,NOR,8f1,,"Hayward Field, Eugene, OR (USA)",27 MAY 2017,1159
11,3:53.34,Chris O'HARE,23 NOV 1990,GBR,2f2,,"Hayward Field, Eugene, OR (USA)",27 MAY 2017,1158
12,3:53.50,Bethwell BIRGEN,06 AUG 1988,KEN,9f1,,"Hayward Field, Eugene, OR (USA)",27 MAY 2017,1156
13,3:53.62,Charlie DA'VALL GRICE,07 NOV 1993,GBR,10f1,,"Hayward Field, Eugene, OR (USA)",27 MAY 2017,1154
14,3:53.79,Henrik INGEBRIGTSEN,24 FEB 1991,NOR,3f2,,"Hayward Field, Eugene, OR (USA)",27 MAY 2017,1152
15,3:53.97,Jakub HOLUŠA,20 FEB 1988,CZE,4f2,,"Hayward Field, Eugene, OR (USA)",27 MAY 2017,1150
16,3:54.39,Fouad EL KAAM,27 MAY 1988,MAR,5f2,,"Hayward Field, Eugene, OR (USA)",27 MAY 2017,1144
