Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,3:50.61,Stewart MCSWEYN,01 JUN 1995,AUS,1,,"Dial Regional Athletic Track, Penguin (AUS)",29 DEC 2020,1193
2,3:51.23,Matthew RAMSDEN,23 JUL 1997,AUS,1f1,,"Centro Enrico Mattei, San Donato Milanese (ITA)",05 SEP 2020,1185
3,3:52.08,Yemaneberhan CRIPPA,15 OCT 1996,ITA,2f1,,"Centro Enrico Mattei, San Donato Milanese (ITA)",05 SEP 2020,1174
4,3:52.38,Ryan GREGSON,26 APR 1990,AUS,3f1,,"Centro Enrico Mattei, San Donato Milanese (ITA)",05 SEP 2020,1170
5,3:53.35,Oliver HOARE,29 JAN 1997,AUS,1,,"Columbia International University, Columbia, SC (USA)",29 AUG 2020,1158
6,3:56.62,Narve Gilje NORDÅS,30 SEP 1998,NOR,1f1,,"Arna idrettspark, Bergen (NOR)",12 AUG 2020,1116
7,3:56.87,Osama ZOGHLAMI,19 JUN 1994,ITA,4f1,,"Centro Enrico Mattei, San Donato Milanese (ITA)",05 SEP 2020,1113
8,3:57.25,Mats HAUGE,16 JUL 1997,NOR,2f1,,"Arna idrettspark, Bergen (NOR)",12 AUG 2020,1108
9,3:57.30,Jye EDWARDS,06 MAR 1998,AUS,1,,"The Crest Athletics Centre, Sydney (AUS)",19 DEC 2020,1108
10,3:57.38,Jacob BOUTERA,29 APR 1996,NOR,3f1,,"Arna idrettspark, Bergen (NOR)",12 AUG 2020,1107
11,3:57.54,Joao BUSSOTTI NEVES,10 MAY 1993,ITA,5f1,,"Centro Enrico Mattei, San Donato Milanese (ITA)",05 SEP 2020,1105
12,3:57.86,Colby ALEXANDER,13 JUN 1991,USA,1,,"Lincoln Park, Jersey City, NJ (USA)",02 OCT 2020,1101
13,3:57.87,Kieran TUNTIVATE,16 FEB 1997,THA,1,,"Lipscomb Academy, Nashville, TN (USA)",15 AUG 2020,1101
14,3:57.90,Pietro RIVA,01 MAY 1997,ITA,6f1,,"Centro Enrico Mattei, San Donato Milanese (ITA)",05 SEP 2020,1100
15,3:58.08,Kasey KNEVELBAARD,,USA,2,,"Lipscomb Academy, Nashville, TN (USA)",15 AUG 2020,1098
16,3:58.26,Oliver HOARE,29 JAN 1997,AUS,2,,"The Crest Athletics Centre, Sydney (AUS)",19 DEC 2020,1096
17,3:58.64,Carlos VILLAREAL,10 MAY 1997,MEX,1,,"Los Angeles, CA (USA)",22 AUG 2020,1091
18,3:58.72,Athanas KIOKO,1995,KEN,2,,"Columbia International University, Columbia, SC (USA)",29 AUG 2020,1090
19,3:58.79,Victor PALUMBO,1993,USA,1,,"Columbia International University, Columbia, SC (USA)",12 DEC 2020,1089
20,3:58.83,Jonas RAESS,08 MAR 1994,SUI,1,,"Stadion Allmend, Luzern (SUI)",03 JUL 2020,1089
21,3:59.06,Tom ELMER,01 APR 1997,SUI,2,,"Stadion Allmend, Luzern (SUI)",03 JUL 2020,1086
22,3:59.07,Alex ROGERS,26 JUN 1997,USA,3,,"Columbia International University, Columbia, SC (USA)",29 AUG 2020,1086
23,3:59.09,Brian BARRAZA,16 MAY 1995,USA,3,,"Lipscomb Academy, Nashville, TN (USA)",15 AUG 2020,1086
24,3:59.25,Simas BERTAŠIUS,31 OCT 1993,LTU,1,,"Vingis Park Stadium, Vilnius (LTU)",22 AUG 2020,1084
25,3:59.36,Jonathan DAVIES,28 OCT 1994,GBR,1f1,,"University of Stirling Track, Stirling (GBR)",18 SEP 2020,1082
26,3:59.45,Mason FERLIC,05 AUG 1993,USA,4,,"Lipscomb Academy, Nashville, TN (USA)",15 AUG 2020,1081
27,3:59.54,Leo DASCHBACH,04 OCT 2001,USA,1,,"Oak Ridge HS, Oak Ridge, TN (USA)",23 MAY 2020,1080
28,3:59.56,Pietro ARESE,08 OCT 1999,ITA,7f1,,"Centro Enrico Mattei, San Donato Milanese (ITA)",05 SEP 2020,1080
29,3:59.61,Jacob DUMFORD,,USA,5,,"Lipscomb Academy, Nashville, TN (USA)",15 AUG 2020,1079
29,3:59.61,Ian CROWE-WRIGHT,17 MAR 1995,GBR,2f1,,"University of Stirling Track, Stirling (GBR)",18 SEP 2020,1079
31,3:59.72,Baptiste MISCHLER,23 NOV 1997,FRA,3,,"Stadion Allmend, Luzern (SUI)",03 JUL 2020,1078
32,3:59.80,Eric JENKINS,24 NOV 1991,USA,4,,"Columbia International University, Columbia, SC (USA)",29 AUG 2020,1077
33,3:59.81,Bjørnar Sandnes LILLEFOSSE,17 JUL 1992,NOR,4f1,,"Arna idrettspark, Bergen (NOR)",12 AUG 2020,1077
34,3:59.99,Jeffrey RISELEY,11 NOV 1986,AUS,3,,"The Crest Athletics Centre, Sydney (AUS)",19 DEC 2020,1075
35,4:00.38,Seán TOBIN,20 JUL 1994,IRL,1,,Moyne (IRL),25 JUL 2020,1070
36,4:00.72,Joey BERRIATUA,16 JUN 1995,USA,6,,"Lipscomb Academy, Nashville, TN (USA)",15 AUG 2020,1066
37,4:01.34,Rheinhardt HARRISON,15 FEB 2004,USA,7,,"Lipscomb Academy, Nashville, TN (USA)",15 AUG 2020,1058
38,4:01.46,Johnathan RENIEWICKI,03 OCT 1995,USA,1,,"Poston Butte HS, San Tan Valley, AZ (USA)",11 JUN 2020,1057
39,4:01.54,Ala ZOGHLAMI,19 JUN 1994,ITA,1f2,,"Centro Enrico Mattei, San Donato Milanese (ITA)",05 SEP 2020,1056
40,4:01.67,Alex Chesiro MASAI,05 FEB 1997,KEN,1,,"Icahn Stadium, New York, NY (USA)",23 OCT 2020,1054
41,4:01.72,Christoph KESSLER,28 APR 1995,GER,4,,"Stadion Allmend, Luzern (SUI)",03 JUL 2020,1053
42,4:01.87,Garrett O'TOOLE,22 MAR 1996,USA,2,,"Columbia International University, Columbia, SC (USA)",12 DEC 2020,1052
43,4:02.07,Morgan MCDONALD,23 APR 1996,AUS,1,,"Colorado Mesa Univ., Grand Junction, CO (USA)",27 JUN 2020,1049
44,4:02.17,Obsa ALI,17 FEB 1996,USA,2,,"Los Angeles, CA (USA)",22 AUG 2020,1048
45,4:02.27,James QUATTLEBAUM,,USA,5,,"Columbia International University, Columbia, SC (USA)",29 AUG 2020,1047
46,4:02.42,Cole SPROUT,03 DEC 2001,USA,2,,"Oak Ridge HS, Oak Ridge, TN (USA)",23 MAY 2020,1045
47,4:02.60,Andrew COSCORAN,18 JUN 1996,IRL,2,,Moyne (IRL),25 JUL 2020,1043
48,4:02.61,Rheinhardt HARRISON,15 FEB 2004,USA,6,,"Columbia International University, Columbia, SC (USA)",29 AUG 2020,1043
49,4:02.67,Calahan WARREN,,USA,3,,"Columbia International University, Columbia, SC (USA)",12 DEC 2020,1042
50,4:02.75,Leonardo FELETTO,26 JUN 1995,ITA,2f2,,"Centro Enrico Mattei, San Donato Milanese (ITA)",05 SEP 2020,1041
51,4:02.82,David NIKOLLI,20 JUN 1994,ALB,8f1,,"Centro Enrico Mattei, San Donato Milanese (ITA)",05 SEP 2020,1040
52,4:02.84,Jake EDWARDS,27 APR 1988,USA,1,,"Atlanta International School, Atlanta, GA (USA)",12 SEP 2020,1040
53,4:02.85,Mark PEARCE,19 JAN 1996,GBR,3f1,,"University of Stirling Track, Stirling (GBR)",18 SEP 2020,1040
54,4:02.95,Kendall MUHAMMAD,29 JUL 1997,USA,7,,"Columbia International University, Columbia, SC (USA)",29 AUG 2020,1039
55,4:03.02,Kendall MUHAMMAD,29 JUL 1997,USA,2,,"Poston Butte HS, San Tan Valley, AZ (USA)",11 JUN 2020,1038
56,4:03.10,Marc TORTELL,26 DEC 1997,GER,5,,"Stadion Allmend, Luzern (SUI)",03 JUL 2020,1037
57,4:03.23,Wesley MEYER,,USA,4,,"Columbia International University, Columbia, SC (USA)",12 DEC 2020,1035
58,4:03.30,Ian RITCHIE,,USA,8,,"Columbia International University, Columbia, SC (USA)",29 AUG 2020,1034
59,4:03.86,Alex ROGERS,26 JUN 1997,USA,8,,"Lipscomb Academy, Nashville, TN (USA)",15 AUG 2020,1028
60,4:04.15,Fearghal CURTIN,14 JUL 1998,IRL,5,,"Columbia International University, Columbia, SC (USA)",12 DEC 2020,1024
61,4:04.22,Ian RITCHIE,,USA,6,,"Columbia International University, Columbia, SC (USA)",12 DEC 2020,1023
62,4:04.25,James NIPPERESS,21 MAY 1990,AUS,4,,"The Crest Athletics Centre, Sydney (AUS)",19 DEC 2020,1023
63,4:04.46,Joey BERRIATUA,16 JUN 1995,USA,3,,"Poston Butte HS, San Tan Valley, AZ (USA)",11 JUN 2020,1020
64,4:04.50,Thomas BOYDEN,,USA,3,,"Oak Ridge HS, Oak Ridge, TN (USA)",23 MAY 2020,1020
65,4:04.58,Kasey KNEVELBAARD,,USA,2,,"Atlanta International School, Atlanta, GA (USA)",12 SEP 2020,1019
66,4:04.71,Marcel FEHR,20 JUN 1992,GER,6,,"Stadion Allmend, Luzern (SUI)",03 JUL 2020,1017
67,4:04.72,Sol SWEENEY,04 DEC 1998,GBR,4f1,,"University of Stirling Track, Stirling (GBR)",18 SEP 2020,1017
68,4:04.92,Stefano MASSIMI,20 SEP 1992,ITA,3f2,,"Centro Enrico Mattei, San Donato Milanese (ITA)",05 SEP 2020,1015
69,4:05.36,Tripp HURT,30 OCT 1992,USA,2,,"Colorado Mesa Univ., Grand Junction, CO (USA)",27 JUN 2020,1010
70,4:05.41,Michael FERGUSON,18 MAR 1995,GBR,5f1,,"University of Stirling Track, Stirling (GBR)",18 SEP 2020,1009
