Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,14:12.98,Ejgayehu TAYE,10 FEB 2000,ETH,1,,"Hayward Field, Eugene, OR (USA)",27 MAY 2022,1256
2,14:24.59,Letesenbet GIDEY,20 MAR 1998,ETH,2,,"Hayward Field, Eugene, OR (USA)",27 MAY 2022,1233
3,14:25.84,Dawit SEYAUM,27 JUL 1996,ETH,1,,"Bislett Stadion, Oslo (NOR)",16 JUN 2022,1230
4,14:26.69,Gudaf TSEGAY,23 JUN 1997,ETH,2,,"Bislett Stadion, Oslo (NOR)",16 JUN 2022,1229
5,14:26.92,Letesenbet GIDEY,20 MAR 1998,ETH,3,,"Bislett Stadion, Oslo (NOR)",16 JUN 2022,1228
6,14:31.07,Karoline Bjerkeli GRØVDAL,14 JUN 1990,NOR,4,,"Bislett Stadion, Oslo (NOR)",16 JUN 2022,1220
7,14:31.11,Alicia MONSON,13 MAY 1998,USA,5,,"Bislett Stadion, Oslo (NOR)",16 JUN 2022,1220
8,14:31.91,Gudaf TSEGAY,23 JUN 1997,ETH,1,,"x-bionic sphere, Šamorín (SVK)",09 JUN 2022,1218
9,14:32.17,Almaz AYANA,21 NOV 1991,ETH,6,,"Bislett Stadion, Oslo (NOR)",16 JUN 2022,1218
10,14:33.66,Hawi FEYSA,01 FEB 1999,ETH,7,,"Bislett Stadion, Oslo (NOR)",16 JUN 2022,1215
11,14:36.66,Rahel DANIEL,16 NOV 2001,ERI,3,,"Hayward Field, Eugene, OR (USA)",27 MAY 2022,1209
12,14:37.94,Konstanze KLOSTERHALFEN,18 FEB 1997,GER,8,,"Bislett Stadion, Oslo (NOR)",16 JUN 2022,1206
13,14:38.21,Beatrice CHEBET,05 MAR 2000,KEN,1,,"Alexander Stadium, Birmingham (GBR)",07 AUG 2022,1206
14,14:41.40,Yasemin CAN,11 DEC 1996,TUR,9,,"Bislett Stadion, Oslo (NOR)",16 JUN 2022,1199
15,14:42.14,Eilish MCCOLGAN,25 NOV 1990,GBR,2,,"Alexander Stadium, Birmingham (GBR)",07 AUG 2022,1198
16,14:43.90,Tsigie GEBRESELAMA,30 SEP 2000,ETH,10,,"Bislett Stadion, Oslo (NOR)",16 JUN 2022,1194
17,14:44.25,Beatrice CHEBET,05 MAR 2000,KEN,1,,"Olympiastadion, Berlin (GER)",04 SEP 2022,1194
18,14:44.73,Lemlem HAILU,25 MAY 2001,ETH,4,,"Hayward Field, Eugene, OR (USA)",27 MAY 2022,1193
19,14:44.83,Margaret AKIDOR,26 JUN 2000,KEN,1f4,,"NITTAIDAI Athletic Stadium, Yokohama (JPN)",12 NOV 2022,1193
20,14:44.89,Teresiah Muthoni GATERI,05 JAN 2002,KEN,5,,"Hayward Field, Eugene, OR (USA)",27 MAY 2022,1193
21,14:45.69,Daisy JEPKEMEI,13 FEB 1996,KAZ,1,,"Stade des Grands Pêchers, Montreuil (FRA)",02 JUN 2022,1191
