Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,14:29.32,,Olga YEGOROVA,28 MAR 1972,RUS,1,,"Olympiastadion, Berlin (GER)",31 AUG 2001,1223
2,14:31.69,,Gete WAMI,11 DEC 1974,ETH,2,,"Olympiastadion, Berlin (GER)",31 AUG 2001,1219
3,14:32.44,,Paula RADCLIFFE,17 DEC 1973,GBR,3,,"Olympiastadion, Berlin (GER)",31 AUG 2001,1217
4,14:39.22,,Tatyana TOMASHOVA,01 JUL 1975,RUS,4,,"Olympiastadion, Berlin (GER)",31 AUG 2001,1204
5,14:40.47,,Yelena ZADOROZHNAYA,03 DEC 1977,RUS,1,,"Weserstadion, Bremen (GER)",24 JUN 2001,1201
6,14:45.86,,Edith MASAI,04 APR 1967,KEN,1,,Stockholm (SWE),17 JUL 2001,1191
7,14:46.92,,Gabriela SZABO,14 NOV 1975,ROU,2,,Oslo (NOR),13 JUL 2001,1189
8,14:48.97,,Rose CHERUIYOT,21 JUL 1976,KEN,3,,Oslo (NOR),13 JUL 2001,1185
9,14:49.32,,Asmae LEGHZAOUI,30 AUG 1976,MAR,4,,Oslo (NOR),13 JUL 2001,1184
10,14:51.58,,Yanmei DONG,16 FEB 1977,CHN,1,,Guangzhou (CHN),23 NOV 2001,1179
11,14:51.67,,Berhane ADERE,23 NOV 1973,ETH,1,,"FBK Stadium, Hengelo (NED)",04 JUN 2001,1179
12,14:53.00,,Irina MIKITENKO,23 AUG 1972,GER,2,,"FBK Stadium, Hengelo (NED)",04 JUN 2001,1177
13,14:54.00,,Ayelech WORKU,12 JUN 1979,ETH,3,,"FBK Stadium, Hengelo (NED)",04 JUN 2001,1175
14,14:55.27,,Susan CHEPKEMEI,25 JUN 1975,KEN,5,,Oslo (NOR),13 JUL 2001,1172
15,14:56.15,,Huina XING,25 FEB 1984,CHN,2,,Guangzhou (CHN),23 NOV 2001,1170
16,14:56.75,,Pamela CHEPCHUMBA,08 MAR 1979,KEN,4,,"FBK Stadium, Hengelo (NED)",04 JUN 2001,1169
17,14:56.95,,Leah MALOT,07 JUN 1972,KEN,5,,"Olympiastadion, Berlin (GER)",31 AUG 2001,1169
18,14:58.12,,Marta DOMÍNGUEZ,03 NOV 1975,ESP,2,,Stockholm (SWE),17 JUL 2001,1167
19,15:00.56,,Joanne PAVEY,20 SEP 1973,GBR,6,,"Olympiastadion, Berlin (GER)",31 AUG 2001,1162
20,15:02.62,,Ebru KAVAKLIOGLU,14 MAR 1970,TUR,7,,"Olympiastadion, Berlin (GER)",31 AUG 2001,1158
21,15:02.70,,Yingjie SUN,19 JAN 1979,CHN,3,,Guangzhou (CHN),23 NOV 2001,1158
22,15:03.56,,Elva DRYER,26 SEP 1971,USA,6,,Oslo (NOR),13 JUL 2001,1156
23,15:04.18,,Benita WILLIS-JOHNSON,06 MAY 1979,AUS,7,,Oslo (NOR),13 JUL 2001,1155
24,15:05.33,,Restituta JOSEPH KEMI,30 JUL 1971,TAN,3,,"Crystal Palace, London (GBR)",22 JUL 2001,1153
25,15:05.48,,Marla RUNYAN,04 JAN 1969,USA,4,,"Crystal Palace, London (GBR)",22 JUL 2001,1152
26,15:06.08,,Merima DENBOBA,21 AUG 1974,ETH,6,,"FBK Stadium, Hengelo (NED)",04 JUN 2001,1151
27,15:06.35,,Fatima MAAMA-YVELAIN,31 DEC 1969,FRA,5,,"Crystal Palace, London (GBR)",22 JUL 2001,1151
28,15:08.02,,Deena KASTOR,14 FEB 1973,USA,5,,Stockholm (SWE),17 JUL 2001,1148
29,15:08.07,,Lornah KIPLAGAT,01 MAY 1974,KEN,1,,Utrecht (NED),22 JUN 2001,1147
30,15:08.42,,Lingling GUO,18 JUN 1986,CHN,4,,Guangzhou (CHN),23 NOV 2001,1147
31,15:08.65,,Meseret DEFAR,19 NOV 1983,ETH,2,,Heusden-Zolder (BEL),14 JUL 2001,1146
32,15:08.78,,Mihaela Maria BOTEZAN-PRUNDUS,21 NOV 1976,ROU,3,,"Weserstadion, Bremen (GER)",24 JUN 2001,1146
33,15:09.31,,Tegla LOROUPE,09 MAY 1973,KEN,9,,"Olympiastadion, Berlin (GER)",31 AUG 2001,1145
34,15:10.23,,Kayoko FUKUSHI,25 MAR 1982,JPN,3,,Heusden-Zolder (BEL),14 JUL 2001,1143
35,15:10.54,,Susanne PUMPER,01 SEP 1970,AUT,6,,"Crystal Palace, London (GBR)",22 JUL 2001,1143
36,15:10.78,,Regina JACOBS,28 AUG 1963,USA,2,,"Eugene, OR (USA)",24 JUN 2001,1142
37,15:10.83,,Amy RUDOLPH,18 SEP 1973,USA,4,,Heusden-Zolder (BEL),14 JUL 2001,1142
38,15:11.01,,Beatriz SANTIAGO SÁNCHEZ,28 OCT 1968,ESP,5,,Heusden-Zolder (BEL),14 JUL 2001,1142
39,15:12.76,,Teresa RECIO,07 JUL 1963,ESP,1,,Braga (POR),04 JUL 2001,1138
40,15:13.26,,Jennifer RHINES,01 JUL 1974,USA,8,,Oslo (NOR),13 JUL 2001,1137
41,15:14.62,,Kathy BUTLER,22 OCT 1973,GBR,1,,"Madison, WI (USA)",12 MAY 2001,1135
42,15:14.73,,Jeļena PROKOPČUKA,21 SEP 1976,LAT,9,,Oslo (NOR),13 JUL 2001,1135
43,15:15.49,,Breeda DENNEHY-WILLIS,02 FEB 1970,IRL,9,,"FBK Stadium, Hengelo (NED)",04 JUN 2001,1133
44,15:15.75,,Yanan WEI,06 DEC 1981,CHN,5,,Guangzhou (CHN),23 NOV 2001,1133
45,15:17.31,,Rodica Daniela MOROIANU,18 NOV 1970,FRA,8,,"Crystal Palace, London (GBR)",22 JUL 2001,1130
46,15:17.43,,Gunhild HALLE-HAUGEN,01 JUN 1972,NOR,11,,Oslo (NOR),13 JUL 2001,1129
47,15:17.95,,Yamna OUBOUHOU,20 FEB 1974,FRA,12,,Oslo (NOR),13 JUL 2001,1128
48,15:18.05,,Irene LIMIKA,28 AUG 1979,KEN,9,,"Crystal Palace, London (GBR)",22 JUL 2001,1128
49,15:18.80,,Maria MCCAMBRIDGE,10 JUL 1975,IRL,7,,Heusden-Zolder (BEL),14 JUL 2001,1127
50,15:19.08,,Limei JU,09 JUN 1978,CHN,6,,Guangzhou (CHN),23 NOV 2001,1126
51,15:19.12,,Una ENGLISH,14 AUG 1970,IRL,8,,Heusden-Zolder (BEL),14 JUL 2001,1126
51,15:19.12,,Hayley YELLING,03 JAN 1974,GBR,10,,"Crystal Palace, London (GBR)",22 JUL 2001,1126
53,15:19.14,,Chunmei WANG,10 APR 1976,CHN,7,,Guangzhou (CHN),23 NOV 2001,1126
54,15:19.75,,Megumi TANAKA-OSHIMA,04 SEP 1975,JPN,9,,Stockholm (SWE),17 JUL 2001,1125
55,15:20.46,,Chrysostomia IAKOVOU,09 APR 1971,GRE,9,,Heusden-Zolder (BEL),14 JUL 2001,1124
56,15:21.01,,Mónica ROSA,05 MAY 1978,POR,10,,Stockholm (SWE),17 JUL 2001,1123
57,15:21.12,,Elvan ABEYLEGESSE,11 SEP 1982,TUR,1,,"Stadio Zecchini, Grosseto (ITA)",20 JUL 2001,1122
58,15:21.95,,Nataliya BERKUT,30 MAY 1975,UKR,1,,Budapest (HUN),23 JUN 2001,1121
59,15:22.0h,,Nancy WAMBUI,28 JUL 1986,KEN,1,,Nairobi (KEN),10 MAY 2001,1121
60,15:22.06,,Marleen RENDERS,24 DEC 1968,BEL,10,,Heusden-Zolder (BEL),14 JUL 2001,1121
61,15:22.26,,Dulce María RODRÍGUEZ,14 AUG 1972,MEX,1,,Montréal (CAN),10 JUL 2001,1120
62,15:22.70,,Akiko KAWASHIMA,05 AUG 1977,JPN,2,,Montréal (CAN),10 JUL 2001,1119
63,15:23.23,,Maria Cristina PETITE,10 MAY 1972,ESP,11,,Heusden-Zolder (BEL),14 JUL 2001,1118
64,15:23.45,,Helena JAVORNIK,26 MAR 1966,SLO,13,,"Crystal Palace, London (GBR)",22 JUL 2001,1118
65,15:23.87,,Susie POWER,26 MAR 1975,AUS,5,,Brisbane (AUS),04 SEP 2001,1117
66,15:23.93,,Haruko OKAMOTO,19 AUG 1974,JPN,10h2,,"Commonwealth Stadium, Edmonton (CAN)",09 AUG 2001,1117
67,15:24.71,,Yanyan DAI,08 JAN 1980,CHN,8,,Guangzhou (CHN),23 NOV 2001,1116
68,15:24.97,,Min LIU,29 NOV 1983,CHN,9,,Guangzhou (CHN),23 NOV 2001,1115
69,15:25.52,,Carrie TOLLEFSON,18 JAN 1977,USA,12,,Heusden-Zolder (BEL),14 JUL 2001,1114
70,15:26.41,,Ana DIAS,15 JAN 1974,POR,1,,Lisboa (POR),22 JUL 2001,1112
71,15:26.6h,,Ikuko TAMURA,24 SEP 1978,JPN,1,,Tashima (JPN),13 OCT 2001,1112
72,15:26.84,,Olivera JEVTIĆ,24 JUL 1977,YUG,2,,Budapest (HUN),23 JUN 2001,1112
73,15:26.95,,Clare TAYLOR,07 DEC 1969,USA,5,,"Eugene, OR (USA)",24 JUN 2001,1111
74,15:27.99,,Barak AYSEN,09 SEP 1975,TUR,3,,Dortmund (GER) (i),11 FEB 2001,1133
75,15:28.07,,Yelena BURYKINA,07 MAY 1972,RUS,1,,Moskva (RUS),27 JUL 2001,1109
76,15:28.17,,Zhor EL KAMCH,15 MAR 1973,MAR,10,,"FBK Stadium, Hengelo (NED)",04 JUN 2001,1109
77,15:28.32,,Yoshiko FUJINAGA,15 AUG 1981,JPN,3,,Rifu (JPN),17 OCT 2001,1109
78,15:28.94,,Yasuko HASHIMOTO,12 AUG 1975,JPN,4,,Yokohama (JPN),15 SEP 2001,1108
79,15:29.02,,Naomi SAKASHITA,25 MAY 1975,JPN,6,,Osaka (JPN),12 MAY 2001,1107
80,15:29.47,,Yuko MANABE,08 FEB 1979,JPN,2,,"Brunswick, ME (USA)",07 JUL 2001,1107
81,15:29.55,,Xiaoming WANG,03 FEB 1985,CHN,10,,Guangzhou (CHN),23 NOV 2001,1106
82,15:29.60,,Courtney BABCOCK,30 JUN 1972,CAN,2,,"Eugene, OR (USA)",12 MAY 2001,1106
83,15:29.64,,Takako KOTORIDA,02 APR 1977,JPN,2,,Hiroshima (JPN),29 APR 2001,1106
84,15:29.73,,Harumi HIROYAMA-SUZUKI,02 SEP 1968,JPN,5,,Yokohama (JPN),15 SEP 2001,1106
85,15:29.87,,Noriko TAKAHASHI,25 JUL 1979,JPN,6,,Yokohama (JPN),15 SEP 2001,1106
86,15:29.96,,Werknesh KIDANE,07 JAN 1981,ETH,11h1,,"Commonwealth Stadium, Edmonton (CAN)",09 AUG 2001,1106
87,15:29.98,,Inês MONTEIRO,18 MAY 1980,POR,3,,Lisboa (POR),22 JUL 2001,1106
88,15:30.0h,,Margaret OKAYO,30 MAY 1976,KEN,2,,Nairobi (KEN),22 JUN 2001,1106
89,15:30.04,,Ikumi NAGAYAMA,22 JUN 1974,JPN,4,,Rifu (JPN),17 OCT 2001,1105
90,15:30.15,,Yoshiko ICHIKAWA,18 APR 1976,JPN,2,,Shizuoka (JPN),03 MAY 2001,1105
91,15:30.42,,Cheri GODDARD-KENAH,26 DEC 1970,USA,6,,"Eugene, OR (USA)",24 JUN 2001,1105
92,15:30.63,,Alesia TURAVA,06 DEC 1979,BLR,11,,"Olympiastadion, Berlin (GER)",31 AUG 2001,1104
93,15:30.88,,Mari OZAKI,16 JUL 1975,JPN,5,,Rifu (JPN),17 OCT 2001,1104
94,15:32.31,,Ejegayehu DIBABA,21 MAR 1982,ETH,7,,Yokohama (JPN),15 SEP 2001,1101
95,15:32.59,,Olga ROMANOVA,23 MAY 1980,RUS,2,,Moskva (RUS),27 JUL 2001,1101
96,15:33.02,,Naomi MUGO,02 JAN 1977,KEN,6,,Brisbane (AUS),04 SEP 2001,1100
97,15:33.40,,Elisa REA,23 MAR 1968,ITA,5,,"Weserstadion, Bremen (GER)",24 JUN 2001,1099
98,15:33.66,,Minori HAYAKARI,29 NOV 1972,JPN,1,,Kobe (JPN),14 OCT 2001,1099
99,15:33.76,,Rie UENO,11 JUN 1976,JPN,3,,Tokyo (JPN),09 JUN 2001,1098
100,15:34.49,,Hisae YOSHIMATSU,13 MAY 1979,JPN,3,,Hiroshima (JPN),29 APR 2001,1097
101,15:34.64,,Yumiko OKAMOTO,28 MAR 1978,JPN,2,,Sapporo (JPN),08 JUL 2001,1097
102,15:34.90,,Chiemi TAKAHASHI,16 FEB 1976,JPN,6,,Rifu (JPN),17 OCT 2001,1096
103,15:35.13,,Yukiko AKABA,18 OCT 1979,JPN,3,,Sapporo (JPN),08 JUL 2001,1096
104,15:35.54,,Hongxia WANG,13 JAN 1975,CHN,4,,Hiroshima (JPN),29 APR 2001,1095
