Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,14:18.37,Hellen OBIRI,13 DEC 1989,KEN,1,,"Stadio Olimpico, Roma (ITA)",08 JUN 2017,1245
2,14:22.47,Hellen OBIRI,13 DEC 1989,KEN,1,,"Shanghai Stadium, Shanghai (CHN)",13 MAY 2017,1237
3,14:25.22,Genzebe DIBABA,08 FEB 1991,ETH,1,,"Hayward Field, Eugene, OR (USA)",26 MAY 2017,1231
4,14:25.88,Hellen OBIRI,13 DEC 1989,KEN,1,,"Boudewijnstadion, Bruxelles (BEL)",01 SEP 2017,1230
5,14:27.55,Caroline Chepkoech KIPKIRUI,26 MAY 1994,KEN,2,,"Boudewijnstadion, Bruxelles (BEL)",01 SEP 2017,1227
6,14:31.76,Senbere TEFERI,03 MAY 1995,ETH,2,,"Shanghai Stadium, Shanghai (CHN)",13 MAY 2017,1218
7,14:32.03,Senbere TEFERI,03 MAY 1995,ETH,3,,"Boudewijnstadion, Bruxelles (BEL)",01 SEP 2017,1218
8,14:32.82,Margaret Chelimo KIPKEMBOI,09 FEB 1993,KEN,4,,"Boudewijnstadion, Bruxelles (BEL)",01 SEP 2017,1216
9,14:33.09,Agnes Jebet TIROP,23 OCT 1995,KEN,2,,"Stadio Olimpico, Roma (ITA)",08 JUN 2017,1216
10,14:33.32,Letesenbet GIDEY,20 MAR 1998,ETH,3,,"Stadio Olimpico, Roma (ITA)",08 JUN 2017,1215
11,14:34.86,Hellen OBIRI,13 DEC 1989,KEN,1,,"Olympic Stadium, London (GBR)",13 AUG 2017,1212
12,14:36.80,Lilian Kasait RENGERUK,03 MAY 1997,KEN,2,,"Hayward Field, Eugene, OR (USA)",26 MAY 2017,1208
13,14:36.82,Yasemin CAN,11 DEC 1996,TUR,4,,"Stadio Olimpico, Roma (ITA)",08 JUN 2017,1208
14,14:36.84,Letesenbet GIDEY,20 MAR 1998,ETH,3,,"Shanghai Stadium, Shanghai (CHN)",13 MAY 2017,1208
15,14:39.33,Beatrice CHEPKOECH,06 JUL 1991,KEN,5,,"Boudewijnstadion, Bruxelles (BEL)",01 SEP 2017,1203
16,14:40.29,Etenesh DIRO,10 MAY 1991,ETH,5,,"Stadio Olimpico, Roma (ITA)",08 JUN 2017,1202
17,14:40.35,Almaz AYANA,21 NOV 1991,ETH,2,,"Olympic Stadium, London (GBR)",13 AUG 2017,1201
18,14:41.24,Sifan HASSAN,01 JAN 1993,NED,3,,"Hayward Field, Eugene, OR (USA)",26 MAY 2017,1200
19,14:41.55,Genzebe DIBABA,08 FEB 1991,ETH,6,,"Stadio Olimpico, Roma (ITA)",08 JUN 2017,1199
20,14:41.61,Lilian Kasait RENGERUK,03 MAY 1997,KEN,6,,"Boudewijnstadion, Bruxelles (BEL)",01 SEP 2017,1199
21,14:42.73,Sifan HASSAN,01 JAN 1993,NED,3,,"Olympic Stadium, London (GBR)",13 AUG 2017,1197
22,14:42.74,Letesenbet GIDEY,20 MAR 1998,ETH,7,,"Boudewijnstadion, Bruxelles (BEL)",01 SEP 2017,1197
23,14:43.89,Margaret Chelimo KIPKEMBOI,09 FEB 1993,KEN,7,,"Stadio Olimpico, Roma (ITA)",08 JUN 2017,1194
24,14:44.27,Lilian Kasait RENGERUK,03 MAY 1997,KEN,1,,Kortrijk (BEL),08 JUL 2017,1194
25,14:45.95,Margaret Chelimo KIPKEMBOI,09 FEB 1993,KEN,4,,"Shanghai Stadium, Shanghai (CHN)",13 MAY 2017,1190
26,14:47.11,Irine Chepet CHEPTAI,04 FEB 1992,KEN,8,,"Stadio Olimpico, Roma (ITA)",08 JUN 2017,1188
27,14:47.45,Senbere TEFERI,03 MAY 1995,ETH,4,,"Olympic Stadium, London (GBR)",13 AUG 2017,1187
28,14:48.49,Eilish MCCOLGAN,25 NOV 1990,GBR,8,,"Boudewijnstadion, Bruxelles (BEL)",01 SEP 2017,1185
29,14:48.74,Margaret Chelimo KIPKEMBOI,09 FEB 1993,KEN,5,,"Olympic Stadium, London (GBR)",13 AUG 2017,1185
30,14:51.25,Susan KRUMINS,08 JUL 1986,NED,9,,"Boudewijnstadion, Bruxelles (BEL)",01 SEP 2017,1180
31,14:51.38,Konstanze KLOSTERHALFEN,18 FEB 1997,GER,1,,Karlsruhe (GER),19 MAY 2017,1180
32,14:51.87,Caroline Chepkoech KIPKIRUI,26 MAY 1994,KEN,5,,"Shanghai Stadium, Shanghai (CHN)",13 MAY 2017,1179
33,14:52.07,Laura MUIR,09 MAY 1993,GBR,6,,"Olympic Stadium, London (GBR)",13 AUG 2017,1178
