Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,14:43.36,Josette ANDREWS,15 DEC 1995,USA,1,,"Hilmer Lodge Stadium, Walnut, CA (USA)",06 MAY 2023,1196
2,14:47.76,Joselyn Daniely BREA,12 AUG 1994,VEN,2,,"Hilmer Lodge Stadium, Walnut, CA (USA)",06 MAY 2023,1187
3,14:49.34,Laura GALVÁN,05 OCT 1991,MEX,3,,"Hilmer Lodge Stadium, Walnut, CA (USA)",06 MAY 2023,1184
4,14:50.90,Emily INFELD,21 MAR 1990,USA,4,,"Hilmer Lodge Stadium, Walnut, CA (USA)",06 MAY 2023,1181
5,14:51.69,Selah BUSIENEI,27 DEC 1991,KEN,1,,"Stadio Zecchini, Grosseto (ITA)",27 MAY 2023,1179
6,14:54.20,Elly HENES,13 OCT 1998,USA,5,,"Hilmer Lodge Stadium, Walnut, CA (USA)",06 MAY 2023,1174
7,15:02.93,Melissa COURTNEY-BRYANT,30 AUG 1993,GBR,6,,"Hilmer Lodge Stadium, Walnut, CA (USA)",06 MAY 2023,1157
8,15:03.12,Katelyn TUOHY,18 MAR 2002,USA,7,,"Hilmer Lodge Stadium, Walnut, CA (USA)",06 MAY 2023,1157
9,15:03.13,Taylor WERNER,01 MAY 1998,USA,1,,"Mt. Hood Community College, Gresham, OR (USA)",04 JUN 2023,1157
10,15:05.56,Joselyn Daniely BREA,12 AUG 1994,VEN,1f1,,"Cobb Track and Angell Field, Palo Alto, CA (USA)",21 APR 2023,1152
11,15:05.87,Jessica HULL,22 OCT 1996,AUS,1,,"Queensland Sport and Athletics Centre, Nathan, Brisbane (AUS)",02 APR 2023,1152
12,15:06.39,Lea MEYER,16 SEP 1997,GER,1,,"Hilmer Lodge Stadium, Walnut, CA (USA)",06 MAY 2023,1151
13,15:06.44,Senayet GETACHEW,01 OCT 2005,ETH,1,,"Estadio Enrique Lopez Cuenca, Nerja (ESP)",18 MAY 2023,1151
14,15:06.52,Judy Jepngetich CHEPASKWONY,24 DEC 2002,KEN,1f1,,"Nishishina Athletic Stadium, Nobeoka (JPN)",04 MAY 2023,1150
15,15:07.97,Caroline Makandi GITONGA,12 MAY 1996,KEN,1,,"Arena Civica, Milano (ITA)",29 APR 2023,1148
16,15:08.12,Maruša MIŠMAŠ ZRIMŠEK,24 OCT 1994,SLO,1f1,,"Carl-Kaufmann-Stadion, Karlsruhe (GER)",20 MAY 2023,1147
17,15:08.87,Emily LIPARI,19 NOV 1992,USA,1,,"Drake Stadium, Los Angeles, CA (USA)",26 MAY 2023,1146
18,15:09.60,Abby NICHOLS,,USA,8,,"Hilmer Lodge Stadium, Walnut, CA (USA)",06 MAY 2023,1144
19,15:09.83,Janeth Nyiva MUTUNGI,27 AUG 2004,KEN,2f1,,"Nishishina Athletic Stadium, Nobeoka (JPN)",04 MAY 2023,1144
20,15:10.17,Natosha ROGERS,07 MAY 1991,USA,2,,"Mt. Hood Community College, Gresham, OR (USA)",04 JUN 2023,1143
21,15:10.30,Rose DAVIES,21 DEC 1999,AUS,1,,"Fana Stadion, Bergen (NOR)",03 JUN 2023,1143
22,15:10.35,Parul CHAUDHARY,15 APR 1995,IND,9,,"Hilmer Lodge Stadium, Walnut, CA (USA)",06 MAY 2023,1143
23,15:10.63,Nozomi TANAKA,04 SEP 1999,JPN,1,,"Yanmar Stadium Nagai, Osaka (JPN)",04 JUN 2023,1142
24,15:11.10,Wuga HE,28 JUL 1998,CHN,2f1,,"Cobb Track and Angell Field, Palo Alto, CA (USA)",21 APR 2023,1142
25,15:11.15,Dolphine Nyaboke OMARE,26 JUL 2001,KEN,3f1,,"Nishishina Athletic Stadium, Nobeoka (JPN)",04 MAY 2023,1141
26,15:11.30,Ednah KURGAT,15 JUN 1991,USA,10,,"Hilmer Lodge Stadium, Walnut, CA (USA)",06 MAY 2023,1141
27,15:11.84,Lauren RYAN,15 MAR 1998,AUS,2,,"Drake Stadium, Los Angeles, CA (USA)",26 MAY 2023,1140
28,15:11.88,Klara LUKAN,08 SEP 2000,SLO,2f1,,"Carl-Kaufmann-Stadion, Karlsruhe (GER)",20 MAY 2023,1140
