Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,14:24.79,,Meseret DEFAR,19 NOV 1983,ETH,1,,Stockholm (SWE) (i),10 FEB 2010,1258
2,14:27.41,,Vivian Jepkemei CHERUIYOT,11 SEP 1983,KEN,1,,"Stade de France, Paris-St-Denis (FRA)",16 JUL 2010,1227
3,14:28.39,,Sentayehu EJIGU,28 JUN 1985,ETH,2,,"Stade de France, Paris-St-Denis (FRA)",16 JUL 2010,1225
4,14:31.14,,Linet Chepkwemoi MASAI,05 DEC 1989,KEN,2,,"Shanghai Stadium, Shanghai (CHN)",23 MAY 2010,1220
5,14:31.52,,Elvan ABEYLEGESSE,11 SEP 1982,TUR,3,,"Stade de France, Paris-St-Denis (FRA)",16 JUL 2010,1219
6,14:31.91,,Meselech MELKAMU,19 APR 1985,ETH,3,,"Shanghai Stadium, Shanghai (CHN)",23 MAY 2010,1218
6,14:31.91,,Sylvia Jebiwot KIBET,28 MAR 1984,KEN,4,,"Shanghai Stadium, Shanghai (CHN)",23 MAY 2010,1218
8,14:34.07,,Tirunesh DIBABA,01 OCT 1985,ETH,1,,"Hayward Field, Eugene, OR (USA)",03 JUL 2010,1214
9,14:37.07,,Jessica AUGUSTO,08 NOV 1981,POR,5,,"Stade de France, Paris-St-Denis (FRA)",16 JUL 2010,1208
10,14:38.64,,Sally KIPYEGO,19 DEC 1985,KEN,4,,"Boudewijnstadion, Bruxelles (BEL)",27 AUG 2010,1205
11,14:39.19,,Ines CHENONGE,01 FEB 1982,KEN,6,,"Stade de France, Paris-St-Denis (FRA)",16 JUL 2010,1204
12,14:44.21,,Sule UTURA,08 FEB 1990,ETH,5,,"Shanghai Stadium, Shanghai (CHN)",23 MAY 2010,1194
13,14:44.76,,Molly HUDDLE,31 AUG 1984,USA,9,,"Boudewijnstadion, Bruxelles (BEL)",27 AUG 2010,1193
14,14:44.90,,Emebet ANTENEH,13 JAN 1992,ETH,6,,"Shanghai Stadium, Shanghai (CHN)",23 MAY 2010,1192
15,14:46.80,,Pauline Chemning KORIKWIANG,01 MAR 1988,KEN,6,,"Crystal Palace, London (GBR)",13 AUG 2010,1189
16,14:47.13,,Mercy CHERONO,07 MAY 1991,KEN,7,,"Shanghai Stadium, Shanghai (CHN)",23 MAY 2010,1188
17,14:48.57,,Viola Jelagat KIBIWOT,22 DEC 1983,KEN,8,,"Shanghai Stadium, Shanghai (CHN)",23 MAY 2010,1185
18,14:48.94,,Margaret Wangari MURIUKI,21 MAR 1986,KEN,9,,"Shanghai Stadium, Shanghai (CHN)",23 MAY 2010,1185
19,14:49.08,,Shalane FLANAGAN,08 JUL 1981,USA,2,,"Hayward Field, Eugene, OR (USA)",03 JUL 2010,1184
20,14:52.64,,Florence KIPLAGAT,27 FEB 1987,KEN,9,,"Stade de France, Paris-St-Denis (FRA)",16 JUL 2010,1177
21,14:54.08,,Stephanie TWELL,17 AUG 1989,GBR,10,,"Boudewijnstadion, Bruxelles (BEL)",27 AUG 2010,1175
22,14:54.71,,Sara MOREIRA,17 OCT 1985,POR,2,,"Estadio Olímpico, Barcelona (ESP)",01 AUG 2010,1173
23,14:55.74,,Lisa UHL,31 AUG 1987,USA,11,,"Stade de France, Paris-St-Denis (FRA)",16 JUL 2010,1171
24,14:56.72,,Amy YODER BEGLEY,11 JAN 1978,USA,5,,"Hayward Field, Eugene, OR (USA)",03 JUL 2010,1169
25,14:57.16,,Esther CHEMTAI,04 JUN 1988,KEN,3,,"FBK Stadium, Hengelo (NED)",30 MAY 2010,1169
26,14:58.16,,Belaynesh OLJIRA,26 JUN 1990,ETH,12,,"Stade de France, Paris-St-Denis (FRA)",16 JUL 2010,1167
27,15:00.51,,Shannon ROWBURY,19 SEP 1984,USA,1f1,,"Palo Alto, CA (USA)",01 MAY 2010,1162
28,15:02.31,,Joanne PAVEY,20 SEP 1973,GBR,13,,"Stade de France, Paris-St-Denis (FRA)",16 JUL 2010,1159
29,15:02.47,,Wude AYALEW,04 JUL 1987,ETH,6,,"Hayward Field, Eugene, OR (USA)",03 JUL 2010,1158
30,15:03.49,,Meskerem ASSEFA,03 OCT 1991,ETH,3,,Stockholm (SWE) (i),10 FEB 2010,1181
31,15:03.52,,Genet YALEW,31 DEC 1992,ETH,10,,"Shanghai Stadium, Shanghai (CHN)",23 MAY 2010,1156
32,15:03.87,,Gladys CHEMWENO,04 JUL 1988,KEN,14,,"Stade de France, Paris-St-Denis (FRA)",16 JUL 2010,1156
33,15:06.93,,Sabrina MOCKENHAUPT,06 DEC 1980,GER,5,,"FBK Stadium, Hengelo (NED)",30 MAY 2010,1150
34,15:08.06,,Genzebe DIBABA,08 FEB 1991,ETH,1,,"Croix-Bleue Medavie Stadium, Moncton (CAN)",21 JUL 2010,1147
35,15:13.08,,Lauren FLESHMAN,26 SEP 1981,USA,11,,"Crystal Palace, London (GBR)",13 AUG 2010,1138
36,15:14.40,,Elena ROMAGNOLO,05 OCT 1982,ITA,4,,"Estadio Olímpico, Barcelona (ESP)",01 AUG 2010,1135
37,15:15.19,,Ann Karindi MWANGI,08 DEC 1988,KEN,1,,Osaka (JPN),08 MAY 2010,1134
38,15:15.27,,Felista WANJUGU,18 FEB 1990,KEN,1,,Sapporo (JPN),14 JUN 2010,1134
39,15:15.59,,Mimi BELETE,09 JUN 1988,BRN,1,,Guangzhou (CHN),26 NOV 2010,1133
40,15:15.89,,Preeja SREEDHARAN,13 MAR 1982,IND,2,,Guangzhou (CHN),26 NOV 2010,1132
41,15:16.54,,Kavita TUNGAR,05 MAY 1985,IND,3,,Guangzhou (CHN),26 NOV 2010,1131
42,15:16.74,,Alice Aprot NAWOWUNA,02 JAN 1994,KEN,5,,"Olympiastadion, Stockholm (SWE)",06 AUG 2010,1131
43,15:16.87,,Eloise WELLINGS,09 NOV 1982,AUS,2,,Osaka (JPN),08 MAY 2010,1131
44,15:16.95,,Olga KUNGINA,17 DEC 1986,RUS,1f2,,Saransk (RUS),14 JUL 2010,1130
45,15:16.96,,Zakia Mrisho MOHAMED,19 FEB 1984,TAN,1,,Rovereto (ITA),16 MAY 2010,1130
46,15:17.86,,Kayoko FUKUSHI,25 MAR 1982,JPN,3,,Osaka (JPN),08 MAY 2010,1129
47,15:19.33,,Megan WRIGHT,27 JAN 1982,CAN,6,,"Icahn Stadium, New York, NY (USA)",12 JUN 2010,1126
48,15:19.80,,Sabine FISCHER,29 JUN 1973,SUI,5,,"Estadio Olímpico, Barcelona (ESP)",01 AUG 2010,1125
49,15:19.96,,Aheza KIROS,16 OCT 1985,ETH,9,,"FBK Stadium, Hengelo (NED)",30 MAY 2010,1125
50,15:20.01,,Karima Saleh JASSEM,18 FEB 1988,BRN,4,,Guangzhou (CHN),26 NOV 2010,1125
51,15:20.72,,Selly Chepyego KAPTICH,03 OCT 1985,KEN,1,,Saga (JPN),23 MAY 2010,1123
52,15:22.05,,Jennifer RHINES,01 JUL 1974,USA,8,,"Hayward Field, Eugene, OR (USA)",03 JUL 2010,1121
53,15:23.40,,Charlotte PURDUE,10 JUN 1991,GBR,1,,Cardiff (GBR),28 AUG 2010,1118
54,15:24.48,,Christelle DAUNAY,05 DEC 1974,FRA,11,,"FBK Stadium, Hengelo (NED)",30 MAY 2010,1116
55,15:24.53,,Bethelhem MOGES,03 MAY 1991,ETH,1,,Tokyo (JPN),24 NOV 2010,1116
56,15:24.66,,Kayo SUGIHARA,24 FEB 1983,JPN,2,,Tokyo (JPN),24 NOV 2010,1116
57,15:25.40,,Karoline Bjerkeli GRØVDAL,14 JUN 1990,NOR,3,,"Fana Stadion, Bergen (NOR)",20 JUN 2010,1114
58,15:25.50,,Kasumi NISHIHARA,01 MAR 1989,JPN,1f24,,Yokohama (JPN),05 DEC 2010,1114
59,15:25.67,,Shitaye ESHETE,21 MAY 1990,BRN,6,,"Olympiastadion, Stockholm (SWE)",06 AUG 2010,1114
60,15:25.83,,Philomena CHEYECH,05 JUL 1982,KEN,2f2,,Kumamoto (JPN),10 APR 2010,1113
61,15:26.07,,Doricah OBARE,10 JAN 1990,KEN,4,,Osaka (JPN),08 MAY 2010,1113
62,15:26.50,,Freya MURRAY,20 SEP 1983,GBR,2,,Cardiff (GBR),28 AUG 2010,1112
63,15:26.72,,Hikari YOSHIMOTO,14 JAN 1990,JPN,1,,Kyoto (JPN),18 APR 2010,1112
64,15:26.97,,Karolina NADOLSKA,06 SEP 1981,POL,12,,"FBK Stadium, Hengelo (NED)",30 MAY 2010,1111
65,15:27.57,,Natalya PUCHKOVA,28 JAN 1987,RUS,2f2,,Saransk (RUS),14 JUL 2010,1110
66,15:27.75,,Mary Teresa CULLEN,17 AUG 1982,IRL,1,,"Olympic Park, Melbourne (AUS)",04 MAR 2010,1110
67,15:28.44,,Mika YOSHIKAWA,16 SEP 1984,JPN,1,,Brasschaat (BEL),11 JUL 2010,1109
68,15:28.70,,Lara TAMSETT,12 OCT 1988,AUS,2,,"Olympic Park, Melbourne (AUS)",04 MAR 2010,1108
69,15:29.14,,Judit PLA,02 MAY 1978,ESP,4,,"Fana Stadion, Bergen (NOR)",20 JUN 2010,1107
70,15:29.28,,Viktoriya POLYUDINA,29 JUN 1989,KGZ,6,,Guangzhou (CHN),26 NOV 2010,1107
71,15:29.44,,Anikó KÁLOVICS,13 MAY 1977,HUN,6,,"Estadio Olímpico, Barcelona (ESP)",01 AUG 2010,1107
