Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,14:28.98,,Meseret DEFAR,19 NOV 1983,ETH,1,,"Boudewijnstadion, Bruxelles (BEL)",26 AUG 2005,1224
2,14:31.09,,Berhane ADERE,23 NOV 1973,ETH,2,,"Boudewijnstadion, Bruxelles (BEL)",26 AUG 2005,1220
3,14:32.42,,Tirunesh DIBABA,01 OCT 1985,ETH,1,,"New York, NY (USA)",11 JUN 2005,1217
4,14:37.20,,Edith MASAI,04 APR 1967,KEN,4,,"Stadio Olimpico, Roma (ITA)",08 JUL 2005,1208
5,14:37.34,,Ejegayehu DIBABA,21 MAR 1982,ETH,3,,"Boudewijnstadion, Bruxelles (BEL)",26 AUG 2005,1207
6,14:38.21,,Isabella OCHICHI,28 OCT 1979,KEN,4,,"Boudewijnstadion, Bruxelles (BEL)",26 AUG 2005,1206
7,14:38.97,,Meselech MELKAMU,19 APR 1985,ETH,6,,"Stadio Olimpico, Roma (ITA)",08 JUL 2005,1204
8,14:40.71,,Joanne PAVEY,20 SEP 1973,GBR,7,,"Stadio Olimpico, Roma (ITA)",08 JUL 2005,1201
9,14:43.64,,Huina XING,25 FEB 1984,CHN,5,,"Olympiastadion, Helsinki (FIN)",13 AUG 2005,1195
10,14:43.87,,Zakia Mrisho MOHAMED,19 FEB 1984,TAN,6,,"Olympiastadion, Helsinki (FIN)",13 AUG 2005,1195
11,14:44.00,,Priscah Jepleting CHERONO,27 JUN 1980,KEN,7,,"Olympiastadion, Helsinki (FIN)",13 AUG 2005,1194
12,14:47.06,,Alice Jemeli TIMBILILI,01 FEB 1983,KEN,8,,"Stadio Olimpico, Roma (ITA)",08 JUL 2005,1188
13,14:47.07,,Liliya SHOBUKHOVA,13 NOV 1977,RUS,9,,"Olympiastadion, Helsinki (FIN)",13 AUG 2005,1188
14,14:47.75,,Olga KRAVTSOVA,25 JUL 1981,BLR,10,,"Olympiastadion, Helsinki (FIN)",13 AUG 2005,1187
15,14:48.53,,Susanne WIGENE,12 FEB 1978,NOR,5,,"Boudewijnstadion, Bruxelles (BEL)",26 AUG 2005,1185
16,14:50.46,,Kimberley SMITH,19 NOV 1981,NZL,1,,"Boston, MA (USA) (i)",11 FEB 2005,1206
17,14:51.11,,Sentayehu EJIGU,28 JUN 1985,ETH,9,,"Stadio Olimpico, Roma (ITA)",08 JUL 2005,1180
18,14:51.19,,Yingjie SUN,19 JAN 1979,CHN,11,,"Olympiastadion, Helsinki (FIN)",13 AUG 2005,1180
19,14:51.47,,Gelete BURKA,23 JAN 1986,ETH,10,,"Stadio Olimpico, Roma (ITA)",08 JUL 2005,1180
20,14:51.68,,Maryam Yusuf JAMAL,16 SEP 1984,BRN,2,,"FBK Stadium, Hengelo (NED)",29 MAY 2005,1179
21,14:53.22,,Kayoko FUKUSHI,25 MAR 1982,JPN,12,,"Stadio Olimpico, Roma (ITA)",08 JUL 2005,1176
22,14:54.43,,Ines CHENONGE,01 FEB 1982,KEN,4,,"Stade Louis II, Monaco (MON)",09 SEP 2005,1174
23,14:54.98,,Marta DOMÍNGUEZ,03 NOV 1975,ESP,13,,"Stadio Olimpico, Roma (ITA)",08 JUL 2005,1173
24,14:56.76,,Irene Kwambai KIPCHUMBA,25 OCT 1978,KEN,6,,"Boudewijnstadion, Bruxelles (BEL)",26 AUG 2005,1169
25,14:58.58,,Gete WAMI,11 DEC 1974,ETH,2,,Heusden-Zolder (BEL),23 JUL 2005,1166
26,14:59.07,,Margaret MAURY,15 MAY 1974,FRA,3,,Heusden-Zolder (BEL),23 JUL 2005,1165
27,15:00.20,,Lucy Kabuu WANGUI,24 MAR 1984,KEN,5,,"Stade Louis II, Monaco (MON)",09 SEP 2005,1163
28,15:00.56,,Derebe ALEMU,05 JUN 1983,ETH,4,,Heusden-Zolder (BEL),23 JUL 2005,1162
29,15:02.52,,Lauren FLESHMAN,26 SEP 1981,USA,15,,"Stadio Olimpico, Roma (ITA)",08 JUL 2005,1158
30,15:03.10,,Jeļena PROKOPČUKA,21 SEP 1976,LAT,3,,Stockholm (SWE),26 JUL 2005,1157
31,15:03.59,,Amy RUDOLPH,18 SEP 1973,USA,5,,Stockholm (SWE),26 JUL 2005,1156
32,15:04.22,,Werknesh KIDANE,07 JAN 1981,ETH,16,,"Stadio Olimpico, Roma (ITA)",08 JUL 2005,1155
