Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,22.05,+0.8,Veronica CAMPBELL-BROWN,15 MAY 1982,JAM,1,,"Olympic Stadium, Athina (GRE)",25 AUG 2004,1232
2,22.18,+0.8,Allyson FELIX,18 NOV 1985,USA,2,,"Olympic Stadium, Athina (GRE)",25 AUG 2004,1219
3,22.30,+0.8,Debbie FERGUSON,16 JAN 1976,BAH,3,,"Olympic Stadium, Athina (GRE)",25 AUG 2004,1206
4,22.33,+1.1,Aleen BAILEY,25 NOV 1980,JAM,2sf2,,"Olympic Stadium, Athina (GRE)",24 AUG 2004,1203
5,22.34,+1.7,Tonette DYER,28 MAR 1982,USA,1,,"Irvine, CA (USA)",02 MAY 2004,1202
5,22.34,+0.7,Irina KHABAROVA,18 MAR 1966,RUS,1,,Tula (RUS),31 JUL 2004,1202
7,22.36,-1.2,Muna LEE,30 OCT 1981,USA,2,,"Sacramento, CA (USA)",18 JUL 2004,1207
8,22.37,+0.5,LaTasha COLANDER,23 AUG 1976,USA,1,,"Palo Alto, CA (USA)",31 MAY 2004,1199
9,22.40,+1.6,Cydonie MOTHERSILL,19 MAR 1978,CAY,1h3,,"Olympic Stadium, Athina (GRE)",23 AUG 2004,1196
10,22.46,-0.3,Lauryn WILLIAMS,11 SEP 1983,USA,1,,"Coral Gables, FL (USA)",10 APR 2004,1191
11,22.48,+1.1,Kim GEVAERT,05 AUG 1978,BEL,4sf2,,"Olympic Stadium, Athina (GRE)",24 AUG 2004,1188
12,22.49,,Sanya RICHARDS-ROSS,26 FEB 1985,USA,2,,"Fayetteville, AR (USA) (i)",12 MAR 2004,1227
13,22.50,+2.0,Abiodun OYEPITAN,30 DEC 1979,GBR,2h4,,"Olympic Stadium, Athina (GRE)",23 AUG 2004,1186
14,22.51,-1.1,Ivet LALOVA-COLLIO,18 MAY 1984,BUL,2,,Madrid (ESP),17 JUL 2004,1190
14,22.51,+1.3,Yuliya TABAKOVA,01 MAY 1980,RUS,1h2,,Tula (RUS),31 JUL 2004,1184
16,22.60,,Consuella MOORE,29 AUG 1981,USA,3,,"Fayetteville, AR (USA) (i)",12 MAR 2004,1216
16,22.60,-1.1,Christine ARRON,13 SEP 1973,FRA,1,,Villeneuve d'Ascq (FRA),26 JUN 2004,1181
18,22.63,-1.1,LaShauntea MOORE,31 JUL 1983,USA,1sf3,,"Sacramento, CA (USA)",17 JUL 2004,1178
19,22.64,+0.7,Yelena BOLSUN,25 JUN 1982,RUS,2,,Tula (RUS),31 JUL 2004,1171
19,22.64,+0.7,Yekaterina KONDRATYEVA,08 APR 1982,RUS,3,,Tula (RUS),31 JUL 2004,1171
21,22.66,+0.5,Stephanie DURST,06 JAN 1982,USA,1sf1,,"Sacramento, CA (USA)",17 JUL 2004,1169
22,22.69,+0.5,Rachelle BOONE-SMITH,30 JUN 1981,USA,2sf1,,"Sacramento, CA (USA)",17 JUL 2004,1166
22,22.69,+0.7,Tatyana LEVINA,28 FEB 1977,RUS,4,,Tula (RUS),31 JUL 2004,1166
24,22.70,+0.2,Sherone SIMPSON,12 AUG 1984,JAM,1,,St. George's (GRN),29 MAY 2004,1165
24,22.70,-1.2,Inger MILLER,12 JUN 1972,USA,6,,"Sacramento, CA (USA)",18 JUL 2004,1172
26,22.71,,Anastasiya KAPACHINSKAYA,21 NOV 1979,RUS,1sf1,,Moskva (RUS) (i),18 FEB 2004,1205
26,22.71,-0.7,Simone FACEY,07 MAY 1985,JAM,1,,Kingston (JAM),27 MAR 2004,1168
26,22.71,+0.7,Monique HENDERSON,18 FEB 1983,USA,1,,"Westwood, CA (USA)",01 MAY 2004,1164
