Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,21.88,+1.3,Allyson FELIX,18 NOV 1985,USA,1,,Stockholm (SWE),31 JUL 2009,1250
2,22.23,+1.3,Debbie FERGUSON-MCKENZIE,16 JAN 1976,BAH,2,,Stockholm (SWE),31 JUL 2009,1214
3,22.29,+0.5,Veronica CAMPBELL-BROWN,15 MAY 1982,JAM,2sf1,,"Olympiastadion, Berlin (GER)",20 AUG 2009,1207
3,22.29,+0.1,Sanya RICHARDS-ROSS,26 FEB 1985,USA,2,,Thessaloniki (GRE),12 SEP 2009,1207
5,22.30,+0.5,Muna LEE,30 OCT 1981,USA,1sf3,,"Olympiastadion, Berlin (GER)",20 AUG 2009,1206
6,22.34,+1.7,Lauryn WILLIAMS,11 SEP 1983,USA,1,,"Icahn Stadium, New York, NY (USA)",30 MAY 2009,1202
7,22.38,+0.5,Porscha LUCAS,18 JUN 1988,USA,1sf2,,"Fayetteville, AR (USA)",11 JUN 2009,1198
8,22.41,+1.6,Shalonda SOLOMON,19 DEC 1985,USA,1f1,,"Walnut, CA (USA)",06 JUN 2009,1195
9,22.42,+0.1,Kerron STEWART,16 APR 1984,JAM,3,,Thessaloniki (GRE),12 SEP 2009,1194
10,22.45,+1.4,Cydonie MOTHERSILL,19 MAR 1978,CAY,2,,Shanghai (CHN),20 SEP 2009,1191
11,22.46,+0.3,LaVerne JONES-FERRETTE,16 SEP 1981,ISV,1,,"FBK Stadium, Hengelo (NED)",01 JUN 2009,1190
12,22.50,+1.6,Bianca KNIGHT,02 JAN 1989,USA,2f1,,"Walnut, CA (USA)",06 JUN 2009,1186
13,22.51,+0.3,Marshevet HOOKER,25 SEP 1984,USA,1h4,,"Olympiastadion, Berlin (GER)",19 AUG 2009,1184
14,22.55,+1.9,Charonda WILLIAMS,27 MAR 1987,USA,2sf1,,"Eugene, OR (USA)",28 JUN 2009,1180
14,22.55,+0.3,Anneisha MCLAUGHLIN-WHILBY,06 JAN 1986,JAM,2sf2,,"Olympiastadion, Berlin (GER)",20 AUG 2009,1180
16,22.57,+1.9,LaShauntea MOORE,31 JUL 1983,USA,3sf1,,"Eugene, OR (USA)",28 JUN 2009,1178
16,22.57,+0.1,Shericka WILLIAMS,17 SEP 1985,JAM,5,,Thessaloniki (GRE),12 SEP 2009,1178
18,22.58,-1.1,Shelly-Ann FRASER-PRYCE,27 DEC 1986,JAM,2,,Kingston (JAM),28 JUN 2009,1183
18,22.58,+0.5,Simone FACEY,07 MAY 1985,JAM,2sf3,,"Olympiastadion, Berlin (GER)",20 AUG 2009,1177
20,22.59,0.0,Carmelita JETER,24 NOV 1979,USA,1f2,,"Los Angeles, CA (USA)",11 APR 2009,1176
21,22.60,-0.8,Kelly-Ann BAPTISTE,14 OCT 1986,TTO,2,,"Mangueirão, Belém (BRA)",24 MAY 2009,1179
21,22.60,+0.5,Alexandria ANDERSON,28 JAN 1987,USA,2sf2,,"Fayetteville, AR (USA)",11 JUN 2009,1175
21,22.60,+1.9,Ebonie FLOYD,21 OCT 1983,USA,4sf1,,"Eugene, OR (USA)",28 JUN 2009,1175
24,22.63,,Yuliya GUSHCHINA,04 MAR 1983,RUS,1,,Sochi (RUS),30 MAY 2009,1172
25,22.64,+0.5,Emily FREEMAN,24 NOV 1980,GBR,3sf1,,"Olympiastadion, Berlin (GER)",20 AUG 2009,1171
25,22.64,+0.5,Eleni ARTYMATA,16 MAY 1986,CYP,4sf1,,"Olympiastadion, Berlin (GER)",20 AUG 2009,1171
27,22.73,-2.0,Debbie DUNN,26 MAR 1978,USA,3,,Rieti (ITA),06 SEP 2009,1174
28,22.74,+1.1,Rose-Mary WHYTE,08 SEP 1986,JAM,1f1,,Salamanca (ESP),08 JUL 2009,1161
29,22.75,-0.6,Stephanie DURST,06 JAN 1982,USA,1f1,,"Stadion Juliska, Praha (CZE)",08 JUN 2009,1163
30,22.76,+0.4,Laverne MONGER,30 NOV 1984,USA,1,,Ponce (PUR),16 MAY 2009,1159
31,22.78,+0.5,Murielle AHOURÉ,23 AUG 1987,CIV,4sf2,,"Fayetteville, AR (USA)",11 JUN 2009,1157
32,22.80,+1.2,Samantha HENRY-ROBINSON,25 SEP 1988,JAM,1,,"Louisville, KY (USA)",30 MAY 2009,1155
32,22.80,0.0,Yelena BOLSUN,25 JUN 1982,RUS,2,,Cheboksary (RUS),26 JUL 2009,1155
34,22.82,,Lyudmila LITVINOVA,08 JUN 1985,RUS,2,,Sochi (RUS),30 MAY 2009,1153
34,22.82,0.0,Olga ZAYTSEVA,10 NOV 1984,RUS,3,,Cheboksary (RUS),26 JUL 2009,1153
36,22.83,-0.2,Aleen BAILEY,25 NOV 1980,JAM,2f2,,"Orlando, FL (USA)",13 JUN 2009,1153
37,22.84,+1.1,Shareese WOODS,20 FEB 1985,USA,2f1,,Salamanca (ESP),08 JUL 2009,1151
38,22.85,+0.3,Christine OHURUOGU,17 MAY 1984,GBR,2,,"FBK Stadium, Hengelo (NED)",01 JUN 2009,1150
38,22.85,+1.9,Gloria ASUMNU,22 MAY 1985,USA,5sf1,,"Eugene, OR (USA)",28 JUN 2009,1150
40,22.87,-0.8,Rachelle BOONE-SMITH,30 JUN 1981,USA,4,,"Mangueirão, Belém (BRA)",24 MAY 2009,1152
41,22.89,+1.1,Joanna ATKINS,31 JAN 1989,USA,3f2,,"Tempe, AZ (USA)",11 APR 2009,1146
