Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,49.48,,Francena MCCORORY,20 OCT 1988,USA,1,,"Sacramento, CA (USA)",28 JUN 2014,1226
2,49.66,,Sanya RICHARDS-ROSS,26 FEB 1985,USA,2,,"Sacramento, CA (USA)",28 JUN 2014,1219
3,50.03,,Courtney OKOLO,15 MAR 1994,USA,1,,"Lubbock, TX (USA)",18 MAY 2014,1204
4,50.05,,Novlene WILLIAMS-MILLS,26 APR 1982,JAM,1,,Kingston (JAM),29 JUN 2014,1203
5,50.12,,Stephenie Ann MCPHERSON,25 NOV 1988,JAM,2,,"Boudewijnstadion, Bruxelles (BEL)",05 SEP 2014,1201
6,50.16,,Christine DAY,23 AUG 1986,JAM,2,,Kingston (JAM),29 JUN 2014,1199
7,50.37,,Amantle MONTSHO,04 JUL 1983,BOT,2,,"Shanghai Stadium, Shanghai (CHN)",18 MAY 2014,1191
8,50.46,,Phyllis FRANCIS,04 MAY 1992,USA,1f1,,"Albuquerque, NM (USA) (i)",15 MAR 2014,1220
8,50.46,,Kendall BAISDEN,05 MAR 1995,USA,2,,"Lubbock, TX (USA)",18 MAY 2014,1187
10,50.53,,Natasha HASTINGS,23 JUL 1986,USA,3,,"Sacramento, CA (USA)",28 JUN 2014,1184
11,50.55,,Libania GRENOT,12 JUL 1983,ITA,1,,Rovereto (ITA),19 JUL 2014,1183
12,50.74,,Joanna ATKINS,31 JAN 1989,USA,2,,Edmonton (CAN),06 JUL 2014,1176
13,50.81,,Allyson FELIX,18 NOV 1985,USA,5,,"Shanghai Stadium, Shanghai (CHN)",18 MAY 2014,1173
13,50.81,,Jessica BEARD,08 JAN 1989,USA,4,,"Sacramento, CA (USA)",28 JUN 2014,1173
15,50.84,,Anastasia Natalie LE-ROY,11 SEP 1987,JAM,4,,Kingston (JAM),29 JUN 2014,1172
16,50.87,,Kabange MUPOPO,21 SEP 1992,ZAM,4,,"Le Grand Stade, Marrakech (MAR)",13 SEP 2014,1171
17,50.94,,Kamaria BROWN,21 DEC 1992,USA,1f2,,"College Station, TX (USA) (i)",01 MAR 2014,1202
18,50.98,,DeeDee TROTTER,08 DEC 1982,USA,1sf2,,"Sacramento, CA (USA)",27 JUN 2014,1166
19,51.00,,Kaliese SPENCER,06 MAY 1987,JAM,7,,"Shanghai Stadium, Shanghai (CHN)",18 MAY 2014,1166
19,51.00,,Olha ZEMLYAK,16 JAN 1990,UKR,5,,"Le Grand Stade, Marrakech (MAR)",13 SEP 2014,1166
21,51.03,,Kseniya RYZHOVA,19 APR 1987,RUS,1,,Moskva (RUS) (i),18 FEB 2014,1198
22,51.05,,Briana NELSON,18 JUL 1992,USA,4sf1,,"Sacramento, CA (USA)",27 JUN 2014,1164
23,51.06,,Shamier LITTLE,20 MAR 1995,USA,1,,"Lexington, KY (USA)",18 MAY 2014,1163
24,51.11,,Kemi ADEKOYA,16 JAN 1993,BRN,1h3,,Incheon (KOR),27 SEP 2014,1161
25,51.21,,Folashade ABUGAN,17 DEC 1990,NGR,1f1,,Loughborough (GBR),19 JUL 2014,1157
26,51.23,,Kineke ALEXANDER,21 FEB 1986,VIN,1f1,,"San Marcos, TX (USA)",26 APR 2014,1157
26,51.23,,Shericka WILLIAMS,17 SEP 1985,JAM,5,,Kingston (JAM),29 JUN 2014,1157
28,51.29,,Patience Okon GEORGE,25 NOV 1991,NGR,1f1,,Warri (NGR),13 JUN 2014,1154
29,51.30,,Regina GEORGE,17 FEB 1991,NGR,1h2,,Calabar (NGR),19 JUN 2014,1154
29,51.30,,Floria GUEI,02 MAY 1990,FRA,4,,"Stadio Guidobaldi, Rieti (ITA)",07 SEP 2014,1154
31,51.32,,Shericka JACKSON,16 JUL 1994,JAM,6,,Kingston (JAM),29 JUN 2014,1153
32,51.33,,Alyona MAMINA,30 MAY 1990,RUS,1f1,,Yerino (RUS),09 JUL 2014,1153
33,51.36,,Robin REYNOLDS,22 FEB 1994,USA,1h1,,"Eugene, OR (USA)",11 JUN 2014,1151
34,51.38,,Ashley SPENCER,08 JUN 1993,USA,1sf2,,"Fayetteville, AR (USA)",30 MAY 2014,1151
34,51.38,,Indira TERRERO,29 NOV 1985,ESP,3,,"Letzigrund, Zürich (SUI)",15 AUG 2014,1151
34,51.38,,Christine OHURUOGU,17 MAY 1984,GBR,4,,"Letzigrund, Zürich (SUI)",15 AUG 2014,1151
37,51.39,,Chrisann GORDON-POWELL,18 SEP 1994,JAM,7,,Kingston (JAM),29 JUN 2014,1150
38,51.41,,Tatyana VESHKUROVA,23 SEP 1981,RUS,1f2,,Sochi (RUS),29 MAY 2014,1149
39,51.44,,Genet LIRE,23 JAN 1997,ETH,1,,Addis Abeba (ETH),13 JUN 2014,1148
39,51.44,,Geisa Aparecida COUTINHO,01 JUN 1980,BRA,1,,São Paulo (BRA),10 OCT 2014,1148
41,51.49,,Janieve RUSSELL,14 NOV 1993,JAM,1f2,,Kingston (JAM),07 JUN 2014,1146
42,51.55,,Patricia HALL,16 OCT 1982,JAM,1,,Ponce (PUR),17 MAY 2014,1144
43,51.56,,Omolara OMOTOSHO,25 MAY 1993,NGR,2,,Calabar (NGR),19 JUN 2014,1144
44,51.58,,Hrystyna STUY,03 FEB 1988,UKR,1,,Kirovograd (UKR),25 JUL 2014,1143
44,51.58,,Shaunae MILLER,15 APR 1994,BAH,2sf2,,"Hampden Park, Glasgow (GBR)",28 JUL 2014,1143
