Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,49.64,,Debbie DUNN,26 MAR 1978,USA,1,,"Drake Stadium, Des Moines, IA (USA)",26 JUN 2010,1220
2,49.89,,Amantle MONTSHO,04 JUL 1983,BOT,1,,"Poljud Stadion, Split (CRO)",04 SEP 2010,1210
3,49.92,,Kseniya AKSYONOVA,14 JAN 1988,RUS,1,,"Estadio Olímpico, Barcelona (ESP)",30 JUL 2010,1209
4,50.04,,Shericka WILLIAMS,17 SEP 1985,JAM,2,,"Stade Olympique de la Pontaise, Lausanne (SUI)",08 JUL 2010,1204
4,50.04,,Novlene WILLIAMS-MILLS,26 APR 1982,JAM,3,,"Stade Olympique de la Pontaise, Lausanne (SUI)",08 JUL 2010,1204
6,50.10,,Antonina KRIVOSHAPKA,21 JUL 1987,RUS,2,,"Estadio Olímpico, Barcelona (ESP)",30 JUL 2010,1201
7,50.15,,Allyson FELIX,18 NOV 1985,USA,1,,"Suhaim bin Hamad Stadium, Doha (QAT)",14 MAY 2010,1199
8,50.43,,Libania GRENOT,12 JUL 1983,ITA,3,,"Estadio Olímpico, Barcelona (ESP)",30 JUL 2010,1188
9,50.52,,Francena MCCORORY,20 OCT 1988,USA,2,,"Drake Stadium, Des Moines, IA (USA)",26 JUN 2010,1185
10,50.53,,Natasha HASTINGS,23 JUL 1986,USA,3,,"Drake Stadium, Des Moines, IA (USA)",26 JUN 2010,1184
11,50.64,,Kaliese SPENCER,06 MAY 1987,JAM,2,,"Olympiastadion, Berlin (GER)",22 AUG 2010,1180
12,50.67,,Rose-Mary WHYTE,08 SEP 1986,JAM,5,,"Stade Olympique de la Pontaise, Lausanne (SUI)",08 JUL 2010,1179
13,50.76,,Keshia KIRTZ,30 JAN 1988,USA,1,,"Berkeley, CA (USA)",16 MAY 2010,1175
14,50.81,,Antonina YEFREMOVA,19 JUL 1981,UKR,2,,Moskva (RUS),29 JUN 2010,1173
15,50.85,,Denisa ROSOLOVÁ,21 AUG 1986,CZE,1,,"Mestský Stadion, Ostrava (CZE)",27 MAY 2010,1172
16,50.87,,Kseniya ZADORINA,02 MAR 1987,RUS,3,,Moskva (RUS),29 JUN 2010,1171
17,50.88,,Christine OHURUOGU,17 MAY 1984,GBR,5,,"Suhaim bin Hamad Stadium, Doha (QAT)",14 MAY 2010,1170
17,50.88,,Vanya STAMBOLOVA,28 NOV 1983,BUL,1,,Kalamata (GRE),29 MAY 2010,1170
17,50.88,,Natalya NAZAROVA,26 MAY 1979,RUS,1sf2,,Saransk (RUS),12 JUL 2010,1170
20,51.02,,Jessica BEARD,08 JAN 1989,USA,2,,"Eugene, OR (USA)",11 JUN 2010,1165
21,51.09,,Lashinda DEMUS,10 MAR 1983,USA,5,,"Bislett Stadion, Oslo (NOR)",04 JUN 2010,1162
22,51.16,,Monica HARGROVE,30 DEC 1982,USA,4,,"Drake Stadium, Des Moines, IA (USA)",26 JUN 2010,1159
23,51.23,,DeeDee TROTTER,08 DEC 1982,USA,2f2,,"Albuquerque, NM (USA) (i)",28 FEB 2010,1190
24,51.24,,Margaret ETIM,28 NOV 1992,NGR,1,,Makurdi (NGR),22 MAY 2010,1156
25,51.32,,Amy Mbacké THIAM,10 NOV 1976,SEN,2,,"Nyayo National Stadium, Nairobi (KEN)",30 JUL 2010,1153
26,51.41,,Kseniya RYZHOVA,19 APR 1987,RUS,1sf1,,Saransk (RUS),12 JUL 2010,1149
26,51.41,,Muriel HURTIS,25 MAR 1979,FRA,1,,Castres (FRA),20 JUL 2010,1149
28,51.42,,Shana COX,22 JAN 1985,USA,1f1,,"Gainesville, FL (USA)",02 APR 2010,1149
29,51.48,,Shereefa LLOYD,02 SEP 1982,JAM,1,,Heusden-Zolder (BEL),10 JUL 2010,1147
29,51.48,,Perri SHAKES-DRAYTON,21 DEC 1988,GBR,6,,"Crystal Palace, London (GBR)",14 AUG 2010,1147
31,51.49,,Moushaumi ROBINSON,13 APR 1981,USA,2,,Heusden-Zolder (BEL),10 JUL 2010,1146
32,51.51,,Ebonie FLOYD,21 OCT 1983,USA,3,,Barcelona (ESP),09 JUL 2010,1146
33,51.52,,Joanna ATKINS,31 JAN 1989,USA,1f3,,"Greensboro, NC (USA)",28 MAY 2010,1145
34,51.55,,Lee MCCONNELL,09 OCT 1978,GBR,1f1,,Birmingham (GBR),26 JUN 2010,1144
35,51.63,,Me'Lisa BARBER,04 OCT 1980,USA,1f1,,"Auburn, AL (USA)",17 APR 2010,1141
35,51.63,,Folashade ABUGAN,17 DEC 1990,NGR,3,,"Nyayo National Stadium, Nairobi (KEN)",30 JUL 2010,1141
37,51.64,,Stephenie Ann MCPHERSON,25 NOV 1988,JAM,3h1,,Kingston (JAM),26 JUN 2010,1140
38,51.65,,Claudia HOFFMANN,10 DEC 1982,GER,1f1,,Regensburg (GER),05 JUN 2010,1140
38,51.65,,Aliann Tabitha POMPEY,09 MAR 1978,GUY,2,,New Delhi (IND),08 OCT 2010,1140
40,51.67,,Christine AMERTIL,18 AUG 1979,BAH,1,,Rio de Janeiro (BRA),23 MAY 2010,1139
41,51.71,,Shelise WILLIAMS,15 AUG 1989,USA,2f3,,"Austin, TX (USA)",28 MAY 2010,1138
42,51.73,,Angee NOTT,21 DEC 1975,USA,3sf2,,"Drake Stadium, Des Moines, IA (USA)",25 JUN 2010,1137
43,51.75,,Zundike RODRIGUEZ,14 MAR 1987,MEX,1,,San José del Cabo (MEX),22 MAY 2010,1136
44,51.79,,Yelena MIGUNOVA,04 JAN 1984,RUS,1h2,,Moskva (RUS) (i),26 FEB 2010,1168
45,51.80,,Tiandra PONTEEN,09 NOV 1984,SKN,1f1,,"Atlanta, GA (USA)",15 MAY 2010,1134
45,51.80,,Josephine EHIGIE,01 DEC 1985,NGR,2,,Makurdi (NGR),22 MAY 2010,1134
47,51.82,,Sanya RICHARDS-ROSS,26 FEB 1985,USA,4sf2,,"Drake Stadium, Des Moines, IA (USA)",25 JUN 2010,1133
48,51.84,,Geisa Aparecida COUTINHO,01 JUN 1980,BRA,1f1,,São Paulo (BRA),21 AUG 2010,1133
49,51.87,,Virginie MICHANOL,18 JUN 1985,FRA,2,,"Stade Raymond Petit, Tomblaine (FRA)",25 JUN 2010,1131
49,51.87,,Marta MILANI,09 MAR 1987,ITA,6,,"Estadio Olímpico, Barcelona (ESP)",30 JUL 2010,1131
51,51.90,,Darya TEREKHOVA,21 MAR 1980,RUS,1f2,,Moskva (RUS) (i),07 FEB 2010,1164
52,51.93,,Ndeye SOUMAH FATOU,06 APR 1986,SEN,4,,"Nyayo National Stadium, Nairobi (KEN)",30 JUL 2010,1129
53,51.94,,Joanne CUDDIHY,11 MAY 1984,IRL,1,,Perth (AUS),17 APR 2010,1129
54,51.97,,Olga TERESHKOVA,26 OCT 1984,KAZ,1,,Guangzhou (CHN),22 NOV 2010,1128
55,52.01,,Indira TERRERO,29 NOV 1985,CUB,4,,Baie Mahault (FRA),01 MAY 2010,1126
56,52.03,,Ebony COLLINS,11 MAR 1989,USA,2,,"Walnut, CA (USA)",17 APR 2010,1125
57,52.04,,Yuliya GUSHCHINA,04 MAR 1983,RUS,1f9,,Moskva (RUS) (i),13 FEB 2010,1159
58,52.05,,Mariya SAVINOVA,13 AUG 1985,RUS,2f9,,Moskva (RUS) (i),13 FEB 2010,1158
59,52.06,,Daryna PRYSTUPA,26 NOV 1987,UKR,2f2,,Yalta (UKR),28 MAY 2010,1124
60,52.09,,Alysia MONTAÑO,23 APR 1986,USA,2,,Nuoro (ITA),14 JUL 2010,1123
61,52.11,,Carline MUIR,01 OCT 1987,CAN,2,,Edmonton (CAN),12 JUN 2010,1122
