Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,48.92,,Sanya RICHARDS-ROSS,26 FEB 1985,USA,1,,Zürich (SUI),19 AUG 2005,1249
2,49.30,,Tonique WILLIAMS-DARLING,17 JAN 1976,BAH,2,,Zürich (SUI),19 AUG 2005,1234
3,49.80,,Svetlana POSPELOVA,24 DEC 1979,RUS,1,,Tula (RUS),11 JUL 2005,1214
4,49.81,,Ana Gabriela GUEVARA,04 MAR 1977,MEX,3,,"Olympiastadion, Helsinki (FIN)",10 AUG 2005,1213
5,49.88,,DeeDee TROTTER,08 DEC 1982,USA,2,,"Carson, CA (USA)",25 JUN 2005,1210
6,49.96,,Monique HENDERSON,18 FEB 1983,USA,3,,"Carson, CA (USA)",25 JUN 2005,1207
7,50.06,,Olga ZAYTSEVA,10 NOV 1984,RUS,1,,Tula (RUS),14 JUN 2005,1203
8,50.09,,Christine AMERTIL,18 AUG 1979,BAH,2,,Yokohama (JPN),19 SEP 2005,1202
9,50.24,,Monique HENNAGAN,26 MAY 1976,USA,3,,Zürich (SUI),19 AUG 2005,1196
10,50.38,,Moushaumi ROBINSON,13 APR 1981,USA,4,,"Carson, CA (USA)",25 JUN 2005,1190
11,50.41,,Tatyana FIROVA,10 OCT 1982,RUS,1,,Tula (RUS),23 JUL 2005,1189
12,50.55,,Svetlana USOVICH,14 OCT 1980,BLR,2,,"Palacio de Deportes, Madrid (ESP) (i)",05 MAR 2005,1217
13,50.67,,Natalya ANTYUKH,26 JUN 1981,RUS,1,,"Stadio Luigi Ridolfi, Firenze (ITA)",18 JUN 2005,1179
14,50.69,,Amy Mbacké THIAM,10 NOV 1976,SEN,4,,"Stade Louis II, Monaco (MON)",10 SEP 2005,1178
15,50.73,,Christine OHURUOGU,17 MAY 1984,GBR,2,,"Steigerwaldstadion, Erfurt (GER)",16 JUL 2005,1176
15,50.73,,Olesya ZYKINA,07 OCT 1980,RUS,3sf3,,"Olympiastadion, Helsinki (FIN)",08 AUG 2005,1176
17,50.77,,Olesya KRASNOMOVETS-FORSHEVA,08 JUL 1979,RUS,1,,Dubnica nad Váhom (SVK),29 AUG 2005,1175
18,50.83,,Tiandra PONTEEN,09 NOV 1984,SKN,2,,"Sacramento, CA (USA)",11 JUN 2005,1172
19,50.84,,Mariya LISNICHENKO,27 DEC 1980,RUS,2,,Sochi (RUS),26 MAY 2005,1172
20,50.92,,Hazel-Ann REGIS,01 FEB 1981,GRN,2,,"Fayetteville, AR (USA) (i)",12 MAR 2005,1202
21,50.93,,Stephanie SMITH,27 JUN 1985,USA,3,,"Sacramento, CA (USA)",11 JUN 2005,1168
21,50.93,,Yelena MIGUNOVA,04 JAN 1984,RUS,2,,Tula (RUS),14 JUN 2005,1168
23,50.95,,Lorraine FENTON,08 SEP 1973,JAM,3,,Madrid (ESP),16 JUL 2005,1168
24,50.96,,Ilona USOVICH,14 NOV 1982,BLR,5sf3,,"Olympiastadion, Helsinki (FIN)",08 AUG 2005,1167
25,50.97,,Shericka WILLIAMS,17 SEP 1985,JAM,1,,Kingston (JAM),26 JUN 2005,1167
26,51.07,,Tatyana ROSLANOVA,28 SEP 1980,KAZ,1,,Almaty (KAZ),04 JUN 2005,1163
27,51.09,,Novlene WILLIAMS-MILLS,26 APR 1982,JAM,5,,Helsinki (FIN),25 JUL 2005,1162
28,51.10,,Anastasiya OVCHINNIKOVA,16 OCT 1984,RUS,3,,Tula (RUS),14 JUN 2005,1162
29,51.12,,Allyson FELIX,18 NOV 1985,USA,1,,Glasgow (GBR),05 JUN 2005,1161
30,51.15,,Lee MCCONNELL,09 OCT 1978,GBR,6sf3,,"Olympiastadion, Helsinki (FIN)",08 AUG 2005,1160
31,51.19,,Nawal EL JACK,17 OCT 1988,SUD,1,,"Sidi Youssef Ben Ali, Marrakech (MAR)",15 JUL 2005,1158
32,51.23,,Ronetta SMITH,02 MAY 1980,JAM,2,,"Carson, CA (USA)",22 MAY 2005,1157
32,51.23,,Lucimar TEODORO,01 MAY 1981,BRA,1,,São Paulo (BRA),17 JUN 2005,1157
34,51.27,,Donna FRASER,07 NOV 1972,GBR,1,,Manchester (GBR),10 JUL 2005,1155
35,51.29,,Anna PACHOLAK-GUZOWSKA,15 JAN 1980,POL,1,,Biala Podlaska (POL),24 JUN 2005,1154
36,51.30,,Maria Laura ALMIRAO,20 SEP 1977,BRA,2,,São Paulo (BRA),17 JUN 2005,1154
36,51.30,,Danijela GRGIĆ,28 SEP 1988,CRO,2,,"Sidi Youssef Ben Ali, Marrakech (MAR)",15 JUL 2005,1154
38,51.31,,Natalya NAZAROVA,26 MAY 1979,RUS,1,,Izmir (TUR),17 AUG 2005,1153
39,51.33,,Kaltouma NADJINA,16 NOV 1976,CHA,5,,Madrid (ESP),16 JUL 2005,1153
39,51.33,,Fatou Bintou FALL,23 AUG 1981,SEN,2,,Izmir (TUR),17 AUG 2005,1153
41,51.34,,Natasha HASTINGS,23 JUL 1986,USA,1,,"Carson, CA (USA)",25 JUN 2005,1152
42,51.36,,Anna KOZAK,22 JUN 1974,BLR,2,,Minsk (BLR),24 JUN 2005,1151
43,51.39,,Shereefa LLOYD,02 SEP 1982,JAM,4,,"Sacramento, CA (USA)",11 JUN 2005,1150
44,51.40,,Julian REYNOLDS-CLAY,02 NOV 1977,USA,5,,"New York, NY (USA)",11 JUN 2005,1150
44,51.40,,Antonina YEFREMOVA,19 JUL 1981,UKR,1f2,,Madrid (ESP),16 JUL 2005,1150
46,51.43,,Aliann Tabitha POMPEY,09 MAR 1978,GUY,2,,"Mangueirão, Belém (BRA)",22 MAY 2005,1149
47,51.45,,Kim GEVAERT,05 AUG 1978,BEL,1,,Gent (BEL),08 MAY 2005,1148
47,51.45,,Suziann REID,14 JAN 1977,USA,6,,"Carson, CA (USA)",25 JUN 2005,1148
49,51.47,,Heide SEYERLING-QUINN,19 AUG 1976,RSA,1,,Durban (RSA),15 APR 2005,1147
50,51.48,,Yelena ILDEYKINA,02 FEB 1983,RUS,4,,Tula (RUS),14 JUN 2005,1147
51,51.50,,Manjeet KAUR,04 APR 1982,IND,1,,Incheon (KOR),03 SEP 2005,1146
52,51.51,,Moya THOMPSON,21 AUG 1982,JAM,2,,"Atlanta, GA (USA)",14 MAY 2005,1146
53,51.52,,Solen DESERT,02 AUG 1982,FRA,2,,Angers (FRA),16 JUL 2005,1145
