Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,3:52.47,Will LEER,15 APR 1985,USA,1,,"New York, NY (USA)",15 FEB 2014,1229
2,3:52.88,Lawi LALANG,15 JUN 1991,KEN,2,,"New York, NY (USA)",15 FEB 2014,1223
3,3:53.02,Nick WILLIS,25 APR 1983,NZL,3,,"New York, NY (USA)",15 FEB 2014,1222
4,3:54.30,Lee EMANUEL,24 JAN 1985,GBR,1,,"New York, NY (USA)",24 JAN 2014,1204
5,3:54.32,Nathan BRANNEN,08 SEP 1982,CAN,4,,"New York, NY (USA)",15 FEB 2014,1204
6,3:54.59,Garrett HEATH,03 NOV 1985,USA,2,,"New York, NY (USA)",24 JAN 2014,1201
7,3:54.66,Chris O'HARE,23 NOV 1990,GBR,5,,"New York, NY (USA)",15 FEB 2014,1200
8,3:55.09,Craig MILLER,03 AUG 1987,USA,6,,"New York, NY (USA)",15 FEB 2014,1194
9,3:56.73,Leonel MANZANO,12 SEP 1984,USA,7,,"New York, NY (USA)",15 FEB 2014,1172
10,3:57.27,Richard PETERS,18 FEB 1990,GBR,1f1,,"Boston, MA (USA)",08 FEB 2014,1165
11,3:57.29,Chris GOWELL,26 SEP 1985,GBR,2f1,,"Boston, MA (USA)",08 FEB 2014,1165
12,3:57.41,Nick WILLIS,25 APR 1983,NZL,1,,"Reggie Lewis Center, Boston, MA (USA)",08 FEB 2014,1163
13,3:57.69,Craig MILLER,03 AUG 1987,USA,3,,"New York, NY (USA)",24 JAN 2014,1160
14,3:58.03,Jose Juan ESPARZA,26 AUG 1990,MEX,3f1,,"Boston, MA (USA)",08 FEB 2014,1155
15,3:58.04,Will GEOGHEGAN,15 JUL 1992,USA,1f2,,"Boston, MA (USA)",25 JAN 2014,1155
16,3:58.18,Patrick CASEY,23 MAY 1990,USA,2,,"Reggie Lewis Center, Boston, MA (USA)",08 FEB 2014,1153
17,3:58.37,Nathan BRANNEN,08 SEP 1982,CAN,3,,"Reggie Lewis Center, Boston, MA (USA)",08 FEB 2014,1151
18,3:58.48,Matthew GILLESPIE,04 NOV 1990,GBR,4f1,,"Boston, MA (USA)",08 FEB 2014,1149
19,3:58.50,De'Sean TURNER,16 SEP 1988,USA,1f1,,"Bloomington, IN (USA)",31 JAN 2014,1149
20,3:58.52,Lopez LOMONG,01 JAN 1985,USA,4,,"Reggie Lewis Center, Boston, MA (USA)",08 FEB 2014,1149
21,3:58.61,Travis MAHONEY,25 JUL 1990,USA,5f1,,"Boston, MA (USA)",08 FEB 2014,1148
