Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,3:55.41,Charlie HUNTER,20 JUL 1996,AUS,1f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",28 FEB 2020,1190
2,3:55.50,Cooper TEARE,18 AUG 1999,USA,2f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",28 FEB 2020,1188
3,3:55.61,Chris O'HARE,23 NOV 1990,GBR,1f1,,"Armory Track&Field Center, New York, NY (USA)",08 FEB 2020,1187
4,3:55.86,Samuel TEFERA,23 OCT 1999,ETH,1,,"AIT International Arena, Athlone (IRL)",12 FEB 2020,1184
5,3:56.47,Oliver HOARE,29 JAN 1997,AUS,2f1,,"Armory Track&Field Center, New York, NY (USA)",08 FEB 2020,1176
6,3:56.56,Rob NAPOLITANO,03 NOV 1994,USA,3f1,,"Armory Track&Field Center, New York, NY (USA)",08 FEB 2020,1174
7,3:56.72,Nick WILLIS,25 APR 1983,NZL,4f1,,"Armory Track&Field Center, New York, NY (USA)",08 FEB 2020,1172
8,3:56.77,Carlos VILLAREAL,10 MAY 1997,MEX,5f1,,"Armory Track&Field Center, New York, NY (USA)",08 FEB 2020,1172
9,3:56.85,Craig ENGELS,01 MAY 1994,USA,1f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",25 JAN 2020,1171
9,3:56.85,Andrew COSCORAN,18 JUN 1996,IRL,1f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",25 JAN 2020,1171
11,3:56.90,George BEAMISH,24 OCT 1996,NZL,6f1,,"Armory Track&Field Center, New York, NY (USA)",08 FEB 2020,1170
12,3:56.99,Filip INGEBRIGTSEN,20 APR 1993,NOR,7f1,,"Armory Track&Field Center, New York, NY (USA)",08 FEB 2020,1169
13,3:57.03,Eric JENKINS,24 NOV 1991,USA,8f1,,"Armory Track&Field Center, New York, NY (USA)",08 FEB 2020,1168
14,3:57.36,Kieran TUNTIVATE,16 FEB 1997,THA,1f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",15 FEB 2020,1164
15,3:57.66,Sam ELLIS,,USA,2f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",15 FEB 2020,1160
16,3:57.81,Samuel PRAKEL,29 OCT 1994,USA,9f1,,"Armory Track&Field Center, New York, NY (USA)",08 FEB 2020,1158
17,3:57.83,Andrew COSCORAN,18 JUN 1996,IRL,10f1,,"Armory Track&Field Center, New York, NY (USA)",08 FEB 2020,1158
18,3:57.88,Mick STANOVSEK,16 JAN 1997,USA,1f2,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",28 FEB 2020,1157
19,3:57.93,Matt CENTROWITZ,28 JAN 1955,USA,3f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",28 FEB 2020,1156
20,3:58.07,Kenneth HAGEN,05 FEB 1996,USA,4f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",28 FEB 2020,1155
21,3:58.20,Cole HOCKER,06 JUN 2001,USA,5f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",28 FEB 2020,1153
22,3:58.45,Matthew SCHADLER,28 JUN 1999,USA,3f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",15 FEB 2020,1150
23,3:58.86,Julian OAKLEY,23 JUN 1993,NZL,1f2,,"Armory Track&Field Center, New York, NY (USA)",08 FEB 2020,1144
24,3:58.94,Vladimir NIKITIN,05 AUG 1992,RUS,1,,"IFKiS OGPU Arena, Orenburg (RUS)",25 JAN 2020,1143
25,3:58.95,Charlie O'DONOVAN,06 AUG 1999,IRL,1f3,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",15 FEB 2020,1143
26,3:59.00,Kasey KNEVELBAARD,,USA,4f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",15 FEB 2020,1143
27,3:59.22,Andreas DIMITRAKIS,08 SEP 1990,GRE,1f1,,"Ocean Breeze Athl. Complex, New York, NY (USA)",17 JAN 2020,1140
28,3:59.23,William KINCAID,21 SEP 1992,USA,6f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",28 FEB 2020,1140
29,3:59.32,Justyn KNIGHT,19 JUL 1996,CAN,1,,"Armory Track&Field Center, New York, NY (USA)",25 JAN 2020,1138
30,3:59.38,AJ ERNST,28 AUG 1998,USA,5f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",15 FEB 2020,1138
31,3:59.60,Willy FINK,07 MAR 1994,USA,1f1,,"Rector Fieldhouse, Blacksburg, VA (USA)",17 JAN 2020,1135
32,3:59.62,Chris O'HARE,23 NOV 1990,GBR,1,,"Reggie Lewis Center, Boston, MA (USA)",25 JAN 2020,1134
33,3:59.67,Peter CALLAHAN,01 JUN 1991,BEL,6f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",15 FEB 2020,1134
34,3:59.68,Rob NAPOLITANO,03 NOV 1994,USA,2,,"Armory Track&Field Center, New York, NY (USA)",25 JAN 2020,1134
35,3:59.70,Colin ABERT,20 MAY 1997,USA,1f2,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",25 JAN 2020,1133
35,3:59.70,Paul RYAN,29 MAY 1997,USA,2f2,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",28 FEB 2020,1133
37,3:59.74,Colin DALY,,USA,2f3,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",15 FEB 2020,1133
38,3:59.79,Willy FINK,07 MAR 1994,USA,1,,"JDL Fast Track, Winston Salem, NC (USA)",08 FEB 2020,1132
