Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,3:47.38,Yared NUGUSE,01 JUN 1999,USA,1,,"Armory Track&Field Center, New York, NY (USA)",11 FEB 2023,1298
2,3:49.46,Neil GOURLEY,07 FEB 1995,GBR,2,,"Armory Track&Field Center, New York, NY (USA)",11 FEB 2023,1270
3,3:50.45,Amos BARTELSMEYER,25 JUL 1994,GER,1f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",11 FEB 2023,1256
4,3:50.46,Anass ESSAYI,18 MAY 2001,MAR,2f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",11 FEB 2023,1256
5,3:50.83,Oliver HOARE,29 JAN 1997,AUS,3,,"Armory Track&Field Center, New York, NY (USA)",11 FEB 2023,1251
6,3:51.22,George BEAMISH,24 OCT 1996,NZL,1f2,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",26 FEB 2023,1246
7,3:51.25,Samuel PRAKEL,29 OCT 1994,USA,2f2,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",26 FEB 2023,1245
8,3:51.70,Samuel TANNER,24 AUG 2000,NZL,4,,"Armory Track&Field Center, New York, NY (USA)",11 FEB 2023,1239
9,3:51.79,Mario GARCÍA,29 JUN 1999,ESP,5,,"Armory Track&Field Center, New York, NY (USA)",11 FEB 2023,1238
10,3:51.82,John GREGOREK,07 DEC 1991,USA,6,,"Armory Track&Field Center, New York, NY (USA)",11 FEB 2023,1238
11,3:52.49,Joshua THOMPSON,09 MAY 1993,USA,7,,"Armory Track&Field Center, New York, NY (USA)",11 FEB 2023,1229
12,3:52.51,Henry WYNNE,18 APR 1995,USA,1f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",26 FEB 2023,1228
13,3:52.56,Cooper TEARE,18 AUG 1999,USA,2f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",26 FEB 2023,1228
14,3:52.58,Eduardo HERRERA,23 SEP 1997,USA,3f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",26 FEB 2023,1227
15,3:52.62,Kieran LUMB,02 AUG 1998,CAN,3f2,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",26 FEB 2023,1227
16,3:52.80,John GREGOREK,07 DEC 1991,USA,4f2,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",26 FEB 2023,1224
17,3:52.84,Neil GOURLEY,07 FEB 1995,GBR,1,,"The Track at New Balance, Boston, MA (USA)",04 FEB 2023,1224
18,3:52.85,Samuel TANNER,24 AUG 2000,NZL,2,,"The Track at New Balance, Boston, MA (USA)",04 FEB 2023,1224
19,3:52.87,Luke HOUSER,,USA,5f2,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",26 FEB 2023,1224
20,3:53.13,Sam ELLIS,,USA,6f2,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",26 FEB 2023,1220
21,3:53.25,Nathan GREEN,10 APR 2003,USA,7f2,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",26 FEB 2023,1218
22,3:53.50,Christian NOBLE,21 APR 1997,USA,3f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",11 FEB 2023,1215
23,3:53.53,Luis GRIJALVA,10 APR 1999,GUA,1f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",27 JAN 2023,1215
23,3:53.53,Eric HOLT,12 MAY 1995,USA,4f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",26 FEB 2023,1215
25,3:53.55,Luke MCCANN,12 MAR 1998,IRL,8,,"Armory Track&Field Center, New York, NY (USA)",11 FEB 2023,1214
26,3:53.58,Samuel PRAKEL,29 OCT 1994,USA,3,,"The Track at New Balance, Boston, MA (USA)",04 FEB 2023,1214
27,3:53.61,AJ ERNST,28 AUG 1998,USA,8f2,,"Boston Univ. Track & Tennis Center, Boston, MA (USA)",26 FEB 2023,1214
28,3:53.64,Andrew COSCORAN,18 JUN 1996,IRL,4,,"The Track at New Balance, Boston, MA (USA)",04 FEB 2023,1213
