Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,3:50.92,Galen RUPP,08 MAY 1986,USA,1f1,,"Boston, MA (USA)",26 JAN 2013,1250
2,3:51.21,Lopez LOMONG,01 JAN 1985,USA,1,,"New York, NY (USA)",16 FEB 2013,1246
3,3:51.34,Matthew CENTROWITZ,18 OCT 1989,USA,2,,"New York, NY (USA)",16 FEB 2013,1244
4,3:52.10,Ciaran Ó LIONÁIRD,11 APR 1988,IRL,3,,"New York, NY (USA)",16 FEB 2013,1234
5,3:52.98,Chris O'HARE,23 NOV 1990,GBR,4,,"New York, NY (USA)",16 FEB 2013,1222
6,3:54.56,Lawi LALANG,15 JUN 1991,KEN,5,,"New York, NY (USA)",16 FEB 2013,1201
7,3:54.74,Lawi LALANG,15 JUN 1991,KEN,1,,"Fayetteville, AR (USA)",09 MAR 2013,1199
8,3:54.89,Ryan HILL,31 JAN 1990,USA,6,,"New York, NY (USA)",16 FEB 2013,1197
9,3:55.25,Ryan HILL,31 JAN 1990,USA,2,,"Fayetteville, AR (USA)",09 MAR 2013,1192
10,3:55.55,Garrett HEATH,03 NOV 1985,USA,7,,"New York, NY (USA)",16 FEB 2013,1188
11,3:55.97,Ryan GREGSON,26 APR 1990,AUS,8,,"New York, NY (USA)",16 FEB 2013,1182
12,3:56.04,Richard PETERS,18 FEB 1990,GBR,1f1,,"Boston, MA (USA)",14 FEB 2013,1181
13,3:56.25,Riley MASTERS,05 APR 1990,USA,1,,"Fayetteville, AR (USA)",08 FEB 2013,1179
14,3:56.26,Matthew CENTROWITZ,18 OCT 1989,USA,1,,"Reggie Lewis Center, Boston, MA (USA)",02 FEB 2013,1178
15,3:56.28,Patrick CASEY,23 MAY 1990,USA,1,,"Fayetteville, AR (USA)",26 JAN 2013,1178
16,3:56.35,Will LEER,15 APR 1985,USA,2,,"Reggie Lewis Center, Boston, MA (USA)",02 FEB 2013,1177
17,3:56.85,Craig MILLER,03 AUG 1987,USA,3,,"Reggie Lewis Center, Boston, MA (USA)",02 FEB 2013,1171
18,3:56.90,Craig MILLER,03 AUG 1987,USA,1,,"New York, NY (USA)",26 JAN 2013,1170
19,3:57.22,David MCCARTHY,03 AUG 1988,IRL,2f1,,"Boston, MA (USA)",26 JAN 2013,1166
20,3:57.43,Jeff SEE,06 JUN 1986,USA,4,,"Reggie Lewis Center, Boston, MA (USA)",02 FEB 2013,1163
21,3:57.74,Riley MASTERS,05 APR 1990,USA,3f1,,"Boston, MA (USA)",26 JAN 2013,1159
22,3:57.81,Cory LESLIE,24 OCT 1989,USA,1,,"Winston Salem, NC (USA)",02 FEB 2013,1158
22,3:57.81,Craig HUFFER,27 OCT 1989,AUS,5,,"Reggie Lewis Center, Boston, MA (USA)",02 FEB 2013,1158
24,3:57.85,Chris GOWELL,26 SEP 1985,GBR,2,,"Fayetteville, AR (USA)",08 FEB 2013,1158
25,3:57.93,Austin MUDD,13 MAY 1993,USA,3,,"Fayetteville, AR (USA)",09 MAR 2013,1156
26,3:58.11,Eric JENKINS,24 NOV 1991,USA,4f1,,"Boston, MA (USA)",26 JAN 2013,1154
27,3:58.14,Julian MATTHEWS,21 JUL 1988,NZL,2f1,,"Boston, MA (USA)",14 FEB 2013,1154
28,3:58.20,Thomas FARRELL,23 MAR 1991,GBR,2,,"Fayetteville, AR (USA)",26 JAN 2013,1153
29,3:58.24,Kirubel ERASSA,17 JUN 1993,USA,3,,"Fayetteville, AR (USA)",26 JAN 2013,1152
30,3:58.36,Jeff SEE,06 JUN 1986,USA,1f1,,"Blacksburg, VA (USA)",15 FEB 2013,1151
31,3:58.45,Taylor MILNE,14 SEP 1981,CAN,6,,"Reggie Lewis Center, Boston, MA (USA)",02 FEB 2013,1150
32,3:58.52,Lawi LALANG,15 JUN 1991,KEN,1h1,,"Fayetteville, AR (USA)",08 MAR 2013,1149
33,3:58.55,Matthew GILLESPIE,04 NOV 1990,GBR,1f2,,"Boston, MA (USA)",26 JAN 2013,1148
34,3:58.66,Joe STILIN,05 DEC 1989,USA,4,,"Fayetteville, AR (USA)",26 JAN 2013,1147
