Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,3:49.44,Edward CHESEREK,02 FEB 1994,KEN,1,,"Boston, MA (USA)",09 FEB 2018,1270
2,3:53.40,Izaic YORKS,17 APR 1994,USA,1f1,,"Boston, MA (USA)",25 FEB 2018,1216
3,3:53.85,Edward CHESEREK,02 FEB 1994,KEN,1,,"Winston Salem, NC (USA)",02 FEB 2018,1210
4,3:53.93,Craig ENGELS,01 MAY 1994,USA,1f1,,"Boston, MA (USA)",10 FEB 2018,1209
5,3:54.14,Chris O'HARE,23 NOV 1990,GBR,1f1,,"New York, NY (USA)",03 FEB 2018,1207
6,3:54.72,Josh KERR,08 OCT 1997,GBR,2f1,,"New York, NY (USA)",03 FEB 2018,1199
7,3:54.77,Ben BLANKENSHIP,15 DEC 1988,USA,3f1,,"New York, NY (USA)",03 FEB 2018,1198
8,3:55.10,Julian OAKLEY,23 JUN 1993,NZL,2f1,,"Boston, MA (USA)",10 FEB 2018,1194
9,3:55.23,Henry WYNNE,18 APR 1995,USA,2f1,,"Boston, MA (USA)",25 FEB 2018,1192
10,3:55.52,Shadrack KIPCHIRCHIR,22 FEB 1989,USA,1f1,,"Boston, MA (USA)",27 JAN 2018,1188
11,3:55.77,Peter CALLAHAN,01 JUN 1991,BEL,3f1,,"Boston, MA (USA)",25 FEB 2018,1185
12,3:55.82,Justyn KNIGHT,19 JUL 1996,CAN,2f1,,"Boston, MA (USA)",27 JAN 2018,1184
13,3:56.06,Valentin SMIRNOV,13 FEB 1986,ANA,1,,Moskva (RUS),04 FEB 2018,1181
13,3:56.06,Brannon KIDDER,18 NOV 1993,USA,4f1,,"Boston, MA (USA)",25 FEB 2018,1181
15,3:56.36,Brannon KIDDER,18 NOV 1993,USA,3f1,,"Boston, MA (USA)",10 FEB 2018,1177
16,3:56.44,Vladimir NIKITIN,05 AUG 1992,RUS,2,,Moskva (RUS),04 FEB 2018,1176
17,3:56.47,Charlie DA'VALL GRICE,07 NOV 1993,GBR,4f1,,"New York, NY (USA)",03 FEB 2018,1176
18,3:57.02,Josh KERR,08 OCT 1997,GBR,1,,"College Station, TX (USA)",10 MAR 2018,1168
19,3:57.14,Peter CALLAHAN,01 JUN 1991,BEL,3f1,,"Boston, MA (USA)",27 JAN 2018,1167
20,3:57.20,Corey BELLEMORE,01 DEC 1994,CAN,4f1,,"Boston, MA (USA)",27 JAN 2018,1166
21,3:57.35,Craig ENGELS,01 MAY 1994,USA,1f5,,"New York, NY (USA)",27 JAN 2018,1164
22,3:57.43,Ryoji TATEZAWA,16 MAY 1997,JPN,5f1,,"Boston, MA (USA)",25 FEB 2018,1163
