Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,8:42.51,Andrew HUNTER,05 SEP 1997,USA,1,,"Shoreline, WA (USA)",20 JUN 2015,1027
2,8:43.57,Grant FISHER,22 APR 1997,USA,2,,"Shoreline, WA (USA)",20 JUN 2015,1021
3,8:50.07,John DRESSEL,02 MAY 1997,USA,3,,"Shoreline, WA (USA)",20 JUN 2015,987
4,8:51.59,Robert BRANDT,02 NOV 1996,USA,4,,"Shoreline, WA (USA)",20 JUN 2015,979
5,8:52.07,Jeremy SPIEZIO,,USA,5,,"Shoreline, WA (USA)",20 JUN 2015,976
6,8:53.26,Thomas POLLARD,17 APR 1997,USA,6,,"Shoreline, WA (USA)",20 JUN 2015,970
7,8:53.81,Conner MANTZ,08 DEC 1996,USA,7,,"Shoreline, WA (USA)",20 JUN 2015,967
8,8:56.55,Jesse REISER,,USA,8,,"Shoreline, WA (USA)",20 JUN 2015,953
9,8:58.03,John Carter BLUNT,,USA,1f1,,"Greensboro, NC (USA)",20 JUN 2015,945
10,8:58.21,Levi THOMET,03 MAR 1997,USA,9,,"Shoreline, WA (USA)",20 JUN 2015,944
11,8:58.60,Caleb WEBB,1997,USA,10,,"Shoreline, WA (USA)",20 JUN 2015,942
12,8:59.45,Joe KLECKER,16 NOV 1996,USA,11,,"Shoreline, WA (USA)",20 JUN 2015,938
13,9:00.59,Mike BRANNIGAN,12 NOV 1996,USA,12,,"Shoreline, WA (USA)",20 JUN 2015,932
14,9:01.16,Alex CORBETT,,USA,2f1,,"Greensboro, NC (USA)",20 JUN 2015,929
15,9:01.81,Nick DAHL,25 AUG 1998,USA,3f1,,"Greensboro, NC (USA)",20 JUN 2015,926
16,9:01.85,Jack SALISBURY,05 JAN 1998,USA,4f1,,"Greensboro, NC (USA)",20 JUN 2015,926
17,9:03.09,Olin HACKER,21 MAY 1997,USA,13,,"Shoreline, WA (USA)",20 JUN 2015,919
18,9:04.71,Alex ROGERS,26 JUN 1997,USA,5f1,,"Greensboro, NC (USA)",20 JUN 2015,911
19,9:05.82,Armstrong NOONAN,,USA,6f1,,"Greensboro, NC (USA)",20 JUN 2015,905
20,9:06.54,Andrew JORDAN,05 AUG 1997,USA,7f1,,"Greensboro, NC (USA)",20 JUN 2015,902
21,9:06.58,Luke MEADE,,USA,8f1,,"Greensboro, NC (USA)",20 JUN 2015,902
22,9:10.68,Ethan SHULEY,,USA,9f1,,"Greensboro, NC (USA)",20 JUN 2015,881
