Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,8:20.01,Selemon BAREGA,20 JAN 2000,ETH,1,,"Hayward Field, Eugene, OR (USA)",25 MAY 2018,1151
2,8:20.91,Paul CHELIMO,27 OCT 1990,USA,2,,"Hayward Field, Eugene, OR (USA)",25 MAY 2018,1146
3,8:21.54,Birhanu BALEW,27 FEB 1996,BRN,3,,"Hayward Field, Eugene, OR (USA)",25 MAY 2018,1143
4,8:22.29,Mohammed AHMED,05 JAN 1991,CAN,4,,"Hayward Field, Eugene, OR (USA)",25 MAY 2018,1138
5,8:22.31,Henrik INGEBRIGTSEN,24 FEB 1991,NOR,5,,"Hayward Field, Eugene, OR (USA)",25 MAY 2018,1138
6,8:22.36,Ryan HILL,31 JAN 1990,USA,6,,"Hayward Field, Eugene, OR (USA)",25 MAY 2018,1138
7,8:23.50,Eric JENKINS,24 NOV 1991,USA,7,,"Hayward Field, Eugene, OR (USA)",25 MAY 2018,1132
8,8:23.76,Ben TRUE,29 DEC 1985,USA,8,,"Hayward Field, Eugene, OR (USA)",25 MAY 2018,1130
9,8:23.96,Emmanuel BOR,14 APR 1988,USA,9,,"Hayward Field, Eugene, OR (USA)",25 MAY 2018,1129
10,8:24.09,Hassan MEAD,28 AUG 1989,USA,10,,"Hayward Field, Eugene, OR (USA)",25 MAY 2018,1128
11,8:25.17,Jacob KIPLIMO,14 NOV 2000,UGA,11,,"Hayward Field, Eugene, OR (USA)",25 MAY 2018,1122
12,8:25.44,Albert ROP,17 JUL 1992,BRN,12,,"Hayward Field, Eugene, OR (USA)",25 MAY 2018,1121
13,8:26.11,Muktar EDRIS,14 JAN 1994,ETH,13,,"Hayward Field, Eugene, OR (USA)",25 MAY 2018,1117
14,8:28.38,Shadrack KIPCHIRCHIR,22 FEB 1989,USA,14,,"Hayward Field, Eugene, OR (USA)",25 MAY 2018,1104
15,8:31.43,Edward CHESEREK,02 FEB 1994,KEN,15,,"Hayward Field, Eugene, OR (USA)",25 MAY 2018,1087
16,8:31.92,Richard YATOR,04 JUN 1998,KEN,16,,"Hayward Field, Eugene, OR (USA)",25 MAY 2018,1085
17,8:33.44,Paul Kipngetich TANUI,22 DEC 1990,KEN,17,,"Hayward Field, Eugene, OR (USA)",25 MAY 2018,1076
18,8:48.76,James MWAURA,,USA,1,,"Shoreline, WA (USA)",08 JUN 2018,994
19,8:49.46,Cole SPROUT,03 DEC 2001,USA,2,,"Shoreline, WA (USA)",08 JUN 2018,990
20,8:51.66,Ryan RAFF,,USA,3,,"Shoreline, WA (USA)",08 JUN 2018,978
21,8:53.36,Devin HART,,USA,4,,"Shoreline, WA (USA)",08 JUN 2018,969
22,8:53.46,Ryan OOSTING,09 MAY 2001,NED,5,,"Shoreline, WA (USA)",08 JUN 2018,969
23,8:54.25,Joe WASKOM,,USA,6,,"Shoreline, WA (USA)",08 JUN 2018,965
24,8:57.33,Carter CHEESEMAN,27 DEC 2000,USA,7,,"Shoreline, WA (USA)",08 JUN 2018,949
25,8:59.20,Chad JOHNSON,05 JAN 2000,USA,8,,"Shoreline, WA (USA)",08 JUN 2018,939
26,8:59.46,Nick FOSTER,03 OCT 2000,USA,1f2,,"Greensboro, NC (USA)",16 JUN 2018,938
27,9:04.49,Liam ANDERSON,,USA,9,,"Shoreline, WA (USA)",08 JUN 2018,912
28,9:04.73,Connor NISBET,,USA,2f2,,"Greensboro, NC (USA)",16 JUN 2018,911
29,9:04.96,Cameron PONDER,27 APR 2000,USA,3f2,,"Greensboro, NC (USA)",16 JUN 2018,910
30,9:06.51,Titus WINDERS,,USA,10,,"Shoreline, WA (USA)",08 JUN 2018,902
31,9:06.53,Jacob MCLEOD,22 MAR 2000,USA,11,,"Shoreline, WA (USA)",08 JUN 2018,902
32,9:06.95,Justin HAZELL,25 FEB 2000,USA,12,,"Shoreline, WA (USA)",08 JUN 2018,900
33,9:07.39,Michael MOONEY,,USA,13,,"Shoreline, WA (USA)",08 JUN 2018,898
34,9:07.83,Alexander KORCZYNSKI,,USA,4f2,,"Greensboro, NC (USA)",16 JUN 2018,895
35,9:13.30,Andrew MAH,01 FEB 2000,USA,1f1,,"Greensboro, NC (USA)",16 JUN 2018,868
36,9:13.34,Alex COMERFORD,,USA,5f2,,"Greensboro, NC (USA)",16 JUN 2018,868
37,9:13.82,Connor LIVINGSTON,,USA,6f2,,"Greensboro, NC (USA)",16 JUN 2018,866
