Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,8:07.85,Mo FARAH,23 MAR 1983,GBR,1,,"Alexander Stadium, Birmingham (GBR)",24 AUG 2014,1222
2,8:22.82,Zane ROBERTSON,14 NOV 1989,NZL,2,,"Alexander Stadium, Birmingham (GBR)",24 AUG 2014,1135
3,8:25.55,Emmanuel Kipkemei BETT,29 MAR 1985,KEN,3,,"Alexander Stadium, Birmingham (GBR)",24 AUG 2014,1120
4,8:26.50,Jordan MCNAMARA,07 MAR 1987,USA,4,,"Alexander Stadium, Birmingham (GBR)",24 AUG 2014,1115
5,8:27.15,Will LEER,15 APR 1985,USA,5,,"Alexander Stadium, Birmingham (GBR)",24 AUG 2014,1111
6,8:27.55,Andy VERNON,07 JAN 1986,GBR,6,,"Alexander Stadium, Birmingham (GBR)",24 AUG 2014,1109
7,8:28.30,Suguru OSAKO,23 MAY 1991,JPN,7,,"Alexander Stadium, Birmingham (GBR)",24 AUG 2014,1105
8,8:30.39,Thomas FARRELL,23 MAR 1991,GBR,8,,"Alexander Stadium, Birmingham (GBR)",24 AUG 2014,1093
9,8:38.66,Jonathan HAY,12 FEB 1992,GBR,9,,"Alexander Stadium, Birmingham (GBR)",24 AUG 2014,1048
10,8:43.77,Thomas LANCASHIRE,02 JUL 1985,GBR,10,,"Alexander Stadium, Birmingham (GBR)",24 AUG 2014,1020
11,8:50.18,Lee EMANUEL,24 JAN 1985,GBR,11,,"Alexander Stadium, Birmingham (GBR)",24 AUG 2014,986
12,8:51.28,Grant FISHER,22 APR 1997,USA,1,,"Seattle, WA (USA)",21 JUN 2014,980
13,8:53.59,Mike BRANNIGAN,12 NOV 1996,USA,1,,"Greensboro, NC (USA)",15 JUN 2014,968
14,8:53.81,Andrew HUNTER,05 SEP 1997,USA,2,,"Greensboro, NC (USA)",15 JUN 2014,967
15,8:55.24,Steven FAHY,13 FEB 1996,USA,2,,"Seattle, WA (USA)",21 JUN 2014,960
16,8:56.06,Andrew RAFLA,15 APR 1996,USA,3,,"Seattle, WA (USA)",21 JUN 2014,955
17,8:56.60,Tim MCGOWAN,,USA,3,,"Greensboro, NC (USA)",15 JUN 2014,953
18,8:56.62,Conner MANTZ,08 DEC 1996,USA,4,,"Seattle, WA (USA)",21 JUN 2014,952
19,8:56.83,Thomas POLLARD,17 APR 1997,USA,5,,"Seattle, WA (USA)",21 JUN 2014,951
20,8:57.57,Jack MCGOWAN,,USA,4,,"Greensboro, NC (USA)",15 JUN 2014,948
21,8:58.08,Cerake GEBERKIDANE,03 JUN 1996,USA,6,,"Seattle, WA (USA)",21 JUN 2014,945
22,8:58.38,John DRESSEL,02 MAY 1997,USA,7,,"Seattle, WA (USA)",21 JUN 2014,943
23,8:58.51,Blair HURLOCK,,USA,8,,"Seattle, WA (USA)",21 JUN 2014,943
24,8:59.63,Thomas POLLARD,17 APR 1997,USA,5,,"Greensboro, NC (USA)",15 JUN 2014,937
25,9:00.18,Dan CURTS,17 JAN 1996,USA,9,,"Seattle, WA (USA)",21 JUN 2014,934
26,9:00.24,Brian COOK,07 MAY 1996,USA,6,,"Greensboro, NC (USA)",15 JUN 2014,934
27,9:00.34,Tony RUSSELL,,USA,1,,"West Chester, PA (USA)",02 MAY 2014,933
28,9:01.47,Paul HOGAN,04 NOV 1995,USA,1f2,,"Bridgewater, MA (USA)",07 JUN 2014,928
29,9:01.83,Aaron TEMPLETON,23 OCT 1995,USA,10,,"Seattle, WA (USA)",21 JUN 2014,926
30,9:03.98,Patrick SHEEHAN,,USA,7,,"Greensboro, NC (USA)",15 JUN 2014,915
31,9:04.62,Viraj DEOKAR,10 OCT 1997,USA,8,,"Greensboro, NC (USA)",15 JUN 2014,911
32,9:04.77,Ross WILSON,17 JUN 1996,USA,2,,"West Chester, PA (USA)",02 MAY 2014,911
33,9:05.97,Matthew MAHONEY,05 JUN 1996,USA,2f2,,"Bridgewater, MA (USA)",07 JUN 2014,905
34,9:06.44,Reiny BARCHET,,USA,3,,"West Chester, PA (USA)",02 MAY 2014,902
35,9:06.87,Dominic DELUCA,01 FEB 1996,USA,4,,"West Chester, PA (USA)",02 MAY 2014,900
36,9:08.09,Toby HARDWICK,21 MAR 1995,USA,9,,"Greensboro, NC (USA)",15 JUN 2014,894
37,9:08.66,Benjamin HILL,18 NOV 1996,USA,10,,"Greensboro, NC (USA)",15 JUN 2014,891
38,9:09.01,Jaxson HOEY,27 DEC 1997,USA,5,,"West Chester, PA (USA)",02 MAY 2014,889
39,9:10.18,Stephen GARRETT,,USA,11,,"Greensboro, NC (USA)",15 JUN 2014,884
40,9:13.80,Kieran TUNTIVATE,16 FEB 1997,THA,6,,"West Chester, PA (USA)",02 MAY 2014,866
41,9:14.54,Stephen GARRETT,,USA,7,,"West Chester, PA (USA)",02 MAY 2014,862
