Rank,Mark,Competitor,DOB,Nat,Pos,,Venue,Date,ResultScore
1,3:51.07,Faith KIPYEGON,10 JAN 1994,KEN,1,,"Stade Louis II, Monaco (MON)",09 JUL 2021,1278
2,3:53.11,Faith KIPYEGON,10 JAN 1994,KEN,1,,"National Stadium, Tokyo (JPN)",06 AUG 2021,1262
3,3:53.23,Faith KIPYEGON,10 JAN 1994,KEN,1,,"Hayward Field, Eugene, OR (USA)",21 AUG 2021,1261
4,3:53.60,Sifan HASSAN,01 JAN 1993,NED,2,,"Stade Louis II, Monaco (MON)",09 JUL 2021,1258
5,3:53.63,Sifan HASSAN,01 JAN 1993,NED,1,,"Stadio Luigi Ridolfi, Firenze (ITA)",10 JUN 2021,1257
6,3:53.91,Faith KIPYEGON,10 JAN 1994,KEN,2,,"Stadio Luigi Ridolfi, Firenze (ITA)",10 JUN 2021,1255
7,3:54.01,Gudaf TSEGAY,23 JUN 1997,ETH,1,,"Stadion Śląski, Chorzów (POL)",20 JUN 2021,1254
8,3:54.50,Laura MUIR,09 MAY 1993,GBR,2,,"National Stadium, Tokyo (JPN)",06 AUG 2021,1250
9,3:55.59,Laura MUIR,09 MAY 1993,GBR,3,,"Stadio Luigi Ridolfi, Firenze (ITA)",10 JUN 2021,1241
10,3:55.86,Sifan HASSAN,01 JAN 1993,NED,3,,"National Stadium, Tokyo (JPN)",06 AUG 2021,1239
11,3:56.28,Freweyni HAILU,12 FEB 2001,ETH,3,,"Stade Louis II, Monaco (MON)",09 JUL 2021,1236
12,3:56.69,Sifan HASSAN,01 JAN 1993,NED,,,"Boudewijnstadion, Bruxelles (BEL)",03 SEP 2021,1232
13,3:56.80,Faith KIPYEGON,10 JAN 1994,KEN,1sf1,,"National Stadium, Tokyo (JPN)",04 AUG 2021,1231
14,3:57.33,Freweyni HAILU,12 FEB 2001,ETH,1,,"Blankers-Koen Stadion, Hengelo (NED)",08 JUN 2021,1227
15,3:57.54,Freweyni HAILU,12 FEB 2001,ETH,2sf1,,"National Stadium, Tokyo (JPN)",04 AUG 2021,1225
16,3:57.60,Freweyni HAILU,12 FEB 2001,ETH,4,,"National Stadium, Tokyo (JPN)",06 AUG 2021,1225
